Time (s):,User Points:,Peer Points:,Action type:,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
0.5604178,0,1,Peer hit peer's target,4.23938E-05,0.03643274,-0.07822346,324.1247,1.527891,354.2788,0.03284624,-0.3884976,0.1330769,333.3133,1.730406,347.9097
0.8271478,0,2,Peer hit peer's target,-0.001340248,0.03631039,-0.07728859,323.9601,1.980721,354.3697,0.04004565,-0.3745713,0.1273905,323.2968,5.231508,348.7847
0.8382258,-1,2,User missed,-0.001395572,0.03632647,-0.0773272,323.9753,2.006354,354.3725,0.03937656,-0.3755716,0.1256904,322.1454,4.592771,349.4004
1.105241,0,2,User hit user's target,-0.001468793,0.03661906,-0.07735162,323.6827,2.917266,354.2954,0.04607125,-0.3719713,0.1260989,313.4649,8.81497,352.4767
1.32748,-1,2,User missed,-0.001765933,0.03713833,-0.07805775,323.3134,3.496923,354.3967,0.07028828,-0.3607081,0.1359424,310.0323,20.35607,350.8772
1.594238,0,2,User hit user's target,-0.000323046,0.03777942,-0.08064463,322.8189,4.563452,354.3517,0.06452911,-0.36429,0.1382127,332.7672,6.984029,346.957
1.816215,-1,2,User missed,0.0008248724,0.0383213,-0.08199062,322.5283,5.636482,354.0684,0.0718698,-0.3562327,0.1407175,321.8371,15.66078,346.6498
2.049753,-2,2,User missed,-0.0002823584,0.0383754,-0.08198059,322.3858,5.742371,354.2839,0.07276227,-0.3599623,0.1403302,321.4599,12.42858,349.6914
2.283301,-3,2,User missed,-0.0006828085,0.03896504,-0.0839062,322.1241,5.794059,354.2925,0.0687058,-0.3552598,0.13751,327.712,7.651198,343.6954
2.495225,-4,2,User missed,-0.001830764,0.03934849,-0.08540621,321.7843,5.713273,354.3011,0.06907026,-0.3565045,0.1427741,327.4816,9.959674,346.1493
2.694029,-5,3,User hit peer's target,-0.003501784,0.0391897,-0.08411048,322.7571,4.426758,355.5401,0.06883887,-0.3625714,0.1452652,331.1591,8.924156,347.6457
2.860512,-6,3,User missed,-0.01312556,0.02398492,-0.06009566,335.8511,0.7491437,1.165394,0.06910216,-0.369394,0.1440083,330.5782,8.597259,348.796
3.048937,-6,4,Peer hit peer's target,-0.01795566,-0.001227706,-0.04863771,350.2021,356.8678,3.865694,0.06763823,-0.3763142,0.1385189,334.5489,7.886678,349.2474
3.071222,-5,4,User hit user's target,-0.01749122,-0.002766568,-0.0491686,351.0425,356.5667,3.758293,0.06629497,-0.3799207,0.1351307,333.5852,5.216441,350.8748
3.293288,-5,3,Peer missed,-0.005305662,-0.007500036,-0.06633797,354.8039,357.7083,1.412055,0.06767519,-0.3813399,0.1309231,337.241,7.694166,347.205
3.482468,-5,2,Peer missed,0.0004087761,-0.03222551,-0.08601215,4.43877,357.1031,0.849385,0.06995936,-0.3800928,0.1177149,338.8464,5.221153,347.2253
3.593056,-5,1,Peer missed,0.004482597,-0.04661699,-0.1086592,11.32667,359.5521,2.461788,0.06869224,-0.3831857,0.1089947,339.0912,4.221692,348.4564
3.692971,-6,2,User hit peer's target,0.004454728,-0.04822401,-0.124467,15.06278,359.0261,5.71531,0.06681877,-0.3859452,0.09647508,338.0637,3.20297,348.3343
3.971737,-5,1,Peer hit user's target,-0.004483514,-0.05330922,-0.1617038,19.01323,0.2004664,9.503536,0.05962166,-0.3898759,0.06848754,342.6342,1.468991,346.5403
3.994391,-6,2,User hit peer's target,-0.005211218,-0.05422393,-0.1642598,19.46012,359.8799,9.472285,0.05894748,-0.3902716,0.06329188,341.345,359.8217,346.7381
4.169573,-6,1,Peer missed,-0.01216387,-0.0589842,-0.1825043,21.5301,356.6083,8.836334,0.04656626,-0.3984304,0.05044692,352.7987,356.6505,348.6491
4.235598,-7,1,User missed,-0.01434225,-0.05948029,-0.1905313,21.34483,355.2122,7.899003,0.04155367,-0.4105391,0.04348175,356.2709,353.2901,349.3194
4.279839,-6,0,Peer hit user's target,-0.0147169,-0.05975699,-0.1964808,21.10687,354.6737,7.963633,0.03916508,-0.419089,0.04257089,0.7634077,354.226,350.1524
4.324838,-6,-1,Peer missed,-0.01440686,-0.06050486,-0.2025941,21.44803,354.2522,7.731158,0.03884759,-0.4240945,0.04122876,2.766681,356.3036,348.8069
4.469065,-7,0,User hit peer's target,-0.01065342,-0.06171173,-0.2220067,22.27681,353.507,8.050385,0.03554312,-0.4265319,0.02040087,2.149021,355.3727,349.7634
