Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
2018/06/21 - 03:57:56.983982,36.92683,1.000044,0.3344245,-0.6744202,347.4928,334.2649,354.2504,0.88624,-0.05252886,-0.2698909,345.6651,334.2531,352.9456
2018/06/21 - 03:57:56.998942,36.94176,0.9998639,0.3343101,-0.6740161,347.5878,334.1395,354.3472,0.8853934,-0.05668999,-0.2728178,346.1986,333.8419,352.9589
2018/06/21 - 03:57:57.007918,36.95084,0.9997228,0.3341781,-0.6736935,347.6035,334.0579,354.4789,0.8843879,-0.06091005,-0.2758224,346.7796,333.2691,353.0582
2018/06/21 - 03:57:57.016894,36.96043,0.9995362,0.334145,-0.6734499,347.6835,333.9865,354.5189,0.8831888,-0.06501816,-0.2788745,347.3604,332.5326,353.2384
2018/06/21 - 03:57:57.027865,36.97064,0.9993569,0.3340539,-0.6731759,347.7353,333.8848,354.6601,0.881809,-0.06885818,-0.2819649,347.8947,331.6431,353.4409
2018/06/21 - 03:57:57.038836,36.98171,0.999041,0.3339787,-0.6729203,347.8022,333.7144,354.7558,0.8804653,-0.07247803,-0.2850185,348.3601,330.7224,353.6031
2018/06/21 - 03:57:57.050803,36.99334,0.9987041,0.3338882,-0.6726707,347.8866,333.5244,354.9113,0.8791266,-0.07588229,-0.287971,348.8213,329.8232,353.7321
2018/06/21 - 03:57:57.060776,37.00428,0.9983938,0.333827,-0.6724445,347.9852,333.258,355.0711,0.8781132,-0.07895638,-0.2907224,349.2838,329.144,353.6751
2018/06/21 - 03:57:57.073742,37.01564,0.9978709,0.3337248,-0.6721672,348.0049,333.0466,355.2209,0.8772797,-0.08173345,-0.2932331,349.6635,328.9052,353.3799
2018/06/21 - 03:57:57.083715,37.02691,0.997422,0.3337211,-0.6720113,348.1104,332.7512,355.3098,0.8764791,-0.08426011,-0.295485,350.0284,329.3284,352.8924
2018/06/21 - 03:57:57.095684,37.03759,0.9969205,0.3336142,-0.6717299,348.0973,332.4808,355.48,0.8752772,-0.086882,-0.2979528,350.5435,329.5754,352.6688
2018/06/21 - 03:57:57.106654,37.04889,0.9964076,0.3335554,-0.6715598,348.1533,332.1858,355.6195,0.8736266,-0.08919147,-0.3007846,351.0048,329.2059,352.7917
2018/06/21 - 03:57:57.116629,37.06013,0.995814,0.3334815,-0.671373,348.1955,331.8896,355.7767,0.8719113,-0.09108599,-0.3038714,351.1617,328.3717,353.0659
2018/06/21 - 03:57:57.128595,37.07118,0.9951373,0.3334267,-0.6712315,348.2677,331.577,355.9258,0.8703146,-0.09253132,-0.3068715,351.1411,327.5945,353.2709
2018/06/21 - 03:57:57.138569,37.08194,0.9943951,0.3333835,-0.6710724,348.3331,331.2248,356.0649,0.8688472,-0.09385251,-0.3096245,351.2015,327.0247,353.3309
2018/06/21 - 03:57:57.151534,37.09372,0.9936671,0.3332664,-0.6709017,348.325,330.8481,356.2764,0.867486,-0.0949828,-0.3121769,351.2924,326.5717,353.3183
2018/06/21 - 03:57:57.161508,37.10441,0.9929041,0.3332216,-0.670733,348.3318,330.4743,356.4651,0.8661594,-0.09583157,-0.3145849,351.3753,326.2242,353.1946
2018/06/21 - 03:57:57.173475,37.11524,0.9921475,0.3331957,-0.6705874,348.3778,330.0833,356.6836,0.8647955,-0.09669067,-0.3169346,351.4747,325.9848,352.9853
2018/06/21 - 03:57:57.183449,37.12708,0.9913878,0.3331444,-0.6704599,348.4095,329.6786,356.9124,0.8632825,-0.09743973,-0.3192366,351.6572,325.8737,352.7021
2018/06/21 - 03:57:57.195442,37.13813,0.990683,0.3330855,-0.6703936,348.4829,329.2956,357.1195,0.8615673,-0.09812855,-0.3217013,351.863,325.5244,352.5626
2018/06/21 - 03:57:57.207386,37.14928,0.9899787,0.332988,-0.6702771,348.5146,328.9104,357.3466,0.8597376,-0.0987181,-0.3242493,351.9798,325.0096,352.4934
2018/06/21 - 03:57:57.217358,37.16063,0.9892853,0.3329026,-0.670219,348.5568,328.5417,357.555,0.8578519,-0.0991253,-0.3268787,352.0058,324.5172,352.4561
2018/06/21 - 03:57:57.229327,37.1713,0.9885157,0.3328432,-0.6701127,348.6031,328.1671,357.7983,0.8559566,-0.09941858,-0.3295456,352.024,324.08,352.4852
2018/06/21 - 03:57:57.240296,37.18322,0.9878523,0.3328412,-0.6701188,348.7191,327.7294,358.0277,0.854045,-0.09968229,-0.3322652,352.0424,323.6208,352.4848
2018/06/21 - 03:57:57.251267,37.19348,0.9871194,0.3326926,-0.6700552,348.7009,327.3317,358.281,0.8521934,-0.09994327,-0.3350772,352.084,323.0578,352.4817
2018/06/21 - 03:57:57.262238,37.20495,0.9864279,0.3325253,-0.6700082,348.7109,326.8901,358.6183,0.8502115,-0.1002169,-0.3379828,352.1497,322.5083,352.4404
2018/06/21 - 03:57:57.273766,37.2157,0.985706,0.33241,-0.6700504,348.791,326.3561,358.9196,0.8481504,-0.1005205,-0.3410799,352.2083,321.9728,352.3766
2018/06/21 - 03:57:57.283739,37.22737,0.9849722,0.3323127,-0.6700976,348.8878,325.7774,359.2198,0.8459558,-0.1009169,-0.3443572,352.3169,321.4352,352.3499
2018/06/21 - 03:57:57.295707,37.2379,0.984188,0.3321363,-0.6701845,348.9128,325.188,359.5333,0.8436891,-0.1014257,-0.3479477,352.4223,320.7321,352.479
2018/06/21 - 03:57:57.306678,37.24934,0.9833006,0.3320526,-0.670371,349.0032,324.5323,359.7363,0.8413876,-0.1019435,-0.3518269,352.4002,319.8743,352.6951
2018/06/21 - 03:57:57.318645,37.26169,0.9823587,0.331932,-0.6705861,349.0715,323.8311,0.005386602,0.8390461,-0.1024789,-0.35581,352.3931,319.0388,352.9162
2018/06/21 - 03:57:57.329616,37.272,0.9814582,0.3318198,-0.670849,349.1069,323.1138,0.2452223,0.836736,-0.1031426,-0.3599405,352.4118,318.2447,353.0935
2018/06/21 - 03:57:57.339591,37.28311,0.9805341,0.3317366,-0.6710926,349.1289,322.3994,0.5550687,0.8343371,-0.1039301,-0.3641937,352.4763,317.4372,353.224
2018/06/21 - 03:57:57.350560,37.29348,0.979597,0.3316698,-0.6713963,349.1221,321.6251,0.8607669,0.8319486,-0.104941,-0.3686284,352.618,316.6128,353.3078
2018/06/21 - 03:57:57.360533,37.30401,0.9787487,0.3316229,-0.6717817,349.1551,320.7788,1.230989,0.8295015,-0.1062722,-0.3734101,352.8117,315.7547,353.3405
2018/06/21 - 03:57:57.373211,37.3153,0.9778312,0.3315022,-0.6721244,349.1468,320.0202,1.679602,0.8269575,-0.1078002,-0.3784657,353.0129,314.8509,353.3768
2018/06/21 - 03:57:57.384182,37.32714,0.9769995,0.3314264,-0.672572,349.1866,319.2693,2.010365,0.8244574,-0.1097702,-0.3839178,353.2812,313.8823,353.4265
2018/06/21 - 03:57:57.396150,37.3384,0.9761728,0.331293,-0.6730222,349.2089,318.5635,2.338166,0.8218259,-0.1120923,-0.3897592,353.6518,312.882,353.4514
2018/06/21 - 03:57:57.407121,37.34875,0.9753528,0.3311453,-0.6734238,349.2316,317.813,2.723071,0.8192148,-0.114664,-0.3959118,354.0676,311.8181,353.5071
2018/06/21 - 03:57:57.417094,37.36075,0.9744277,0.3309925,-0.6738878,349.2892,317.0842,3.035319,0.8165033,-0.1176864,-0.4026521,354.5367,310.6151,353.6266
2018/06/21 - 03:57:57.429063,37.3716,0.9734744,0.3308308,-0.6743691,349.398,316.3467,3.318523,0.8136224,-0.120642,-0.4096839,354.9516,309.0844,354.0397
2018/06/21 - 03:57:57.439036,37.38234,0.9725465,0.3305966,-0.6749061,349.5099,315.6199,3.538831,0.8109822,-0.1237236,-0.4170455,355.1875,307.2762,354.6615
2018/06/21 - 03:57:57.451004,37.39349,0.9716814,0.3304209,-0.6754343,349.6856,314.9383,3.784806,0.8085898,-0.126687,-0.4241542,355.3635,305.7016,355.1586
2018/06/21 - 03:57:57.461974,37.40504,0.9708143,0.3302578,-0.6759125,349.8405,314.2939,4.010935,0.8066243,-0.1295281,-0.431009,355.3684,304.3247,355.6422
2018/06/21 - 03:57:57.475611,37.41747,0.9698536,0.3300461,-0.6764113,349.9328,313.6984,4.146579,0.8049543,-0.1322141,-0.4375246,355.3249,303.1389,356.0894
2018/06/21 - 03:57:57.484587,37.42806,0.9689289,0.3298379,-0.6768664,350.0414,313.0694,4.391961,0.8037345,-0.1349147,-0.4435276,355.2597,302.326,356.3095
2018/06/21 - 03:57:57.495558,37.43774,0.9679863,0.3297128,-0.6774069,350.1851,312.427,4.50306,0.802322,-0.1376034,-0.4490917,355.4535,301.7585,356.3289
2018/06/21 - 03:57:57.506531,37.44891,0.967084,0.3295358,-0.6778905,350.2668,311.7668,4.712614,0.8006799,-0.1403391,-0.4545558,355.9027,301.145,356.2605
2018/06/21 - 03:57:57.517500,37.46042,0.966187,0.3294165,-0.6784021,350.3689,311.1115,4.842537,0.798984,-0.1430217,-0.4598977,356.557,300.3646,356.0989
2018/06/21 - 03:57:57.529468,37.47168,0.9652763,0.3292879,-0.6789573,350.4525,310.476,4.885465,0.7974408,-0.1452348,-0.4649875,357.1612,299.328,355.7839
2018/06/21 - 03:57:57.539441,37.48223,0.9643269,0.3291344,-0.6794667,350.5524,309.7963,4.926457,0.7961441,-0.1470691,-0.4699079,357.5168,298.2697,355.4687
2018/06/21 - 03:57:57.551422,37.49358,0.9634134,0.3289494,-0.6799739,350.6826,309.1179,4.914137,0.7949317,-0.1486247,-0.4745626,357.761,297.2363,355.3249
2018/06/21 - 03:57:57.561383,37.50461,0.9625183,0.3286953,-0.6804036,350.7764,308.4235,4.901901,0.7938967,-0.1497705,-0.4787352,357.8374,296.3446,355.2647
2018/06/21 - 03:57:57.573671,37.51585,0.9616736,0.328482,-0.6808515,350.9456,307.8157,4.878689,0.7931513,-0.1503198,-0.4819874,357.613,295.9254,355.3151
2018/06/21 - 03:57:57.583644,37.5268,0.9609252,0.328297,-0.6812406,351.1274,307.1898,4.779378,0.7922459,-0.1509444,-0.4850754,357.4664,295.697,355.5139
2018/06/21 - 03:57:57.594615,37.53733,0.9602795,0.3281195,-0.6816042,351.2988,306.6533,4.667277,0.7914709,-0.1513032,-0.4874637,357.2635,295.731,355.7669
2018/06/21 - 03:57:57.607581,37.54928,0.9596685,0.3278998,-0.6818659,351.4203,306.1771,4.595693,0.7907423,-0.1515547,-0.4894724,357.1101,295.8243,355.86
2018/06/21 - 03:57:57.618551,37.56137,0.9589694,0.3277209,-0.6821073,351.56,305.6936,4.568214,0.7899002,-0.1517588,-0.49134,357.0686,295.7485,355.7859
2018/06/21 - 03:57:57.630519,37.57286,0.9582723,0.3274992,-0.6823604,351.6904,305.1738,4.543842,0.7889578,-0.1518841,-0.4928812,357.1663,295.508,355.6174
2018/06/21 - 03:57:57.640493,37.58347,0.9575769,0.3272696,-0.6826715,351.8746,304.7252,4.530159,0.7881522,-0.1519445,-0.4939214,357.3309,295.2547,355.3352
2018/06/21 - 03:57:57.652460,37.59414,0.9569887,0.3269829,-0.6828939,352.0374,304.2577,4.485447,0.7873076,-0.1520267,-0.4948026,357.4608,295.0884,355.0725
2018/06/21 - 03:57:57.661437,37.60463,0.9564745,0.3267026,-0.6830942,352.2119,303.8492,4.444697,0.7864091,-0.152106,-0.4952711,357.6613,294.9603,354.8677
2018/06/21 - 03:57:57.673417,37.61543,0.9559911,0.3264175,-0.6832103,352.4176,303.4836,4.421941,0.7855029,-0.152321,-0.4956545,357.8508,294.8719,354.7401
2018/06/21 - 03:57:57.684376,37.62739,0.9554749,0.3260829,-0.6833065,352.6666,303.185,4.486961,0.7844819,-0.1528002,-0.4957835,358.0719,294.8967,354.8607
2018/06/21 - 03:57:57.695346,37.63787,0.9549065,0.3257195,-0.6834165,352.9178,302.8536,4.499772,0.7834589,-0.1536159,-0.4958634,358.3947,294.9708,355.3015
2018/06/21 - 03:57:57.707315,37.64928,0.9544479,0.3252967,-0.6834714,353.192,302.4716,4.44884,0.7823873,-0.1545685,-0.4959946,358.7234,295.0821,355.8354
2018/06/21 - 03:57:57.717311,37.66022,0.9540223,0.3248944,-0.6835782,353.5529,302.1973,4.436589,0.781311,-0.1559498,-0.4959714,359.0981,295.2518,356.5149
2018/06/21 - 03:57:57.729256,37.67216,0.9535846,0.3244668,-0.683648,353.9524,301.9356,4.33956,0.7802514,-0.1575202,-0.4959589,359.5576,295.4166,357.1488
2018/06/21 - 03:57:57.741223,37.68357,0.953106,0.323982,-0.683672,354.3211,301.7396,4.252719,0.7794193,-0.1593881,-0.4958701,0.1229709,295.5928,357.5745
2018/06/21 - 03:57:57.752195,37.69449,0.9525421,0.3235046,-0.6836677,354.7148,301.5924,4.189373,0.7787228,-0.1613901,-0.4958324,0.7039353,295.6406,357.7473
2018/06/21 - 03:57:57.762168,37.70517,0.952031,0.3230545,-0.6836365,355.1633,301.457,4.040807,0.7781351,-0.1637014,-0.4957989,1.422672,295.5662,357.6226
2018/06/21 - 03:57:57.773138,37.71569,0.9514917,0.322592,-0.683557,355.5857,301.4348,3.909185,0.7775747,-0.1661842,-0.4958721,2.233957,295.4413,357.4111
2018/06/21 - 03:57:57.783113,37.72673,0.9511257,0.3221452,-0.6833836,356.0269,301.429,3.77864,0.777116,-0.1693277,-0.4961655,3.253354,295.1158,357.3263
2018/06/21 - 03:57:57.796076,37.73806,0.9507514,0.3215994,-0.6832246,356.4067,301.502,3.76054,0.7766404,-0.1726517,-0.4965888,4.256213,294.7989,357.4644
2018/06/21 - 03:57:57.807068,37.74912,0.9503568,0.3211394,-0.6830925,356.7854,301.5117,3.771592,0.7763485,-0.175914,-0.4971073,4.989183,294.5686,357.6281
2018/06/21 - 03:57:57.817036,37.76042,0.9499499,0.3207165,-0.6828671,357.0717,301.4505,3.826366,0.7762065,-0.1794587,-0.4978984,5.613666,294.1996,357.9918
2018/06/21 - 03:57:57.828989,37.77135,0.9495012,0.320324,-0.6826522,357.3048,301.3867,3.869321,0.7760187,-0.1831062,-0.4986278,6.411181,293.8428,358.3481
2018/06/21 - 03:57:57.839960,37.7832,0.9489847,0.3200103,-0.6825016,357.5123,301.311,3.824952,0.7759966,-0.1870628,-0.4993457,7.3276,293.6267,358.6581
2018/06/21 - 03:57:57.850930,37.79359,0.9484714,0.3196838,-0.6823608,357.7909,301.196,3.813637,0.7759029,-0.1913525,-0.5001262,8.618117,293.5276,359.1149
2018/06/21 - 03:57:57.860904,37.80428,0.94787,0.3193231,-0.6822729,358.0931,301.0919,3.772299,0.7760819,-0.1953655,-0.5008923,9.879867,293.5739,359.138
2018/06/21 - 03:57:57.872871,37.81587,0.9473055,0.3189356,-0.6821564,358.4113,300.9181,3.699937,0.7766356,-0.1994775,-0.5019517,11.03962,293.3437,358.9057
2018/06/21 - 03:57:57.883843,37.82661,0.9467271,0.3184919,-0.6820456,358.7068,300.7579,3.617409,0.7770346,-0.2035229,-0.5030877,12.37353,293.0667,358.8122
2018/06/21 - 03:57:57.895810,37.83807,0.9462383,0.3181046,-0.6819605,359.115,300.5551,3.532312,0.777826,-0.2074671,-0.5045603,13.75616,292.8228,358.5112
2018/06/21 - 03:57:57.905784,37.84855,0.9457822,0.317666,-0.6818888,359.5023,300.3688,3.418775,0.779056,-0.2111569,-0.5065185,14.82243,292.3374,358.1585
2018/06/21 - 03:57:57.917752,37.86028,0.9452708,0.3171441,-0.68174,359.8232,300.1272,3.303009,0.780166,-0.2148578,-0.508491,15.81016,291.9282,357.9018
2018/06/21 - 03:57:57.929719,37.87205,0.9447019,0.3166984,-0.6816409,0.1608744,299.9423,3.208553,0.78154,-0.2185528,-0.5111311,16.73904,291.4363,357.8486
2018/06/21 - 03:57:57.940690,37.88371,0.944107,0.3162507,-0.6815026,0.5111929,299.7256,3.067297,0.7828071,-0.2221048,-0.5139546,17.72085,290.8002,358.0513
2018/06/21 - 03:57:57.952658,37.89505,0.9434781,0.3157904,-0.6813621,0.858407,299.5614,2.943507,0.7842034,-0.2252229,-0.5170338,18.26737,290.0795,358.2641
2018/06/21 - 03:57:57.961644,37.90471,0.9428992,0.3153329,-0.6811574,1.209676,299.379,2.861632,0.7855356,-0.2282298,-0.5199909,18.68554,289.3895,358.525
2018/06/21 - 03:57:57.973603,37.91555,0.9422801,0.3147994,-0.6809441,1.509725,299.2514,2.781238,0.7867163,-0.2310486,-0.5227691,19.23783,288.8055,358.8259
2018/06/21 - 03:57:57.984573,37.92811,0.9417428,0.3143399,-0.6807273,1.866594,299.1386,2.707758,0.787769,-0.2335709,-0.5254,19.75266,288.2875,358.8784
2018/06/21 - 03:57:57.995543,37.93824,0.9412317,0.3138054,-0.6804858,2.237277,298.9935,2.675653,0.7886793,-0.2364288,-0.5279855,20.6175,287.7196,358.7954
2018/06/21 - 03:57:58.007512,37.94923,0.9407095,0.3132471,-0.6802601,2.621158,298.8918,2.678608,0.7892607,-0.2389258,-0.5303255,21.73125,287.2186,358.2527
2018/06/21 - 03:57:58.017485,37.96078,0.9401457,0.3126816,-0.6800718,3.040205,298.747,2.577818,0.7900189,-0.2410644,-0.5325999,22.46463,286.6122,357.5343
2018/06/21 - 03:57:58.030461,37.97214,0.9396051,0.3120847,-0.6798887,3.465044,298.5504,2.542491,0.7907025,-0.2429918,-0.5348007,23.01345,286.1715,357.0249
2018/06/21 - 03:57:58.040433,37.98345,0.9390332,0.3114808,-0.679737,3.891638,298.3482,2.507823,0.7911136,-0.2448058,-0.5370021,23.6239,285.8525,357.0879
2018/06/21 - 03:57:58.051394,37.99416,0.9384606,0.3109649,-0.6796017,4.343328,298.145,2.41652,0.7914487,-0.2463405,-0.5389445,24.03095,285.6012,357.1259
2018/06/21 - 03:57:58.062365,38.0052,0.9378921,0.3104856,-0.6794329,4.663528,297.9681,2.336408,0.7916751,-0.247324,-0.5404034,24.18316,285.4333,357.1639
2018/06/21 - 03:57:58.074333,38.0163,0.9373193,0.310027,-0.6792043,4.842889,297.8457,2.340016,0.7917806,-0.2482082,-0.5416316,24.31277,285.3992,357.2971
2018/06/21 - 03:57:58.084306,38.02757,0.9368211,0.3098221,-0.6790016,5.000646,297.6862,2.215328,0.7916149,-0.2486969,-0.5423863,24.36688,285.5114,357.4874
2018/06/21 - 03:57:58.098269,38.04018,0.9363042,0.3095715,-0.6788048,5.094637,297.6105,2.172368,0.7914732,-0.2489858,-0.5430302,24.39199,285.6392,357.514
2018/06/21 - 03:57:58.109239,38.05112,0.9358211,0.3093596,-0.6786228,5.230329,297.4662,2.084848,0.7912101,-0.2489282,-0.5434744,24.38851,285.5953,357.267
2018/06/21 - 03:57:58.117219,38.06019,0.9353891,0.3091047,-0.678475,5.411386,297.3118,2.040084,0.7908664,-0.2488902,-0.5439453,24.54364,285.4008,356.8105
2018/06/21 - 03:57:58.128189,38.07075,0.9350087,0.3088032,-0.6783571,5.538197,297.1163,1.994324,0.7904545,-0.2487012,-0.5443296,24.70683,285.0779,356.2011
2018/06/21 - 03:57:58.138163,38.08123,0.9346927,0.308538,-0.6782571,5.731647,296.9144,1.917706,0.7900635,-0.248621,-0.5447158,24.87328,284.8487,355.8056
2018/06/21 - 03:57:58.150130,38.0928,0.9343581,0.3082847,-0.6781965,5.873507,296.765,1.733455,0.7896005,-0.2482892,-0.5449286,24.92949,284.8198,355.6651
2018/06/21 - 03:57:58.161101,38.10408,0.934076,0.3080397,-0.678081,5.935173,296.6804,1.627863,0.7892269,-0.2475995,-0.5449913,24.64868,284.8739,355.6723
2018/06/21 - 03:57:58.172072,38.1145,0.9338655,0.3080083,-0.6779739,6.031674,296.6437,1.473597,0.7888114,-0.2466635,-0.5449556,24.28388,284.9682,355.8533
2018/06/21 - 03:57:58.183042,38.12606,0.933741,0.3080081,-0.6777737,6.044898,296.7247,1.447935,0.7883928,-0.2454841,-0.5447155,23.81063,284.9822,356.007
2018/06/21 - 03:57:58.196008,38.13808,0.9335754,0.3080022,-0.677649,6.0072,296.982,1.413197,0.7879415,-0.2440087,-0.5440686,23.14528,285.178,356.2305
2018/06/21 - 03:57:58.206987,38.14974,0.9336249,0.3080927,-0.6774155,6.019657,297.1333,1.451418,0.7873755,-0.2425714,-0.5432425,22.59652,285.4687,356.6739
2018/06/21 - 03:57:58.216952,38.15998,0.9336454,0.3081481,-0.6772379,5.93094,297.3564,1.501984,0.7866342,-0.24079,-0.541941,21.99586,285.9468,357.2722
2018/06/21 - 03:57:58.229917,38.17216,0.9337718,0.3083439,-0.6770315,5.751485,297.5999,1.571666,0.785868,-0.2386707,-0.5402799,21.22602,286.4578,357.687
2018/06/21 - 03:57:58.239890,38.18308,0.93388,0.3086164,-0.6768447,5.487956,297.882,1.630672,0.7850572,-0.2363318,-0.5384493,20.37488,286.8658,358.0678
2018/06/21 - 03:57:58.251858,38.19358,0.9340535,0.3090542,-0.6767121,5.318769,298.1636,1.629777,0.7839949,-0.2333962,-0.5359073,19.35668,287.1524,358.3884
2018/06/21 - 03:57:58.262830,38.20597,0.9342757,0.3094351,-0.6765234,4.990599,298.4062,1.580026,0.7830544,-0.2301877,-0.5330095,18.2302,287.5719,358.7082
2018/06/21 - 03:57:58.273800,38.21634,0.9345391,0.3098564,-0.6764011,4.687453,298.7231,1.484477,0.7819596,-0.2262909,-0.5292705,16.94938,288.301,358.904
2018/06/21 - 03:57:58.283773,38.22694,0.934849,0.3104122,-0.6761978,4.335497,299.1172,1.496132,0.7808412,-0.2222932,-0.5252602,15.7434,288.9047,358.9208
2018/06/21 - 03:57:58.295741,38.23745,0.9351903,0.3110247,-0.6759217,3.874688,299.524,1.498418,0.7796891,-0.2182136,-0.5207521,14.63046,289.3638,359.0177
2018/06/21 - 03:57:58.305714,38.24841,0.9355718,0.3118052,-0.675666,3.290299,300.0776,1.424166,0.7782543,-0.2139392,-0.5153851,13.75994,290.1301,359.4976
2018/06/21 - 03:57:58.322669,38.26051,0.9361718,0.3128271,-0.6752807,2.57015,300.7453,1.378971,0.7767262,-0.2092673,-0.5092954,12.88661,291.3291,0.1146895
2018/06/21 - 03:57:58.331645,38.2733,0.9368247,0.3139076,-0.6748048,1.753851,301.6081,1.392129,0.7751315,-0.2033771,-0.5019005,11.74494,292.7342,0.5487182
2018/06/21 - 03:57:58.340621,38.2834,0.9376248,0.314941,-0.6742933,0.993062,302.397,1.373463,0.7738047,-0.1974545,-0.4947423,10.63689,293.8906,0.5501544
2018/06/21 - 03:57:58.351592,38.29397,0.9385024,0.3159397,-0.6738115,0.2537106,303.3041,1.388166,0.7727592,-0.1909897,-0.4870225,9.56085,295.0287,0.2065868
2018/06/21 - 03:57:58.361565,38.30427,0.9395651,0.3169013,-0.67337,359.5912,304.1862,1.337263,0.7721589,-0.1837316,-0.4784995,8.531949,296.3551,359.6003
2018/06/21 - 03:57:58.373533,38.31613,0.9408057,0.3177158,-0.6729112,358.9928,305.1134,1.39731,0.7717853,-0.1762088,-0.4698297,7.442569,297.7962,359.0316
2018/06/21 - 03:57:58.383506,38.32631,0.9419919,0.3185475,-0.6724598,358.4403,305.9945,1.342718,0.7719089,-0.1680177,-0.4607744,6.135585,299.3209,358.556
2018/06/21 - 03:57:58.395482,38.33815,0.9432017,0.3192653,-0.6720039,357.9162,306.8906,1.318138,0.7722085,-0.1597486,-0.4519069,4.74988,300.8094,358.3415
2018/06/21 - 03:57:58.407442,38.3498,0.9444387,0.3199534,-0.6715713,357.4365,307.8068,1.271086,0.7730263,-0.1510107,-0.4429686,3.082098,302.2725,358.5023
2018/06/21 - 03:57:58.418413,38.36114,0.9457605,0.320643,-0.671092,356.9644,308.6796,1.177219,0.7740507,-0.1423081,-0.4340552,1.346201,303.7621,358.7956
2018/06/21 - 03:57:58.429384,38.37131,0.9470573,0.3213213,-0.670613,356.4765,309.6197,1.043673,0.7755231,-0.1331327,-0.4247925,359.5317,305.5409,359.1766
2018/06/21 - 03:57:58.439357,38.38208,0.9482313,0.3220004,-0.6701502,356.0292,310.6016,0.9094704,0.7774889,-0.1238869,-0.415535,357.758,307.4703,359.3255
2018/06/21 - 03:57:58.451325,38.39374,0.949485,0.3226293,-0.6697227,355.6207,311.5468,0.7573214,0.7797384,-0.1148055,-0.4064573,356.0506,309.1738,359.3901
2018/06/21 - 03:57:58.461298,38.40441,0.9508826,0.3232628,-0.6693544,355.2387,312.481,0.5491959,0.7823206,-0.1057576,-0.3974616,354.6355,310.7576,359.3869
2018/06/21 - 03:57:58.473266,38.41551,0.9523014,0.3238362,-0.6689955,354.8763,313.4381,0.3939148,0.7850733,-0.09689421,-0.3887215,353.2579,312.215,359.2509
2018/06/21 - 03:57:58.483240,38.42626,0.9537031,0.3243587,-0.6686496,354.4895,314.3965,0.2663738,0.7883314,-0.08819478,-0.3800336,351.9386,313.6322,358.9302
2018/06/21 - 03:57:58.495207,38.43792,0.9551049,0.3248655,-0.6683842,354.1643,315.3696,0.07363047,0.791871,-0.07967324,-0.3713162,350.8997,315.1495,358.4615
2018/06/21 - 03:57:58.507175,38.44897,0.9564956,0.3253762,-0.6681842,353.8899,316.3474,359.8297,0.7958724,-0.07145519,-0.3627812,349.7603,316.6575,358.0748
2018/06/21 - 03:57:58.517149,38.46002,0.9579322,0.3258303,-0.6679891,353.6305,317.3233,359.6969,0.8001087,-0.06343024,-0.3542854,348.5151,318.3729,357.7883
2018/06/21 - 03:57:58.529117,38.4715,0.9593133,0.3262454,-0.6677677,353.3362,318.2801,359.6093,0.8048694,-0.05582949,-0.3460422,347.2578,320.2996,357.6306
2018/06/21 - 03:57:58.539090,38.48205,0.9605381,0.3267304,-0.6676651,353.1107,319.2108,359.4509,0.809799,-0.04841689,-0.3380695,346.0492,322.1644,357.4416
2018/06/21 - 03:57:58.551059,38.49368,0.9618393,0.3270946,-0.6674814,352.8046,320.0778,359.3268,0.8151217,-0.04146957,-0.3305533,344.9744,323.8799,357.1239
2018/06/21 - 03:57:58.561032,38.50438,0.9631152,0.3275267,-0.6674097,352.6304,320.9423,359.1602,0.8203242,-0.03490625,-0.3233321,344.0322,325.407,356.7061
2018/06/21 - 03:57:58.573997,38.51587,0.9643486,0.3277978,-0.6673099,352.3713,321.8412,359.0518,0.8255904,-0.02906092,-0.3166342,343.4035,326.6403,356.3492
2018/06/21 - 03:57:58.583970,38.52685,0.9656605,0.3281271,-0.6672233,352.2267,322.7132,358.9455,0.8308468,-0.02342646,-0.3099919,342.8935,327.8136,355.9605
2018/06/21 - 03:57:58.595938,38.53807,0.9669479,0.3284505,-0.6672224,352.1351,323.5994,358.7636,0.8363645,-0.01836315,-0.3038247,342.3387,329.0453,355.5124
2018/06/21 - 03:57:58.606909,38.54914,0.9681661,0.3286968,-0.667129,351.9642,324.4692,358.611,0.8418533,-0.01357607,-0.2977401,341.7134,330.4662,355.1252
2018/06/21 - 03:57:58.616883,38.55993,0.969215,0.3290647,-0.6670672,351.8365,325.3043,358.3476,0.8472565,-0.0092571,-0.2919262,341.1622,331.8752,354.9537
2018/06/21 - 03:57:58.628850,38.57136,0.9702531,0.3294534,-0.6669257,351.6305,326.0825,358.1352,0.8526321,-0.005583195,-0.2866392,340.5922,333.1957,354.9345
2018/06/21 - 03:57:58.639821,38.58247,0.9710845,0.3299149,-0.6667439,351.2582,326.8217,357.7964,0.8578846,-0.002414383,-0.2817235,339.9983,334.3379,354.9887
2018/06/21 - 03:57:58.651789,38.59369,0.9717798,0.3304396,-0.666518,350.7405,327.5219,357.455,0.8632677,0.0005818252,-0.2768444,339.5229,335.5515,354.8412
2018/06/21 - 03:57:58.661764,38.6051,0.9725257,0.3310012,-0.6663848,350.3281,328.2299,357.1682,0.8686443,0.003022816,-0.2723487,339.2499,336.6431,354.5834
