Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Target position x:,Target position y:,Target position z:
2018/06/28 - 02:07:06.3770560,83.07067,23,19,Peer hit user's target,-0.4849186,6.545325,-4.762115
2018/06/28 - 02:07:07.3542468,84.04817,23,20,Peer hit peer's target,3.438718,4.530485,3.12469
2018/06/28 - 02:07:10.1985696,86.89223,24,21,Peer hit peer's target,4.446311,4.837482,-1.206659
2018/06/28 - 02:07:11.5218418,88.21455,23,22,Peer hit peer's target,1.139637,4.425698,4.787841
2018/06/28 - 02:07:13.6442607,90.33633,23,21,Peer missed, , , 
2018/06/28 - 02:07:13.8108165,90.50339,23,22,Peer hit peer's target,4.766123,3.022312,1.974439
2018/06/28 - 02:07:14.4896394,91.18227,24,23,Peer hit peer's target,3.074556,2.298146,2.792688
2018/06/28 - 02:07:15.0890414,91.78137,24,24,Peer hit peer's target,-3.427981,8.744308,-0.7728691
2018/06/28 - 02:07:18.4227892,95.11562,24,25,Peer hit peer's target,1.933507,6.492051,4.050709
2018/06/28 - 02:07:20.8899177,97.58228,25,26,Peer hit peer's target,1.219484,1.776213,-3.704542
2018/06/28 - 02:07:21.1332986,97.82614,25,25,Peer missed, , , 
2018/06/28 - 02:07:22.8431975,99.53583,26,26,Peer hit peer's target,-3.600525,6.65911,3.144389
2018/06/28 - 02:07:25.2210455,101.9136,28,27,Peer hit peer's target,-2.419266,7.348469,2.987791
2018/06/28 - 02:07:26.3554764,103.0485,28,28,Peer hit peer's target,-4.797053,6.314368,-2.573068
2018/06/28 - 02:07:27.5457988,104.2384,28,27,Peer missed, , , 
2018/06/28 - 02:07:28.9225775,105.6152,29,26,Peer hit user's target,3.736899,7.999871,-0.518456
2018/06/28 - 02:07:29.2796218,105.9729,30,25,Peer missed, , , 
2018/06/28 - 02:07:29.5668528,106.2594,30,26,Peer hit peer's target,-4.29653,3.821376,1.124607
2018/06/28 - 02:07:30.5111613,107.205,31,27,Peer hit peer's target,-4.79448,5.199522,-0.2473535
2018/06/28 - 02:07:32.5772728,109.2711,31,28,Peer hit peer's target,2.219906,4.362623,-4.349872
2018/06/28 - 02:07:39.1768074,115.8706,32,29,Peer hit peer's target,1.791425,5.446377,4.07642
