Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Target position x:,Target position y:,Target position z:
2018/06/28 - 02:05:48.8740659,5.567241,0,1,Peer hit peer's target,4.474604,7.440351,-0.2891922
2018/06/28 - 02:05:50.9979144,7.691443,0,0,Peer missed, , , 
2018/06/28 - 02:05:54.5424105,11.23511,1,1,Peer hit peer's target,1.994408,3.877325,3.652137
2018/06/28 - 02:05:58.2862448,14.97888,0,0,Peer missed, , , 
2018/06/28 - 02:05:59.0183964,15.71162,0,1,Peer hit peer's target,-2.649311,7.245299,4.08281
2018/06/28 - 02:05:59.3650707,16.05719,1,2,Peer hit peer's target,-0.7976651,3.8541,-3.695027
2018/06/28 - 02:06:00.0738510,16.76688,1,3,Peer hit peer's target,-5.374697,4.422532,-1.34314
2018/06/28 - 02:06:01.9078286,18.60007,2,4,Peer hit peer's target,4.449806,3.517255,1.291875
2018/06/28 - 02:06:03.3980187,20.09158,2,5,Peer hit peer's target,-3.322688,5.776363,-3.790383
2018/06/28 - 02:06:03.5525820,20.24546,2,4,Peer missed, , , 
2018/06/28 - 02:06:03.9304669,20.62273,1,3,Peer missed, , , 
2018/06/28 - 02:06:04.0770919,20.76766,2,2,Peer missed, , , 
2018/06/28 - 02:06:04.3303953,21.02263,1,1,Peer missed, , , 
2018/06/28 - 02:06:04.8640763,21.5562,1,0,Peer missed, , , 
2018/06/28 - 02:06:09.5743399,26.26822,2,1,Peer hit peer's target,4.350513,4.109916,3.13368
2018/06/28 - 02:06:09.9098327,26.60135,2,2,Peer hit peer's target,-1.077938,6.896948,-4.631848
2018/06/28 - 02:06:10.7416264,27.4345,2,3,Peer hit peer's target,4.136054,4.87028,-3.453739
2018/06/28 - 02:06:12.9068686,29.59947,2,4,Peer hit peer's target,-3.542289,5.778624,-3.844105
2018/06/28 - 02:06:14.6520241,31.34517,4,3,Peer missed, , , 
2018/06/28 - 02:06:15.4520038,32.14547,4,4,Peer hit peer's target,-0.0370662,7.971053,-3.908912
2018/06/28 - 02:06:15.5639165,32.25621,4,5,Peer hit peer's target,5.379104,5.124454,3.080526
2018/06/28 - 02:06:16.1423678,32.83481,4,4,Peer missed, , , 
2018/06/28 - 02:06:16.7215981,33.41374,4,3,Peer missed, , , 
2018/06/28 - 02:06:16.7315767,33.42491,4,2,Peer missed, , , 
2018/06/28 - 02:06:17.6546589,34.34542,5,1,Peer missed, , , 
2018/06/28 - 02:06:18.4212358,35.11356,5,2,Peer hit peer's target,3.430909,9.074478,0.9173082
2018/06/28 - 02:06:18.7872887,35.48027,6,3,Peer hit peer's target,3.119982,3.004515,2.893746
2018/06/28 - 02:06:22.6312682,39.3238,7,4,Peer hit peer's target,5.098191,4.029975,0.7246339
2018/06/28 - 02:06:22.9309882,39.62304,7,5,Peer hit peer's target,-3.930665,2.025707,-0.3271818
2018/06/28 - 02:06:23.4655385,40.15818,7,6,Peer hit peer's target,-0.8463534,5.496269,-4.366129
2018/06/28 - 02:06:23.7956545,40.48933,6,7,Peer hit peer's target,1.08437,2.876132,-4.733214
2018/06/28 - 02:06:26.4194811,43.1128,7,8,Peer hit peer's target,4.649693,4.782672,1.465451
2018/06/28 - 02:06:26.9522097,43.64545,5,7,Peer missed, , , 
2018/06/28 - 02:06:27.5871686,44.27892,5,6,Peer missed, , , 
2018/06/28 - 02:06:28.9971035,45.69032,5,5,Peer missed, , , 
2018/06/28 - 02:06:29.3640365,46.05671,5,4,Peer missed, , , 
2018/06/28 - 02:06:31.2971162,47.99034,4,5,Peer hit peer's target,0.7073668,2.903267,-4.265138
2018/06/28 - 02:06:33.7310792,50.42466,6,4,Peer missed, , , 
2018/06/28 - 02:06:35.1313629,51.8238,8,5,Peer hit peer's target,-2.190653,6.506505,3.747737
2018/06/28 - 02:06:37.4746669,54.16805,10,6,Peer hit peer's target,-2.201192,6.014925,4.730105
2018/06/28 - 02:06:37.7210076,54.4134,10,7,Peer hit peer's target,-4.379399,6.02132,2.044845
2018/06/28 - 02:06:39.9640961,56.65697,12,8,Peer hit peer's target,0.2710425,6.109934,5.144651
2018/06/28 - 02:06:40.1092571,56.80162,12,9,Peer hit peer's target,2.849901,4.14258,-4.01782
2018/06/28 - 02:06:40.8672356,57.55846,12,10,Peer hit peer's target,-3.591897,3.786655,3.198072
2018/06/28 - 02:06:42.7645992,59.45705,12,11,Peer hit peer's target,3.056444,9.087746,0.606699
2018/06/28 - 02:06:45.3092483,62.00193,14,10,Peer missed, , , 
2018/06/28 - 02:06:46.1426115,62.83555,14,11,Peer hit peer's target,-1.432911,4.00589,4.765933
2018/06/28 - 02:06:47.0782684,63.7715,14,12,Peer hit peer's target,-4.642859,3.803082,0.4936398
2018/06/28 - 02:06:49.7088881,66.40176,16,13,Peer hit peer's target,-3.747838,6.707054,-3.359895
2018/06/28 - 02:06:49.9423771,66.63512,17,14,Peer hit peer's target,4.26503,4.023612,1.498942
2018/06/28 - 02:06:50.1194188,66.81278,17,15,Peer hit peer's target,-1.572523,6.800327,4.914485
2018/06/28 - 02:06:50.3109396,67.00236,17,16,Peer hit peer's target,2.61883,3.45817,3.683089
2018/06/28 - 02:06:51.1747156,67.86858,18,17,Peer hit peer's target,4.106301,7.717925,-0.5939516
2018/06/28 - 02:06:51.3528649,68.04641,18,18,Peer hit peer's target,0.9768145,4.133327,4.82646
2018/06/28 - 02:06:52.8656100,69.55856,18,19,Peer hit peer's target,2.658981,7.400211,3.488379
2018/06/28 - 02:06:53.9769111,70.66996,18,20,Peer hit peer's target,-2.514453,5.677137,4.390904
2018/06/28 - 02:06:57.0771815,73.77083,18,21,Peer hit peer's target,0.9578035,8.201327,-4.152465
2018/06/28 - 02:06:57.9219099,74.61427,18,20,Peer missed, , , 
2018/06/28 - 02:06:58.3437963,75.03651,19,19,Peer missed, , , 
2018/06/28 - 02:07:01.5885115,78.28119,20,20,Peer hit peer's target,-0.2800421,7.760185,4.014646
2018/06/28 - 02:07:01.9106730,78.60297,20,19,Peer missed, , , 
2018/06/28 - 02:07:03.0439263,79.73703,21,20,Peer hit peer's target,-3.829895,2.284518,-0.4350873
2018/06/28 - 02:07:04.7453119,81.43752,21,21,Peer hit peer's target,-4.767538,7.011963,-1.892788
2018/06/28 - 02:07:05.2879472,81.9811,21,20,Peer missed, , , 
