Time (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
0.007200701,0.002609135,0.00029601,-0.0003189291,359.7593,0.04140539,358.0505,-0.2900303,-0.1676584,0.3032544,329.3179,83.18566,356.0752
0.01905747,0.00260752,0.0002960635,-0.0003190561,359.7593,0.04059445,358.0517,-0.2903108,-0.1692669,0.3037081,329.0993,82.17406,357.1039
0.02538094,0.002612188,0.0002912861,-0.0003148796,359.7613,0.04141744,358.0482,-0.2902225,-0.1701073,0.3039582,329.1451,81.78421,357.612
0.03382466,0.002615936,0.0002916588,-0.0003147865,359.7626,0.04230808,358.0448,-0.2899374,-0.1710552,0.3042455,329.1744,81.54148,358.1136
0.0418329,0.002616599,0.0002895771,-0.0003130413,359.7626,0.04234945,358.0436,-0.2895127,-0.1718801,0.3045248,329.1021,81.51183,358.5196
0.04833131,0.002618738,0.0002877092,-0.0003115623,359.7639,0.0435186,358.0446,-0.2890236,-0.1723231,0.3047287,329.0044,81.72063,358.7044
0.05633073,0.002616852,0.0002873068,-0.0003100922,359.7675,0.04280001,358.043,-0.2881508,-0.172837,0.3049392,329.0082,82.13106,358.8357
0.06255636,0.002618781,0.0002848064,-0.0003093622,359.7654,0.04235327,358.0458,-0.2873441,-0.1731058,0.3050404,329.1602,82.56958,358.7962
0.07027275,0.002617941,0.0002886282,-0.0003129945,359.7596,0.04500014,358.0457,-0.2861887,-0.1733173,0.3050945,329.5507,83.23177,358.6153
0.07612149,0.002621417,0.0002871633,-0.0003109534,359.7639,0.04672148,358.0443,-0.2852055,-0.173427,0.3051231,329.9811,83.7605,358.4221
0.08351277,0.002624716,0.0002877797,-0.0003112665,359.7663,0.04341274,358.0397,-0.2839738,-0.1734884,0.3051431,330.6084,84.34451,358.1706
0.09124509,0.002623252,0.0002925503,-0.0003164772,359.7606,0.04419484,358.0435,-0.2826101,-0.1735608,0.3051308,331.4589,84.91409,357.8514
0.1043426,0.00262012,0.000288045,-0.0003126427,359.7624,0.04134161,358.0442,-0.2806554,-0.1739737,0.3050233,332.9997,85.4595,357.3542
0.1129411,0.002621266,0.0002856742,-0.0003100438,359.7638,0.0416844,358.0407,-0.279949,-0.1745491,0.304901,333.8704,85.38943,357.2533
0.1207121,0.002620327,0.0002882993,-0.0003111657,359.7658,0.04376718,358.0403,-0.2795466,-0.1752089,0.3048998,334.6859,85.01659,357.4357
0.1309649,0.002620165,0.0002893637,-0.0003129316,359.7627,0.04491412,358.0434,-0.2795791,-0.175961,0.3050772,335.2764,84.17501,357.9532
0.1376439,0.002621453,0.0002907752,-0.0003148382,359.7616,0.04279278,358.0436,-0.2798114,-0.1765035,0.3051779,335.4929,83.50724,358.4973
0.1444125,0.002618875,0.0002943804,-0.0003168509,359.7606,0.0446698,358.0413,-0.280113,-0.1769187,0.3051848,335.5693,82.93098,359.1039
