Time (s):,User Points:,Peer Points:,Action type:,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
6.330173,0,1,Peer hit peer's target,-0.08523531,-0.008814547,0.06495306,359.8705,359.2007,7.135715,-0.2950098,-0.05038637,0.2500241,7.955512,307.6189,355.899
6.978958,0,2,Peer hit peer's target,-0.0853192,-0.00885927,0.06484789,359.8484,359.2226,7.125319,-0.2946598,-0.05047759,0.2500769,7.950228,307.6666,355.8918
10.71732,0,3,Peer hit peer's target,-0.08479514,-0.008675033,0.06527919,359.7532,359.3326,7.129266,-0.2915435,-0.05443424,0.2486354,8.577447,307.6186,356.7958
15.41042,0,4,Peer hit peer's target,-0.08455288,-0.008868404,0.06568221,359.6915,359.3629,7.156073,-0.2922781,-0.05433827,0.2496236,8.735617,307.5596,357.0839
31.205,0,5,Peer hit peer's target,-0.08469065,-0.007949711,0.0568975,359.3332,359.9432,6.554014,-0.2793443,-0.07281708,0.2050772,11.82508,301.2878,7.682674
38.22192,0,6,Peer hit peer's target,-0.08452412,-0.008258869,0.05685138,359.0638,359.905,6.313384,-0.2793281,-0.07181539,0.2012621,11.81171,300.3653,8.122838
40.13852,0,5,Peer missed,-0.08432599,-0.008191584,0.05691331,359.0649,359.906,6.297817,-0.2792287,-0.07175506,0.2008263,11.81043,300.1357,8.340304
46.12663,0,6,Peer hit peer's target,-0.08458216,-0.00805755,0.05700442,359.067,359.9232,6.286064,-0.2790546,-0.07256554,0.2001503,11.71382,299.6918,8.452603
52.4112,1,5,Peer hit user's target,-0.07978491,-0.00638461,0.05570377,357.8879,3.006617,5.802152,-0.2797196,-0.07258343,0.1991579,12.14896,299.2186,13.94297
55.71967,1,6,Peer hit peer's target,-0.08617907,-0.009765048,0.04563383,357.5558,7.425591,5.970812,-0.2582203,-0.07690163,0.188561,7.002166,305.4116,18.17234
55.77814,1,7,Peer hit peer's target,-0.08614003,-0.009751522,0.04558139,357.539,7.420227,5.973213,-0.2584165,-0.07675072,0.1887052,7.015297,305.4178,18.1639
60.72364,1,6,Peer missed,-0.08486795,-0.009524375,0.04520045,357.3882,7.488822,5.582284,-0.2609797,-0.07460642,0.1899966,6.986803,305.1131,18.16692
64.03228,2,5,Peer hit user's target,-0.08382685,-0.00867607,0.04172477,356.8882,6.908988,5.317767,-0.2585867,-0.05499543,0.1784306,0.2603174,304.342,19.01162
65.03622,2,6,Peer hit peer's target,-0.01369927,0.0850198,-0.03616292,347.9266,4.847226,329.1859,-0.1854926,0.2016884,0.05034582,318.8669,300.6314,18.47303
66.31461,2,7,Peer hit peer's target,-0.04480215,0.05666454,-0.001497385,350.4055,11.80658,343.6275,-0.3436899,0.06582215,0.09405303,6.532956,292.3618,19.29034
72.52429,3,6,Peer hit user's target,-0.04887326,0.05352765,0.005456559,350.4391,13.74159,344.2845,-0.3425923,0.05639091,0.1186873,13.76391,295.7705,16.24003
74.7646,3,7,Peer hit peer's target,-0.04898775,0.05413898,0.002325151,350.7692,13.06737,344.0902,-0.3421645,0.06041384,0.1081275,12.47406,291.7964,14.53635
