Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
2018/07/02 - 10:40:55.6385790,0,-1.069057,-0.1927803,-0.2032215,3.387585,11.44825,358.2293,-0.9431431,-0.5545523,0.022744,354.0456,8.149823,353.1061
2018/07/02 - 10:40:55.6485578,0.01168893,-1.069123,-0.1928859,-0.202782,3.304784,11.43491,358.2587,-0.9435395,-0.554103,0.02309483,354.1209,8.120524,353.6046
2018/07/02 - 10:40:55.6585256,0.02471389,-1.069183,-0.1929082,-0.2023917,3.260776,11.45474,358.311,-0.9437625,-0.5535762,0.02320976,354.0886,8.226037,353.7133
2018/07/02 - 10:40:55.6684990,0.03380159,-1.069205,-0.1928606,-0.2019833,3.224796,11.36375,358.3113,-0.9438781,-0.5529872,0.02336076,354.0623,8.344673,353.7091
2018/07/02 - 10:40:55.6804684,0.04496458,-1.06932,-0.1927698,-0.2015499,3.183677,11.31771,358.2892,-0.9438893,-0.5523686,0.02359203,354.066,8.438114,353.6282
2018/07/02 - 10:40:55.6914371,0.05594411,-1.069389,-0.1927342,-0.2011456,3.152291,11.27774,358.3636,-0.9438763,-0.5517837,0.02383198,354.0832,8.558657,353.5548
2018/07/02 - 10:40:55.7024098,0.06695493,-1.069501,-0.1926591,-0.2007792,3.167846,11.22691,358.3938,-0.9437328,-0.5511858,0.02409718,354.147,8.703831,353.4393
2018/07/02 - 10:40:55.7143758,0.07838302,-1.069552,-0.19266,-0.2001703,3.138151,11.12893,358.516,-0.9435841,-0.5505685,0.02431443,354.2436,8.858582,353.3332
2018/07/02 - 10:40:55.7243490,0.08924194,-1.069649,-0.1926057,-0.1998517,3.128031,11.04865,358.545,-0.9433842,-0.5499046,0.02446919,354.2574,8.984685,353.2243
2018/07/02 - 10:40:55.7363175,0.100527,-1.06976,-0.1925584,-0.1995577,3.096773,11.02964,358.5739,-0.9432515,-0.5492306,0.02459143,354.2475,9.079629,353.2002
2018/07/02 - 10:40:55.7462910,0.1112806,-1.069872,-0.1925098,-0.199282,3.025403,11.01797,358.6039,-0.9431387,-0.5485896,0.02467965,354.2586,9.123387,353.2276
2018/07/02 - 10:40:55.7582584,0.1220246,-1.069873,-0.1924708,-0.1988257,2.930504,10.91526,358.638,-0.9429874,-0.5479935,0.02470218,354.2822,9.1566,353.2086
2018/07/02 - 10:40:55.7682324,0.1331956,-1.069986,-0.1924568,-0.1984301,2.806148,10.91187,358.6151,-0.9427363,-0.5475169,0.02482172,354.3865,9.333694,353.1741
2018/07/02 - 10:40:55.7802214,0.1446311,-1.070051,-0.1924915,-0.1979872,2.632072,10.89372,358.6581,-0.9425605,-0.5471091,0.02494432,354.4891,9.423822,353.1688
2018/07/02 - 10:40:55.7911722,0.1555051,-1.070168,-0.1924412,-0.197536,2.506322,10.89187,358.6353,-0.9423807,-0.546859,0.02505543,354.6291,9.538344,353.1199
2018/07/02 - 10:40:55.8019848,0.1663404,-1.070258,-0.1924031,-0.1970434,2.402508,10.90954,358.7144,-0.9422015,-0.546616,0.02510707,354.7174,9.688822,353.0781
2018/07/02 - 10:40:55.8129560,0.1774989,-1.070353,-0.1923287,-0.1966152,2.323414,10.85292,358.6971,-0.9420037,-0.5463755,0.02522945,354.7108,9.849601,353.0499
2018/07/02 - 10:40:55.8239262,0.189055,-1.070504,-0.1923152,-0.1962165,2.273318,10.82929,358.7138,-0.9420031,-0.5462087,0.02523272,354.5159,9.797847,353.0295
2018/07/02 - 10:40:55.8348969,0.2001338,-1.070639,-0.1922835,-0.1959801,2.284741,10.78746,358.7161,-0.9419739,-0.5462373,0.02511887,354.3687,9.83558,353.0277
2018/07/02 - 10:40:55.8468654,0.2109716,-1.07082,-0.19235,-0.1955686,2.210249,10.74555,358.7231,-0.9421109,-0.5463637,0.02496423,354.3063,9.750737,353.0369
2018/07/02 - 10:40:55.8588325,0.2223164,-1.070964,-0.1923178,-0.1955265,2.256165,10.70766,358.7372,-0.9422315,-0.5465586,0.02484701,354.1953,9.458291,352.9716
