Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Target position x:,Target position y:,Target position z:
2018/07/02 - 10:40:59.2245071,3.598952,1, ,User hit user's target,-3.431775,3.468811,-3.630285
2018/07/02 - 10:41:00.9244679,5.300291,2, ,User hit user's target,-4.261894,4.677223,3.548247
2018/07/02 - 10:41:02.5892868,6.964733,1, ,User missed, , , 
2018/07/02 - 10:41:03.0361476,7.410342,2, ,User hit user's target,-3.230615,8.314693,2.989314
2018/07/02 - 10:41:04.9143267,9.289285,3, ,User hit user's target,-2.110865,5.872031,4.073421
2018/07/02 - 10:41:06.0403381,10.41088,4, ,User hit user's target,4.127614,3.23996,-0.158709
2018/07/02 - 10:41:07.6815991,12.0559,5, ,User hit user's target,3.796192,3.215019,-0.2912731
2018/07/02 - 10:41:09.9565153,14.33148,6, ,User hit user's target,-2.25658,4.853619,4.307513
2018/07/02 - 10:41:11.1487529,15.52347,7, ,User hit user's target,-4.421902,7.397843,1.17233
2018/07/02 - 10:41:11.8153994,16.1898,8, ,User hit user's target,-3.478158,7.339872,3.16898
2018/07/02 - 10:41:14.7780852,19.15238,9, ,User hit user's target,3.692813,5.212862,3.982084
2018/07/02 - 10:41:15.6866121,20.06173,10, ,User hit user's target,4.683836,4.457974,2.387279
2018/07/02 - 10:41:16.2881756,20.66396,11, ,User hit user's target,4.225344,4.379354,1.569646
2018/07/02 - 10:41:17.3507393,21.7209,12, ,User hit user's target,3.516339,8.164185,0.5300282
2018/07/02 - 10:41:19.3310128,23.70066,13, ,User hit user's target,3.01721,3.952597,4.960777
2018/07/02 - 10:41:21.2051943,25.58006,14, ,User hit user's target,-3.864358,7.931695,2.209249
2018/07/02 - 10:41:21.9613125,26.33595,15, ,User hit user's target,-2.350968,7.506858,3.485632
2018/07/02 - 10:41:26.6263772,31.00159,16, ,User hit user's target,1.406038,5.803975,4.888676
2018/07/02 - 10:41:30.2639444,34.63921,17, ,User hit user's target,4.698858,5.185098,2.842791
2018/07/02 - 10:41:31.0149341,35.39008,18, ,User hit user's target,3.495729,4.46504,3.25296
2018/07/02 - 10:41:32.0041705,36.37919,19, ,User hit user's target,-3.623806,3.799422,3.182382
2018/07/02 - 10:41:34.4049158,38.78009,20, ,User hit user's target,-3.503055,3.790564,4.016474
2018/07/02 - 10:41:35.4163690,39.79119,21, ,User hit user's target,-4.551327,5.878012,-1.619449
2018/07/02 - 10:41:37.0393621,41.41365,22, ,User hit user's target,-0.3396787,3.820697,5.03252
2018/07/02 - 10:41:37.6614158,42.03627,23, ,User hit user's target,0.7694184,6.042518,5.478866
2018/07/02 - 10:41:39.6931429,44.0683,24, ,User hit user's target,4.597993,6.63455,0.03357067
