Time (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
0.01206641,-0.3892507,0.03661019,-0.4372118,2.545284,18.98351,355.7963,0.1310138,-0.1633841,0.3756728,332.6273,251.6634,319.8197
0.02339583,-0.38916,0.03665397,-0.4374183,2.524814,19.00675,355.7858,0.131185,-0.1649607,0.3741062,332.7107,251.3581,321.6981
0.03460123,-0.3890942,0.03662905,-0.4377206,2.440821,18.99908,355.7709,0.1317311,-0.1668112,0.373122,332.4715,252.3293,322.5185
0.04614256,-0.389044,0.03667171,-0.4379877,2.440342,18.95432,355.756,0.1327044,-0.16849,0.372388,331.9337,253.2723,323.1116
0.05669147,-0.389016,0.036669,-0.4382273,2.415773,18.94417,355.7796,0.1335486,-0.1701,0.3717791,331.6033,253.7254,323.7674
0.06793527,-0.388966,0.03669864,-0.438325,2.449042,18.95724,355.787,0.1338637,-0.1718389,0.3710805,332.2013,253.69,324.134
0.07996243,-0.3889181,0.03664739,-0.438665,2.459871,18.95601,355.8055,0.1339324,-0.173911,0.3702284,333.5289,252.9576,324.2246
0.08960424,-0.3888912,0.03653157,-0.4390538,2.488066,18.9791,355.8529,0.1338148,-0.1758764,0.3692161,334.9176,252.1735,324.6808
0.1007212,-0.3888457,0.03644506,-0.4393669,2.537397,19.0072,355.8578,0.133293,-0.1778619,0.3684438,336.338,252.1526,324.9402
0.112194,-0.3887546,0.03639414,-0.4395987,2.56363,19.01408,355.8508,0.1327268,-0.1798216,0.3678397,337.4053,252.9578,324.9807
0.1223714,-0.3887163,0.03632675,-0.4398294,2.619672,19.01634,355.8097,0.1329673,-0.182057,0.3676367,337.6172,254.3543,325.3223
0.1345868,-0.3886489,0.03619464,-0.4401035,2.683597,19.04387,355.7581,0.134334,-0.1845001,0.3672951,337.0846,256.4561,326.0325
0.1467721,-0.3885508,0.03605806,-0.4403325,2.763732,19.07355,355.7385,0.1366528,-0.1872945,0.3672281,335.7121,258.8282,325.8285
0.1563781,-0.3884734,0.0359054,-0.4404657,2.839502,19.10423,355.7189,0.1388317,-0.1904017,0.3666223,334.5963,260.6547,326.3005
0.1660085,-0.3884198,0.03576336,-0.4405229,2.921937,19.11006,355.7128,0.1409847,-0.1936864,0.3648785,334.4365,260.2527,328.2833
0.1773593,-0.3882542,0.03554654,-0.4406206,3.033298,19.10169,355.7637,0.143042,-0.1972412,0.362838,334.6591,258.5207,331.3635
0.1878795,-0.3880994,0.03529194,-0.4406857,3.168435,19.16254,355.8669,0.1451331,-0.2013492,0.3607424,335.2879,256.7585,334.9803
0.1989958,-0.3879772,0.03516026,-0.4408,3.391664,19.18673,355.8401,0.1474723,-0.2057416,0.3594357,335.1308,256.3158,337.4918
0.2106194,-0.3878241,0.03491028,-0.4409172,3.532669,19.28456,355.8759,0.1497529,-0.210252,0.3585147,334.8203,256.5464,339.0848
0.2218797,-0.3877067,0.03468575,-0.4410122,3.652483,19.38425,355.8785,0.152031,-0.2152406,0.3577954,334.9529,256.5196,340.2109
0.2330327,-0.3875343,0.03455016,-0.4411955,3.736285,19.46638,355.821,0.1542328,-0.2204231,0.3570036,335.6243,256.1705,341.4875
0.244871,-0.3873797,0.03445794,-0.4413646,3.790752,19.56212,355.7647,0.1564033,-0.2260927,0.356322,336.6334,255.7032,342.6391
0.2555462,-0.3872288,0.03429688,-0.4414677,3.787023,19.66577,355.7634,0.1584852,-0.2317473,0.3562379,337.5721,255.6329,343.3651
0.2672192,-0.3870481,0.0343048,-0.4416599,3.848353,19.69945,355.742,0.1603994,-0.2379517,0.3566173,338.4011,256.3011,343.4215
0.2779619,-0.3868818,0.03424273,-0.4417341,3.766023,19.75006,355.7462,0.1617526,-0.2441555,0.3570816,338.9366,257.5429,343.2334
0.2884482,-0.3866544,0.03424217,-0.4418784,3.724097,19.81407,355.77,0.162894,-0.2504254,0.357214,339.3182,259.0092,343.4861
0.2998484,-0.3864861,0.03424457,-0.4420055,3.728815,19.94113,355.7238,0.1641272,-0.2572212,0.3572445,339.2787,260.6795,344.1129
0.3111622,-0.3862742,0.03420483,-0.4421317,3.680619,20.0832,355.7508,0.1658425,-0.2643693,0.3571964,339.1378,262.1007,345.1027
0.3222948,-0.3860497,0.0342824,-0.4423129,3.69335,20.18308,355.8039,0.1679649,-0.2715989,0.3569663,339.2117,262.916,346.4462
0.3340173,-0.3858615,0.03436673,-0.4425013,3.671368,20.25216,355.775,0.1703571,-0.2785698,0.3569002,339.8442,263.116,347.375
0.3451701,-0.385663,0.03441096,-0.4426711,3.608835,20.42846,355.8553,0.1729428,-0.2851486,0.3570756,340.7193,263.1223,347.6873
0.3557355,-0.3854929,0.0345186,-0.4428507,3.609884,20.58119,355.8141,0.1755529,-0.2910575,0.3577478,341.9369,262.7651,347.4125
0.3672689,-0.385199,0.03459107,-0.4431158,3.628079,20.73685,355.9213,0.1778594,-0.2967269,0.3586454,343.0602,262.7575,346.9055
0.3781509,-0.3849953,0.03465861,-0.4432832,3.600235,20.88466,355.8849,0.1800192,-0.3021547,0.3598301,344.0553,263.0649,346.0021
0.3896413,-0.384766,0.03478354,-0.4435092,3.641951,21.02349,355.904,0.1821335,-0.3076147,0.3609675,344.9066,263.4115,345.1824
0.4006018,-0.3845401,0.03482656,-0.4437102,3.638108,21.15265,355.9672,0.1841744,-0.313181,0.3618739,345.6791,263.8048,344.6045
0.4115378,-0.3843665,0.03488622,-0.4439364,3.647172,21.21672,355.9735,0.1863093,-0.3189582,0.3625116,346.4119,264.2647,344.3753
0.4224229,-0.3842483,0.03488678,-0.4440042,3.641004,21.35933,355.9504,0.1886223,-0.3248582,0.3628074,347.0702,264.7143,344.4446
0.4337398,-0.3840404,0.03489742,-0.4441504,3.634257,21.45482,355.9405,0.1911622,-0.3305166,0.3629037,347.5579,264.9769,344.7856
0.4451031,-0.3839287,0.03488076,-0.4441957,3.614372,21.57123,355.9034,0.1939819,-0.3354432,0.3633743,347.771,265.388,345.2888
0.4571049,-0.3837975,0.03492871,-0.4442505,3.669486,21.50154,355.8667,0.1971749,-0.3395112,0.3642534,347.3455,265.9471,345.5597
0.4685,-0.3837015,0.03490973,-0.4442347,3.695897,21.54089,355.8018,0.2004616,-0.3433307,0.3650277,346.6656,266.5361,345.6996
0.4787207,-0.3836023,0.03488193,-0.4442603,3.772734,21.5385,355.8153,0.2036855,-0.3467361,0.3657141,345.8966,266.7984,346.0331
0.4927461,-0.3835275,0.03479837,-0.4442051,3.965378,21.5009,355.6816,0.2065798,-0.3500429,0.3664759,345.7581,266.7751,346.4307
0.5035851,-0.3834838,0.03466519,-0.4441435,4.113583,21.41912,355.5991,0.2088499,-0.3527004,0.3674609,346.1614,266.3566,346.9512
0.5124191,-0.3834708,0.03441189,-0.4439844,4.216518,21.39486,355.5673,0.2108701,-0.354869,0.3684871,346.7369,266.0373,347.2629
0.5216491,-0.3833977,0.03422615,-0.4439345,4.489958,21.27267,355.4774,0.212551,-0.3564146,0.3699414,347.7432,265.9214,346.8909
0.5393353,-0.3832335,0.03385556,-0.4437952,4.834937,21.29128,355.5298,0.2142569,-0.357502,0.3713436,348.2924,265.8894,346.0489
0.5491747,-0.3832205,0.03355298,-0.4436046,5.138703,21.26545,355.4646,0.2162398,-0.3588305,0.3724959,348.1233,265.6467,345.9724
0.5563379,-0.3831713,0.03321798,-0.4434335,5.415053,21.22866,355.4618,0.2178455,-0.3597901,0.3739089,347.2632,265.8937,346.1644
0.5678169,-0.3830036,0.03273975,-0.4433109,5.653199,21.14643,355.4671,0.2193203,-0.3601118,0.3756995,346.0959,266.1926,346.9822
0.5775777,-0.3829152,0.03232536,-0.4431758,5.939405,21.16143,355.4848,0.2200186,-0.360191,0.3780265,345.1141,267.2097,347.7068
0.588886,-0.3827514,0.03191722,-0.4431085,6.207792,21.10778,355.4457,0.2206332,-0.3602176,0.3801215,344.4915,267.7618,348.0459
0.6018766,-0.3825118,0.03152601,-0.4430649,6.43961,21.13223,355.4545,0.2213182,-0.3601439,0.3820872,344.2512,268.3422,347.8411
