Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Left Hand Position x:,Left Hand Position y:,Left Hand Position z:,Left Hand rotation x:,Left Hand rotation y:,Left Hand rotation z:
2018/06/22 - 01:51:19.7606861,0.1248183,0.422966,-0.3042831,-0.2311819,43.22633,244.8561,311.0105,-0.1394728,-0.272388,-0.6917074,355.6966,277.9463,353.5197
2018/06/22 - 01:51:19.7696623,0.1355535,0.4229748,-0.3042768,-0.2308995,43.36095,245.1551,311.2,-0.1393038,-0.2721432,-0.6915368,355.2047,277.9434,352.7505
2018/06/22 - 01:51:19.7816309,0.1452317,0.4230356,-0.304344,-0.2305087,43.40023,245.4727,311.3499,-0.1392229,-0.2720342,-0.6914618,354.9784,277.9306,352.4065
2018/06/22 - 01:51:19.7916041,0.1571192,0.4230412,-0.3042888,-0.2301362,43.47149,245.5955,311.3129,-0.1391776,-0.2719417,-0.6913804,354.7543,278.0657,352.1279
2018/06/22 - 01:51:19.8025746,0.1667534,0.3820085,-0.3160251,-0.2378131,43.94968,245.013,310.7874,-0.1392193,-0.27199,-0.6914105,354.8393,278.112,352.29
2018/06/22 - 01:51:19.8135447,0.1775042,0.3805069,-0.3160181,-0.2378335,44.18478,244.8894,310.5347,-0.1392175,-0.2719989,-0.6914227,354.8213,278.113,352.3372
2018/06/22 - 01:51:19.8245158,0.1889671,0.3793389,-0.3159243,-0.2378151,44.41373,244.8728,310.325,-0.1391841,-0.2719771,-0.6914193,354.6746,278.1421,352.3189
2018/06/22 - 01:51:19.8354862,0.200067,0.3784025,-0.3155346,-0.2377927,44.68521,244.9937,310.2946,-0.1390787,-0.2718772,-0.6913695,354.382,278.0872,352.0412
2018/06/22 - 01:51:19.8464572,0.2110223,0.3776862,-0.3148828,-0.2377557,45.05204,245.2102,310.4325,-0.1389369,-0.2717176,-0.691268,354.0417,277.9914,351.5274
2018/06/22 - 01:51:19.8584253,0.2216591,0.3772841,-0.3141308,-0.2377287,45.2933,245.4686,310.6242,-0.1387834,-0.2715463,-0.6911547,353.7933,277.7599,350.9088
2018/06/22 - 01:51:19.8674009,0.2335984,0.3767723,-0.3133781,-0.2377776,45.50086,245.7558,310.8459,-0.1386752,-0.2714586,-0.6911145,353.7601,277.3958,350.5414
2018/06/22 - 01:51:19.8793692,0.2434288,0.3762304,-0.3125951,-0.2378808,45.62141,246.1002,311.0644,-0.1385928,-0.2714421,-0.6911481,353.7204,277.0733,350.4889
2018/06/22 - 01:51:19.8893424,0.2545238,0.3757432,-0.3119968,-0.2378901,45.56814,246.4101,311.3221,-0.1385335,-0.2715093,-0.6912732,353.5339,276.931,350.8757
2018/06/22 - 01:51:19.9013098,0.265073,0.3753315,-0.3115049,-0.2378963,45.44891,246.8084,311.6612,-0.1385405,-0.2715998,-0.6913831,353.4258,276.9807,351.3221
2018/06/22 - 01:51:19.9112839,0.2764665,0.3750358,-0.3111633,-0.2377039,45.25909,247.0453,312.0079,-0.1385963,-0.2716573,-0.691419,353.3375,277.2684,351.6134
2018/06/22 - 01:51:19.9242688,0.2875026,0.3748309,-0.3109443,-0.2375548,45.04686,247.3627,312.3899,-0.1386826,-0.2716369,-0.6913371,353.1002,277.953,351.6398
2018/06/22 - 01:51:19.9402065,0.2991338,0.3746894,-0.3108268,-0.2373893,44.75925,247.6948,312.7547,-0.1388053,-0.2716731,-0.6913011,353.0708,278.5067,351.8095
2018/06/22 - 01:51:19.9501803,0.3106334,0.3746617,-0.3108981,-0.2371239,44.31431,247.9851,313.1343,-0.1387877,-0.2716689,-0.6913075,352.9834,278.5267,351.8329
2018/06/22 - 01:51:19.9571790,0.3247418,0.3743916,-0.3107192,-0.2369945,44.02464,248.3144,313.5534,-0.1387444,-0.2716436,-0.6913045,352.8788,278.4748,351.7739
2018/06/22 - 01:51:19.9671349,0.3326775,0.3741068,-0.3106479,-0.2370114,43.63625,248.744,313.947,-0.1386972,-0.2716155,-0.6913005,352.9918,278.1678,351.5995
2018/06/22 - 01:51:19.9791029,0.3425259,0.3737448,-0.3105747,-0.2370647,43.2907,249.143,314.3116,-0.1387052,-0.2716189,-0.6912995,353.0563,278.1293,351.5833
2018/06/22 - 01:51:19.9890761,0.3539398,0.3733242,-0.3104294,-0.2371992,43.06823,249.5943,314.5832,-0.1387095,-0.2716225,-0.6913011,353.0555,278.1456,351.5991
2018/06/22 - 01:51:20.0010617,0.3649907,0.3729005,-0.3102638,-0.2372976,42.88546,250.0195,314.733,-0.1387227,-0.2716452,-0.691321,353.0446,278.1896,351.702
2018/06/22 - 01:51:20.0110167,0.3760118,0.3723144,-0.3098671,-0.2372886,42.94064,250.4396,314.8298,-0.1387782,-0.2717336,-0.6913947,353.1362,278.2325,352.0372
2018/06/22 - 01:51:20.0239825,0.387178,0.3714074,-0.309473,-0.2370667,42.89497,250.6086,314.7449,-0.1388496,-0.2718676,-0.6915126,353.305,278.2099,352.5269
2018/06/22 - 01:51:20.0329590,0.3989082,0.3704846,-0.3087393,-0.2370059,42.98544,251.0739,314.9332,-0.1389151,-0.271976,-0.6916007,353.5073,278.1613,352.8874
2018/06/22 - 01:51:20.0455511,0.4091698,0.3693407,-0.3076767,-0.236964,43.11301,251.5401,314.9365,-0.1389061,-0.2719884,-0.6916215,353.5896,278.0192,352.9
2018/06/22 - 01:51:20.0555246,0.4207982,0.3680399,-0.3065896,-0.2367704,43.24413,251.7957,314.808,-0.1387925,-0.2718881,-0.6915752,353.4498,277.7708,352.5443
2018/06/22 - 01:51:20.0674923,0.4318145,0.3664115,-0.3055093,-0.2366714,43.5415,251.7229,314.369,-0.1386517,-0.2717506,-0.6914988,353.1921,277.5709,352.0832
2018/06/22 - 01:51:20.0794609,0.4428401,0.3645459,-0.304186,-0.2362322,44.05147,251.3214,313.7562,-0.1385554,-0.2716603,-0.6914492,353.0305,277.4157,351.7737
2018/06/22 - 01:51:20.0894335,0.4545885,0.3623663,-0.3028693,-0.2356932,44.60032,250.9917,313.2361,-0.1385352,-0.2716219,-0.6914142,353.0832,277.3111,351.5831
2018/06/22 - 01:51:20.1014015,0.4654022,0.3599789,-0.3013809,-0.234907,45.20762,250.5731,312.5192,-0.1385804,-0.2716535,-0.6914246,353.2354,277.3126,351.6464
2018/06/22 - 01:51:20.1113750,0.4765767,0.3572524,-0.2997994,-0.23428,45.86781,250.173,311.7101,-0.1386799,-0.2717571,-0.6914884,353.4057,277.4594,352.0082
2018/06/22 - 01:51:20.1233430,0.4875522,0.3546464,-0.2977869,-0.2337412,46.74473,249.6221,310.8469,-0.1387803,-0.2718811,-0.6915748,353.4537,277.7193,352.5129
2018/06/22 - 01:51:20.1333165,0.4985369,0.3523028,-0.2955558,-0.2331477,47.52966,249.1973,310.2127,-0.1388522,-0.2719572,-0.6916195,353.3864,278.0272,352.8659
2018/06/22 - 01:51:20.1458389,0.5097088,0.3497989,-0.293231,-0.2326473,48.3513,248.9013,309.8421,-0.1389277,-0.271991,-0.6916103,353.4099,278.303,352.9966
2018/06/22 - 01:51:20.1558121,0.5211961,0.3471437,-0.290957,-0.2319506,49.15897,248.3969,309.442,-0.1389888,-0.2720071,-0.6915889,353.5341,278.4296,353.0051
2018/06/22 - 01:51:20.1677923,0.5319595,0.3444839,-0.2887411,-0.2310482,50.06277,247.7456,308.9302,-0.1390185,-0.2720222,-0.6915871,353.7248,278.3453,352.9767
2018/06/22 - 01:51:20.1787506,0.543189,0.3418126,-0.28675,-0.2300543,50.94991,247.0042,308.2778,-0.1389706,-0.2720437,-0.691645,353.7736,278.0523,353.0434
2018/06/22 - 01:51:20.1887238,0.5541646,0.3390687,-0.2848127,-0.2288639,51.9533,246.0411,307.3378,-0.1389422,-0.2720398,-0.6916592,353.738,277.9663,353.0442
2018/06/22 - 01:51:20.2016890,0.5651451,0.3362042,-0.2828121,-0.2275342,52.97403,244.8781,306.2408,-0.1389286,-0.2719974,-0.6916174,353.6406,278.0565,352.9133
2018/06/22 - 01:51:20.2126612,0.5765172,0.3334672,-0.280995,-0.2258546,53.81006,243.6698,305.0865,-0.1388695,-0.2718569,-0.6914864,353.2646,278.3571,352.5007
2018/06/22 - 01:51:20.2236308,0.5881051,0.3310411,-0.2793335,-0.2239715,54.54638,242.5636,303.8816,-0.1388267,-0.2717748,-0.6914136,353.0547,278.4913,352.2516
2018/06/22 - 01:51:20.2346044,0.5988671,0.3285623,-0.2775894,-0.2222983,55.40716,241.3797,302.5395,-0.1388573,-0.2717636,-0.6913794,353.1462,278.5472,352.1607
2018/06/22 - 01:51:20.2465693,0.6098558,0.3261668,-0.2759142,-0.2207309,56.09017,239.7783,300.6654,-0.138963,-0.27182,-0.6913779,353.4796,278.6012,352.241
2018/06/22 - 01:51:20.2555478,0.6212142,0.3237328,-0.2740209,-0.2192877,56.61783,238.204,298.8316,-0.1390924,-0.2719421,-0.6914399,353.7647,278.7368,352.6206
2018/06/22 - 01:51:20.2685110,0.6319096,0.3214394,-0.2719039,-0.2180341,57.09242,237.0775,297.5382,-0.1391918,-0.2720307,-0.6914791,353.8656,278.9755,352.9443
2018/06/22 - 01:51:20.2794872,0.6433229,0.319422,-0.2697361,-0.2170424,57.2626,236.3364,296.5741,-0.1393404,-0.2721093,-0.6914704,354.0319,279.3826,353.1928
2018/06/22 - 01:51:20.2894550,0.6545989,0.3172364,-0.2677697,-0.2161052,57.58744,235.5114,295.4634,-0.139574,-0.2722045,-0.6914181,354.441,279.908,353.3896
2018/06/22 - 01:51:20.3014233,0.6658888,0.3150639,-0.2659505,-0.2151544,57.9881,234.5099,294.1396,-0.1397373,-0.2722727,-0.6913803,354.8997,280.099,353.4455
2018/06/22 - 01:51:20.3114104,0.6766635,0.3130724,-0.2641886,-0.2145112,58.31776,233.8863,293.0749,-0.1397914,-0.2722825,-0.6913517,355.2307,279.9933,353.3194
2018/06/22 - 01:51:20.3233633,0.6878348,0.3114072,-0.2625535,-0.2141063,58.85029,233.1762,291.9662,-0.1397693,-0.2722001,-0.6912685,355.3484,279.8678,352.9157
2018/06/22 - 01:51:20.3343537,0.6990621,0.3097707,-0.2608902,-0.2137465,59.46859,232.534,291.0847,-0.1397318,-0.2720715,-0.6911385,355.3482,279.8503,352.3745
2018/06/22 - 01:51:20.3463029,0.7101947,0.3079978,-0.2591771,-0.2132256,60.10214,231.8441,290.3011,-0.1397879,-0.2720503,-0.6910694,355.402,280.0834,352.2571
2018/06/22 - 01:51:20.3562761,0.7211074,0.3064776,-0.2576182,-0.2125144,60.70855,230.9596,289.5421,-0.1399342,-0.2721611,-0.6910948,355.6921,280.3239,352.5743
2018/06/22 - 01:51:20.3682441,0.7321601,0.3050219,-0.2560562,-0.2117544,61.35814,230.3401,288.9196,-0.1401927,-0.2723934,-0.691177,356.2464,280.671,353.2563
2018/06/22 - 01:51:20.3792152,0.7433046,0.3038159,-0.2546875,-0.2110198,61.98461,230.0105,288.6179,-0.1405622,-0.2726834,-0.691227,357.0029,281.2805,354.0523
2018/06/22 - 01:51:20.3901856,0.7543021,0.3023491,-0.2531106,-0.2103574,62.66387,229.4046,288.1886,-0.1408105,-0.2727771,-0.6911317,357.4351,281.8983,354.204
2018/06/22 - 01:51:20.4011558,0.7656389,0.3006167,-0.2514129,-0.2094116,63.36908,228.4654,287.6338,-0.1409345,-0.2726943,-0.6909261,357.6087,282.4109,353.7705
2018/06/22 - 01:51:20.4121263,0.7767845,0.2986314,-0.2495327,-0.2083565,64.18794,227.9407,287.7207,-0.1409828,-0.2725147,-0.6906621,357.6143,282.8698,353.024
2018/06/22 - 01:51:20.4230976,0.7879476,0.2966338,-0.2476832,-0.2071897,64.9323,227.7567,288.2261,-0.1410121,-0.2723424,-0.6904157,357.5511,283.321,352.336
2018/06/22 - 01:51:20.4340757,0.7988247,0.2944527,-0.2457005,-0.2060988,65.9131,227.746,288.9209,-0.1410947,-0.2722514,-0.6902199,357.6213,283.796,351.9109
2018/06/22 - 01:51:20.4460366,0.8104742,0.2921762,-0.2435998,-0.2051584,66.91568,227.5154,289.2876,-0.1412756,-0.2722501,-0.6900455,358.004,284.3068,351.688
2018/06/22 - 01:51:20.4580220,0.8215331,0.2897938,-0.2415038,-0.204328,67.91212,227.4618,289.6879,-0.1415782,-0.2723068,-0.6898223,358.615,285.1223,351.5763
2018/06/22 - 01:51:20.4669803,0.8327777,0.2873443,-0.2394717,-0.2033769,68.927,227.458,289.9481,-0.1419982,-0.2724029,-0.689514,359.3494,286.3961,351.5526
2018/06/22 - 01:51:20.4799455,0.8434558,0.2846288,-0.2376507,-0.2024236,70.07304,227.886,290.4351,-0.1424278,-0.2725511,-0.6892418,0.04071177,287.7309,351.767
2018/06/22 - 01:51:20.4899190,0.8551701,0.2815904,-0.23583,-0.20141,71.45415,228.264,290.8262,-0.1428637,-0.2727795,-0.6890493,0.6641298,289.0744,352.3528
2018/06/22 - 01:51:20.5008898,0.865781,0.2778358,-0.2350177,-0.2000917,73.06966,227.2806,289.6864,-0.1431846,-0.2729694,-0.6889209,0.9521812,290.2293,352.972
2018/06/22 - 01:51:20.5118599,0.8765472,0.2729977,-0.2330605,-0.1977167,75.6276,223.1077,285.2838,-0.1433952,-0.2731117,-0.6888533,0.9615727,291.1453,353.5566
2018/06/22 - 01:51:20.5238282,0.8880692,0.2698502,-0.2303587,-0.1962776,78.25954,220.7809,282.4271,-0.1435471,-0.2732033,-0.6887844,1.037908,291.7592,353.8871
2018/06/22 - 01:51:20.5347998,0.8989825,0.266988,-0.2273804,-0.1951188,80.92078,217.1112,277.955,-0.1436263,-0.2731939,-0.6886652,1.029799,292.2512,353.8535
2018/06/22 - 01:51:20.5467852,0.9103379,0.262377,-0.2245805,-0.1934576,83.23207,201.7937,262.4843,-0.1436608,-0.2731404,-0.6885404,1.097671,292.5045,353.5922
2018/06/22 - 01:51:20.5577377,0.9214506,0.2579675,-0.2219179,-0.1921324,84.88963,178.8006,239.5726,-0.1437345,-0.2731712,-0.6884841,1.824635,292.1287,353.2701
2018/06/22 - 01:51:20.5677106,0.9328016,0.2539789,-0.2197212,-0.1903384,85.27711,152.8576,213.6125,-0.1438239,-0.2732769,-0.6885148,2.76765,291.4631,353.1096
2018/06/22 - 01:51:20.5796792,0.9434612,0.2502551,-0.2178087,-0.1886097,85.09719,133.0281,193.9211,-0.1439328,-0.2734357,-0.6885926,3.330069,291.2178,353.4047
2018/06/22 - 01:51:20.5896521,0.9546299,0.2463161,-0.2160295,-0.1869016,84.60348,122.396,183.6846,-0.1441031,-0.2737189,-0.6887534,3.736707,291.2878,354.3047
2018/06/22 - 01:51:20.6026185,0.9658854,0.2424836,-0.2144593,-0.1855813,84.51266,116.2367,177.7755,-0.1443531,-0.2740763,-0.6888884,4.331066,291.5449,355.3657
2018/06/22 - 01:51:20.6115936,0.9771571,0.2387033,-0.2130844,-0.1844634,84.51087,110.9675,172.2248,-0.1446456,-0.2745147,-0.6890455,5.082634,291.8229,356.6222
2018/06/22 - 01:51:20.6235662,0.9881358,0.2353538,-0.2122846,-0.1843059,85.38417,107.0365,167.8036,-0.1448313,-0.2748352,-0.6891811,5.619709,291.9239,357.5291
2018/06/22 - 01:51:20.6345326,0.9991745,0.231957,-0.2113418,-0.1842272,86.57766,101.4429,161.4984,-0.1448641,-0.2749605,-0.6892856,5.904659,291.6861,357.8317
2018/06/22 - 01:51:20.6465009,1.010292,0.2286108,-0.2103065,-0.1841545,88.15698,86.15195,145.5584,-0.1447566,-0.2748751,-0.6893325,5.86369,291.2371,357.5274
2018/06/22 - 01:51:20.6564733,1.02188,0.2252708,-0.2091039,-0.1839495,88.83366,33.58998,92.51759,-0.1446254,-0.2747513,-0.6893636,5.843681,290.6886,357.058
2018/06/22 - 01:51:20.6694388,1.032396,0.221743,-0.2076355,-0.1830442,88.27116,0.4323801,58.927,-0.144606,-0.2748156,-0.6894662,6.190476,290.1883,357.0835
2018/06/22 - 01:51:20.6794140,1.044292,0.2182161,-0.2061899,-0.1821366,87.43891,346.203,44.26659,-0.1446827,-0.2750838,-0.6896738,6.638829,289.9047,357.8332
2018/06/22 - 01:51:20.6903828,1.054898,0.2146777,-0.2047613,-0.1812232,86.52576,339.293,36.92574,-0.1447959,-0.2754415,-0.6899195,7.110096,289.7458,358.8999
2018/06/22 - 01:51:20.7013538,1.066025,0.2111095,-0.2033426,-0.1802992,85.57751,335.3718,32.57161,-0.1449431,-0.2758244,-0.6901293,7.607944,289.7658,0.02690015
2018/06/22 - 01:51:20.7123237,1.076794,0.2075362,-0.2019432,-0.1793706,84.61678,332.9253,29.69313,-0.1450558,-0.2760732,-0.6902336,7.972644,289.8565,0.7226469
2018/06/22 - 01:51:20.7242963,1.088191,0.2048519,-0.2009058,-0.1786707,83.89244,331.6441,28.0883,-0.1451576,-0.2761747,-0.6902018,8.240813,290.0861,0.9284042
2018/06/22 - 01:51:20.7342655,1.099681,0.2048519,-0.2009058,-0.1786707,83.89244,331.6441,28.0883,-0.1452519,-0.2761986,-0.6901016,8.488031,290.3534,0.8580915
2018/06/22 - 01:51:20.7462340,1.110042,0.2048519,-0.2009058,-0.1786707,83.89244,331.6441,28.0883,-0.1453124,-0.2762388,-0.6900611,8.678916,290.483,0.8842459
2018/06/22 - 01:51:20.7591990,1.12135,0.2292476,-0.1998941,-0.1722467,77.29935,326.4545,20.14006,-0.1453392,-0.2762844,-0.6900705,8.785191,290.5036,0.9850336
2018/06/22 - 01:51:20.7681747,1.133686,0.2290777,-0.1984504,-0.1705473,76.35442,327.2734,20.64581,-0.1453438,-0.2764227,-0.6901987,8.957052,290.2984,1.386083
2018/06/22 - 01:51:20.7831365,1.144067,0.228873,-0.1961623,-0.1680208,75.52658,327.6708,20.75856,-0.1453907,-0.2766612,-0.6903619,9.157673,290.2349,2.134353
2018/06/22 - 01:51:20.7911137,1.156808,0.2287203,-0.1953253,-0.1671419,74.60966,328.2698,20.91109,-0.1454862,-0.2769706,-0.6905179,9.338971,290.4062,3.144363
2018/06/22 - 01:51:20.8020842,1.166268,0.2285513,-0.1937475,-0.1655061,73.53797,328.641,20.68788,-0.1455837,-0.2772182,-0.6906076,9.52325,290.6301,3.919229
2018/06/22 - 01:51:20.8120579,1.17736,0.2284365,-0.1925432,-0.1642641,72.39372,328.6638,19.90975,-0.1456604,-0.2773354,-0.6906082,9.614469,290.8865,4.281264
2018/06/22 - 01:51:20.8250229,1.188034,0.2283405,-0.1907495,-0.1624776,71.20717,328.6055,18.97352,-0.1457022,-0.2773604,-0.6905751,9.59475,291.0941,4.38274
2018/06/22 - 01:51:20.8349978,1.199601,0.2282546,-0.1888923,-0.1606771,69.89828,328.9175,18.33536,-0.1456892,-0.2773646,-0.6905956,9.463403,291.1206,4.479009
2018/06/22 - 01:51:20.8469647,1.210692,0.2282475,-0.187508,-0.1592988,68.38573,329.3548,17.78742,-0.1455743,-0.2773264,-0.6907116,9.131726,290.8107,4.547378
2018/06/22 - 01:51:20.8589557,1.221449,0.2284979,-0.185311,-0.1571819,66.70975,329.1595,16.63538,-0.1453989,-0.2773128,-0.6909215,8.823017,290.1865,4.687553
2018/06/22 - 01:51:20.8689056,1.233305,0.2286029,-0.1834858,-0.1555585,64.99026,329.1793,15.67422,-0.1452391,-0.27735,-0.6911476,8.622794,289.5523,4.940248
2018/06/22 - 01:51:20.8808739,1.244537,0.22873,-0.1814741,-0.1538722,63.24048,329.3477,14.99056,-0.1450914,-0.2774308,-0.6913876,8.491347,288.9242,5.303406
2018/06/22 - 01:51:20.8918446,1.255103,0.2288228,-0.1785005,-0.1516473,61.47277,329.6399,14.37983,-0.1449475,-0.2775525,-0.6916478,8.395494,288.2917,5.786467
2018/06/22 - 01:51:20.9038129,1.26711,0.2290061,-0.1751789,-0.1493415,59.88863,329.7909,13.67998,-0.144861,-0.2776841,-0.6918436,8.564968,287.7546,6.144758
2018/06/22 - 01:51:20.9137856,1.278326,0.2292183,-0.1724433,-0.1475004,58.09254,330.1281,13.08066,-0.144822,-0.277754,-0.6919381,8.78107,287.423,6.260171
2018/06/22 - 01:51:20.9257533,1.289384,0.2293314,-0.1695245,-0.1456946,56.28415,330.8209,12.67487,-0.144729,-0.27767,-0.6919787,8.662605,287.1097,6.038066
2018/06/22 - 01:51:20.9367237,1.30018,0.2296632,-0.1661479,-0.1436049,54.39085,331.8856,12.49803,-0.1445907,-0.2775357,-0.6920295,8.494031,286.6451,5.669389
2018/06/22 - 01:51:20.9486918,1.311539,0.2301419,-0.1635047,-0.1419204,52.55729,332.8255,12.31084,-0.1444153,-0.2773876,-0.6921063,8.412887,285.9653,5.198548
2018/06/22 - 01:51:20.9606598,1.322931,0.2310158,-0.1598924,-0.1397226,50.64513,333.8114,12.0151,-0.1442081,-0.2773606,-0.6923019,8.363633,285.1083,5.133104
2018/06/22 - 01:51:20.9726281,1.334152,0.1061309,-0.1574214,-0.1282184,48.72232,335.4801,12.36864,-0.1439808,-0.2774309,-0.6925817,8.30197,284.1767,5.416599
2018/06/22 - 01:51:20.9816043,1.344592,0.1012715,-0.1570306,-0.1249321,46.65882,336.2734,11.71619,-0.1436561,-0.2775542,-0.6929805,8.114573,282.9493,5.958121
2018/06/22 - 01:51:20.9915772,1.355949,0.09577634,-0.1566932,-0.1215963,44.52543,336.995,11.00323,-0.1429494,-0.2774999,-0.6935742,7.757238,280.3617,5.977887
2018/06/22 - 01:51:21.0035466,1.366951,0.0900951,-0.1567374,-0.1181858,42.40043,337.6416,10.47414,-0.1425828,-0.2776122,-0.6939506,8.094735,278.7332,6.171373
2018/06/22 - 01:51:21.0125223,1.377971,0.08419684,-0.157208,-0.114752,40.32691,338.2572,9.942102,-0.1421878,-0.277595,-0.694249,8.245977,277.1366,6.02265
2018/06/22 - 01:51:21.0234927,1.388566,0.07871962,-0.157842,-0.111043,38.44125,338.9237,9.501923,-0.1418779,-0.2775525,-0.694454,8.164237,276.0282,5.922844
2018/06/22 - 01:51:21.0344638,1.398814,0.07223511,-0.1585972,-0.107307,36.50602,339.7484,9.220921,-0.1416391,-0.2775628,-0.6946325,8.026286,275.2455,6.039642
2018/06/22 - 01:51:21.0464323,1.410117,0.0652319,-0.1591804,-0.1037027,34.42561,340.7891,8.898958,-0.1414516,-0.2776313,-0.6948055,7.821919,274.719,6.396509
2018/06/22 - 01:51:21.0564050,1.421045,0.05765169,-0.1600053,-0.1001794,32.30192,341.8105,8.552088,-0.1413364,-0.27777,-0.6949669,7.711268,274.4188,6.938827
2018/06/22 - 01:51:21.0693708,1.43237,0.04975783,-0.1611072,-0.09659864,30.25513,342.6714,8.095457,-0.1412442,-0.2779427,-0.695129,7.763346,274.1121,7.501358
2018/06/22 - 01:51:21.0863254,1.443912,0.04133662,-0.1626981,-0.09324288,28.39936,343.3871,7.539516,-0.1411244,-0.2781341,-0.6953155,7.906251,273.666,8.072583
2018/06/22 - 01:51:21.0943035,1.461052,0.03385235,-0.1644915,-0.08977719,26.57269,344.0861,7.18929,-0.141082,-0.2782449,-0.6954038,8.178682,273.3922,8.29458
2018/06/22 - 01:51:21.1022819,1.469784,0.02679732,-0.1666426,-0.08627812,24.65664,344.7655,7.015019,-0.1410747,-0.2782734,-0.695424,8.41271,273.2357,8.258185
2018/06/22 - 01:51:21.1122559,1.477451,0.01954649,-0.169003,-0.08301653,22.95628,345.5555,6.936254,-0.1411269,-0.2782297,-0.6953666,8.626493,273.2691,7.987429
2018/06/22 - 01:51:21.1252428,1.48805,0.01267209,-0.1718466,-0.07982225,21.43369,346.4471,6.797799,-0.1411874,-0.2781707,-0.6952948,8.97032,273.2428,7.58683
2018/06/22 - 01:51:21.1352479,1.499559,0.005677358,-0.1745822,-0.07661728,20.21509,347.3441,6.783152,-0.1412238,-0.2781612,-0.6952657,9.536253,273.0097,7.222246
2018/06/22 - 01:51:21.1471988,1.51102,-0.001435611,-0.1774533,-0.0735749,19.14429,348.2359,6.63916,-0.1412767,-0.2782244,-0.6952659,10.02073,272.9177,7.152217
2018/06/22 - 01:51:21.1561742,1.521663,-0.008708671,-0.1805788,-0.07076627,18.26416,349.0432,6.564211,-0.1413173,-0.2782997,-0.6952804,10.49879,272.7943,7.125397
2018/06/22 - 01:51:21.1691400,1.532175,-0.01566041,-0.1841344,-0.06790726,17.31621,349.7646,6.544611,-0.1416198,-0.278525,-0.6951988,11.7106,273.2103,7.16675
2018/06/22 - 01:51:21.1801099,1.544196,-0.0225811,-0.1878657,-0.06507126,16.92736,350.4095,6.430196,-0.141514,-0.2783916,-0.6951988,11.78576,272.707,6.655565
2018/06/22 - 01:51:21.1901039,1.554907,-0.02926391,-0.1915881,-0.06221613,16.73382,351.0224,6.347208,-0.1413444,-0.2779948,-0.695092,11.63042,271.9591,5.357329
2018/06/22 - 01:51:21.2020514,1.566023,-0.03518553,-0.1965524,-0.05872934,16.68142,351.4336,6.332764,-0.141224,-0.2775759,-0.6949267,11.47657,271.3636,3.959988
2018/06/22 - 01:51:21.2130230,1.577027,-0.04069894,-0.2013111,-0.05580306,16.73266,351.7565,6.343028,-0.1412111,-0.2772564,-0.6947383,11.52368,271.0657,2.769794
2018/06/22 - 01:51:21.2249902,1.588451,-0.04564074,-0.2054751,-0.05372103,16.81939,352.2487,6.471365,-0.1412933,-0.2771319,-0.6946027,11.67386,271.1643,2.212383
2018/06/22 - 01:51:21.2359623,1.59941,-0.05049441,-0.2093766,-0.05185564,17.25798,352.8459,6.656523,-0.1415495,-0.2771382,-0.6944274,11.9107,271.928,2.075614
