Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Target position x:,Target position y:,Target position z:
2018/06/28 - 03:25:58.8603230,41.37316,19,21,Peer hit peer's target,-3.256239,8.087739,2.338025
2018/06/28 - 03:26:00.3323733,42.84481,17,22,Peer hit peer's target,-3.461719,7.277118,-3.699891
2018/06/28 - 03:26:02.1313743,44.64497,17,21,Peer missed, , , 
2018/06/28 - 03:26:04.1203279,46.63404,19,22,Peer hit peer's target,-4.072044,2.924649,1.752833
2018/06/28 - 03:26:05.0761248,47.58606,18,21,Peer missed, , , 
2018/06/28 - 03:26:06.9750648,49.48737,19,20,Peer missed, , , 
2018/06/28 - 03:26:08.3761299,50.88895,21,21,Peer hit peer's target,3.70855,5.612694,-3.182276
2018/06/28 - 03:26:09.3552554,51.86748,22,22,Peer hit peer's target,2.655842,8.296035,2.880462
2018/06/28 - 03:26:10.5175627,53.03026,22,23,Peer hit peer's target,2.284705,3.995675,-4.088467
2018/06/28 - 03:26:13.6195813,56.13359,23,24,Peer hit peer's target,2.125192,7.753263,3.999136
2018/06/28 - 03:26:13.7312823,56.24407,23,25,Peer hit peer's target,3.798823,4.829146,2.55268
2018/06/28 - 03:26:15.8640336,58.37849,25,26,Peer hit peer's target,-3.042091,1.770751,-1.505613
2018/06/28 - 03:26:15.8769991,58.38964,25,27,Peer hit peer's target,2.715189,6.358068,3.916049
2018/06/28 - 03:26:16.4218138,58.93597,25,28,Peer hit peer's target,1.032377,9.323109,-2.014777
2018/06/28 - 03:26:16.4337590,58.94634,25,29,Peer hit peer's target,-2.921737,3.469921,-2.005482
2018/06/28 - 03:26:17.4640025,59.97833,26,30,Peer hit peer's target,-1.833063,7.838603,-3.705733
2018/06/28 - 03:26:18.5102354,61.02391,26,31,Peer hit peer's target,2.521645,1.890543,-3.263405
2018/06/28 - 03:26:21.5578641,64.07061,24,32,Peer hit peer's target,-0.2452159,9.694625,1.977464
2018/06/28 - 03:26:21.6885139,64.20157,24,31,Peer missed, , , 
2018/06/28 - 03:26:21.9327868,64.44562,24,30,Peer missed, , , 
2018/06/28 - 03:26:22.2439776,64.75749,23,29,Peer missed, , , 
2018/06/28 - 03:26:22.5671131,65.08009,23,28,Peer missed, , , 
2018/06/28 - 03:26:22.9680390,65.48063,24,27,Peer hit user's target,4.558678,5.312483,1.162785
2018/06/28 - 03:26:23.2901772,65.80286,24,26,Peer missed, , , 
2018/06/28 - 03:26:24.5321000,67.04475,25,25,Peer missed, , , 
2018/06/28 - 03:26:27.6646710,70.17844,29,26,Peer hit peer's target,-4.0993,7.431336,0.4779949
2018/06/28 - 03:26:28.2761576,70.78909,29,27,Peer hit peer's target,-2.572972,4.299492,4.353176
2018/06/28 - 03:26:29.6750088,72.18739,30,28,Peer hit peer's target,-4.178475,1.804607,3.166907
2018/06/28 - 03:26:29.8961137,72.40955,30,29,Peer hit peer's target,-1.53755,8.81242,-2.71238
2018/06/28 - 03:26:30.4746339,72.98724,30,30,Peer hit peer's target,-0.2260578,7.996767,2.810972
2018/06/28 - 03:26:30.9800306,73.48765,30,31,Peer hit peer's target,-4.476473,2.934793,-0.4981227
2018/06/28 - 03:26:33.5642626,76.07807,31,32,Peer hit peer's target,5.117365,5.098897,-1.12267
2018/06/28 - 03:26:33.6869344,76.20036,32,31,Peer hit user's target,3.844484,8.814997,0.6068051
2018/06/28 - 03:26:34.4434281,76.9576,32,32,Peer hit peer's target,-1.224861,5.514357,-5.068801
2018/06/28 - 03:26:38.5430844,81.05725,33,31,Peer missed, , , 
2018/06/28 - 03:26:38.8223379,81.33591,33,32,Peer hit peer's target,-1.0595,4.806561,4.188762
2018/06/28 - 03:26:39.3120271,81.82451,33,33,Peer hit peer's target,-1.937889,2.452944,3.380261
2018/06/28 - 03:26:39.3898406,81.90263,33,34,Peer hit peer's target,3.375442,8.861836,-1.210569
2018/06/28 - 03:26:40.1572430,82.66987,33,35,Peer hit peer's target,-1.158553,6.065087,-5.045248
2018/06/28 - 03:26:43.3277770,85.83572,34,36,Peer hit peer's target,4.62815,3.508379,0.4119735
2018/06/28 - 03:26:44.0994193,86.61296,35,37,Peer hit peer's target,-0.3601903,5.190417,-5.028522
2018/06/28 - 03:26:45.0114847,87.52428,35,38,Peer hit peer's target,-2.043454,7.081542,-4.745135
2018/06/28 - 03:26:45.9346402,88.44701,35,39,Peer hit peer's target,-2.956086,7.649709,2.253857
2018/06/28 - 03:26:46.4438852,88.95786,35,38,Peer missed, , , 
2018/06/28 - 03:26:49.3118211,91.82445,35,37,Peer missed, , , 
2018/06/28 - 03:26:49.8906976,92.40257,35,36,Peer missed, , , 
2018/06/28 - 03:26:51.5773291,94.09111,36,35,Peer missed, , , 
2018/06/28 - 03:26:52.5998997,95.11325,36,36,Peer hit peer's target,-1.383368,6.681792,-3.702021
2018/06/28 - 03:26:54.8243753,97.33717,39,37,Peer hit peer's target,5.375175,3.677613,0.2243402
2018/06/28 - 03:26:55.5680975,98.08142,39,38,Peer hit peer's target,-2.985991,8.263168,-3.881848
2018/06/28 - 03:26:58.6355303,101.1481,40,39,Peer hit peer's target,-0.1906642,6.086219,4.306023
2018/06/28 - 03:26:59.1990409,101.7132,40,40,Peer hit peer's target,-0.9478013,4.400003,4.703077
2018/06/28 - 03:27:01.1453925,103.6579,42,41,Peer hit peer's target,-3.276729,4.29272,4.259007
2018/06/28 - 03:27:01.7449410,104.2589,42,42,Peer hit peer's target,-4.089502,7.870971,-2.213525
2018/06/28 - 03:27:03.2126447,105.7258,43,43,Peer hit peer's target,-1.06121,8.038472,3.92392
2018/06/28 - 03:27:03.8001578,106.3143,43,44,Peer hit peer's target,-3.977035,2.607736,2.559341
2018/06/28 - 03:27:04.1227110,106.6366,43,45,Peer hit peer's target,-4.530906,7.211531,-2.108597
2018/06/28 - 03:27:06.0919106,108.6044,44,46,Peer hit peer's target,2.663025,6.360127,-4.137558
2018/06/28 - 03:27:07.4908668,110.0042,45,47,Peer hit peer's target,-4.24708,5.657539,0.3257299
2018/06/28 - 03:27:08.8017188,111.3154,45,48,Peer hit peer's target,-2.06962,2.821399,4.60058
2018/06/28 - 03:27:09.8785260,112.3925,46,49,Peer hit peer's target,1.978288,7.961006,-2.856233
2018/06/28 - 03:27:10.0590431,112.5711,46,50,Peer hit peer's target,1.351664,2.580217,-4.90046
2018/06/28 - 03:27:12.2911361,114.8044,44,51,Peer hit peer's target,1.755037,5.810913,4.950907
2018/06/28 - 03:27:12.9999323,115.5139,45,50,Peer missed, , , 
2018/06/28 - 03:27:13.4116748,115.9248,46,49,Peer missed, , , 
2018/06/28 - 03:27:14.9232505,117.4366,46,48,Peer missed, , , 
2018/06/28 - 03:27:16.3131839,118.8266,47,49,Peer hit peer's target,4.410711,7.121896,0.7715131
2018/06/28 - 03:27:16.9806487,119.4939,48,50,Peer hit peer's target,1.939784,6.266811,5.246198
2018/06/28 - 03:27:18.6891986,121.2013,48,51,Peer hit peer's target,5.191774,5.535939,-1.284064
2018/06/28 - 03:27:20.5465128,123.0596,49,52,Peer hit peer's target,-3.313672,2.747618,-3.330233
2018/06/28 - 03:27:22.2427300,124.7563,49,53,Peer hit peer's target,-2.324954,7.313613,-4.220283
2018/06/28 - 03:27:22.4491534,124.9617,49,54,Peer hit peer's target,-5.045043,5.511978,0.5886025
2018/06/28 - 03:27:24.7228340,127.2362,49,55,Peer hit peer's target,-2.540853,4.804086,-4.371415
2018/06/28 - 03:27:26.4791039,128.9928,51,56,Peer hit peer's target,-5.407809,4.060834,1.110643
2018/06/28 - 03:27:26.6137428,129.1268,51,55,Peer missed, , , 
2018/06/28 - 03:27:29.3689809,131.8816,54,56,Peer hit peer's target,0.3572966,8.2793,-2.934415
2018/06/28 - 03:27:29.8138020,132.3261,54,57,Peer hit peer's target,-1.117251,6.851038,-4.441737
2018/06/28 - 03:27:33.1353335,135.6474,55,58,Peer hit peer's target,4.251848,2.426944,-0.5487911
2018/06/28 - 03:27:34.5581198,137.0722,57,57,Peer missed, , , 
2018/06/28 - 03:27:34.8912478,137.4037,57,58,Peer hit peer's target,3.426078,1.939835,-0.3866495
2018/06/28 - 03:27:35.6353923,138.1481,57,59,Peer hit peer's target,-4.43064,5.02704,-3.199197
2018/06/28 - 03:27:36.7902125,139.3026,57,60,Peer hit peer's target,-3.603662,7.315578,3.069952
2018/06/28 - 03:27:37.4781866,139.9921,57,61,Peer hit peer's target,2.419481,6.862085,4.368937
2018/06/28 - 03:27:39.3234702,141.8367,58,62,Peer hit peer's target,4.691741,5.831114,-1.226057
2018/06/28 - 03:27:41.4140747,143.9261,58,63,Peer hit peer's target,-1.388049,3.677732,-3.211322
2018/06/28 - 03:27:42.6380573,145.151,58,62,Peer missed, , , 
2018/06/28 - 03:27:46.0152638,148.528,60,61,Peer missed, , , 
2018/06/28 - 03:27:46.6126502,149.1244,60,62,Peer hit peer's target,-4.911732,5.356177,1.286898
2018/06/28 - 03:27:47.5367743,150.0491,61,63,Peer hit peer's target,0.9020181,2.557882,3.877027
2018/06/28 - 03:27:49.1811884,151.6947,62,64,Peer hit peer's target,-0.4623216,8.61361,3.533226
2018/06/28 - 03:27:49.8144332,152.3269,61,65,Peer hit peer's target,-1.017717,9.507327,-1.630417
2018/06/28 - 03:27:52.6563837,155.1698,62,64,Peer missed, , , 
2018/06/28 - 03:27:52.9012849,155.4144,62,63,Peer missed, , , 
2018/06/28 - 03:27:56.7580129,159.2712,62,64,Peer hit peer's target,1.85297,7.927206,-3.131594
2018/06/28 - 03:27:58.9026039,161.4161,64,65,Peer hit peer's target,-2.156127,2.279228,-3.681321
2018/06/28 - 03:27:59.0821234,161.5944,64,66,Peer hit peer's target,-0.7208254,5.535459,5.42113
2018/06/28 - 03:28:02.7152311,165.2282,65,68,Peer hit peer's target,-4.14941,7.208639,-1.991316
2018/06/28 - 03:28:03.6800455,166.1935,66,69,Peer hit peer's target,1.880178,7.623468,-3.857879
2018/06/28 - 03:28:05.6139001,168.1266,67,70,Peer hit peer's target,-4.866121,5.134788,0.3422388
2018/06/28 - 03:28:06.0800114,168.5928,67,71,Peer hit peer's target,0.6254128,8.040903,-3.58843
2018/06/28 - 03:28:06.3482996,168.861,68,72,Peer hit peer's target,-0.2979566,5.002331,-5.171423
2018/06/28 - 03:28:08.3590928,170.8722,69,73,Peer hit peer's target,4.364549,2.686275,-0.03177778
2018/06/28 - 03:28:08.3920032,170.905,69,74,Peer hit peer's target,-1.347321,4.947105,-5.016966
2018/06/28 - 03:28:12.6933239,175.2054,69,73,Peer missed, , , 
2018/06/28 - 03:28:13.8931527,176.406,69,72,Peer missed, , , 
2018/06/28 - 03:28:14.7705085,177.283,69,71,Peer missed, , , 
2018/06/28 - 03:28:15.3582921,177.8718,68,70,Peer missed, , , 
