Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Target position x:,Target position y:,Target position z:
2018/06/28 - 03:25:18.6416549,1.153638,0,1,Peer hit peer's target,0.09762198,9.226145,-2.527017
2018/06/28 - 03:25:19.4812369,1.988989,0,2,Peer hit peer's target,4.329638,5.314993,-2.798615
2018/06/28 - 03:25:21.3637298,3.877806,1,3,Peer hit peer's target,-0.776991,8.960542,-3.458261
2018/06/28 - 03:25:24.7310183,7.243354,4,4,Peer hit peer's target,-3.221513,3.649959,3.743481
2018/06/28 - 03:25:24.8965939,7.410023,4,5,Peer hit peer's target,-4.990867,5.018887,1.386826
2018/06/28 - 03:25:25.5170359,8.03126,4,6,Peer hit peer's target,3.865752,4.610477,3.582659
2018/06/28 - 03:25:26.3952075,8.908734,4,7,Peer hit peer's target,-0.4304776,4.99439,-4.559723
2018/06/28 - 03:25:29.1522977,11.66539,5,8,Peer hit peer's target,2.184451,5.829839,-3.886617
2018/06/28 - 03:25:32.8539003,15.36635,7,9,Peer hit peer's target,0.1959349,6.936185,4.751949
2018/06/28 - 03:25:34.1637801,16.67794,9,8,Peer missed, , , 
2018/06/28 - 03:25:35.4126772,17.92516,10,9,Peer hit peer's target,4.592494,4.578696,-1.640893
2018/06/28 - 03:25:35.6431252,18.15705,10,10,Peer hit peer's target,4.063997,7.211924,-1.642998
2018/06/28 - 03:25:36.3632266,18.87738,11,11,Peer hit peer's target,-2.256131,3.520196,-4.209519
2018/06/28 - 03:25:36.9559135,19.46897,11,12,Peer hit peer's target,-3.403295,4.186266,3.430076
2018/06/28 - 03:25:37.6303187,20.1431,11,13,Peer hit peer's target,-0.8634608,2.57875,4.112722
2018/06/28 - 03:25:39.5045790,22.01863,11,14,Peer hit peer's target,0.5068053,6.276007,-4.60467
2018/06/28 - 03:25:39.9314240,22.44406,11,15,Peer hit peer's target,3.035917,1.146453,0.7964146
2018/06/28 - 03:25:40.5615644,23.07506,10,14,Peer missed, , , 
2018/06/28 - 03:25:40.9744598,23.48716,11,13,Peer missed, , , 
2018/06/28 - 03:25:41.2766508,23.78957,11,12,Peer missed, , , 
2018/06/28 - 03:25:45.8876285,28.40012,12,13,Peer hit peer's target,3.640929,7.568622,-1.398117
2018/06/28 - 03:25:49.0102257,31.52315,15,12,Peer missed, , , 
2018/06/28 - 03:25:49.1348923,31.64728,15,13,Peer hit peer's target,-2.346591,2.727922,2.402968
2018/06/28 - 03:25:49.3184006,31.83254,15,14,Peer hit peer's target,2.507525,3.800666,-2.931825
2018/06/28 - 03:25:49.3752489,31.88837,15,15,Peer hit peer's target,-0.9075412,3.153449,4.557039
2018/06/28 - 03:25:49.5537709,32.06684,15,16,Peer hit peer's target,-4.985402,4.897794,-2.344219
2018/06/28 - 03:25:50.2200627,32.73354,14,17,Peer hit peer's target,-4.134346,2.256836,0.6182492
2018/06/28 - 03:25:50.6427105,33.15636,15,18,Peer hit peer's target,-3.291239,5.683542,3.782079
2018/06/28 - 03:25:51.9749741,34.48798,16,19,Peer hit peer's target,-4.283853,3.426683,-2.321137
2018/06/28 - 03:25:52.6652723,35.17871,16,20,Peer hit peer's target,1.732582,7.131713,-4.231547
2018/06/28 - 03:25:52.7325987,35.24543,16,21,Peer hit peer's target,-2.959424,8.143455,2.580966
2018/06/28 - 03:25:56.4971874,39.01127,17,22,Peer hit peer's target,-4.628157,6.593236,-2.812064
2018/06/28 - 03:25:56.7106163,39.22323,17,21,Peer missed, , , 
2018/06/28 - 03:25:58.6220582,41.1356,19,20,Peer missed, , , 
