Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
2018/06/28 - 03:22:22.7814474,0,0.04096776,0.01489746,-0.02874992,348.5638,8.69866,356.8564,0.08909869,-0.3600675,0.2553993,3.103544,3.293264,353.5647
2018/06/28 - 03:22:22.7914203,0.01134902,0.04140841,0.01488609,-0.02902575,348.6233,8.787199,356.8227,0.08906805,-0.3601638,0.2552471,3.106005,3.291136,353.5583
2018/06/28 - 03:22:22.8033894,0.02438991,0.04180098,0.01487374,-0.02922666,348.6135,8.877625,356.7442,0.08904428,-0.3602353,0.255144,3.101933,3.28831,353.5526
2018/06/28 - 03:22:22.8123641,0.0342584,0.0421795,0.01500128,-0.02956413,348.6549,8.989354,356.6938,0.08901037,-0.3603432,0.2550056,3.094928,3.283191,353.5458
2018/06/28 - 03:22:22.8253296,0.04479647,0.04249655,0.01513836,-0.02923945,348.6574,9.131614,356.5799,0.08899519,-0.3604299,0.2548897,3.095916,3.283396,353.5548
2018/06/28 - 03:22:22.8353247,0.05726563,0.04290348,0.01520582,-0.02898503,348.6369,9.21538,356.5193,0.08904092,-0.3604855,0.254819,3.105226,3.308746,353.5708
2018/06/28 - 03:22:22.8502617,0.0674601,0.04336093,0.0151621,-0.02900703,348.5648,9.346642,356.4474,0.08913714,-0.3605053,0.2547219,3.104801,3.342236,353.5664
2018/06/28 - 03:22:22.8612324,0.08153665,0.0436758,0.01518278,-0.02919222,348.5496,9.507547,356.2794,0.08928569,-0.3604859,0.2546047,3.097321,3.373411,353.5538
2018/06/28 - 03:22:22.8692113,0.09211198,0.0440519,0.0151956,-0.02950083,348.534,9.627625,356.2072,0.0894058,-0.3604457,0.2545183,3.093325,3.377217,353.5529
2018/06/28 - 03:22:22.8811793,0.1018741,0.04432733,0.01528348,-0.02935177,348.4896,9.798868,356.1138,0.08959586,-0.3603869,0.2543847,3.080287,3.372006,353.551
2018/06/28 - 03:22:22.8911528,0.1128471,0.04462012,0.01529558,-0.02913058,348.3973,9.931104,356.0446,0.08982117,-0.3603264,0.2542212,3.070057,3.369103,353.5426
2018/06/28 - 03:22:22.9031207,0.1237544,0.04495048,0.01522271,-0.02915123,348.3138,10.06908,356.0451,0.09015056,-0.3602378,0.2540625,3.053219,3.377653,353.5226
2018/06/28 - 03:22:22.9121000,0.1345607,0.04522953,0.01518143,-0.02925994,348.315,10.17499,355.9739,0.09055751,-0.3601539,0.253957,3.036384,3.402472,353.5067
2018/06/28 - 03:22:22.9250619,0.1449556,0.04538036,0.01511781,-0.02934374,348.3524,10.30241,355.864,0.09092039,-0.3601179,0.2539181,3.025875,3.431369,353.5117
2018/06/28 - 03:22:22.9350353,0.1561238,0.04547363,0.01509112,-0.02920573,348.3744,10.44946,355.8023,0.09149066,-0.3600918,0.2539223,3.020716,3.496552,353.5474
2018/06/28 - 03:22:22.9470033,0.1672751,0.04557246,0.01516985,-0.02887363,348.3936,10.54505,355.7466,0.09194671,-0.3601194,0.2539421,3.01692,3.542085,353.5764
2018/06/28 - 03:22:22.9579740,0.1788844,0.04571401,0.01531738,-0.02874929,348.4484,10.6149,355.6982,0.09253956,-0.3602127,0.2539908,3.036125,3.608429,353.5999
2018/06/28 - 03:22:22.9679472,0.18946,0.04586533,0.0154369,-0.02858197,348.4334,10.67716,355.7055,0.09313887,-0.3603417,0.2540317,3.067075,3.684786,353.6265
2018/06/28 - 03:22:22.9809124,0.2006244,0.0459872,0.01553783,-0.02842064,348.512,10.77432,355.7581,0.09385223,-0.3605033,0.2541409,3.103483,3.814241,353.6252
2018/06/28 - 03:22:22.9918837,0.212156,0.04612386,0.01558756,-0.02820221,348.5388,10.81536,355.8263,0.09448215,-0.3606035,0.2542733,3.146296,3.94948,353.5783
2018/06/28 - 03:22:23.0018560,0.2245214,0.0462355,0.01572062,-0.02796668,348.6402,10.82254,355.8526,0.09513496,-0.3605973,0.254491,3.192522,4.084741,353.5272
2018/06/28 - 03:22:23.0118294,0.2338671,0.04629682,0.01571364,-0.02768459,348.6354,10.82125,355.8536,0.09581149,-0.3605103,0.2547449,3.211244,4.237978,353.4502
2018/06/28 - 03:22:23.0267892,0.2449058,0.04648413,0.01568252,-0.02721989,348.661,10.84838,355.9433,0.09654998,-0.360337,0.2549772,3.199878,4.404148,353.3237
2018/06/28 - 03:22:23.0357654,0.2582089,0.04655022,0.01571719,-0.02703702,348.7369,10.85838,355.9101,0.09726617,-0.3601126,0.2551743,3.190015,4.60047,353.176
2018/06/28 - 03:22:23.0467364,0.2684182,0.04660324,0.01569949,-0.02693812,348.735,10.80271,355.8717,0.09790581,-0.3598749,0.2553571,3.16905,4.791814,353.0447
2018/06/28 - 03:22:23.0577074,0.2784351,0.04667136,0.01565157,-0.02668489,348.8123,10.79361,355.8502,0.09843785,-0.35961,0.2555011,3.13009,4.934166,352.915
2018/06/28 - 03:22:23.0666827,0.2899924,0.04676044,0.01565319,-0.02651976,348.9755,10.72068,355.8885,0.09881699,-0.3593579,0.2556186,3.067165,5.01904,352.8496
2018/06/28 - 03:22:23.0786507,0.2996108,0.0468319,0.01548864,-0.02652917,349.1154,10.58423,355.9328,0.0990682,-0.3591384,0.2556825,2.990991,5.090411,352.8376
2018/06/28 - 03:22:23.0896214,0.3103904,0.04677542,0.01530138,-0.02645653,349.1617,10.48078,355.8962,0.09914173,-0.3590018,0.2557174,2.954602,5.106643,352.9025
2018/06/28 - 03:22:23.1005918,0.3220534,0.04674596,0.01524208,-0.02642652,349.2115,10.32633,355.8676,0.09917124,-0.3589055,0.2557653,2.917832,5.11695,352.9879
2018/06/28 - 03:22:23.1115625,0.3327514,0.04667272,0.01528692,-0.02635147,349.2907,10.24199,355.9113,0.09907111,-0.3588893,0.2556507,2.889645,5.078979,353.0574
2018/06/28 - 03:22:23.1235310,0.3439363,0.04659149,0.01533297,-0.0262406,349.3393,10.05279,355.8571,0.09902485,-0.35883,0.2555144,2.852511,5.069405,353.1014
2018/06/28 - 03:22:23.1335039,0.355456,0.04644809,0.01539644,-0.02600964,349.4757,9.871271,355.8518,0.09894749,-0.3587555,0.2553173,2.809347,5.047359,353.1196
2018/06/28 - 03:22:23.1454719,0.3662316,0.04618232,0.01535736,-0.0257862,349.6111,9.69908,355.8279,0.09884518,-0.3585986,0.2551797,2.743467,5.027775,353.1543
2018/06/28 - 03:22:23.1564423,0.3778445,0.04592873,0.01535766,-0.0256137,349.8316,9.47284,355.8309,0.0986746,-0.3583271,0.2549837,2.64041,5.000205,353.1953
2018/06/28 - 03:22:23.1684111,0.389055,0.04561736,0.01516594,-0.02530661,349.979,9.303585,355.9177,0.09849386,-0.3580822,0.2547538,2.528352,4.977707,353.2152
