Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:,User points:,Peer points:
2018/07/11 - 02:50:11.5377002,19.9987,0.03422235,-0.02268593,-0.0861552,9.03673,7.091741,356.3713,0.1472271,-0.3610022,0.1392882,352.7058,357.7632,342.7042,0,0
2018/07/11 - 02:50:11.5466758,20.00903,0.0348773,-0.02281872,-0.08654447,8.93536,7.16283,356.3229,0.1470574,-0.3610213,0.1392281,352.8981,357.5908,342.5737,0,0
2018/07/11 - 02:50:11.5596422,20.02016,0.03548528,-0.02290685,-0.08689994,8.906459,7.195719,356.2235,0.146865,-0.3610933,0.1390947,353.0067,357.4635,342.4869,0,0
2018/07/11 - 02:50:11.5706123,20.03175,0.03606236,-0.02308175,-0.08717682,8.881336,7.273186,356.1765,0.1467177,-0.3611581,0.1388928,353.0464,357.3726,342.4298,0,0
2018/07/11 - 02:50:11.5815824,20.04281,0.03658833,-0.02327939,-0.08742381,8.847402,7.362097,356.1001,0.1466179,-0.3612271,0.1386473,353.0658,357.3157,342.4022,0,0
2018/07/11 - 02:50:11.5925526,20.05419,0.03704855,-0.02350305,-0.08762355,8.854695,7.440504,356.0015,0.1465501,-0.3612883,0.1384459,353.1978,357.2598,342.3935,0,0
2018/07/11 - 02:50:11.6035244,20.06542,0.03750207,-0.02366267,-0.08785624,8.92525,7.502717,355.9196,0.1465398,-0.3613623,0.1382368,353.3302,357.2634,342.3903,0,0
2018/07/11 - 02:50:11.6154918,20.07609,0.03791118,-0.02392368,-0.08804184,8.933159,7.555941,355.8968,0.1465205,-0.3614319,0.1380582,353.2991,357.2961,342.3929,0,0
2018/07/11 - 02:50:11.6264623,20.08734,0.03818125,-0.02412604,-0.08816041,8.995022,7.593345,355.8294,0.1465233,-0.3614373,0.1381539,353.1765,357.3318,342.4314,0,0
2018/07/11 - 02:50:11.6374327,20.09938,0.03829784,-0.02425077,-0.08821156,9.033588,7.594218,355.9427,0.1464169,-0.3616102,0.1377978,353.1147,357.2999,342.4648,0,0
2018/07/11 - 02:50:11.6513955,20.11024,0.038322,-0.02436561,-0.08822724,9.045913,7.583847,355.9648,0.1461094,-0.3620104,0.1371952,352.9464,357.2189,342.704,0,0
2018/07/11 - 02:50:11.6623659,20.12342,0.03848722,-0.02456239,-0.08829887,9.084091,7.582164,355.9775,0.1459116,-0.3621926,0.1369548,352.8461,357.2289,342.9599,0,0
2018/07/11 - 02:50:11.6733374,20.13526,0.03860183,-0.02474766,-0.0883386,9.106555,7.569005,355.9758,0.1458144,-0.3622567,0.1368001,352.8448,357.2534,343.1535,0,0
2018/07/11 - 02:50:11.6853043,20.14613,0.03873741,-0.02501951,-0.08842025,9.101271,7.531003,356.0191,0.1457928,-0.3622383,0.136673,352.9229,357.1911,343.2785,0,0
2018/07/11 - 02:50:11.6972728,20.15823,0.03884567,-0.02533078,-0.08849522,9.117609,7.510961,356.0688,0.1458572,-0.3620872,0.1366059,353.1748,357.0434,343.2646,0,0
2018/07/11 - 02:50:11.7082438,20.16973,0.03891876,-0.02562934,-0.08848521,9.150152,7.434259,356.116,0.1460124,-0.3619662,0.1365957,353.5514,356.8795,343.1736,0,0
2018/07/11 - 02:50:11.7202115,20.18138,0.03895776,-0.02592359,-0.08845585,9.133621,7.357859,356.1735,0.1462647,-0.3618143,0.1366232,353.7635,356.8464,343.0172,0,0
2018/07/11 - 02:50:11.7321795,20.19326,0.03889575,-0.02608599,-0.08845401,9.141978,7.354817,356.2011,0.1464783,-0.3616733,0.1367118,353.8673,356.9004,342.9172,0,0
2018/07/11 - 02:50:11.7431507,20.20483,0.03888429,-0.02624768,-0.08849018,9.148229,7.309521,356.2048,0.1466016,-0.3616022,0.136842,354.0127,356.9365,342.8822,0,0
2018/07/11 - 02:50:11.7561151,20.21697,0.03886515,-0.02655718,-0.08839463,9.115049,7.223122,356.2801,0.1466123,-0.3615575,0.1370811,354.2646,356.9564,342.942,0,0
2018/07/11 - 02:50:11.7670861,20.22851,0.03876344,-0.02660288,-0.08831934,9.131097,7.217758,356.2522,0.146514,-0.3615007,0.1373226,354.3342,357.0172,343.05,0,0
2018/07/11 - 02:50:11.7780565,20.24006,0.03867073,-0.0267221,-0.08820251,9.145291,7.201447,356.2906,0.1462672,-0.3614789,0.1375717,354.1995,357.1218,343.2079,0,0
2018/07/11 - 02:50:11.7900245,20.25101,0.03853883,-0.02686868,-0.08804797,9.152469,7.18585,356.3354,0.1459771,-0.3614912,0.1378373,354.1913,357.2066,343.4057,0,0
2018/07/11 - 02:50:11.8009949,20.26291,0.03833841,-0.02697732,-0.08787687,9.200937,7.13007,356.3492,0.1455533,-0.3614999,0.1380819,354.159,357.3286,343.6329,0,0
2018/07/11 - 02:50:11.8129629,20.27399,0.03810615,-0.02714021,-0.08760741,9.164713,7.126441,356.4416,0.1449954,-0.3615217,0.138363,354.1632,357.4866,343.8032,0,0
2018/07/11 - 02:50:11.8239342,20.28531,0.03790922,-0.02716898,-0.08736812,9.156581,7.103399,356.4447,0.1443369,-0.3615591,0.1386202,354.2234,357.599,343.9346,0,0
2018/07/11 - 02:50:11.8359013,20.29666,0.0375967,-0.0272076,-0.08698355,9.176204,7.069471,356.4817,0.1434263,-0.3616683,0.1387734,354.3058,357.5516,344.0448,0,0
2018/07/11 - 02:50:11.8458747,20.30804,0.03720006,-0.02730996,-0.08648973,9.177083,7.022743,356.5683,0.1423204,-0.3617903,0.138795,354.3301,357.3768,344.121,0,0
2018/07/11 - 02:50:11.8578424,20.31915,0.0367275,-0.02737566,-0.08602996,9.216341,6.935162,356.5902,0.1411325,-0.3619102,0.1387685,354.2946,357.1652,344.1495,0,0
2018/07/11 - 02:50:11.8698115,20.33067,0.0361175,-0.02751132,-0.08546497,9.225878,6.808504,356.6465,0.1397621,-0.3620352,0.1386831,354.2957,356.833,344.1405,0,0
2018/07/11 - 02:50:11.8797901,20.34226,0.03560226,-0.02755521,-0.08515469,9.329672,6.685547,356.6804,0.1383602,-0.3621525,0.1386296,354.3438,356.4865,344.1121,0,0
2018/07/11 - 02:50:11.8917578,20.35298,0.03506643,-0.02773895,-0.08473708,9.325173,6.479382,356.7902,0.1367812,-0.3622815,0.1385771,354.3532,356.1574,344.0879,0,0
2018/07/11 - 02:50:11.9027234,20.36448,0.03442188,-0.02781442,-0.08421893,9.37914,6.231645,356.7877,0.1349987,-0.3624763,0.1385266,354.3956,355.8833,344.1498,0,0
2018/07/11 - 02:50:11.9136932,20.37565,0.03380726,-0.02794198,-0.08375324,9.42799,5.989037,356.8047,0.133008,-0.3626971,0.1384958,354.4502,355.6458,344.3454,0,0
2018/07/11 - 02:50:11.9246642,20.38666,0.03309533,-0.0281476,-0.08330529,9.495322,5.748702,356.828,0.1306183,-0.3629992,0.1384418,354.4891,355.4465,344.7188,0,0
2018/07/11 - 02:50:11.9356344,20.39769,0.03240672,-0.02836946,-0.08280733,9.57193,5.432203,356.8552,0.1280566,-0.3633755,0.1383101,354.5666,355.2218,345.1366,0,0
2018/07/11 - 02:50:11.9466068,20.40863,0.03162681,-0.02857704,-0.08231893,9.71074,5.091891,356.9526,0.1251,-0.3638388,0.1380287,354.6383,354.9224,345.6288,0,0
2018/07/11 - 02:50:11.9582624,20.42035,0.03076271,-0.02874603,-0.08184784,9.848249,4.712993,356.9524,0.1219708,-0.3643529,0.1376723,354.7462,354.4418,346.0853,0,0
2018/07/11 - 02:50:11.9752164,20.4312,0.02979503,-0.02903388,-0.08133645,9.914003,4.287449,357.0956,0.1183477,-0.3650282,0.1371278,354.9768,353.5941,346.6057,0,0
