Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Target position x:,Target position y:,Target position z:
2018/07/11 - 02:42:03.2701610,19.98632,0,0,User missed, , , 
2018/07/11 - 02:42:15.1392799,19.98632,0,0,User missed, , , 
2018/07/11 - 02:42:15.3826064,19.98632,0,0,User missed, , , 
2018/07/11 - 02:42:20.2609333,21.25976,0,0,User missed, , , 
2018/07/11 - 02:42:20.5880558,21.58839,1,0,User hit user's target,-0.3749375,3.192081,4.903921
2018/07/11 - 02:42:20.9849933,21.98668,2,0,User hit user's target,0.4338124,3.560298,5.019624
2018/07/11 - 02:42:23.6936922,24.69459,3,0,User hit user's target,2.145032,7.910347,3.540099
2018/07/11 - 02:42:24.8111294,25.81151,2,0,User missed, , , 
2018/07/11 - 02:42:25.1851274,26.18633,3,0,User hit user's target,2.593171,2.863936,3.621645
2018/07/11 - 02:42:25.5332006,26.53305,3,1,Peer hit peer's target,3.745029,4.814863,-4.84314
2018/07/11 - 02:42:25.8291887,26.82936,4,1,User hit user's target,3.511211,3.278115,3.966275
2018/07/11 - 02:42:26.3179455,27.31868,5,1,User hit user's target,3.449952,4.565105,4.254843
2018/07/11 - 02:42:26.5832359,27.58468,4,1,User missed, , , 
2018/07/11 - 02:42:26.9711978,27.97227,4,2,Peer hit peer's target,3.53962,4.959012,5.144834
2018/07/11 - 02:42:27.2731314,28.2737,4,3,Peer hit peer's target,4.89849,5.428513,2.452786
2018/07/11 - 02:42:27.3159914,28.31691,5,3,User hit user's target,-3.055068,7.097625,3.423238
2018/07/11 - 02:42:28.1429671,29.14371,5,4,Peer hit peer's target,-4.437015,4.469105,0.6793174
2018/07/11 - 02:42:28.4531368,29.45398,5,5,Peer hit peer's target,-3.025525,8.225572,-1.353718
2018/07/11 - 02:42:30.0306007,31.03134,4,6,User hit peer's target,3.251535,4.421021,3.633235
2018/07/11 - 02:42:30.6084237,31.60963,5,6,User hit user's target,0.3168613,6.827583,4.562363
2018/07/11 - 02:42:31.2307581,32.23167,4,6,User missed, , , 
2018/07/11 - 02:42:31.5650494,32.56556,5,6,User hit user's target,4.190325,5.558593,0.2538634
2018/07/11 - 02:42:32.1195699,33.12033,4,6,User missed, , , 
2018/07/11 - 02:42:32.1644500,33.16602,4,5,Peer missed, , , 
2018/07/11 - 02:42:32.3429774,33.34467,3,5,User missed, , , 
2018/07/11 - 02:42:32.5893170,33.59059,2,5,User missed, , , 
2018/07/11 - 02:42:32.8107423,33.81163,1,5,User missed, , , 
2018/07/11 - 02:42:32.9839781,33.98569,1,4,Peer missed, , , 
2018/07/11 - 02:42:33.2759815,34.27671,0,4,User missed, , , 
2018/07/11 - 02:42:33.5422698,34.5438,0,3,Peer missed, , , 
2018/07/11 - 02:42:33.5861529,34.58679,0,3,User missed, , , 
2018/07/11 - 02:42:33.8544337,34.85519,0,3,User missed, , , 
2018/07/11 - 02:42:33.8544337,34.85519,0,2,Peer missed, , , 
2018/07/11 - 02:42:34.1546310,35.15405,0,2,User missed, , , 
2018/07/11 - 02:42:34.3879701,35.3889,1,2,User hit user's target,-1.284538,3.468659,4.170803
2018/07/11 - 02:42:34.5886352,35.58887,0,2,User missed, , , 
2018/07/11 - 02:42:35.1181989,36.11954,0,1,Peer missed, , , 
2018/07/11 - 02:42:36.4070014,37.40784,1,1,User hit user's target,1.763045,5.87903,4.448281
2018/07/11 - 02:42:37.1209361,38.12223,1,0,Peer missed, , , 
2018/07/11 - 02:42:37.4037827,38.40552,2,0,User hit user's target,-0.7182136,3.161167,4.364286
2018/07/11 - 02:42:38.9161349,39.91692,3,0,User hit user's target,1.314542,5.277615,4.111034
