Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:,User points:,Peer points:
2018/07/11 - 02:42:19.0078578,19.98632,-0.005777641,-0.04084131,-0.05990302,1.81782,18.97438,356.5888,0.1570712,-0.359265,0.1494842,342.6772,12.32137,346.7441,0,0
2018/07/11 - 02:42:19.0288019,20.0088,-0.005766693,-0.04096697,-0.05976401,1.843104,19.01336,356.5838,0.1573745,-0.3593084,0.1493423,342.6977,12.34706,346.7185,0,0
2018/07/11 - 02:42:19.0517520,20.03116,-0.005790978,-0.0410709,-0.05959569,1.889431,19.01316,356.6355,0.1578639,-0.3595134,0.1492402,342.754,12.37864,346.7697,0,0
2018/07/11 - 02:42:19.0746799,20.05374,-0.005946312,-0.04120934,-0.05921353,1.959078,18.96373,356.7048,0.1582249,-0.3597575,0.1494247,342.822,12.393,346.8906,0,0
2018/07/11 - 02:42:19.0976177,20.07618,-0.006162747,-0.04135647,-0.05878607,2.011672,18.88306,356.7888,0.1583737,-0.3598195,0.1496199,342.8557,12.34652,346.9496,0,0
2018/07/11 - 02:42:19.1225514,20.09934,-0.006301088,-0.04144699,-0.05844156,2.028025,18.83423,356.8232,0.1586063,-0.3597736,0.1496722,342.8381,12.38827,346.9244,0,0
2018/07/11 - 02:42:19.1444937,20.12433,-0.006398177,-0.04156838,-0.05798197,2.041601,18.80022,356.953,0.1588466,-0.3597086,0.1496773,342.8266,12.41471,346.9613,0,0
2018/07/11 - 02:42:19.1634414,20.14659,-0.006425401,-0.04158558,-0.05771768,2.062997,18.76931,356.9837,0.159025,-0.3596311,0.1496765,342.8102,12.42812,346.9411,0,0
2018/07/11 - 02:42:19.1823916,20.16547,-0.006431258,-0.04158884,-0.05736694,2.095834,18.7535,357.0519,0.1592229,-0.3595566,0.1498044,342.814,12.46907,346.9117,0,0
2018/07/11 - 02:42:19.2033357,20.18458,-0.006434868,-0.04166368,-0.05704185,2.062983,18.77728,357.1013,0.1593194,-0.3596287,0.1500127,342.8362,12.50276,346.9229,0,0
2018/07/11 - 02:42:19.2202911,20.20457,-0.006449934,-0.04166287,-0.05677579,2.100662,18.7956,357.0972,0.1594015,-0.3599269,0.1503832,342.9321,12.48573,346.9453,0,0
2018/07/11 - 02:42:19.2362476,20.22202,-0.006421486,-0.04168893,-0.05646756,2.133973,18.7794,357.1163,0.1594552,-0.3601695,0.1506194,342.9969,12.45297,346.9459,0,0
2018/07/11 - 02:42:19.2532027,20.23808,-0.006398488,-0.04172077,-0.05605349,2.177697,18.78221,357.1772,0.1594684,-0.3602763,0.1507512,342.9965,12.45075,346.9676,0,0
2018/07/11 - 02:42:19.2801290,20.25508,-0.006372969,-0.04180409,-0.05548877,2.21297,18.74114,357.2007,0.1595129,-0.3606949,0.1511463,343.034,12.42657,347.105,0,0
2018/07/11 - 02:42:19.2990792,20.28188,-0.006349807,-0.04188183,-0.05502699,2.293105,18.69831,357.2218,0.159674,-0.3611693,0.1516432,343.1525,12.38865,347.1004,0,0
2018/07/11 - 02:42:19.3140384,20.30162,-0.00629065,-0.04201047,-0.05460392,2.36042,18.62109,357.2724,0.1598061,-0.3615068,0.1519723,343.2697,12.37451,347.0183,0,0
2018/07/11 - 02:42:19.3369779,20.3165,-0.006301856,-0.04221297,-0.05402682,2.42307,18.48936,357.303,0.1597081,-0.3616746,0.1521054,343.2635,12.36217,347.067,0,0
2018/07/11 - 02:42:19.3589182,20.33889,-0.006456538,-0.04244905,-0.05319113,2.574005,18.18899,357.3706,0.1595081,-0.3620376,0.1523794,343.2721,12.34371,347.1488,0,0
2018/07/11 - 02:42:19.3808596,20.36065,-0.006829306,-0.04278595,-0.05225542,2.732513,17.70685,357.5555,0.1590748,-0.3626731,0.1528838,343.4015,12.23238,347.1388,0,0
