Time (s):,User Points:,Peer Points:,Action type:,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
0.7001936,1,-1,Peer hit user's target,-0.008834384,0.02905014,-0.04730162,330.9094,0.2950956,6.501611,0.1126423,-0.3005559,0.07005005,331.7233,349.2567,352.7394
2.582489,1,-2,Peer missed,-0.005363829,-0.0475961,-0.2131704,22.03219,359.5174,9.825999,0.05969491,-0.4269874,0.02128459,8.429084,353.896,348.7852
3.016109,1,-1,Peer hit peer's target,0.006085166,-0.03507766,-0.3774785,14.71245,7.384758,9.157482,0.09078699,-0.4030678,-0.1234554,2.278507,0.7088671,353.8262
3.805966,0,-1,User missed,-0.01723174,0.01343123,-0.6325625,335.7328,52.95021,359.2307,0.3366206,-0.062929,-0.3991973,327.6589,61.73104,351.5216
4.172772,1,-1,User hit user's target,-0.02731009,0.01220661,-0.6391411,335.0268,70.53372,356.4241,0.3847344,-0.01043768,-0.5176874,318.4146,78.77808,349.9081
5.572679,2,-1,User hit user's target,0.04404349,-0.03181889,-0.5597659,9.258521,49.96305,6.929179,0.3606482,-0.4492024,-0.3692555,15.30984,49.62804,5.351169
6.606242,2,-2,Peer missed,-0.006093916,-0.0103513,-0.5615567,354.2429,4.39894,10.8018,0.1628929,-0.4304287,-0.2944571,6.720548,10.12837,1.321891
7.039525,2,-1,Peer hit peer's target,-0.033734,-0.04254992,-0.5417085,12.44671,334.9886,8.882407,-0.02432175,-0.4295935,-0.3323644,6.859883,322.5375,1.172752
7.294394,2,0,Peer hit peer's target,-0.05673793,-0.04885172,-0.5702755,14.39391,309.6542,8.334412,-0.1257772,-0.4373473,-0.3915412,6.650376,296.5125,2.229644
8.306317,2,1,Peer hit peer's target,-0.01676834,-0.03435932,-0.6217268,1.723658,69.03423,6.429508,0.3094305,-0.3766806,-0.550585,352.7884,70.17268,4.72122
8.928774,2,2,Peer hit peer's target,-0.02161142,-0.03110939,-0.6471484,357.1022,149.7818,4.838643,0.1987388,-0.3511567,-0.9305754,346.484,143.1721,0.08322874
11.67315,3,2,User hit user's target,-0.0469307,-0.02375111,-0.5988154,357.0605,229.2866,355.2866,-0.3140676,-0.3352259,-0.8601606,352.7832,226.0453,358.4826
12.46058,3,3,Peer hit peer's target,-0.01084553,-7.183489E-05,-0.6323861,341.9483,206.4005,359.4989,-0.1605272,-0.3098292,-0.987991,342.2667,200.7167,359.9528
14.98354,3,4,Peer hit peer's target,0.007380154,-0.04667427,-0.6617456,9.92352,183.7758,4.34565,-0.04781554,-0.5333142,-0.8808095,19.94615,183.5809,358.4037
18.28428,3,5,Peer hit peer's target,0.07899733,-0.05745065,-0.6716087,12.38791,128.8079,356.4683,0.270381,-0.585134,-0.8448787,25.11458,131.5235,2.467952
19.39519,3,6,Peer hit peer's target,-0.002221861,-0.02658018,-0.6807003,355.9538,194.6695,358.6165,-0.1167583,-0.3601772,-0.9732174,345.2345,194.6374,3.456769
22.18406,4,5,Peer hit user's target,-0.06699894,-0.06014761,-0.5265878,10.68509,311.9911,2.919859,-0.299927,-0.5982695,-0.1994718,19.0027,327.8366,9.522773
22.71756,4,4,Peer missed,-0.0718752,-0.06575965,-0.5144624,13.98224,315.65,4.607146,-0.2651142,-0.6120254,-0.1896042,20.69383,329.267,9.769364
27.59598,4,3,Peer missed,0.01765646,-0.01045257,-0.560093,354.5448,51.17454,0.8616266,0.216823,-0.3737609,-0.5135084,345.9737,44.21194,4.060497
30.84996,4,4,Peer hit peer's target,-0.03867587,5.272077E-05,-0.6678156,341.2543,149.8401,352.1549,0.1134208,-0.2806524,-0.9213844,325.3488,148.1459,352.9514
34.25143,4,5,Peer hit peer's target,-0.0140439,-0.02593402,-0.6653801,355.9788,148.6953,354.6673,0.04497298,-0.5034059,-0.892159,10.98726,141.7542,0.7838033
