Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Left Hand Position x:,Left Hand Position y:,Left Hand Position z:,Left Hand rotation x:,Left Hand rotation y:,Left Hand rotation z:
2018/06/29 - 02:48:00.2869875,0.2994302,-0.02019464,-0.005400477,0.05892926,0.550463,258.7623,3.821729,-0.3511569,-0.3347724,0.006973067,356.1154,262.4137,29.07019
2018/06/29 - 02:48:00.2979471,0.3107986,-0.02005377,-0.005464567,0.0589004,0.5806373,258.8111,3.789866,-0.3515145,-0.3348221,0.00668967,356.3441,262.1075,29.03124
2018/06/29 - 02:48:00.3119096,0.3224662,-0.0198791,-0.005510359,0.05890228,0.6231512,258.8742,3.810752,-0.3519861,-0.3349621,0.006673314,356.5194,261.8393,28.58275
2018/06/29 - 02:48:00.3208863,0.3355548,-0.01977755,-0.005532064,0.05891217,0.6663915,258.9308,3.79336,-0.3524736,-0.3351708,0.006729677,356.6502,261.5872,28.01161
2018/06/29 - 02:48:00.3328546,0.3452913,-0.0196402,-0.005533433,0.05891748,0.7019855,258.993,3.761718,-0.3531298,-0.3356192,0.006911042,356.7802,261.4515,27.1693
2018/06/29 - 02:48:00.3428278,0.3554517,-0.01946798,-0.005528111,0.05895818,0.6748905,258.9741,3.775744,-0.3538614,-0.3360872,0.006873766,357.0372,261.231,26.4054
2018/06/29 - 02:48:00.3547963,0.3666454,-0.01920776,-0.005517584,0.0590258,0.6384186,259.0886,3.808705,-0.3546343,-0.336509,0.00623127,357.2922,260.5638,25.89731
2018/06/29 - 02:48:00.3657656,0.3793427,-0.01911909,-0.005502857,0.05911878,0.5690852,259.1393,3.848321,-0.3552597,-0.3369523,0.005213588,357.4485,259.5896,25.61653
2018/06/29 - 02:48:00.3747421,0.3886062,-0.0188693,-0.005393108,0.0592288,0.4475718,259.2789,3.875649,-0.3558956,-0.337431,0.003652992,357.587,258.1923,25.4917
2018/06/29 - 02:48:00.3877067,0.3993911,-0.01858231,-0.005282846,0.05932632,0.4048968,259.357,3.838356,-0.3565814,-0.3378682,0.001742944,357.8208,256.6219,25.45203
2018/06/29 - 02:48:00.3976807,0.4106912,-0.01828797,-0.00520093,0.05951684,0.3564429,259.3919,3.775118,-0.3572338,-0.3382848,-0.0007890674,358.093,254.5147,25.67996
2018/06/29 - 02:48:00.4096481,0.4217746,-0.01792814,-0.004995988,0.05977774,0.3237303,259.6532,3.643019,-0.3579359,-0.3387367,-0.00320246,358.4688,252.4575,25.86622
2018/06/29 - 02:48:00.4186255,0.4328545,-0.01771728,-0.004814041,0.06012118,0.2856371,259.8986,3.433624,-0.3585416,-0.3391516,-0.005746902,358.9736,250.3557,26.03598
2018/06/29 - 02:48:00.4305931,0.443551,-0.01751827,-0.004603856,0.06072759,0.286325,260.3049,3.272197,-0.3589449,-0.3395013,-0.008193832,359.4283,248.2574,26.24636
2018/06/29 - 02:48:00.4405657,0.4546605,-0.01732102,-0.004377888,0.06137076,0.3495644,260.8479,3.042691,-0.3591641,-0.3397639,-0.01043996,359.8517,246.2581,26.62405
2018/06/29 - 02:48:00.4535315,0.4654367,-0.0170682,-0.004166203,0.06224346,0.4953823,261.5612,2.789503,-0.3593763,-0.3401916,-0.01197967,0.3537087,244.9567,26.97801
2018/06/29 - 02:48:00.4645014,0.4769897,-0.01690379,-0.004023768,0.06317228,0.6813758,262.4902,2.560378,-0.3596521,-0.3407667,-0.01279968,0.9113632,244.2807,27.1468
2018/06/29 - 02:48:00.4754718,0.4880838,-0.01670958,-0.003941243,0.06418129,0.8497258,263.3465,2.307651,-0.3600481,-0.3414731,-0.01260325,1.589361,244.357,27.31069
2018/06/29 - 02:48:00.4874586,0.4992684,-0.01649709,-0.004006228,0.06524348,1.004616,264.3115,2.084313,-0.3604634,-0.3422112,-0.01190446,2.261885,244.7035,27.52561
2018/06/29 - 02:48:00.4974135,0.5108148,-0.01627244,-0.004099646,0.0663061,1.261283,265.2776,1.752814,-0.3608187,-0.3430539,-0.01003617,2.801017,245.5667,27.59185
2018/06/29 - 02:48:00.5093821,0.5220043,-0.01610307,-0.004311912,0.0673095,1.559741,266.3469,1.445338,-0.3610328,-0.3441167,-0.00720994,3.249049,246.4808,27.34389
2018/06/29 - 02:48:00.5193555,0.5327159,-0.01597751,-0.004767094,0.06849243,1.929936,267.4142,1.167294,-0.3613158,-0.3454857,-0.003824774,3.859229,247.3582,26.73869
2018/06/29 - 02:48:00.5313235,0.5442336,-0.01586531,-0.005192189,0.06959838,2.41325,268.511,0.9729142,-0.3616107,-0.3471631,0.0004239242,4.615534,248.2294,25.7261
2018/06/29 - 02:48:00.5435193,0.5548846,-0.01573631,-0.005670977,0.07054647,3.065317,269.7728,0.8715972,-0.3617406,-0.3491977,0.005806963,5.394554,249.107,24.27327
2018/06/29 - 02:48:00.5534956,0.5666176,-0.01569673,-0.006381022,0.07158112,3.54581,270.8561,0.7738616,-0.3612796,-0.3514906,0.01190623,5.926156,250.178,22.86348
2018/06/29 - 02:48:00.5664574,0.5780135,-0.01565623,-0.00690563,0.07245145,4.0739,271.9803,0.6503544,-0.3604857,-0.3538437,0.01827276,6.253057,251.6933,21.58467
2018/06/29 - 02:48:00.5754339,0.589862,-0.01565091,-0.007496501,0.07330247,4.461033,273.0422,0.5903833,-0.3593803,-0.3562157,0.02498338,6.379839,253.83,20.46584
2018/06/29 - 02:48:00.5874024,0.5995556,-0.01553759,-0.007945999,0.07408004,4.879767,273.9883,0.5578349,-0.3576791,-0.3587349,0.03172337,6.39961,256.3701,19.72227
2018/06/29 - 02:48:00.5973759,0.611151,-0.01556605,-0.008538649,0.07483943,5.164615,274.9198,0.6249347,-0.3555788,-0.361358,0.03799189,6.423448,259.0427,19.33121
2018/06/29 - 02:48:00.6093435,0.6217405,-0.0155495,-0.00909101,0.07545462,5.436951,275.7836,0.7175112,-0.3529493,-0.3639866,0.04361137,6.123909,261.1974,19.08523
2018/06/29 - 02:48:00.6193167,0.6329826,-0.01549521,-0.009622148,0.07606063,5.563612,276.5462,0.7956138,-0.3504718,-0.3665937,0.04893139,5.973124,262.9038,18.86782
2018/06/29 - 02:48:00.6312850,0.644256,-0.01547856,-0.01004374,0.07657926,5.638405,277.3524,0.9672408,-0.3479606,-0.3692932,0.05330134,6.121816,263.8964,18.97573
2018/06/29 - 02:48:00.6424269,0.6550643,-0.01533794,-0.0102463,0.07708323,5.637226,277.9586,1.105895,-0.3456642,-0.3717709,0.05787373,6.446431,264.9943,18.75692
2018/06/29 - 02:48:00.6533979,0.6662011,-0.01520215,-0.01029332,0.07749278,5.711809,278.5794,1.180592,-0.3429715,-0.3735844,0.06244962,6.348965,266.0508,18.29914
2018/06/29 - 02:48:00.6653662,0.6774759,-0.01496012,-0.01040755,0.07797977,5.641598,279.0979,1.391951,-0.340069,-0.3751132,0.06714887,5.843757,267.2468,17.92147
2018/06/29 - 02:48:00.6753390,0.6885345,-0.01466788,-0.01043199,0.07832831,5.657987,279.7148,1.54916,-0.3367847,-0.3757127,0.07178391,4.689322,268.6167,17.79033
2018/06/29 - 02:48:00.6873064,0.6996679,-0.01414603,-0.0102602,0.078692,5.686121,280.2415,1.646063,-0.3335885,-0.3764137,0.07672567,3.888497,270.1969,17.65555
2018/06/29 - 02:48:00.6972847,0.7109299,-0.01365479,-0.01013048,0.07911918,5.652951,280.8452,1.772954,-0.330364,-0.3768264,0.08194967,3.281141,272.1432,17.43546
2018/06/29 - 02:48:00.7092484,0.7221811,-0.01308768,-0.009889539,0.07953705,5.541662,281.5081,1.898976,-0.3272685,-0.3768769,0.08711207,2.9055,274.1522,17.309
2018/06/29 - 02:48:00.7202197,0.7331339,-0.01250434,-0.009525874,0.07996439,5.42124,282.2199,1.992175,-0.3242797,-0.3766446,0.09204212,2.490024,275.8471,17.32293
2018/06/29 - 02:48:00.7311896,0.7444786,-0.01186315,-0.009029971,0.08045843,5.182977,282.9848,2.130594,-0.3214889,-0.3756498,0.0968439,2.042511,277.3247,17.36887
2018/06/29 - 02:48:00.7422860,0.7549825,-0.01119038,-0.008391674,0.08096849,4.663121,283.9905,2.43749,-0.3186365,-0.3741519,0.1016853,1.431535,278.7727,17.35347
2018/06/29 - 02:48:00.7532570,0.7661467,-0.01041237,-0.007438172,0.08149742,4.096395,284.9521,2.674326,-0.3155852,-0.3718185,0.1065351,0.414795,280.2922,17.31898
2018/06/29 - 02:48:00.7652247,0.7775176,-0.009588692,-0.006476412,0.08190054,3.589949,286.0018,2.917839,-0.3124127,-0.3694667,0.1115631,359.3148,282.0243,16.93412
2018/06/29 - 02:48:00.7761954,0.7889701,-0.00853226,-0.0056358,0.08225514,3.07548,287.0706,3.169458,-0.3093681,-0.3665581,0.1166895,358.3435,283.6872,15.99016
2018/06/29 - 02:48:00.7871667,0.8004463,-0.007277793,-0.004810016,0.08244168,2.801931,288.0561,3.308517,-0.3064023,-0.363276,0.1215979,357.2471,285.0515,14.9178
2018/06/29 - 02:48:00.7981365,0.8111647,-0.006047306,-0.004154362,0.08257027,2.511927,289.0092,3.468779,-0.3033618,-0.3592908,0.1260607,355.6032,286.0759,13.89492
2018/06/29 - 02:48:00.8091075,0.822138,-0.004720364,-0.00349432,0.0824745,2.268892,289.9007,3.522904,-0.3001623,-0.3552247,0.1302037,353.7229,287.1121,12.91736
2018/06/29 - 02:48:00.8201044,0.8331234,-0.003516829,-0.002841589,0.0823017,1.929998,290.8335,3.505656,-0.2971494,-0.3512017,0.1342975,352.0717,288.2876,11.82658
2018/06/29 - 02:48:00.8320741,0.8442335,-0.00215017,-0.002188664,0.08208538,1.500147,291.7588,3.581347,-0.2946641,-0.3466491,0.1378906,350.4324,289.2406,10.82831
2018/06/29 - 02:48:00.8425427,0.8552233,-0.0009496324,-0.001551094,0.08185514,0.9990116,292.6788,3.622904,-0.292293,-0.342026,0.1411823,348.7711,289.9932,10.08997
2018/06/29 - 02:48:00.8535132,0.8661582,0.0003461763,-0.000986927,0.08137847,0.5223006,293.6476,3.621232,-0.290257,-0.3370801,0.1439018,347.0894,290.4659,9.674502
2018/06/29 - 02:48:00.8654794,0.8777163,0.001649728,-0.0004512714,0.08090008,0.1334876,294.5351,3.696382,-0.2884843,-0.3323881,0.1465411,345.6959,291.0273,9.189606
2018/06/29 - 02:48:00.8754759,0.8885152,0.002985074,5.830638E-05,0.08018024,359.725,295.3438,3.761986,-0.287258,-0.3278926,0.1490543,344.8639,291.4468,8.79309
2018/06/29 - 02:48:00.8874251,0.8996975,0.004244272,0.0005159079,0.07948902,359.1764,296.0756,3.906221,-0.2863665,-0.3233734,0.1514679,344.216,291.7053,8.571324
2018/06/29 - 02:48:00.8973954,0.9109291,0.005506995,0.001039839,0.07855658,358.5248,296.7201,4.047126,-0.2854846,-0.3188953,0.1537742,343.5161,291.7862,8.53266
2018/06/29 - 02:48:00.9093628,0.922083,0.00670138,0.001649879,0.07759688,357.8116,297.3444,4.227379,-0.2847659,-0.3144506,0.1557601,342.865,291.7237,8.719315
2018/06/29 - 02:48:00.9193369,0.9328022,0.007914351,0.002332634,0.07648387,357.091,297.8875,4.447545,-0.2841491,-0.3101016,0.1573664,342.3701,291.6942,9.191491
2018/06/29 - 02:48:00.9323015,0.944248,0.009189185,0.003015224,0.07532308,356.4229,298.3787,4.737755,-0.2833377,-0.3059572,0.1588182,341.9334,291.9115,9.84152
2018/06/29 - 02:48:00.9434617,0.9557816,0.010319,0.003696896,0.07411512,355.8183,298.8334,5.052409,-0.282454,-0.3018264,0.1600084,341.3826,292.1743,10.60943
2018/06/29 - 02:48:00.9534121,0.9664075,0.01157024,0.004384244,0.07283747,355.333,298.9988,5.35997,-0.2815381,-0.2978064,0.1608321,340.6927,292.2768,11.58581
2018/06/29 - 02:48:00.9653798,0.9777227,0.01265286,0.005054009,0.07150792,354.7883,299.1905,5.635887,-0.2808314,-0.2943409,0.1614169,340.1079,292.2646,12.54307
2018/06/29 - 02:48:00.9763508,0.9888186,0.01371979,0.005742414,0.07007586,354.2742,299.1962,5.853479,-0.2805064,-0.2913377,0.162283,340.0545,292.2302,13.1446
2018/06/29 - 02:48:00.9873209,1.000797,0.01476326,0.006353851,0.06873217,353.745,299.108,6.153825,-0.2802105,-0.2882693,0.1632463,340.0235,292.1704,13.59399
2018/06/29 - 02:48:00.9972958,1.010649,0.01565656,0.00692558,0.06723161,353.2647,298.8555,6.314007,-0.2800844,-0.285527,0.1638109,340.0013,291.757,13.95272
2018/06/29 - 02:48:01.0092635,1.021686,0.01641102,0.007478493,0.06566437,352.8598,298.575,6.488215,-0.27992,-0.2831362,0.1636576,339.6031,290.9623,14.51371
2018/06/29 - 02:48:01.0192363,1.03286,0.01712849,0.008009905,0.06407359,352.5935,298.0209,6.671672,-0.2797483,-0.2807416,0.1632396,339.0301,290.1273,15.13117
2018/06/29 - 02:48:01.0312046,1.044183,0.01761014,0.008463625,0.06244782,352.3188,297.4335,6.78978,-0.2799486,-0.2786884,0.1620947,338.353,288.7691,15.84196
2018/06/29 - 02:48:01.0431711,1.055172,0.01798976,0.008829203,0.06080983,352.2235,296.6109,7.041745,-0.2805703,-0.2769208,0.1608009,338.0233,287.109,16.5422
2018/06/29 - 02:48:01.0531452,1.066757,0.01820429,0.009078164,0.05909765,352.1933,295.7041,7.268164,-0.2816414,-0.2756925,0.159093,338.0138,285.2363,17.15174
2018/06/29 - 02:48:01.0651131,1.077976,0.01840967,0.009223817,0.05755235,352.1587,294.6005,7.576438,-0.2826594,-0.2747629,0.1574886,338.0657,283.6663,17.60583
2018/06/29 - 02:48:01.0750874,1.088674,0.01853816,0.009276835,0.05599476,352.2232,293.3909,7.892437,-0.2839862,-0.2744262,0.1556364,338.4186,282.7567,17.64971
2018/06/29 - 02:48:01.0870551,1.099678,0.01850557,0.009095688,0.05434672,352.3648,292.0545,8.193172,-0.2855574,-0.2742474,0.1530546,338.7993,282.0397,17.87091
2018/06/29 - 02:48:01.0980252,1.111011,0.01827503,0.008871214,0.0526575,352.6974,290.5759,8.496839,-0.2872314,-0.2743748,0.1500016,339.0521,280.9928,18.45765
2018/06/29 - 02:48:01.1099924,1.122181,0.01799193,0.008554502,0.05097422,353.1103,289.0227,8.749381,-0.2895235,-0.2753679,0.1464618,339.7831,279.7787,18.99426
2018/06/29 - 02:48:01.1199709,1.133358,0.01766066,0.007983724,0.04924583,353.7267,287.3678,8.993089,-0.2920426,-0.2767892,0.1429447,340.9764,278.6885,19.2086
2018/06/29 - 02:48:01.1319346,1.14466,0.01724417,0.007375482,0.047596,354.4476,285.7163,9.248017,-0.2949088,-0.2791182,0.1391431,342.4303,278.1284,19.1019
2018/06/29 - 02:48:01.1429051,1.15562,0.01687336,0.006562383,0.0460403,355.2891,283.9548,9.490824,-0.2978173,-0.2818422,0.134969,343.8854,277.6105,19.3097
2018/06/29 - 02:48:01.1528794,1.166487,0.01642496,0.00568963,0.04455715,356.1031,282.275,9.757885,-0.3008323,-0.2855946,0.1301148,345.3365,277.1549,19.8751
2018/06/29 - 02:48:01.1648462,1.177298,0.01597115,0.004419329,0.04317845,356.9128,280.5731,9.92572,-0.3037022,-0.2897365,0.1252397,346.5743,276.7654,20.30599
2018/06/29 - 02:48:01.1768412,1.188886,0.01557199,0.002976252,0.04183991,357.9684,278.8906,10.11015,-0.3066841,-0.2948455,0.1202074,347.8423,276.4943,20.37972
2018/06/29 - 02:48:01.1877857,1.201186,0.01508351,0.001486601,0.04057077,359.1455,277.268,10.21339,-0.3098176,-0.3006891,0.1154665,349.2237,276.1826,19.98335
2018/06/29 - 02:48:01.1977592,1.211365,0.01478946,-9.902939E-05,0.03942729,0.5177414,275.6248,10.20615,-0.3130729,-0.3068908,0.1110504,350.9336,275.8189,19.28852
2018/06/29 - 02:48:01.2097269,1.222223,0.01439286,-0.001679449,0.03828433,1.867167,274.0475,10.12298,-0.3164629,-0.3139515,0.1066856,353.0723,275.3444,18.43465
2018/06/29 - 02:48:01.2196995,1.233155,0.01413394,-0.003426117,0.03723241,3.269097,272.5833,10.01406,-0.3195658,-0.3213654,0.1020927,355.2237,274.9442,17.90088
2018/06/29 - 02:48:01.2316680,1.244223,0.01385183,-0.005231702,0.03623132,4.724627,271.131,9.820409,-0.3222342,-0.3293299,0.09712943,357.4028,274.7818,17.65257
2018/06/29 - 02:48:01.2426379,1.255553,0.01379822,-0.007379608,0.03537188,6.234274,269.7037,9.584251,-0.3242384,-0.337754,0.09136142,359.5323,274.7763,17.94205
2018/06/29 - 02:48:01.2536091,1.266488,0.01379578,-0.009407677,0.03463345,7.838191,268.3577,9.425761,-0.3256992,-0.3458511,0.08505218,1.119496,274.454,18.66769
2018/06/29 - 02:48:01.2645801,1.277961,0.01395416,-0.01167228,0.03387955,9.391884,266.9857,9.045062,-0.3268787,-0.3538873,0.07888648,2.568392,273.8625,19.11475
2018/06/29 - 02:48:01.2745533,1.288515,0.0140324,-0.01388028,0.03318085,10.97447,265.6338,8.751138,-0.327578,-0.3619753,0.07312497,4.058757,273.1504,18.83416
2018/06/29 - 02:48:01.2875174,1.299502,0.0142048,-0.01609785,0.0325573,12.59019,264.3352,8.424461,-0.3275644,-0.3696496,0.06779823,5.447351,272.1944,17.59693
2018/06/29 - 02:48:01.2974920,1.311002,0.01432065,-0.0184472,0.03199001,13.97862,263.0529,8.051356,-0.3269417,-0.3766387,0.06254175,6.583071,271.3105,16.20106
2018/06/29 - 02:48:01.3094773,1.321905,0.01474391,-0.02066952,0.03146676,15.46272,261.8283,7.576209,-0.3257534,-0.3829531,0.05720129,7.54866,270.8529,15.32296
2018/06/29 - 02:48:01.3204304,1.333057,0.0150873,-0.02291973,0.03097716,16.81678,260.6611,7.116055,-0.3245733,-0.3889486,0.05189921,8.454057,270.6519,14.81152
2018/06/29 - 02:48:01.3314008,1.344524,0.01567833,-0.02505268,0.03073785,18.06185,259.4926,6.688195,-0.3225942,-0.3932994,0.04631099,8.895844,270.7867,14.9036
2018/06/29 - 02:48:01.3433864,1.355249,0.01622864,-0.0270209,0.03047317,19.05765,258.321,6.197776,-0.3207632,-0.3973287,0.04034812,9.168305,270.2051,15.06241
2018/06/29 - 02:48:01.3533425,1.366852,0.0169195,-0.02828409,0.03030708,19.83906,257.2369,5.78294,-0.318805,-0.4007178,0.034415,9.264731,269.2779,14.9667
2018/06/29 - 02:48:01.3653290,1.377772,0.0174354,-0.02942108,0.03026135,20.20976,256.0864,5.413987,-0.3167365,-0.403662,0.02894669,9.198345,268.3334,14.23516
2018/06/29 - 02:48:01.3752822,1.388822,0.01807793,-0.0300826,0.03025533,20.26838,255.0848,4.9922,-0.314715,-0.4054576,0.02409388,8.923965,267.3994,12.80034
2018/06/29 - 02:48:01.3882489,1.3997,0.01875497,-0.03059615,0.03036809,20.22595,254.2858,4.70483,-0.3129329,-0.4071956,0.01894051,8.81242,266.6811,11.91018
2018/06/29 - 02:48:01.3992190,1.41237,0.0195691,-0.03104959,0.03051988,20.19529,253.5334,4.305174,-0.3113107,-0.4084918,0.01352631,8.866201,266.1481,11.51683
2018/06/29 - 02:48:01.4161727,1.423844,0.02045459,-0.03161928,0.03077447,20.22251,252.7533,4.025568,-0.3098694,-0.4090557,0.00780006,9.205273,265.7409,11.79982
2018/06/29 - 02:48:01.4241698,1.434538,0.02177672,-0.03178752,0.03105425,20.24072,252.0524,3.598236,-0.3085965,-0.4094788,0.001720661,9.526377,264.9672,12.22242
2018/06/29 - 02:48:01.4301363,1.447658,0.02294729,-0.03208369,0.03131326,20.25698,251.2953,3.30402,-0.3074199,-0.41004,-0.004290941,9.823574,264.0336,12.35028
2018/06/29 - 02:48:01.4441184,1.455067,0.02448305,-0.03195687,0.03168783,20.1308,250.4572,2.988965,-0.3066044,-0.4101045,-0.01040741,10.27327,262.6309,12.27084
2018/06/29 - 02:48:01.4540720,1.46739,0.02600874,-0.03173324,0.03196424,19.9571,249.6298,2.610434,-0.3057592,-0.4099545,-0.01644386,10.54516,261.1221,12.06657
2018/06/29 - 02:48:01.4660493,1.478792,0.02773176,-0.03121228,0.03234693,19.65829,248.7276,2.241129,-0.304866,-0.4092069,-0.02256401,10.64747,259.7324,11.90409
2018/06/29 - 02:48:01.4760128,1.489624,0.02943197,-0.03063632,0.03269832,19.26641,247.8266,1.836154,-0.3038642,-0.4081681,-0.02872483,10.50633,258.5513,11.95353
2018/06/29 - 02:48:01.4879851,1.5005,0.03125785,-0.02990549,0.03306329,18.67469,246.9156,1.447054,-0.3029531,-0.4065267,-0.03498906,10.13036,257.3972,12.17738
2018/06/29 - 02:48:01.4979551,1.511585,0.03312623,-0.02907971,0.03349981,18.11455,245.9542,1.110352,-0.3021034,-0.4047509,-0.04152777,9.747579,255.9918,12.30113
2018/06/29 - 02:48:01.5099228,1.522258,0.03518238,-0.02801303,0.03396142,17.48763,245.009,0.9246333,-0.3013197,-0.4026375,-0.04842038,9.370144,254.138,12.23508
2018/06/29 - 02:48:01.5199170,1.533366,0.03728513,-0.02691923,0.03448704,16.78433,243.9608,0.6873565,-0.3004564,-0.4003549,-0.05554822,8.983315,252.0974,12.12094
2018/06/29 - 02:48:01.5318727,1.544664,0.03950929,-0.02567212,0.03504942,15.86871,242.9074,0.4915271,-0.2994337,-0.3975563,-0.06312104,8.352661,249.7851,12.15059
2018/06/29 - 02:48:01.5438325,1.555666,0.0418173,-0.02418567,0.03564161,14.91297,241.8993,0.3395587,-0.2983322,-0.3947337,-0.07049259,7.683768,247.5928,12.13173
2018/06/29 - 02:48:01.5538059,1.567452,0.04408859,-0.02263954,0.03630405,13.87867,240.9024,0.2195227,-0.2971246,-0.3914782,-0.07769029,6.887558,245.5946,11.94483
2018/06/29 - 02:48:01.5657727,1.578152,0.04637222,-0.02094472,0.03714823,12.6276,239.8211,0.1319572,-0.2956902,-0.3879361,-0.08474343,6.027738,243.9212,11.8609
2018/06/29 - 02:48:01.5757473,1.589454,0.04864627,-0.01925209,0.0379308,11.29125,238.8262,0.2020507,-0.2941113,-0.3843148,-0.09182094,5.169819,242.3787,11.95249
2018/06/29 - 02:48:01.5897087,1.599942,0.05087252,-0.01738971,0.03896644,9.742489,237.7004,0.4163609,-0.2921583,-0.380417,-0.09912678,4.167041,240.7483,12.19445
