Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Target position x:,Target position y:,Target position z:
2018/07/02 - 01:11:49.4969453,16.20169,0,1,Peer hit peer's target,1.705722,7.107312,-4.009408
2018/07/02 - 01:11:50.0994389,16.805,1,2,Peer hit peer's target,4.28521,2.462305,-0.4439395
2018/07/02 - 01:11:50.4006338,17.10526,1,3,Peer hit peer's target,2.621173,8.623281,1.838074
2018/07/02 - 01:11:51.1778555,17.88285,1,4,Peer hit peer's target,-3.899744,1.607299,-1.026871
2018/07/02 - 01:11:52.8139334,19.51593,3,5,Peer hit peer's target,0.1615139,8.872872,-3.852398
2018/07/02 - 01:11:54.0770649,20.78192,3,4,Peer missed, , , 
2018/07/02 - 01:11:56.9896974,23.69417,4,5,Peer hit peer's target,-3.589938,7.000138,2.977822
2018/07/02 - 01:11:59.5122182,26.21658,4,6,Peer hit peer's target,-3.452899,3.948358,-3.819232
2018/07/02 - 01:12:01.3451690,28.04945,4,5,Peer missed, , , 
2018/07/02 - 01:12:02.6347173,29.33971,4,6,Peer hit peer's target,-2.674491,8.180161,-0.53837
2018/07/02 - 01:12:02.9349161,29.64008,5,7,Peer hit peer's target,-3.837052,6.291654,2.327568
