Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
2018/07/02 - 01:11:48.3011562,14.9943,0.03381139,-0.1427889,-0.3044689,20.98879,37.40924,358.2084,0.2049032,-0.5377268,-0.1337262,335.9679,37.52985,5.330868
2018/07/02 - 01:11:48.3111191,15.00571,0.0336572,-0.1414304,-0.3050024,20.33849,37.41903,358.1282,0.2049204,-0.5378133,-0.1337669,335.9933,37.53051,5.321434
2018/07/02 - 01:11:48.3221026,15.01686,0.03342176,-0.1398883,-0.3055865,19.58745,37.45314,358.0054,0.2049295,-0.537861,-0.1337813,336.0098,37.52701,5.319085
2018/07/02 - 01:11:48.3340598,15.02785,0.03318475,-0.138446,-0.306291,18.7842,37.47051,357.9678,0.2049453,-0.5379174,-0.1338087,336.0248,37.52599,5.311009
2018/07/02 - 01:11:48.3450288,15.03953,0.03282947,-0.1369532,-0.3069795,18.1068,37.51581,357.8774,0.2049586,-0.5379953,-0.1338521,336.0353,37.52702,5.308577
2018/07/02 - 01:11:48.3550028,15.05018,0.0324584,-0.1355113,-0.3077729,17.44893,37.49463,357.8267,0.2049715,-0.5380451,-0.1338622,336.0467,37.52623,5.308768
2018/07/02 - 01:11:48.3669702,15.06127,0.03196844,-0.1341233,-0.3085209,16.75454,37.53252,357.808,0.2049881,-0.5380729,-0.1338353,336.0614,37.51641,5.315963
2018/07/02 - 01:11:48.3779403,15.07214,0.03147604,-0.132644,-0.3093096,16.15116,37.53979,357.7924,0.2050027,-0.5380855,-0.1337903,336.0779,37.50157,5.323384
2018/07/02 - 01:11:48.3889113,15.08322,0.0310116,-0.1313054,-0.3100599,15.35594,37.51826,357.7859,0.205022,-0.5381346,-0.1337736,336.0949,37.48103,5.340206
2018/07/02 - 01:11:48.3998815,15.09418,0.03053646,-0.1298716,-0.3108098,14.57424,37.51035,357.7884,0.2050338,-0.5381532,-0.1337469,336.1016,37.46675,5.356186
