Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Left Hand Position x:,Left Hand Position y:,Left Hand Position z:,Left Hand rotation x:,Left Hand rotation y:,Left Hand rotation z:
2018/06/22 - 01:42:01.5359791,0.01114824,1,0,User hit user's target,0.07225833,0.004528771,-0.1608264,6.316017,309.4117,355.912,-0.03301398,-0.498583,0.1141362,20.55511,313.6507,20.40696
2018/06/22 - 01:42:02.5887573,0.01114824,2,0,User hit user's target,0.07526496,0.005680901,-0.1506041,3.735164,316.0108,1.042195,-0.005019613,-0.4294572,0.06677242,358.3015,307.4406,20.63836
2018/06/22 - 01:42:03.4560437,0.01114824,3,0,User hit user's target,0.1458324,-0.007112674,-0.127727,12.51351,12.28503,359.2323,0.2296123,-0.5016519,0.1989173,22.94331,20.37658,8.575512
2018/06/22 - 01:42:04.8452119,0.01114824,4,0,User hit user's target,0.1916402,-0.01279252,-0.1587831,13.27252,48.39899,0.4480223,0.4537305,-0.4355671,0.1067084,4.372065,53.36541,12.98929
2018/06/22 - 01:42:06.4452336,0.01114824,5,0,User hit user's target,0.102807,0.01058438,-0.15852,1.089226,358.3211,358.207,0.1923466,-0.4314636,0.07527216,1.558063,354.6702,20.35188
2018/06/22 - 01:42:07.4125418,0.01114824,4,0,User missed,0.09410247,0.003152459,-0.1507885,5.138747,355.6399,356.9604,0.1638316,-0.4351558,0.06935498,3.121051,349.6426,19.83241
2018/06/22 - 01:42:07.8563553,0.01114824,5,0,User hit user's target,0.1102515,-0.003729743,-0.1547029,9.248183,6.644612,355.452,0.2390183,-0.5015659,0.1038615,23.29713,15.00474,23.41424
2018/06/22 - 01:42:11.1582515,0.01114824,6,0,User hit user's target,0.05490042,0.005623381,-0.1773211,2.489476,317.584,357.2169,0.08079041,-0.4308656,0.03765988,356.0554,309.0923,8.577197
