Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Target position x:,Target position y:,Target position z:
2018/07/02 - 01:09:01.1319233,31.35502,0,0,User missed, , , 
2018/07/02 - 01:09:01.4390974,31.66424,1,1,User hit user's target,0.1130045,8.309474,4.041687
2018/07/02 - 01:09:05.7826437,36.0081,2,3,User hit user's target,5.329577,3.106306,1.513432
2018/07/02 - 01:09:06.5159530,36.74157,3,4,User hit user's target,3.90046,3.25108,1.324138
2018/07/02 - 01:09:07.8929422,38.11935,4,5,User hit user's target,4.496792,6.533108,-1.605818
2018/07/02 - 01:09:09.4383579,39.66343,5,6,User hit user's target,4.095905,2.872239,-0.4751956
2018/07/02 - 01:09:09.8711794,40.09719,4,7,User missed, , , 
2018/07/02 - 01:09:10.4935306,40.71921,5,8,User hit user's target,3.448583,5.361248,1.923034
2018/07/02 - 01:09:11.1387001,41.36423,6,8,User hit user's target,4.187373,3.963656,3.079268
2018/07/02 - 01:09:13.7720846,43.99814,7,9,User hit user's target,-0.6429138,5.60535,4.432907
2018/07/02 - 01:09:14.1618570,44.38666,8,9,User hit user's target,0.9406756,4.128496,5.851121
2018/07/02 - 01:09:14.6176359,44.8429,9,9,User hit user's target,1.287113,3.528874,4.504137
