Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
2018/07/02 - 01:08:59.7629645,29.97527,0.08508448,-0.1130545,0.01725302,60.9884,36.95158,5.020019,0.1708374,-0.4795723,0.0169671,15.42356,355.4315,37.40384
2018/07/02 - 01:08:59.7709428,29.98768,0.08542298,-0.1129939,0.01719286,60.91467,37.14713,5.130737,0.1708297,-0.4795735,0.01697538,15.45806,355.4521,37.43393
2018/07/02 - 01:08:59.7829108,29.99785,0.08569552,-0.1129601,0.01716504,60.75796,37.36841,5.219308,0.1708317,-0.4795713,0.01697945,15.47539,355.4501,37.42268
2018/07/02 - 01:08:59.7948785,30.0092,0.08593848,-0.1128834,0.01715767,60.66361,37.64802,5.326039,0.1708354,-0.4795696,0.01697958,15.47594,355.4427,37.40541
2018/07/02 - 01:08:59.8048528,30.02044,0.08622932,-0.1127614,0.01702704,60.58092,37.83551,5.410249,0.170837,-0.4795686,0.01698042,15.47966,355.4398,37.3978
2018/07/02 - 01:08:59.8168208,30.03125,0.08639192,-0.1126223,0.01698705,60.51367,38.20876,5.603914,0.1708381,-0.4795677,0.01698165,15.48564,355.4369,37.39286
2018/07/02 - 01:08:59.8268076,30.04268,0.0865795,-0.1124516,0.01693613,60.42632,38.44835,5.625491,0.1708395,-0.4795667,0.01698319,15.493,355.4333,37.38614
2018/07/02 - 01:08:59.8387619,30.05379,0.08685923,-0.112274,0.01681412,60.27008,38.6018,5.683385,0.17084,-0.4795663,0.01698366,15.49595,355.4308,37.38412
2018/07/02 - 01:08:59.8487351,30.06456,0.08714646,-0.1120453,0.01673815,60.06687,38.68255,5.681124,0.1708403,-0.479566,0.01698422,15.49916,355.4288,37.38285
2018/07/02 - 01:08:59.8616995,30.07569,0.08736326,-0.111729,0.01682097,59.9096,38.88131,5.719516,0.1708405,-0.4795659,0.01698432,15.50004,355.4276,37.38218
2018/07/02 - 01:08:59.8806488,30.08716,0.08753622,-0.1114052,0.01687195,59.72182,38.83146,5.572553,0.1708404,-0.4795658,0.01698459,15.50417,355.4223,37.38415
2018/07/02 - 01:08:59.8896250,30.10627,0.08801515,-0.1108861,0.01672261,59.39212,39.0241,5.545073,0.1708405,-0.4795656,0.01698529,15.50802,355.4207,37.38379
2018/07/02 - 01:08:59.8976258,30.11606,0.0882218,-0.1106567,0.01656325,59.25161,39.04645,5.510758,0.170841,-0.4795648,0.0169869,15.5156,355.4189,37.38067
2018/07/02 - 01:08:59.9055934,30.12364,0.08831295,-0.110332,0.01651304,59.25799,39.10027,5.430915,0.1708416,-0.4795641,0.01698847,15.52345,355.4164,37.37786
2018/07/02 - 01:08:59.9175511,30.13276,0.08830276,-0.1101893,0.0164025,59.134,39.19668,5.405399,0.1708425,-0.4795632,0.01699012,15.53105,355.4142,37.37314
2018/07/02 - 01:08:59.9285218,30.14387,0.08837162,-0.1099339,0.01629441,59.07426,39.06963,5.180421,0.1708441,-0.4795619,0.01699223,15.54258,355.4071,37.36611
2018/07/02 - 01:08:59.9394925,30.15515,0.08845971,-0.1096637,0.0162648,58.97825,39.14318,5.16764,0.1708454,-0.479561,0.01699309,15.54825,355.4012,37.36104
2018/07/02 - 01:08:59.9494660,30.16568,0.08837766,-0.1096673,0.01641221,58.92562,39.16891,5.268078,0.1708478,-0.4795597,0.01699399,15.55398,355.3933,37.35081
2018/07/02 - 01:08:59.9614337,30.17643,0.08853618,-0.1093526,0.01647823,58.67743,39.10589,5.176807,0.1708489,-0.4795589,0.01699477,15.55733,355.3913,37.34505
2018/07/02 - 01:08:59.9714071,30.18742,0.08870309,-0.1089467,0.01663192,58.39063,39.06609,5.091421,0.1708504,-0.4795581,0.01699523,15.55989,355.3874,37.33847
2018/07/02 - 01:08:59.9833759,30.1986,0.08889218,-0.108539,0.01673781,58.06731,39.0539,5.055994,0.1708515,-0.4795574,0.01699588,15.56248,355.3859,37.33306
2018/07/02 - 01:08:59.9943449,30.2096,0.08909298,-0.1080281,0.0168309,57.79694,39.01077,4.937347,0.1708527,-0.4795565,0.01699721,15.56635,355.3876,37.32581
2018/07/02 - 01:09:00.0053162,30.22037,0.08922117,-0.1075279,0.01691906,57.48536,39.00058,4.877671,0.1708535,-0.4795554,0.01699958,15.57521,355.3896,37.32047
2018/07/02 - 01:09:00.0172839,30.2319,0.08937534,-0.1070224,0.01694474,57.14273,38.87686,4.68011,0.1708562,-0.479553,0.01700382,15.59033,355.3919,37.30436
2018/07/02 - 01:09:00.0272568,30.24306,0.08950481,-0.1063206,0.01714291,56.83107,38.92256,4.6222,0.1708578,-0.4795521,0.01700409,15.5913,355.3891,37.29668
2018/07/02 - 01:09:00.0382281,30.25363,0.08971983,-0.1056018,0.01730021,56.36764,38.89411,4.520799,0.1708588,-0.4795517,0.01700417,15.59147,355.3876,37.29218
2018/07/02 - 01:09:00.0491976,30.26441,0.08998258,-0.1047161,0.0175713,55.71535,38.78129,4.332966,0.17086,-0.4795513,0.0170034,15.58881,355.3836,37.28735
2018/07/02 - 01:09:00.0611662,30.27561,0.09033111,-0.103655,0.01789051,55.00504,38.65492,4.209447,0.1708609,-0.479551,0.01700315,15.58866,355.3799,37.28379
2018/07/02 - 01:09:00.0701424,30.28726,0.09070241,-0.1023813,0.01837302,54.16954,38.53413,4.021864,0.1708622,-0.4795505,0.01700299,15.58781,355.3777,37.27827
2018/07/02 - 01:09:00.0821194,30.29747,0.09111767,-0.1009124,0.01887516,53.1003,38.22627,3.688783,0.1708629,-0.4795503,0.01700245,15.58601,355.3751,37.27567
2018/07/02 - 01:09:00.0970701,30.30859,0.09148848,-0.09937803,0.0193937,52.06776,38.06192,3.453097,0.1708639,-0.4795501,0.01700136,15.58218,355.371,37.27199
2018/07/02 - 01:09:00.1050493,30.31953,0.09177241,-0.09771938,0.01978199,51.04074,37.81479,3.143068,0.1708657,-0.4795499,0.01699933,15.5753,355.3629,37.26568
2018/07/02 - 01:09:00.1160200,30.33096,0.09191067,-0.09601448,0.02013103,50.10096,37.63199,2.876292,0.1708665,-0.4795508,0.01699479,15.56087,355.3499,37.26754
2018/07/02 - 01:09:00.1259926,30.34246,0.09203465,-0.09430175,0.02043755,49.24208,37.509,2.62866,0.170862,-0.4795564,0.01698272,15.51918,355.3344,37.29955
2018/07/02 - 01:09:00.1379611,30.35299,0.09208746,-0.09249098,0.02070179,48.36064,37.29184,2.306017,0.1708508,-0.479568,0.01696044,15.44155,355.3128,37.37179
2018/07/02 - 01:09:00.1479340,30.36447,0.09217407,-0.09074739,0.02094784,47.37063,37.07354,2.063527,0.1708448,-0.4795745,0.01694773,15.3967,355.3009,37.41116
2018/07/02 - 01:09:00.1599023,30.375,0.09214748,-0.08894206,0.02120202,46.3881,36.89584,1.88456,0.1708415,-0.4795773,0.01694347,15.38304,355.2966,37.43067
2018/07/02 - 01:09:00.1698757,30.38609,0.0921098,-0.08713466,0.0214105,45.52417,36.67121,1.66468,0.1708394,-0.4795783,0.01694322,15.38537,355.2942,37.44223
2018/07/02 - 01:09:00.1828404,30.39729,0.0919782,-0.08537853,0.0215404,44.66062,36.38171,1.339244,0.1708393,-0.4795784,0.01694331,15.38662,355.2928,37.44305
