Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Target position x:,Target position y:,Target position z:
2018/07/02 - 01:09:25.7429889,45.96509,0,1,Peer hit peer's target,2.31988,5.453651,-4.405945
2018/07/02 - 01:09:26.6151991,46.83999,0,2,Peer hit peer's target,1.248197,3.090449,-3.919422
2018/07/02 - 01:09:27.5262507,47.75183,0,3,Peer hit peer's target,3.789001,8.395062,0.1584353
2018/07/02 - 01:09:28.4047127,48.62994,1,4,Peer hit peer's target,4.14593,5.989686,-2.34521
2018/07/02 - 01:09:30.9289289,51.15414,4,5,Peer hit peer's target,3.840445,1.991058,-0.1079189
2018/07/02 - 01:09:32.1747016,52.39931,2,6,Peer hit peer's target,3.865926,6.576233,-2.526757
2018/07/02 - 01:09:32.6414703,52.86522,3,5,Peer missed, , , 
2018/07/02 - 01:09:34.3628304,54.58768,4,4,Peer missed, , , 
2018/07/02 - 01:09:34.8295809,55.05457,4,5,Peer hit peer's target,-2.126743,5.312067,4.690968
2018/07/02 - 01:09:35.5183125,55.74269,4,4,Peer missed, , , 
2018/07/02 - 01:09:35.9630877,56.18729,5,3,Peer missed, , , 
2018/07/02 - 01:09:39.2195146,59.44359,8,4,Peer hit peer's target,-2.194524,7.642555,-3.65393
