Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Target position x:,Target position y:,Target position z:
2018/07/02 - 01:06:00.7784431,14.99997,0,0,User missed, , , 
2018/07/02 - 01:06:13.6558433,21.16707,1,3,User hit user's target,-3.251957,4.526613,-3.103406
2018/07/02 - 01:06:14.3106412,21.82187,2,3,User hit user's target,-3.976016,5.954672,-3.557565
2018/07/02 - 01:06:15.2103302,22.72207,3,3,User hit user's target,-2.553119,2.579508,-2.303231
2018/07/02 - 01:06:15.4990459,23.01106,2,3,User missed, , , 
2018/07/02 - 01:06:18.6331114,26.14424,1,3,User missed, , , 
2018/07/02 - 01:06:19.0994054,26.611,0,3,User missed, , , 
2018/07/02 - 01:06:20.0882671,27.59999,0,5,User missed, , , 
2018/07/02 - 01:06:20.4662911,27.97778,1,6,User hit user's target,-2.392814,5.907755,3.995683
2018/07/02 - 01:06:21.6551131,29.16653,2,6,User hit user's target,-4.455645,3.154076,0.9977196
