Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
2018/07/02 - 01:06:07.5004053,14.99997,0.2781301,0.1972566,-0.1149713,18.01665,267.1561,359.1364,0.1841159,-0.250022,-0.02584545,354.4884,282.5017,8.6095
2018/07/02 - 01:06:07.5093599,15.01109,0.2781778,0.1973016,-0.1146981,17.93337,267.2391,359.1245,0.1841606,-0.2500502,-0.02585026,354.2762,282.475,8.603213
2018/07/02 - 01:06:07.5203425,15.02195,0.2782025,0.1973338,-0.1143926,17.85323,267.3866,359.2148,0.1842095,-0.2500813,-0.02585525,354.0436,282.4357,8.601361
2018/07/02 - 01:06:07.5333282,15.03373,0.2782382,0.1974434,-0.1142047,17.8283,267.5667,359.2065,0.1842593,-0.2501136,-0.02586245,353.8038,282.391,8.611873
2018/07/02 - 01:06:07.5432698,15.04502,0.2783232,0.1975029,-0.1139423,17.78125,267.6797,359.2618,0.1843075,-0.2501463,-0.02587784,353.562,282.3434,8.661935
2018/07/02 - 01:06:07.5542405,15.05625,0.2783906,0.1975601,-0.1136739,17.69602,267.7605,359.3042,0.1843559,-0.2501799,-0.02589768,353.3149,282.2703,8.747458
2018/07/02 - 01:06:07.5652107,15.0667,0.2784249,0.1977002,-0.1135039,17.63785,267.8548,359.266,0.1844035,-0.2502126,-0.02591205,353.0756,282.1294,8.852256
2018/07/02 - 01:06:07.5771784,15.07777,0.2784712,0.1978843,-0.1133129,17.59548,267.9749,359.3456,0.1844564,-0.2502446,-0.02589382,352.844,281.9508,8.833374
2018/07/02 - 01:06:07.5871518,15.08888,0.2785344,0.19796,-0.1131029,17.44413,268.035,359.3863,0.1844786,-0.2502518,-0.02583808,352.7932,281.7432,8.697202
2018/07/02 - 01:06:07.5981222,15.09953,0.2786163,0.1981916,-0.1129585,17.40491,268.1148,359.406,0.1844843,-0.2502511,-0.02580351,352.799,281.6307,8.61008
2018/07/02 - 01:06:07.6110878,15.11066,0.2786784,0.1983239,-0.1128671,17.25665,268.1958,359.4219,0.1845079,-0.2502498,-0.02566512,352.8157,281.2907,8.19164
2018/07/02 - 01:06:07.6210615,15.12311,0.2787621,0.1984652,-0.112726,17.13526,268.2227,359.4658,0.1845492,-0.2502505,-0.0254118,352.8358,280.6365,7.446596
2018/07/02 - 01:06:07.6320313,15.13353,0.2788778,0.1986814,-0.1126047,17.10072,268.2542,359.5247,0.1845731,-0.2502618,-0.02536227,352.7575,280.3715,7.373407
2018/07/02 - 01:06:07.6420054,15.14405,0.2789606,0.1988076,-0.112499,16.97943,268.2482,359.5716,0.1846365,-0.2503059,-0.02537954,352.4391,280.3235,7.428646
2018/07/02 - 01:06:07.6529764,15.15479,0.279051,0.1990199,-0.1124825,16.97246,268.2449,359.5331,0.1847214,-0.2503623,-0.02536528,352.0405,280.1997,7.37587
2018/07/02 - 01:06:07.6649443,15.16584,0.279149,0.199164,-0.1124443,16.91162,268.2572,359.5463,0.1848001,-0.2504156,-0.02535579,351.6663,280.0753,7.351185
2018/07/02 - 01:06:07.6759156,15.17747,0.2792537,0.1993119,-0.1123568,16.80976,268.2589,359.5969,0.1848563,-0.2504555,-0.02536235,351.3848,279.9377,7.424862
2018/07/02 - 01:06:07.6868852,15.1885,0.2793274,0.1994558,-0.112369,16.74413,268.2881,359.5851,0.1848981,-0.2504873,-0.02538767,351.1583,279.8429,7.566082
2018/07/02 - 01:06:07.6978559,15.19956,0.2794602,0.1995936,-0.1122517,16.58334,268.2471,359.5869,0.1849297,-0.2505116,-0.02540686,350.9864,279.7498,7.687426
2018/07/02 - 01:06:07.7098253,15.21079,0.2795432,0.199752,-0.1122243,16.64256,268.2542,359.5934,0.184949,-0.2505275,-0.02542952,350.873,279.7043,7.802914
2018/07/02 - 01:06:07.7197987,15.22258,0.2796446,0.199857,-0.1121358,16.55338,268.2497,359.6179,0.1849606,-0.2505403,-0.02547351,350.7802,279.7161,7.981091
2018/07/02 - 01:06:07.7317647,15.23293,0.2797135,0.1999745,-0.1121235,16.49616,268.2987,359.6155,0.1849721,-0.2505508,-0.02549626,350.7058,279.7329,8.062145
2018/07/02 - 01:06:07.7427368,15.24446,0.2797847,0.200071,-0.1120393,16.45641,268.3063,359.6609,0.184977,-0.2505526,-0.0254791,350.6952,279.6899,8.010634
2018/07/02 - 01:06:07.7537070,15.25582,0.2798524,0.20017,-0.1119589,16.38994,268.3095,359.6627,0.1849569,-0.2505359,-0.02545673,350.8124,279.7171,7.908988
2018/07/02 - 01:06:07.7646768,15.26656,0.2799109,0.2003079,-0.1119035,16.32314,268.3424,359.6513,0.1849446,-0.2505246,-0.02543151,350.8931,279.7146,7.80829
2018/07/02 - 01:06:07.7776426,15.27776,0.2799625,0.2004205,-0.111836,16.25585,268.3671,359.6464,0.1849298,-0.2505115,-0.0254061,350.9862,279.7234,7.701272
2018/07/02 - 01:06:07.7876158,15.29003,0.279999,0.2004864,-0.1117665,16.22709,268.3718,359.6682,0.184923,-0.250506,-0.02539875,351.0257,279.7325,7.667979
2018/07/02 - 01:06:07.7975884,15.29956,0.2800251,0.2005534,-0.1117063,16.18185,268.3844,359.6685,0.1849132,-0.2504946,-0.02535076,351.1104,279.6657,7.50633
2018/07/02 - 01:06:07.8095777,15.31084,0.2800548,0.2006149,-0.1116543,16.1542,268.4024,359.6642,0.1849024,-0.250485,-0.02532967,351.1792,279.6329,7.4424
2018/07/02 - 01:06:07.8205285,15.32205,0.2800634,0.2006639,-0.1115947,16.09337,268.4497,359.6983,0.1849128,-0.2504961,-0.02537051,351.0972,279.7028,7.569929
2018/07/02 - 01:06:07.8324959,15.33288,0.280086,0.2007276,-0.1115582,16.09776,268.4628,359.7015,0.1849114,-0.2504961,-0.02538082,351.0961,279.7206,7.605062
2018/07/02 - 01:06:07.8474554,15.34454,0.2801098,0.2007788,-0.1115174,16.09473,268.4685,359.7027,0.1849122,-0.2504973,-0.0253876,351.0869,279.7195,7.635263
2018/07/02 - 01:06:07.8554337,15.35569,0.2800986,0.2008407,-0.1114493,16.0329,268.5136,359.7357,0.1849146,-0.2504992,-0.02539018,351.0731,279.7109,7.650488
2018/07/02 - 01:06:07.8644105,15.36799,0.2801205,0.2008834,-0.1114244,16.02725,268.518,359.7271,0.1849136,-0.250499,-0.02539474,351.0735,279.6954,7.681462
2018/07/02 - 01:06:07.8763790,15.3777,0.2801391,0.2009239,-0.1113905,16.00371,268.5311,359.7306,0.1849079,-0.250495,-0.02539594,351.0997,279.6674,7.709333
2018/07/02 - 01:06:07.8873483,15.38907,0.2801545,0.2009564,-0.1113268,15.95974,268.5382,359.7418,0.1848985,-0.2504882,-0.02539392,351.1464,279.6257,7.734571
2018/07/02 - 01:06:07.8983446,15.39964,0.2801785,0.201006,-0.1113078,15.94679,268.566,359.7496,0.1848605,-0.2504608,-0.02538727,351.3328,279.4665,7.836588
2018/07/02 - 01:06:07.9102938,15.41118,0.280212,0.2010314,-0.111267,15.93557,268.5613,359.756,0.1848242,-0.2504344,-0.02537713,351.5142,279.3272,7.908176
2018/07/02 - 01:06:07.9202664,15.42201,0.2801951,0.2010545,-0.1112217,15.86861,268.5795,359.7566,0.1847846,-0.2504061,-0.0253694,351.7096,279.1934,7.98847
2018/07/02 - 01:06:07.9322349,15.43346,0.2802286,0.2010907,-0.1111923,15.8677,268.5851,359.7726,0.1847376,-0.2503735,-0.02536632,351.9365,279.0543,8.097136
2018/07/02 - 01:06:07.9432040,15.44473,0.2802801,0.2011483,-0.1111483,15.86022,268.5666,359.7573,0.1846899,-0.2503406,-0.02536371,352.1656,278.876,8.232178
2018/07/02 - 01:06:07.9541755,15.45582,0.2803066,0.2012027,-0.1111229,15.82659,268.5816,359.7616,0.1846585,-0.2503163,-0.02532978,352.338,278.6233,8.262686
2018/07/02 - 01:06:07.9651459,15.46665,0.2803478,0.2012901,-0.1111073,15.79123,268.5936,359.7514,0.1846457,-0.250296,-0.02518912,352.4903,278.1462,7.946352
2018/07/02 - 01:06:07.9761266,15.47834,0.2803712,0.2013608,-0.1110765,15.72153,268.6058,359.7643,0.1846231,-0.2502744,-0.02510001,352.6491,277.7177,7.832516
2018/07/02 - 01:06:07.9870959,15.4888,0.2804158,0.2014595,-0.1110425,15.67667,268.5996,359.7547,0.18461,-0.2502607,-0.0250238,352.7501,277.3012,7.760992
2018/07/02 - 01:06:07.9980669,15.49983,0.2804528,0.2015449,-0.111042,15.61404,268.6305,359.7593,0.1846115,-0.2502574,-0.02495067,352.775,276.8291,7.728616
2018/07/02 - 01:06:08.0100414,15.51076,0.2805294,0.2016224,-0.110993,15.58311,268.6017,359.7506,0.1846166,-0.2502572,-0.0248832,352.7765,276.3522,7.722281
