Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Target position x:,Target position y:,Target position z:
2018/07/10 - 11:05:20.2467211,95.53777,0,0,User missed, , , 
2018/07/10 - 11:05:20.3450143,95.63754,0,1,Peer hit peer's target,4.274732,6.074079,-2.230833
2018/07/10 - 11:05:20.6218446,95.91489,0,1,User missed, , , 
2018/07/10 - 11:05:20.9778950,96.27068,1,1,User hit user's target,4.655551,3.636142,1.899954
2018/07/10 - 11:05:21.5104667,96.80461,1,2,Peer hit peer's target,2.328001,3.513637,3.913469
2018/07/10 - 11:05:23.2009785,98.4935,2,2,User hit user's target,-1.279797,3.337586,3.969713
2018/07/10 - 11:05:23.4552954,98.74942,2,1,Peer missed, , , 
2018/07/10 - 11:05:23.9898530,99.28339,2,0,Peer missed, , , 
2018/07/10 - 11:05:26.2788026,101.5714,3,0,User hit user's target,1.146798,4.282042,3.774861
2018/07/10 - 11:05:26.6577673,101.9501,4,0,User hit user's target,1.640792,4.269254,4.488994
2018/07/10 - 11:05:26.7674721,102.0615,4,1,Peer hit peer's target,3.154967,5.39571,-3.878119
2018/07/10 - 11:05:27.1893744,102.4827,4,2,Peer hit peer's target,4.274983,2.113951,-1.664807
2018/07/10 - 11:05:27.7676095,103.0607,4,3,Peer hit peer's target,-4.375678,7.780519,-1.728675
2018/07/10 - 11:05:28.1894793,103.4835,5,3,User hit user's target,3.335617,6.996728,5.001883
2018/07/10 - 11:05:28.3899433,103.6831,5,4,Peer hit peer's target,2.452252,4.359064,2.851303
2018/07/10 - 11:05:28.6901179,103.9836,5,5,Peer hit peer's target,-0.2648065,4.011659,4.832872
2018/07/10 - 11:05:29.0012851,104.2946,6,5,User hit user's target,4.216311,4.203097,3.007535
2018/07/10 - 11:05:29.7682324,105.0615,6,6,Peer hit peer's target,4.155567,3.886071,-2.83071
2018/07/10 - 11:05:30.1811346,105.4727,6,7,Peer hit peer's target,2.559772,8.191714,-2.908767
2018/07/10 - 11:05:32.0678683,107.3603,7,7,User hit user's target,-4.850163,5.722071,0.2503038
2018/07/10 - 11:05:32.7899520,108.0828,7,8,Peer hit peer's target,0.0817258,2.652391,-4.464757
2018/07/10 - 11:05:34.2886313,109.581,8,8,User hit user's target,-2.306839,3.014291,3.81443
2018/07/10 - 11:05:34.5233585,109.8157,8,9,Peer hit peer's target,2.770837,5.388989,3.625958
2018/07/10 - 11:05:36.4015873,111.6944,8,10,Peer hit peer's target,-2.661211,3.04956,4.186004
2018/07/10 - 11:05:36.9600928,112.2503,9,10,User hit user's target,0.01591072,2.630159,5.04068
2018/07/10 - 11:05:38.5012143,113.7946,9,11,Peer hit peer's target,4.041844,3.68256,0.6123019
2018/07/10 - 11:05:38.7363864,114.0281,10,11,User hit user's target,-1.300791,3.196418,5.057726
2018/07/10 - 11:05:39.8573976,115.1505,10,10,Peer missed, , , 
2018/07/10 - 11:05:43.4212583,118.7142,10,9,Peer missed, , , 
