Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Target position x:,Target position y:,Target position z:
2018/06/28 - 02:32:53.9594824,1.699666,0,1,Peer hit peer's target,4.060098,8.506878,1.381659
2018/06/28 - 02:32:54.7244355,2.466534,0,2,Peer hit peer's target,-4.704791,5.052716,-1.505243
2018/06/28 - 02:32:57.0172444,4.756362,1,1,Peer missed, , , 
2018/06/28 - 02:32:58.3345305,6.077302,3,0,Peer missed, , , 
2018/06/28 - 02:32:58.4342648,6.177231,3,1,Peer hit peer's target,4.486233,8.025182,1.500057
2018/06/28 - 02:33:00.7015397,8.444244,3,2,Peer hit peer's target,-3.999819,5.555099,-1.325098
2018/06/28 - 02:33:01.0047291,8.74652,4,3,Peer hit peer's target,-4.400749,6.578944,-0.609576
2018/06/28 - 02:33:01.2899653,9.032747,3,4,Peer hit peer's target,-2.092978,5.967758,4.871854
2018/06/28 - 02:33:03.4800824,11.22243,0,3,Peer missed, , , 
2018/06/28 - 02:33:04.3014347,12.04347,1,2,Peer missed, , , 
2018/06/28 - 02:33:05.0119074,12.75539,1,1,Peer missed, , , 
2018/06/28 - 02:33:06.2463416,13.98876,1,0,Peer missed, , , 
2018/06/28 - 02:33:09.1126946,16.85572,3,1,Peer hit peer's target,-1.380692,2.164042,4.352196
2018/06/28 - 02:33:09.2489380,16.99099,3,2,Peer hit peer's target,-0.9197463,4.181401,6.214182
2018/06/28 - 02:33:09.5487781,17.29028,3,3,Peer hit peer's target,-0.7717341,3.375915,4.729733
2018/06/28 - 02:33:11.8021267,19.5447,2,2,Peer missed, , , 
2018/06/28 - 02:33:15.4908799,23.23427,4,3,Peer hit peer's target,-2.926167,8.21404,-0.9303512
2018/06/28 - 02:33:15.6285401,23.37,4,4,Peer hit peer's target,4.78208,4.064846,-2.441238
2018/06/28 - 02:33:17.2344220,24.9775,0,5,Peer hit peer's target,2.324219,6.956556,4.79327
2018/06/28 - 02:33:17.2793220,25.022,0,4,Peer missed, , , 
2018/06/28 - 02:33:17.3800370,25.12206,1,3,Peer missed, , , 
2018/06/28 - 02:33:17.4348911,25.17768,1,2,Peer missed, , , 
2018/06/28 - 02:33:17.5276425,25.26686,2,1,Peer missed, , , 
2018/06/28 - 02:33:17.8696559,25.61139,1,0,Peer missed, , , 
2018/06/28 - 02:33:18.3473860,26.08959,2,0,Peer hit user's target,-3.637089,4.901703,-3.11545
2018/06/28 - 02:33:20.6576168,28.40064,3,0,Peer hit user's target,4.178755,4.265716,1.951344
2018/06/28 - 02:33:26.6250127,34.36713,8,1,Peer hit peer's target,4.686256,6.053473,2.412426
2018/06/28 - 02:33:27.0360143,34.77916,7,2,Peer hit peer's target,0.3059666,4.142627,-4.870658
2018/06/28 - 02:33:27.7698057,35.51277,8,3,Peer hit peer's target,4.408183,5.101345,2.055694
2018/06/28 - 02:33:28.6909735,36.43385,10,4,Peer hit peer's target,4.56748,3.196805,2.49933
2018/06/28 - 02:33:29.1708383,36.91369,11,5,Peer hit peer's target,3.94098,4.580709,-1.805252
2018/06/28 - 02:33:29.4907547,37.23412,11,6,Peer hit peer's target,4.225395,6.305264,0.5778884
2018/06/28 - 02:33:29.8807640,37.62308,11,7,Peer hit peer's target,2.062082,2.20047,3.85985
2018/06/28 - 02:33:31.2911136,39.03379,12,8,Peer hit peer's target,3.803033,2.271588,0.6823644
2018/06/28 - 02:33:31.6591596,39.40134,13,9,Peer hit peer's target,-4.208257,2.746946,-1.014259
2018/06/28 - 02:33:32.2256452,39.96812,13,10,Peer hit peer's target,-1.442139,4.890968,5.285709
2018/06/28 - 02:33:32.9197871,40.65698,13,11,Peer hit peer's target,0.6642344,3.494783,4.562413
2018/06/28 - 02:33:33.9139077,41.65672,14,12,Peer hit peer's target,2.781753,1.902943,-2.902704
2018/06/28 - 02:33:35.2707938,43.01298,15,13,Peer hit peer's target,-3.508265,3.809234,4.098748
2018/06/28 - 02:33:35.8138774,43.55653,16,14,Peer hit peer's target,4.326299,4.811277,2.703428
2018/06/28 - 02:33:36.6802594,44.42291,16,15,Peer hit peer's target,-0.06388164,6.824212,-5.103386
2018/06/28 - 02:33:37.8593107,45.60167,17,16,Peer hit peer's target,-4.017366,7.439078,1.874901
2018/06/28 - 02:33:38.1934172,45.93635,17,17,Peer hit peer's target,0.9363161,3.108264,-4.098386
2018/06/28 - 02:33:38.9155248,46.65769,17,18,Peer hit peer's target,-2.353196,7.566353,-4.424151
2018/06/28 - 02:33:39.0491675,46.79103,18,17,Peer hit user's target,1.676718,8.000619,-3.754061
2018/06/28 - 02:33:39.3903239,47.13389,17,16,Peer missed, , , 
2018/06/28 - 02:33:39.9248926,47.66764,17,15,Peer missed, , , 
2018/06/28 - 02:33:40.3587495,48.10163,17,14,Peer missed, , , 
2018/06/28 - 02:33:41.6353514,49.37849,19,13,Peer missed, , , 
2018/06/28 - 02:33:44.6001085,52.34165,22,14,Peer hit peer's target,1.274741,6.647131,-4.644362
2018/06/28 - 02:33:44.9122204,52.65574,21,15,Peer hit peer's target,-0.2124083,4.15771,-5.790195
2018/06/28 - 02:33:45.2558941,52.9995,22,16,Peer hit peer's target,4.617599,4.849823,0.2141599
2018/06/28 - 02:33:47.6039443,55.3463,24,17,Peer hit peer's target,4.495903,6.860607,1.593546
2018/06/28 - 02:33:47.7046740,55.44677,24,18,Peer hit peer's target,-5.29067,4.86915,-1.36303
