Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Target position x:,Target position y:,Target position z:
2018/06/28 - 02:33:47.9922816,55.73521,24,19,Peer hit peer's target,-0.1073331,7.126623,4.557067
2018/06/28 - 02:33:48.0391565,55.7815,24,20,Peer hit peer's target,3.405753,4.600485,-3.942316
2018/06/28 - 02:33:48.6036459,56.34584,25,21,Peer hit peer's target,-1.327897,5.435517,-4.821558
2018/06/28 - 02:33:49.9266832,57.66912,26,22,Peer hit peer's target,0.6684224,8.828809,-3.239912
2018/06/28 - 02:33:51.6814264,59.42406,26,23,Peer hit peer's target,0.4093636,10.11228,0.3414231
2018/06/28 - 02:33:53.8054658,61.54744,28,24,Peer hit peer's target,-2.896771,8.727155,1.350975
2018/06/28 - 02:33:55.0262095,62.76857,28,25,Peer hit peer's target,-0.7318075,3.086092,-4.659348
2018/06/28 - 02:33:55.6695102,63.41307,27,26,Peer hit peer's target,4.581308,3.790276,-2.60042
2018/06/28 - 02:33:57.3364312,65.07973,27,25,Peer missed, , , 
2018/06/28 - 02:33:58.8036721,66.5463,27,26,Peer hit peer's target,0.4406337,2.960683,4.609838
2018/06/28 - 02:33:59.2504399,66.9927,27,27,Peer hit peer's target,-2.203262,6.826332,-4.209305
2018/06/28 - 02:34:01.3154748,69.05855,29,28,Peer hit peer's target,3.559322,4.078042,3.982156
2018/06/28 - 02:34:01.8367000,69.58031,29,29,Peer hit peer's target,3.078823,6.416132,-3.696709
2018/06/28 - 02:34:04.0051953,71.74708,29,30,Peer hit peer's target,-4.521552,4.839694,-1.747102
2018/06/28 - 02:34:04.2924269,72.0357,30,29,Peer missed, , , 
2018/06/28 - 02:34:04.6523230,72.39209,31,28,Peer missed, , , 
2018/06/28 - 02:34:07.3942080,75.13712,29,29,Peer hit peer's target,2.127079,3.849266,-3.977488
2018/06/28 - 02:34:10.8259523,78.56863,32,30,Peer hit peer's target,4.801998,6.483665,0.7036744
2018/06/28 - 02:34:11.8698744,79.61328,34,29,Peer missed, , , 
2018/06/28 - 02:34:14.5149168,82.25824,35,30,Peer hit peer's target,-0.6176926,2.866558,-4.927563
2018/06/28 - 02:34:14.7353268,82.47848,35,31,Peer hit peer's target,-2.649557,2.726938,-4.774954
2018/06/28 - 02:34:15.5828365,83.32582,35,32,Peer hit peer's target,3.145314,8.20629,-1.908166
2018/06/28 - 02:34:15.9269227,83.66975,35,33,Peer hit peer's target,-4.716047,4.009909,-2.058206
2018/06/28 - 02:34:18.8487206,86.59213,35,34,Peer hit peer's target,-1.468757,8.731234,2.592543
2018/06/28 - 02:34:19.4706522,87.21435,35,35,Peer hit peer's target,-1.3534,3.204091,4.246298
2018/06/28 - 02:34:20.1717972,87.91477,34,36,Peer hit peer's target,-0.4568734,5.981895,5.570702
2018/06/28 - 02:34:23.3273350,91.07042,32,35,Peer missed, , , 
2018/06/28 - 02:34:23.4609544,91.20305,32,34,Peer missed, , , 
2018/06/28 - 02:34:25.6278640,93.37006,34,33,Peer missed, , , 
2018/06/28 - 02:34:26.6511252,94.39331,34,32,Peer missed, , , 
2018/06/28 - 02:34:29.2398338,96.98152,32,31,Peer missed, , , 
2018/06/28 - 02:34:29.5619916,97.30402,33,32,Peer hit peer's target,-0.3542792,5.159146,-4.924711
2018/06/28 - 02:34:29.7931963,97.53684,33,33,Peer hit peer's target,2.923989,4.281728,-3.840416
2018/06/28 - 02:34:31.3058717,99.04889,34,34,Peer hit peer's target,-1.458418,5.1149,-5.078484
2018/06/28 - 02:34:34.5846974,102.3268,36,35,Peer hit peer's target,0.799324,6.353978,5.124198
2018/06/28 - 02:34:34.9493272,102.6918,35,34,Peer missed, , , 
2018/06/28 - 02:34:35.0949356,102.8386,36,33,Peer missed, , , 
2018/06/28 - 02:34:37.2161746,104.9597,38,32,Peer missed, , , 
2018/06/28 - 02:34:37.3398442,105.0821,38,33,Peer hit peer's target,-0.9084892,7.464839,4.429638
2018/06/28 - 02:34:37.6500645,105.3928,38,34,Peer hit peer's target,-4.239138,8.394409,2.928558
2018/06/28 - 02:34:37.7079104,105.4506,38,35,Peer hit peer's target,-2.586642,2.930157,-3.903772
2018/06/28 - 02:34:37.8845389,105.6272,38,36,Peer hit peer's target,-2.490546,6.399209,4.248973
2018/06/28 - 02:34:39.2927503,107.0364,36,37,Peer hit peer's target,-4.362568,5.990703,2.095258
2018/06/28 - 02:34:39.3276575,107.0699,36,36,Peer missed, , , 
2018/06/28 - 02:34:40.0412273,107.7827,37,35,Peer missed, , , 
2018/06/28 - 02:34:40.3843105,108.1265,37,36,Peer hit peer's target,-1.354059,7.681315,3.67316
2018/06/28 - 02:34:42.0286019,109.771,39,37,Peer hit peer's target,0.873455,9.42355,1.215812
2018/06/28 - 02:34:43.2408348,110.9832,41,38,Peer hit peer's target,-1.303156,7.707759,3.920894
2018/06/28 - 02:34:44.0496263,111.7919,39,39,Peer hit peer's target,-4.365574,7.234486,-0.2385986
2018/06/28 - 02:34:44.1940233,111.9369,39,38,Peer missed, , , 
2018/06/28 - 02:34:45.1938785,112.9376,39,37,Peer missed, , , 
2018/06/28 - 02:34:45.9778990,113.7152,40,36,Peer missed, , , 
2018/06/28 - 02:34:47.4622805,115.2045,41,37,Peer hit peer's target,4.374498,6.273083,0.2868751
2018/06/28 - 02:34:50.8066127,118.5496,42,38,Peer hit peer's target,0.0002485601,6.793166,-4.474035
2018/06/28 - 02:34:51.1397861,118.882,42,39,Peer hit peer's target,-4.779547,4.069733,-2.704693
