Time (s):,User Points:,Peer Points:,Action type:,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
0.512265,0,1,Peer hit peer's target,-1.131292,0.3980603,-0.1728956,12.57071,54.82183,9.412662,-0.8695682,0.03265522,-0.09262407,3.925546,43.10047,352.1998
1.555248,0,2,Peer hit peer's target,-1.146132,0.4205318,-0.1992008,358.2463,96.51255,3.666974,-0.8365046,0.03805869,-0.3077834,2.670449,85.75845,350.9525
2.355985,1,2,User hit user's target,-1.105767,0.3932335,-0.2185931,12.00865,97.0423,0.3960385,-0.8550613,-0.0345294,-0.3183343,19.44021,87.1067,354.2068
2.734194,1,3,Peer hit peer's target,-1.110648,0.4167368,-0.2162081,356.5628,91.94415,359.4509,-0.8469005,-0.009985821,-0.300971,9.338779,85.14834,357.2827
3.890648,1,4,Peer hit peer's target,-1.171195,0.4242128,-0.1863817,352.065,27.41681,4.411181,-0.9773948,0.06634516,0.005105257,356.6466,16.11865,356.1883
4.867526,2,4,User hit user's target,-1.15689,0.4157362,-0.1833747,358.5058,9.57548,357.956,-1.056888,0.05182438,0.05505355,1.077231,3.688496,357.4557
5.523528,3,4,User hit user's target,-1.148102,0.4351253,-0.2162599,344.8781,21.76172,357.3015,-1.003498,0.1374808,0.09492739,350.4015,11.79603,358.2548
7.343315,3,5,Peer hit peer's target,-1.151307,0.4345979,-0.2210056,344.8173,129.4276,358.6449,-0.8415632,0.07629222,-0.44317,348.2536,119.5309,1.85896
8.611132,3,6,Peer hit peer's target,-1.133021,0.4181243,-0.2174232,357.3159,119.743,5.430594,-0.9062108,0.004826432,-0.4399768,3.158469,114.0083,358.6047
9.689694,2,6,User missed,-1.152863,0.4256057,-0.2275722,354.0943,83.81847,357.6414,-0.7605111,0.03851768,-0.2849593,1.720459,89.25306,0.04209588
9.989275,3,6,User hit user's target,-1.136464,0.4176692,-0.2375001,359.7514,92.87675,357.4823,-0.7553425,-0.02661049,-0.3342541,16.49862,94.1229,0.6539441
12.34598,4,6,User hit user's target,-1.105723,0.4463999,-0.2370972,336.6669,25.47374,350.6563,-0.9367334,0.2499744,0.03301511,329.299,24.77019,349.8124
12.35687,5,5,Peer hit user's target,-1.105456,0.4462866,-0.2372621,336.8291,25.98579,350.6692,-0.9343411,0.2490862,0.03274828,329.5725,24.85315,349.7764
13.92423,6,5,User hit user's target,-1.12946,0.435922,-0.1878291,347.1192,2.150352,356.8804,-1.079076,0.1862136,0.1352612,341.8658,0.3965935,358.2456
