Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Target position x:,Target position y:,Target position z:
2018/06/28 - 02:58:52.0477111,50.13389,4,3,Peer hit user's target,3.017613,4.625823,3.874229
2018/06/28 - 02:58:52.4476530,50.53414,3,2,Peer missed, , , 
2018/06/28 - 02:58:52.6888200,50.76794,3,1,Peer missed, , , 
2018/06/28 - 02:58:53.0847981,51.16812,4,0,Peer missed, , , 
2018/06/28 - 02:58:57.5936804,55.67898,6,1,Peer hit peer's target,1.250115,7.332747,4.347828
2018/06/28 - 02:58:58.9291835,57.01508,6,2,Peer hit peer's target,3.224535,6.920506,4.256712
2018/06/28 - 02:58:59.5493834,57.63555,7,3,Peer hit peer's target,-1.100024,6.470355,-4.69894
2018/06/28 - 02:59:00.2036324,58.28938,7,4,Peer hit peer's target,-2.72816,2.962616,-3.411541
2018/06/28 - 02:59:00.7930700,58.87893,7,5,Peer hit peer's target,3.290563,3.308744,4.203784
2018/06/28 - 02:59:02.7603911,60.84544,7,6,Peer hit peer's target,4.966623,4.62268,-1.854589
2018/06/28 - 02:59:06.7841268,64.86935,6,5,Peer missed, , , 
2018/06/28 - 02:59:09.8714334,67.95768,7,4,Peer missed, , , 
2018/06/28 - 02:59:12.3400965,70.42558,7,5,Peer hit peer's target,-3.278831,2.285922,0.4489072
2018/06/28 - 02:59:13.4947696,71.57947,9,6,Peer hit peer's target,0.2818886,6.785187,-3.780188
2018/06/28 - 02:59:14.3171496,72.40263,9,7,Peer hit peer's target,2.483082,8.149169,3.110092
2018/06/28 - 02:59:14.6492692,72.73521,9,8,Peer hit peer's target,-4.90591,3.420847,0.9465123
2018/06/28 - 02:59:17.8726941,75.95801,11,9,Peer hit peer's target,0.1081292,7.593837,-4.378172
2018/06/28 - 02:59:19.4947850,77.57948,8,8,Peer missed, , , 
2018/06/28 - 02:59:19.8391829,77.9239,8,7,Peer missed, , , 
2018/06/28 - 02:59:20.0276798,78.11398,8,6,Peer missed, , , 
2018/06/28 - 02:59:22.7625896,80.84734,8,5,Peer missed, , , 
2018/06/28 - 02:59:24.2393733,82.32444,8,6,Peer hit peer's target,-0.9251624,5.051916,4.592452
2018/06/28 - 02:59:25.5957611,83.68122,6,7,Peer hit peer's target,1.54843,5.760287,5.264588
2018/06/28 - 02:59:26.8271285,84.91341,7,6,Peer missed, , , 
2018/06/28 - 02:59:28.3829608,86.46804,7,5,Peer missed, , , 
2018/06/28 - 02:59:31.1837774,89.26916,9,4,Peer missed, , , 
2018/06/28 - 02:59:32.1487561,90.23488,7,5,Peer hit peer's target,-0.1309023,3.114461,4.499115
2018/06/28 - 02:59:32.6165113,90.70152,8,6,Peer hit peer's target,-6.069826,2.938212,-1.320266
2018/06/28 - 02:59:33.6272558,91.71371,8,7,Peer hit peer's target,-3.04931,4.413891,-4.460649
2018/06/28 - 02:59:37.4619511,95.54684,9,6,Peer missed, , , 
2018/06/28 - 02:59:39.2064868,97.29266,10,7,Peer hit peer's target,-4.018001,5.00393,2.899598
2018/06/28 - 02:59:42.6730689,100.7583,11,8,Peer hit peer's target,-2.843307,6.757969,4.13211
2018/06/28 - 02:59:43.0189539,101.1041,11,9,Peer hit peer's target,0.4504927,9.18037,2.516259
2018/06/28 - 02:59:46.7726965,104.8584,11,8,Peer missed, , , 
2018/06/28 - 02:59:47.1716100,105.2579,12,7,Peer missed, , , 
2018/06/28 - 02:59:48.9739984,107.0595,12,6,Peer missed, , , 
2018/06/28 - 02:59:51.9896141,110.0748,13,7,Peer hit peer's target,-4.672064,2.708644,-0.9234259
2018/06/28 - 02:59:52.3177378,110.4026,13,8,Peer hit peer's target,3.28862,5.703758,-5.226453
2018/06/28 - 02:59:52.5391437,110.6249,12,7,Peer missed, , , 
2018/06/28 - 02:59:55.7855738,113.8705,13,8,Peer hit peer's target,0.190391,4.818896,-4.827857
2018/06/28 - 02:59:56.0401831,114.1256,13,9,Peer hit peer's target,3.233216,2.750451,1.712574
2018/06/28 - 02:59:56.8500731,114.9364,12,10,Peer hit peer's target,1.921839,5.282195,4.279826
2018/06/28 - 02:59:57.9406096,116.0259,13,11,Peer hit peer's target,2.649536,9.745794,-0.3998377
2018/06/28 - 02:59:58.6410511,116.7268,14,10,Peer hit user's target,2.613322,3.214145,4.175983
2018/06/28 - 02:59:59.0846317,117.1715,15,9,Peer missed, , , 
2018/06/28 - 02:59:59.1840078,117.2704,15,10,Peer hit peer's target,-3.156531,8.195502,-2.264065
2018/06/28 - 03:00:00.2732608,118.359,15,9,Peer missed, , , 
2018/06/28 - 03:00:00.7985072,118.883,15,10,Peer hit peer's target,-2.331705,6.078281,4.125537
2018/06/28 - 03:00:01.2403251,119.3261,15,11,Peer hit peer's target,2.71638,5.314751,3.91444
