Time (s):,User Points:,Peer Points:,Action type:,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
2.3051,0,-1,Peer missed,0,0,0,0,0,0,0.1060044,-0.263595,-0.1264161,302.0657,250.2514,293.7011
3.866661,0,0,Peer hit peer's target,0,0,0,0,0,0,0.1048986,-0.2586218,-0.1258974,305.7928,155.3038,39.08417
3.880715,0,1,Peer hit peer's target,0,0,0,0,0,0,0.1049133,-0.2586245,-0.1258977,305.8371,155.1973,39.27552
4.569724,0,2,Peer hit peer's target,0,0,0,0,0,0,0.104932,-0.2589961,-0.1258702,304.3881,154.6427,40.06421
7.068325,0,3,Peer hit peer's target,0,0,0,0,0,0,0.1048863,-0.2590311,-0.1258665,303.8692,155.5591,38.79898
7.182057,0,4,Peer hit peer's target,0,0,0,0,0,0,0.1048634,-0.2590273,-0.1258659,303.9109,155.3898,38.88756
8.242217,0,5,Peer hit peer's target,0,0,0,0,0,0,0.1048762,-0.2591068,-0.1258618,303.72,154.9336,39.48342
10.54961,0,4,Peer missed,0,0,0,0,0,0,0.1067145,-0.261731,-0.1261427,291.4251,164.3893,37.01658
11.06474,0,3,Peer missed,0,0,0,0,0,0,0.1064242,-0.262932,-0.1263087,284.4231,194.7128,2.068981
12.0919,0,2,Peer missed,0,0,0,0,0,0,0.1031168,-0.2578216,-0.1260409,305.1383,169.2252,15.18932
13.77536,0,1,Peer missed,0,0,0,0,0,0,0.1163594,-0.2646554,-0.1339487,322.439,171.8889,103.9312
15.6572,0,2,Peer hit peer's target,0,0,0,0,0,0,0.1163666,-0.2646579,-0.1339644,322.4535,171.9571,103.9513
17.09508,0,3,Peer hit peer's target,0,0,0,0,0,0,0.1163722,-0.2646476,-0.1339674,322.531,172.0179,103.9269
