Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Left Hand Position x:,Left Hand Position y:,Left Hand Position z:,Left Hand rotation x:,Left Hand rotation y:,Left Hand rotation z:
2018/06/29 - 02:37:09.6527846,0.3001826,0.02965596,0.3226233,0.1499982,13.89432,174.1772,357.7709,0.110864,-0.03182063,-0.05818389,350.1761,172.2662,16.09024
2018/06/29 - 02:37:09.6647762,0.3110247,0.02948749,0.3227215,0.1501166,13.88989,174.218,357.7,0.1103748,-0.03132278,-0.05793143,349.873,172.3451,15.79655
2018/06/29 - 02:37:09.6777170,0.3240832,0.02941657,0.322826,0.1502197,13.78464,174.2984,357.7563,0.1098929,-0.03073841,-0.05760533,349.5719,172.4543,15.57357
2018/06/29 - 02:37:09.6876913,0.3357215,0.02926142,0.3229074,0.1503196,13.69212,174.2989,357.7234,0.109499,-0.03017745,-0.0572875,349.2993,172.6406,15.49395
2018/06/29 - 02:37:09.6976642,0.345865,0.02908069,0.3231044,0.1505324,13.61068,174.3777,357.7284,0.109195,-0.02958774,-0.05702743,349.1131,172.8522,15.54987
2018/06/29 - 02:37:09.7086357,0.3562305,0.02895576,0.3234332,0.1508771,13.4388,174.5199,357.704,0.1089034,-0.02903636,-0.05677316,348.988,173.002,15.60497
2018/06/29 - 02:37:09.7186083,0.3668234,0.02886086,0.3235931,0.1511217,13.23859,174.571,357.7332,0.1086466,-0.02849092,-0.05653826,348.8708,173.0852,15.67081
2018/06/29 - 02:37:09.7315975,0.3779318,0.02881912,0.3238235,0.1514467,13.07257,174.6354,357.7824,0.1083635,-0.0280112,-0.05633028,348.7627,173.2269,15.67437
2018/06/29 - 02:37:09.7405495,0.3892811,0.02886679,0.32411,0.1517611,12.92484,174.6729,357.7585,0.1080549,-0.02755962,-0.05606097,348.6765,173.4103,15.63084
2018/06/29 - 02:37:09.7535158,0.3997873,0.02893304,0.3243011,0.1520788,12.69123,174.6972,357.7484,0.1078047,-0.02718771,-0.05585786,348.9262,173.7123,15.62729
2018/06/29 - 02:37:09.7644857,0.411606,0.02909358,0.32447,0.1523973,12.46986,174.7993,357.7863,0.1074772,-0.02686969,-0.05558045,349.075,174.0829,15.36376
2018/06/29 - 02:37:09.7764773,0.4228759,0.02910196,0.3246663,0.1527525,12.3049,174.7273,357.7615,0.1070814,-0.02666282,-0.05522735,348.7901,174.3636,15.15766
2018/06/29 - 02:37:09.7854301,0.4339877,0.02921972,0.3247692,0.1530919,12.1241,174.759,357.8193,0.1067765,-0.0264282,-0.05486591,348.5338,174.5983,15.0309
2018/06/29 - 02:37:09.7973987,0.4444131,0.0293365,0.324945,0.1534337,11.91301,174.7624,357.844,0.106601,-0.02623093,-0.05453047,348.3236,174.7626,14.98448
2018/06/29 - 02:37:09.8093652,0.4559598,0.02947679,0.3252983,0.1537549,11.62062,174.7586,357.8387,0.1064284,-0.02611822,-0.05420677,348.214,174.8866,14.95672
2018/06/29 - 02:37:09.8193384,0.4670048,0.02969398,0.3257512,0.1539982,11.2107,174.745,357.6841,0.1062798,-0.02612041,-0.05389436,348.272,175.023,14.85489
2018/06/29 - 02:37:09.8313061,0.4781939,0.02976143,0.3262598,0.1541683,10.70269,174.7242,357.7089,0.1061029,-0.02614808,-0.05360788,348.4225,175.2861,14.69407
2018/06/29 - 02:37:09.8422771,0.4890054,0.02990298,0.3267503,0.1543204,10.16507,174.7486,357.6898,0.1059714,-0.02626189,-0.05328678,348.5364,175.5694,14.57712
2018/06/29 - 02:37:09.8532475,0.5003442,0.02999456,0.3272772,0.1544288,9.643795,174.7844,357.6947,0.1059096,-0.02635135,-0.05287682,348.4438,175.8407,14.50969
2018/06/29 - 02:37:09.8652155,0.5112916,0.03004511,0.3277996,0.1545255,9.057888,174.7852,357.7314,0.1059456,-0.02647849,-0.05251472,348.3253,176.0067,14.51608
2018/06/29 - 02:37:09.8761862,0.5237368,0.03012502,0.3284484,0.1546281,8.448673,174.777,357.7293,0.1060817,-0.02673315,-0.05225665,348.2787,176.0509,14.53651
2018/06/29 - 02:37:09.8861596,0.5336744,0.03014037,0.329201,0.1547328,7.788213,174.7795,357.8358,0.1062203,-0.02704541,-0.05202465,348.273,176.0547,14.49321
2018/06/29 - 02:37:09.8971312,0.5448864,0.03016746,0.3299879,0.1547726,6.938002,174.7974,357.9117,0.1064164,-0.02749792,-0.05184155,348.2476,175.9884,14.44625
2018/06/29 - 02:37:09.9081016,0.5550899,0.03014075,0.3309286,0.1548361,6.032054,174.8126,357.9585,0.106557,-0.02782232,-0.05177798,348.2762,175.9338,14.43037
2018/06/29 - 02:37:09.9190715,0.5662944,0.03002584,0.3318858,0.1550272,5.18417,174.833,358.0485,0.1067633,-0.02858618,-0.05148798,348.2941,176.0037,14.38192
2018/06/29 - 02:37:09.9310403,0.577985,0.02989586,0.3327358,0.1552519,4.377344,174.8604,358.122,0.1068887,-0.02946874,-0.05123789,348.2687,176.1561,14.32215
2018/06/29 - 02:37:09.9410126,0.5890835,0.02974584,0.3335548,0.1555182,3.604772,174.8997,358.1272,0.1069287,-0.03041688,-0.05120548,348.341,176.3409,14.20304
2018/06/29 - 02:37:09.9529820,0.5999356,0.02954838,0.3343624,0.1558703,2.900479,175.0122,358.2258,0.1069086,-0.03145362,-0.05130067,348.5018,176.4725,14.05342
2018/06/29 - 02:37:09.9629537,0.6113381,0.02938593,0.3351913,0.1562186,2.175426,175.1323,358.2647,0.1068729,-0.03249989,-0.05145882,348.6571,176.5783,13.98356
2018/06/29 - 02:37:09.9769185,0.6222695,0.02911539,0.3358909,0.1565666,1.374724,175.214,358.356,0.1068114,-0.03361749,-0.05174115,348.8611,176.6461,13.95329
2018/06/29 - 02:37:09.9858930,0.6343681,0.02887508,0.3366237,0.1568953,0.7124969,175.2555,358.3703,0.1067198,-0.03467587,-0.05203205,349.0526,176.7133,13.9293
2018/06/29 - 02:37:09.9978604,0.6445981,0.02869654,0.3371925,0.1572086,0.1033436,175.3428,358.3813,0.1066064,-0.03572139,-0.05227006,349.1244,176.7797,13.96593
2018/06/29 - 02:37:10.0088319,0.6556166,0.02848792,0.3377366,0.1576188,359.5941,175.4196,358.3383,0.1064403,-0.03672267,-0.0525911,349.1975,176.8121,13.96214
2018/06/29 - 02:37:10.0198021,0.6672972,0.02815941,0.3382269,0.1579908,359.0648,175.4846,358.4085,0.1062692,-0.03765623,-0.05304065,349.3627,176.8255,13.88374
2018/06/29 - 02:37:10.0307722,0.6785169,0.02785423,0.3387957,0.1582487,358.4969,175.6283,358.4697,0.1060532,-0.0384314,-0.05349225,349.5287,176.851,13.77157
2018/06/29 - 02:37:10.0417472,0.6895149,0.02757796,0.3394885,0.1584135,357.845,175.8178,358.5167,0.1058438,-0.03908937,-0.05387146,349.6398,176.9676,13.72343
2018/06/29 - 02:37:10.0537115,0.7008955,0.02725234,0.3401816,0.1585307,357.1235,175.9869,358.5325,0.1057147,-0.0394686,-0.05418686,349.6646,177.1048,13.776
2018/06/29 - 02:37:10.0646933,0.7118466,0.02693164,0.3408915,0.1587784,356.5476,176.1536,358.4701,0.1055995,-0.03974871,-0.05448556,349.6807,177.1936,13.88784
2018/06/29 - 02:37:10.0766502,0.7241607,0.02660328,0.3414666,0.159089,356.0556,176.295,358.4003,0.1055,-0.03988034,-0.05478602,349.7159,177.2455,14.02377
2018/06/29 - 02:37:10.0878558,0.7346459,0.02632414,0.3418655,0.15941,355.6276,176.4922,358.3551,0.1053916,-0.03992064,-0.05509316,349.79,177.2062,14.11126
2018/06/29 - 02:37:10.0968317,0.7455074,0.02601993,0.3422923,0.1597617,355.1876,176.6622,358.2711,0.1052418,-0.03989835,-0.05536716,349.763,177.1525,14.16565
2018/06/29 - 02:37:10.1087997,0.7562488,0.0257485,0.3428408,0.1600347,354.748,176.8478,358.1802,0.105085,-0.039749,-0.05556646,349.6229,177.0894,14.21329
2018/06/29 - 02:37:10.1197934,0.7671325,0.0254977,0.343555,0.1602463,354.2129,177.029,358.088,0.1048511,-0.03962418,-0.05589467,349.5052,176.9646,14.27925
2018/06/29 - 02:37:10.1317387,0.7785979,0.02525111,0.3443398,0.1603941,353.6316,177.2285,358.1098,0.1046428,-0.03936956,-0.05623754,349.3766,176.7767,14.35083
2018/06/29 - 02:37:10.1417118,0.7901318,0.02497847,0.345102,0.1605994,353.0513,177.3612,358.091,0.1044196,-0.03909498,-0.05662867,349.3413,176.6596,14.47274
2018/06/29 - 02:37:10.1586664,0.8010249,0.0248114,0.3456807,0.1608436,352.5164,177.5923,358.0943,0.1040905,-0.03878617,-0.0570229,349.3445,176.6846,14.60543
2018/06/29 - 02:37:10.1676414,0.8120888,0.02468089,0.3461115,0.1611423,352.1228,177.7543,358.0808,0.1036481,-0.03847082,-0.05738484,349.3224,176.8028,14.73586
2018/06/29 - 02:37:10.1756212,0.8262376,0.02453331,0.346489,0.161388,351.6618,177.895,358.1126,0.1032171,-0.03816351,-0.05772,349.2781,176.8408,14.83118
2018/06/29 - 02:37:10.1855935,0.8343801,0.02451341,0.3468117,0.1617095,351.3486,178.0913,358.1711,0.1027233,-0.03778523,-0.05806443,349.2362,176.8684,14.88704
2018/06/29 - 02:37:10.1985599,0.8451076,0.02448432,0.3470472,0.1620711,351.0441,178.1455,358.1652,0.1023003,-0.03735128,-0.05840415,349.1622,176.823,14.96034
2018/06/29 - 02:37:10.2095306,0.8565531,0.02449971,0.3472703,0.1623729,350.7268,178.247,358.1919,0.1019229,-0.0368923,-0.0586287,348.9848,176.6592,15.04176
2018/06/29 - 02:37:10.2195035,0.8677772,0.02449608,0.3474463,0.1626293,350.4877,178.263,358.3007,0.1015079,-0.03646863,-0.05885341,348.8007,176.527,15.04608
2018/06/29 - 02:37:10.2314717,0.8788367,0.0245474,0.3476051,0.162822,350.2556,178.2631,358.3307,0.1010904,-0.0360392,-0.05918732,348.6583,176.3666,14.96324
2018/06/29 - 02:37:10.2414446,0.8896541,0.02459952,0.3477027,0.1629008,350.0646,178.2413,358.4365,0.1006976,-0.03567271,-0.05951473,348.6179,176.2432,14.88527
2018/06/29 - 02:37:10.2534211,0.9007725,0.02474294,0.3479599,0.1630147,349.9522,178.2511,358.4802,0.1002757,-0.03533076,-0.05974989,348.5617,176.2305,14.89262
2018/06/29 - 02:37:10.2643830,0.9118533,0.0248362,0.3481052,0.1629745,349.71,178.1734,358.5631,0.09985453,-0.03512331,-0.059909,348.6063,176.4322,14.96712
2018/06/29 - 02:37:10.2763524,0.924028,0.02497808,0.348232,0.1628904,349.4987,178.0823,358.6438,0.09933478,-0.03483801,-0.06013243,348.6217,176.5917,15.00003
2018/06/29 - 02:37:10.2873217,0.9344412,0.02520049,0.3483492,0.1627792,349.3168,178.0652,358.7145,0.09881938,-0.03462559,-0.06019412,348.5705,176.6828,14.91592
2018/06/29 - 02:37:10.2982935,0.9455311,0.02541176,0.348498,0.1627548,349.2647,177.9372,358.6819,0.09828773,-0.03441558,-0.06024689,348.5336,176.7923,14.78656
2018/06/29 - 02:37:10.3092625,0.9566628,0.02556085,0.3485295,0.1626752,349.1632,177.804,358.8055,0.0977954,-0.03416074,-0.06033179,348.5092,176.8851,14.63568
2018/06/29 - 02:37:10.3192368,0.9674905,0.02585861,0.3485365,0.1625211,349.0983,177.7081,358.8064,0.09729231,-0.03388404,-0.06028874,348.3811,176.927,14.45904
2018/06/29 - 02:37:10.3312040,0.978577,0.02603662,0.3485503,0.1624024,349.0579,177.5438,358.8846,0.09677827,-0.03367284,-0.06011566,348.1704,176.9423,14.2389
2018/06/29 - 02:37:10.3421750,0.9898219,0.02625928,0.3485716,0.1622866,349.0211,177.4615,358.9315,0.09627857,-0.03347047,-0.05999996,348.0387,176.9564,13.97442
2018/06/29 - 02:37:10.3541432,1.001196,0.02645694,0.3485498,0.1621247,348.9124,177.3286,358.9659,0.09577592,-0.03321478,-0.05984282,347.8972,177.0465,13.72396
2018/06/29 - 02:37:10.3641269,1.012042,0.02661122,0.3485429,0.1620086,348.8221,177.1655,358.9794,0.09524917,-0.03294287,-0.05954285,347.731,177.2959,13.59479
2018/06/29 - 02:37:10.3761068,1.023655,0.02682651,0.3485487,0.1619249,348.8429,177.1028,359.0549,0.09468997,-0.03262097,-0.05919377,347.5495,177.6519,13.51105
2018/06/29 - 02:37:10.3870787,1.034337,0.0270695,0.3484951,0.1617972,348.8303,177.0146,359.0621,0.09399591,-0.03228601,-0.05881418,347.3858,178.2572,13.41963
2018/06/29 - 02:37:10.3980357,1.045663,0.02722839,0.348369,0.1616707,348.9064,176.8875,359.2029,0.09334606,-0.03191751,-0.05841499,347.2092,178.8493,13.32535
2018/06/29 - 02:37:10.4100037,1.056968,0.02748282,0.3481718,0.1614972,348.9931,176.7454,359.239,0.09279179,-0.03156506,-0.05798678,347.0754,179.2982,13.33252
2018/06/29 - 02:37:10.4199771,1.067896,0.02772167,0.3479395,0.1614086,349.2148,176.6208,359.3304,0.09229953,-0.03106317,-0.05741863,346.781,179.6591,13.31092
2018/06/29 - 02:37:10.4319516,1.079009,0.02796155,0.3476608,0.1613372,349.4518,176.5316,359.439,0.09186481,-0.03064226,-0.05711881,346.5323,179.9172,13.30737
2018/06/29 - 02:37:10.4419331,1.090103,0.02801979,0.3473577,0.1614208,349.775,176.3725,359.5684,0.0914249,-0.03028615,-0.05687759,346.3748,179.8965,13.125
2018/06/29 - 02:37:10.4538871,1.101285,0.02811657,0.3470698,0.1613864,350.0492,176.2683,359.6819,0.0909584,-0.02993828,-0.05661639,346.2055,179.951,12.89157
2018/06/29 - 02:37:10.4658602,1.112373,0.02832496,0.3467955,0.1612803,350.3185,176.2805,359.7534,0.09045597,-0.02962398,-0.05637873,346.0102,180.1209,12.67971
2018/06/29 - 02:37:10.4768244,1.124695,0.02842933,0.3465784,0.1613004,350.6593,176.2024,359.8101,0.0899421,-0.02931887,-0.05620505,345.9275,180.402,12.49993
2018/06/29 - 02:37:10.4877968,1.1346,0.02854648,0.3462906,0.161225,350.9077,176.1548,359.8777,0.08952554,-0.02899956,-0.05612472,345.9309,180.6524,12.43096
2018/06/29 - 02:37:10.4977688,1.145701,0.02869841,0.3461131,0.1611129,351.2256,176.1054,359.9244,0.08922215,-0.02867978,-0.05610928,345.95,180.8099,12.42657
2018/06/29 - 02:37:10.5097447,1.156947,0.02891598,0.3459833,0.1609798,351.5607,176.0982,359.9066,0.08900596,-0.02836409,-0.05615675,346.0296,180.8604,12.41196
2018/06/29 - 02:37:10.5197216,1.168237,0.02911177,0.3457434,0.1607664,351.816,176.0787,359.9425,0.08881642,-0.02800608,-0.05616725,346.0907,180.9184,12.41204
2018/06/29 - 02:37:10.5316782,1.178866,0.02930306,0.3455462,0.1605896,352.1279,176.0697,359.9684,0.08866934,-0.0276516,-0.0561428,346.113,180.9863,12.4243
2018/06/29 - 02:37:10.5426489,1.189818,0.02946436,0.34532,0.160408,352.3897,176.0242,359.9735,0.08852965,-0.02731966,-0.05619968,346.1702,181.0108,12.40443
2018/06/29 - 02:37:10.5546166,1.201414,0.0296015,0.3451934,0.1602982,352.7365,175.9706,0.02195956,0.08846957,-0.02699836,-0.05638113,346.3231,180.902,12.37239
2018/06/29 - 02:37:10.5645900,1.212351,0.02980831,0.345009,0.1601613,352.9375,175.953,0.02039916,0.0884821,-0.02670301,-0.05666847,346.5765,180.6521,12.31634
2018/06/29 - 02:37:10.5765574,1.223437,0.02993566,0.3448022,0.1601148,353.0688,175.9296,0.07173304,0.08848034,-0.02633023,-0.05688011,346.7479,180.4856,12.29163
2018/06/29 - 02:37:10.5885302,1.234738,0.03007005,0.3446716,0.1601583,353.1671,175.9012,0.07321471,0.08859968,-0.02591339,-0.0570024,346.8257,180.4212,12.46121
2018/06/29 - 02:37:10.5984988,1.246009,0.03019884,0.3445944,0.1602288,353.2921,175.8956,0.139153,0.08872745,-0.02555918,-0.05710598,346.9221,180.3857,12.64492
2018/06/29 - 02:37:10.6114644,1.257054,0.03028543,0.3445394,0.1602958,353.3419,175.8126,0.192813,0.08883832,-0.02524375,-0.05723886,347.0656,180.2968,12.76285
2018/06/29 - 02:37:10.6214375,1.269345,0.03042015,0.3444872,0.1603745,353.4828,175.7606,0.2542497,0.08894928,-0.02492602,-0.0573733,347.1807,180.1704,12.83405
2018/06/29 - 02:37:10.6324085,1.280108,0.03058521,0.3444303,0.1604955,353.6136,175.7357,0.2463664,0.08908566,-0.02460006,-0.0574607,347.222,180.0688,12.91003
2018/06/29 - 02:37:10.6423823,1.290215,0.03063155,0.3443306,0.1606424,353.7637,175.6792,0.3554698,0.0892292,-0.02430936,-0.05750083,347.2271,180.0073,12.99978
2018/06/29 - 02:37:10.6533527,1.301117,0.03076712,0.3442093,0.160813,353.9464,175.6689,0.3556144,0.08930846,-0.02410578,-0.05749727,347.2056,179.9662,13.08464
2018/06/29 - 02:37:10.6643231,1.311947,0.03090623,0.3439835,0.1609177,354.1339,175.6388,0.4156668,0.08937088,-0.02393703,-0.05755794,347.2188,179.8732,13.12387
2018/06/29 - 02:37:10.6772883,1.323106,0.03099952,0.3437999,0.1610914,354.4637,175.5911,0.4629497,0.08944519,-0.02374114,-0.05762987,347.2334,179.7454,13.13821
2018/06/29 - 02:37:10.6862648,1.335145,0.03117744,0.3434854,0.161159,354.789,175.5949,0.4883894,0.08953016,-0.023582,-0.05766383,347.2267,179.6108,13.17484
2018/06/29 - 02:37:10.6982325,1.345238,0.03124277,0.3430679,0.1611835,355.1231,175.5356,0.6351882,0.08964781,-0.02339832,-0.05774311,347.2081,179.4849,13.20968
2018/06/29 - 02:37:10.7102002,1.3569,0.03141885,0.3427139,0.1612936,355.6001,175.5159,0.5939386,0.08975384,-0.02320955,-0.05781718,347.1768,179.3279,13.20211
2018/06/29 - 02:37:10.7201733,1.367887,0.03153741,0.342319,0.1613264,355.9676,175.4851,0.6170842,0.08985484,-0.0229845,-0.05785469,347.1646,179.243,13.17616
2018/06/29 - 02:37:10.7321416,1.378876,0.03163812,0.3420405,0.1613351,356.2917,175.4632,0.644209,0.08995073,-0.02274221,-0.05784222,347.122,179.2699,13.18884
2018/06/29 - 02:37:10.7421244,1.390035,0.031738,0.341812,0.1612588,356.5067,175.4071,0.6683543,0.09000335,-0.02258762,-0.05781905,347.1046,179.296,13.17305
2018/06/29 - 02:37:10.7540830,1.400815,0.03183439,0.3416625,0.1611368,356.6447,175.3574,0.7020692,0.09013433,-0.0222124,-0.05789058,347.0966,179.2327,13.11605
2018/06/29 - 02:37:10.7640562,1.412264,0.0320067,0.341602,0.1610154,356.8437,175.3278,0.71426,0.09026594,-0.02171494,-0.05790189,347.0147,179.1877,12.97265
2018/06/29 - 02:37:10.7760244,1.423013,0.03215387,0.3414163,0.1608087,356.9394,175.2907,0.7158074,0.09040149,-0.02132186,-0.05785728,346.885,179.0951,12.86477
2018/06/29 - 02:37:10.7879921,1.434234,0.03227335,0.3412693,0.1606933,357.209,175.2343,0.7134426,0.09062327,-0.02089615,-0.05777198,346.7468,178.9361,12.76066
2018/06/29 - 02:37:10.7979693,1.445626,0.03239034,0.3410133,0.1605998,357.4927,175.2097,0.7757696,0.09092285,-0.02045463,-0.05771492,346.6287,178.7651,12.73005
2018/06/29 - 02:37:10.8099330,1.457003,0.03250498,0.3406325,0.1605261,357.6903,175.1677,0.7908481,0.09141981,-0.01995299,-0.05764122,346.4696,178.5011,12.82082
2018/06/29 - 02:37:10.8199076,1.468056,0.03260303,0.3403582,0.1605373,357.922,175.0585,0.7403785,0.09190295,-0.01952449,-0.05758666,346.3276,178.2641,12.92579
2018/06/29 - 02:37:10.8318744,1.479138,0.03270426,0.3401602,0.1605577,358.1552,174.9762,0.7471986,0.09243637,-0.01913624,-0.0575451,346.218,178.0413,13.03855
2018/06/29 - 02:37:10.8418487,1.49034,0.0328557,0.3399988,0.1605432,358.3314,174.8965,0.7090894,0.09298052,-0.01882033,-0.05750314,346.145,177.846,13.12351
2018/06/29 - 02:37:10.8548409,1.501458,0.03299642,0.3398286,0.1605075,358.4503,174.826,0.7262281,0.09353807,-0.01853569,-0.05747959,346.1355,177.6643,13.17739
2018/06/29 - 02:37:10.8647860,1.512657,0.03314882,0.339727,0.1604862,358.6203,174.7003,0.6962334,0.09409387,-0.01833551,-0.05737314,346.0851,177.4559,13.25336
2018/06/29 - 02:37:10.8777518,1.523594,0.03333759,0.339581,0.1604598,358.813,174.5747,0.6919467,0.09460883,-0.01819161,-0.0572818,346.0308,177.3054,13.22905
2018/06/29 - 02:37:10.8877443,1.535542,0.03355943,0.3393587,0.160397,359.0092,174.4797,0.7605188,0.09523265,-0.0180827,-0.05728306,345.9819,177.0981,13.12036
2018/06/29 - 02:37:10.8976987,1.545652,0.03377679,0.3391478,0.1604592,359.3014,174.29,0.7107772,0.09608287,-0.0179374,-0.05732789,345.9001,176.6024,13.13343
2018/06/29 - 02:37:10.9096675,1.55673,0.03396213,0.3388414,0.1604855,359.5857,174.0984,0.7569773,0.09715501,-0.01790147,-0.05752885,345.9195,175.8703,13.24126
2018/06/29 - 02:37:10.9196398,1.56784,0.03422523,0.338504,0.1605419,359.9875,173.9117,0.8058522,0.09815882,-0.01798457,-0.05784906,346.1102,175.2541,13.27094
2018/06/29 - 02:37:10.9316080,1.578771,0.03456365,0.338089,0.1605096,0.3450861,173.7059,0.8096846,0.09905811,-0.01821472,-0.05828463,346.4891,174.7787,13.18557
2018/06/29 - 02:37:10.9415815,1.589889,0.03487562,0.3377179,0.1604852,0.8677347,173.4042,0.8828,0.09991378,-0.01846178,-0.05871222,346.8971,174.4432,13.15252
2018/06/29 - 02:37:10.9565407,1.601055,0.03533167,0.3371849,0.1603371,1.346202,173.1494,0.9697375,0.1007466,-0.01875823,-0.05909581,347.2669,174.2387,13.16807
2018/06/29 - 02:37:10.9645199,1.614612,0.03575078,0.3366901,0.1602413,1.800129,172.8688,1.02295,0.1015964,-0.0190384,-0.05943398,347.6155,174.0917,13.27184
2018/06/29 - 02:37:10.9764879,1.623815,0.03618546,0.3361978,0.1601026,2.299635,172.5048,1.078169,0.1024996,-0.01932109,-0.0597548,347.9351,173.9555,13.44473
2018/06/29 - 02:37:10.9864605,1.634907,0.03668731,0.3357776,0.1599564,2.755393,172.1988,1.116017,0.1034178,-0.01966224,-0.06003359,348.2406,173.8017,13.63778
