Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Target position x:,Target position y:,Target position z:
2018/06/29 - 02:37:14.0422535,4.699599,1,0,Peer hit user's target,0.8849025,3.519416,4.788833
2018/06/29 - 02:37:16.3552776,7.012514,1,0,Peer hit user's target,2.54687,3.599864,-4.269691
2018/06/29 - 02:37:27.8102834,18.46759,6,0,Peer hit user's target,-2.58744,6.481632,-4.180684
2018/06/29 - 02:37:32.0332119,22.69032,5,0,Peer hit user's target,-3.909252,4.666301,3.974738
2018/06/29 - 02:37:35.4649426,26.12308,7,0,Peer hit user's target,-4.38065,2.258914,-2.157848
2018/06/29 - 02:37:36.3987391,27.05696,7,1,Peer hit peer's target,-2.204403,3.036323,5.160183
2018/06/29 - 02:37:36.6203942,27.27857,7,2,Peer hit peer's target,0.8931648,4.096499,-4.243925
2018/06/29 - 02:37:40.1099952,30.7677,8,3,Peer hit peer's target,2.838415,5.993586,3.938045
2018/06/29 - 02:37:40.6325766,31.29,8,4,Peer hit peer's target,-2.477609,7.506987,3.917822
2018/06/29 - 02:37:41.9100617,32.56733,8,5,Peer hit peer's target,1.336526,2.740813,-3.246606
2018/06/29 - 02:37:43.6314005,34.28915,10,6,Peer hit peer's target,4.399488,3.598609,1.713549
2018/06/29 - 02:37:45.8656911,36.5245,11,5,Peer missed, , , 
2018/06/29 - 02:37:45.9664228,36.62461,11,6,Peer hit peer's target,-2.913495,8.547875,2.266826
2018/06/29 - 02:37:47.7983627,38.45687,13,7,Peer hit peer's target,-3.15907,4.051049,-4.357289
2018/06/29 - 02:37:51.2005652,41.85757,14,8,Peer hit peer's target,-4.476025,4.186352,-1.723776
2018/06/29 - 02:37:54.3557256,45.01304,15,7,Peer missed, , , 
2018/06/29 - 02:37:54.4554586,45.11272,15,8,Peer hit peer's target,-5.107169,6.058948,1.527956
2018/06/29 - 02:37:54.5133702,45.17051,15,9,Peer hit peer's target,3.34931,6.951993,2.235513
2018/06/29 - 02:37:55.2793206,45.93713,15,10,Peer hit peer's target,2.917903,5.71088,2.921752
