2018/06/28 - 02:25:19.8755010,2.233348,0,0,User missed, , , 
2018/06/28 - 02:25:20.1956509,2.555021,1,0,User hit user's target,4.693605,3.565873,0.1464245
2018/06/28 - 02:25:24.8098943,7.166191,0,2,User missed, , , 
2018/06/28 - 02:25:25.4446939,7.800897,0,1,User missed, , , 
2018/06/28 - 02:25:25.6880437,8.044282,1,1,User hit user's target,-2.510153,7.552515,-2.99879
2018/06/28 - 02:25:26.2994165,8.655655,0,0,User missed, , , 
2018/06/28 - 02:25:26.6421337,8.998445,1,0,User hit user's target,-4.285573,2.282179,0.05407484
2018/06/28 - 02:25:27.3867939,9.743499,0,0,User missed, , , 
2018/06/28 - 02:25:27.7458333,10.10089,1,0,User hit user's target,-4.576534,2.994418,-1.675073
2018/06/28 - 02:25:30.2958490,12.65357,0,0,User missed, , , 
2018/06/28 - 02:25:30.6738372,13.03143,1,0,User hit user's target,-4.473776,4.085443,-2.214615
2018/06/28 - 02:25:31.7650048,14.12173,0,0,User missed, , , 
2018/06/28 - 02:25:32.3760770,14.73367,1,0,User hit user's target,-2.758687,7.382112,-1.877569
2018/06/28 - 02:25:33.4668353,15.82256,1,0,User missed, , , 
2018/06/28 - 02:25:34.6430464,16.99929,1,0,User missed, , , 
2018/06/28 - 02:25:37.9312698,20.28898,0,0,User missed, , , 
2018/06/28 - 02:25:38.2881463,20.64451,1,0,User hit user's target,1.468506,5.73289,4.08245
2018/06/28 - 02:25:39.3998971,21.75599,2,0,User hit user's target,-0.05081007,4.845181,4.577103
2018/06/28 - 02:25:41.6446072,24.0012,3,0,User hit user's target,-1.911296,4.995236,5.454838
2018/06/28 - 02:25:42.1323024,24.48959,4,0,User hit user's target,-0.2126701,6.422482,5.163416
2018/06/28 - 02:25:42.5765734,24.93402,5,1,User hit user's target,-0.9425621,7.812722,4.55405
2018/06/28 - 02:25:44.1547476,26.51189,6,3,User hit user's target,3.558863,5.115252,3.885112
2018/06/28 - 02:25:45.0096577,27.3675,5,4,User missed, , , 
2018/06/28 - 02:25:45.3307978,27.68746,4,5,User missed, , , 
2018/06/28 - 02:25:45.6423515,27.99884,5,5,User hit user's target,5.11649,5.963088,-0.1951536
2018/06/28 - 02:25:46.3314588,28.68854,6,5,User hit user's target,4.500481,4.965712,-1.503173
2018/06/28 - 02:25:47.8247027,30.17807,7,5,User hit user's target,-6.156695,5.058637,1.42615
2018/06/28 - 02:25:48.3768256,30.73376,6,4,User missed, , , 
2018/06/28 - 02:25:48.7438613,31.09989,7,5,User hit user's target,-1.141807,6.816178,4.265958
2018/06/28 - 02:25:49.3275381,31.68387,6,6,User missed, , , 
2018/06/28 - 02:25:49.7424479,32.09925,5,6,User missed, , , 
2018/06/28 - 02:25:50.0097462,32.36623,6,6,User hit user's target,1.799373,6.145524,4.405797
2018/06/28 - 02:25:50.5772364,32.93476,5,6,User missed, , , 
2018/06/28 - 02:25:50.8656279,33.22235,4,6,User missed, , , 
2018/06/28 - 02:25:51.0995792,33.45557,5,6,User hit user's target,1.364688,5.531069,5.513852
2018/06/28 - 02:25:51.3544831,33.71133,4,6,User missed, , , 
2018/06/28 - 02:25:52.4114083,34.76823,5,7,User hit user's target,-0.5415722,6.847919,4.056113
2018/06/28 - 02:25:53.3434208,35.69976,4,5,User missed, , , 
2018/06/28 - 02:25:53.6436185,35.99967,3,5,User missed, , , 
2018/06/28 - 02:25:53.8750202,36.23293,4,5,User hit user's target,-1.068622,3.176317,3.85905
2018/06/28 - 02:25:54.1004624,36.45572,3,5,User missed, , , 
2018/06/28 - 02:25:54.4455398,36.80135,4,4,User hit user's target,2.756515,2.65894,3.915348
2018/06/28 - 02:25:54.6659550,37.02211,3,4,User missed, , , 
2018/06/28 - 02:25:56.0094253,38.36702,4,2,User hit user's target,-1.784363,4.114172,4.862754
2018/06/28 - 02:25:57.2514787,39.6084,5,2,User hit user's target,-1.645944,4.059219,4.561731
2018/06/28 - 02:25:58.1296477,40.48668,4,3,User missed, , , 
2018/06/28 - 02:25:58.4986588,40.85556,5,4,User hit user's target,0.5016168,2.891397,5.374396
2018/06/28 - 02:25:59.7862411,42.14064,4,4,User missed, , , 
2018/06/28 - 02:26:00.3948062,42.75194,5,4,User hit user's target,2.335008,2.340884,5.017599
2018/06/28 - 02:26:01.1090625,43.46515,6,3,User hit user's target,-3.138707,6.685137,4.124472
2018/06/28 - 02:26:02.7216704,45.07778,5,2,User missed, , , 
2018/06/28 - 02:26:03.0329147,45.38935,4,2,User missed, , , 
2018/06/28 - 02:26:03.5769426,45.93447,5,2,User hit user's target,-2.519222,8.350746,2.286194
2018/06/28 - 02:26:04.2513296,46.60864,6,1,User hit user's target,-5.138673,5.171727,1.761745
2018/06/28 - 02:26:05.2447920,47.60049,7,1,User hit user's target,-4.146336,8.187541,1.532956
2018/06/28 - 02:26:06.7240216,49.07975,8,2,User hit user's target,-3.145416,5.777692,3.342244
2018/06/28 - 02:26:09.2461459,51.60236,7,4,User missed, , , 
2018/06/28 - 02:26:09.5224454,51.87827,8,5,User hit user's target,3.223165,2.645061,3.230119
2018/06/28 - 02:26:10.0331948,52.39027,9,5,User hit user's target,-0.974312,6.266185,4.308313
2018/06/28 - 02:26:10.4780096,52.83467,8,5,User missed, , , 
2018/06/28 - 02:26:10.8435295,53.20014,9,5,User hit user's target,-4.662611,5.083738,2.32317
2018/06/28 - 02:26:11.3322393,53.68901,10,5,User hit user's target,-4.954059,2.140857,-0.03074211
2018/06/28 - 02:26:12.1343018,54.49068,11,5,User hit user's target,-3.291337,7.876006,2.203796
2018/06/28 - 02:26:13.8549929,56.21223,10,7,User missed, , , 
2018/06/28 - 02:26:14.1661601,56.52259,9,7,User missed, , , 
2018/06/28 - 02:26:14.4494026,56.80023,8,7,User missed, , , 
2018/06/28 - 02:26:14.7216749,57.07845,7,6,User missed, , , 
2018/06/28 - 02:26:14.9999294,57.35604,6,6,User missed, , , 
2018/06/28 - 02:26:15.1894273,57.54518,7,6,User hit user's target,5.11028,3.619826,-2.003924
2018/06/28 - 02:26:15.3978688,57.75535,6,6,User missed, , , 
2018/06/28 - 02:26:15.8888331,58.24479,5,6,User missed, , , 
2018/06/28 - 02:26:16.2324181,58.58987,6,6,User hit user's target,4.28546,3.742009,-1.646176
2018/06/28 - 02:26:17.3444420,59.70111,7,5,User hit user's target,4.425041,5.414125,0.5226513
2018/06/28 - 02:26:17.8842456,60.24042,8,5,User hit user's target,4.741604,5.717249,1.706123
2018/06/28 - 02:26:18.5225370,60.87889,7,4,User missed, , , 
2018/06/28 - 02:26:18.8556658,61.21225,8,4,User hit user's target,4.091999,5.664226,3.155696
2018/06/28 - 02:26:21.7014038,64.05767,7,3,User missed, , , 
2018/06/28 - 02:26:21.9997346,64.35632,8,4,User hit user's target,-4.429337,3.304124,-0.5528235
2018/06/28 - 02:26:25.4121817,67.76838,7,5,User missed, , , 
2018/06/28 - 02:26:25.7333809,68.09044,8,5,User hit user's target,2.036428,4.749707,3.976929
2018/06/28 - 02:26:26.2450687,68.60069,9,5,User hit user's target,2.61626,3.509532,3.125592
2018/06/28 - 02:26:28.1006737,70.45687,10,9,User hit user's target,1.029904,3.742031,4.934048
2018/06/28 - 02:26:28.5544601,70.91191,9,9,User missed, , , 
2018/06/28 - 02:26:28.8560294,71.21275,10,9,User hit user's target,-0.237505,2.267598,4.657421
