Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
2018/06/28 - 02:25:17.6526498,0,-0.006927628,-0.05360429,-0.0157517,352.3322,18.5421,3.443456,0.175458,-0.3814564,0.05816564,343.2236,24.2894,345.2013
2018/06/28 - 02:25:17.6636211,0.01068029,-0.007947937,-0.05364762,-0.01626819,352.3341,17.87101,3.452094,0.1732477,-0.3807676,0.06032068,343.1361,23.52397,345.1666
2018/06/28 - 02:25:17.6735951,0.02246423,-0.008985177,-0.05368626,-0.01647434,352.3211,17.17759,3.467872,0.1710239,-0.3800721,0.06245565,343.038,22.77229,345.134
2018/06/28 - 02:25:17.6865609,0.03386872,-0.01005686,-0.05365902,-0.01678088,352.4149,16.47978,3.505945,0.1687667,-0.3793731,0.0645867,342.9325,22.03679,345.0928
2018/06/28 - 02:25:17.6975316,0.04538726,-0.01110677,-0.0536969,-0.01702292,352.4067,15.80258,3.560264,0.1664403,-0.3786508,0.0666654,342.8127,21.29712,345.0579
2018/06/28 - 02:25:17.7075048,0.05633323,-0.01223987,-0.05370842,-0.01715054,352.4697,15.1407,3.57814,0.1641033,-0.377931,0.06873217,342.7153,20.53527,345.043
2018/06/28 - 02:25:17.7214664,0.06801306,-0.01329203,-0.05376742,-0.0172075,352.5104,14.42472,3.670455,0.1615738,-0.3771298,0.07116615,342.6015,19.71961,345.0668
2018/06/28 - 02:25:17.7314390,0.08073139,-0.01435797,-0.05384818,-0.01725096,352.5468,13.73769,3.739008,0.1590585,-0.3763407,0.07337242,342.4763,18.88256,345.0931
2018/06/28 - 02:25:17.7424115,0.09069773,-0.01547498,-0.05394325,-0.01739565,352.5704,13.06298,3.736269,0.1564322,-0.3755597,0.07534285,342.3078,17.98676,345.155
2018/06/28 - 02:25:17.7533802,0.1014665,-0.01758312,-0.0541213,-0.01806892,352.6698,11.64936,3.814718,0.1511725,-0.3740776,0.07923151,341.9882,16.2151,345.3484
2018/06/28 - 02:25:17.7653481,0.1133329,-0.01762366,-0.05419001,-0.01820826,352.6663,11.70696,3.885951,0.1510234,-0.374088,0.0792341,341.9587,16.16994,345.452
2018/06/28 - 02:25:17.7753233,0.1241327,-0.01867282,-0.05430841,-0.01866112,352.6888,11.00045,3.909818,0.1482919,-0.3734209,0.08107849,341.7733,15.26633,345.646
2018/06/28 - 02:25:17.7882871,0.1350263,-0.01972332,-0.05443801,-0.01886534,352.6327,10.33833,3.965963,0.1455688,-0.372766,0.08284354,341.5816,14.39404,345.8312
2018/06/28 - 02:25:17.7982603,0.1461355,-0.02075069,-0.05446513,-0.01914441,352.6557,9.671723,4.055191,0.1428354,-0.3721099,0.08457112,341.3616,13.5527,345.9965
2018/06/28 - 02:25:17.8062389,0.1576307,-0.02187632,-0.05451752,-0.01946591,352.6319,9.041229,4.077862,0.1400749,-0.3715386,0.08622796,341.1774,12.74063,346.1674
2018/06/28 - 02:25:17.8192047,0.1665244,-0.02297105,-0.05452377,-0.01986003,352.6277,8.395027,4.102019,0.1373047,-0.3709945,0.08782613,340.9938,11.93992,346.3275
2018/06/28 - 02:25:17.8281806,0.1783365,-0.02402432,-0.05458626,-0.02026415,352.5642,7.777842,4.102162,0.134564,-0.3704702,0.08945988,340.8054,11.16955,346.4447
2018/06/28 - 02:25:17.8401486,0.1887008,-0.0250937,-0.05458684,-0.02082098,352.6004,7.130421,4.154561,0.1318325,-0.3699659,0.09117021,340.6938,10.41691,346.5358
2018/06/28 - 02:25:17.8521166,0.2000786,-0.02623731,-0.0546415,-0.02133019,352.5879,6.544261,4.15982,0.1291008,-0.3694963,0.09287862,340.6002,9.661052,346.5917
2018/06/28 - 02:25:17.8630867,0.2117945,-0.02736445,-0.0547323,-0.02169613,352.5448,5.961494,4.188447,0.1263639,-0.3690214,0.09456271,340.5072,8.900229,346.6458
2018/06/28 - 02:25:17.8740574,0.2226645,-0.02854466,-0.05474418,-0.02208482,352.5675,5.423055,4.21891,0.1236254,-0.3685542,0.09619059,340.4295,8.156119,346.717
2018/06/28 - 02:25:17.8860248,0.2341168,-0.02966265,-0.0547315,-0.02255802,352.5823,4.864628,4.216197,0.1209122,-0.3680946,0.09781329,340.3292,7.432334,346.794
2018/06/28 - 02:25:17.8969964,0.2447257,-0.03070026,-0.05470512,-0.02302827,352.5828,4.329352,4.264855,0.1182381,-0.3677153,0.09942351,340.2282,6.80413,346.8732
2018/06/28 - 02:25:17.9059720,0.2569095,-0.03171671,-0.05469973,-0.02339868,352.5078,3.820884,4.267035,0.1155829,-0.3673818,0.1009052,340.1758,6.193381,346.9935
2018/06/28 - 02:25:17.9179402,0.266629,-0.03265106,-0.05467241,-0.02376782,352.4668,3.318999,4.292778,0.1129859,-0.3671318,0.102267,340.1534,5.596197,347.1281
2018/06/28 - 02:25:17.9289110,0.2774097,-0.03364713,-0.05453863,-0.02416856,352.5126,2.888464,4.256404,0.1105785,-0.3669555,0.10365,340.175,5.139967,347.233
2018/06/28 - 02:25:17.9408784,0.2884993,-0.03456377,-0.05450185,-0.02456538,352.5094,2.438828,4.262665,0.108252,-0.3667358,0.1050434,340.1936,4.714157,347.276
2018/06/28 - 02:25:17.9518499,0.2999052,-0.03550883,-0.05451464,-0.02491174,352.457,2.027293,4.264033,0.1060547,-0.366532,0.1063892,340.238,4.319176,347.2414
2018/06/28 - 02:25:17.9633878,0.3117193,-0.03640742,-0.05443286,-0.02529005,352.5135,1.626279,4.301119,0.1040489,-0.3663423,0.1076885,340.3228,3.971332,347.0838
2018/06/28 - 02:25:17.9733613,0.3223125,-0.03740069,-0.05441321,-0.02560746,352.5258,1.305149,4.278478,0.1021595,-0.3661814,0.1089486,340.4537,3.646596,346.8544
2018/06/28 - 02:25:17.9853304,0.3336271,-0.0382653,-0.05446294,-0.0259319,352.4976,0.8817207,4.307553,0.100234,-0.3660384,0.1101459,340.5875,3.294838,346.6248
2018/06/28 - 02:25:17.9972998,0.3442187,-0.03917456,-0.05449007,-0.0262596,352.5396,0.501121,4.315107,0.09840324,-0.3659321,0.1111652,340.7284,2.942988,346.3456
2018/06/28 - 02:25:18.0072914,0.3559861,-0.04009142,-0.05461679,-0.02651036,352.5327,0.1703206,4.366958,0.09659081,-0.3658016,0.1120534,340.8225,2.557894,346.1386
2018/06/28 - 02:25:18.0182419,0.367367,-0.04101235,-0.05473052,-0.02665837,352.5245,359.8169,4.360857,0.09474696,-0.3656972,0.1127434,340.8562,2.188207,346.0081
2018/06/28 - 02:25:18.0292320,0.377917,-0.04193605,-0.0547978,-0.02682834,352.6247,359.4892,4.332153,0.09286978,-0.3656262,0.1133094,340.8381,1.814301,345.9549
2018/06/28 - 02:25:18.0401825,0.3892319,-0.04279758,-0.05496844,-0.02694862,352.6534,359.1674,4.387984,0.09097533,-0.3655425,0.1138731,340.7851,1.395698,346.0176
2018/06/28 - 02:25:18.0501565,0.3996067,-0.04368639,-0.05508864,-0.02711705,352.7334,358.8403,4.380561,0.08908385,-0.3654975,0.1144013,340.7442,0.9611714,346.1845
2018/06/28 - 02:25:18.0626729,0.4107831,-0.04456146,-0.05525568,-0.02728436,352.8245,358.5191,4.396778,0.08724161,-0.3655056,0.1148518,340.7664,0.5606602,346.3478
2018/06/28 - 02:25:18.0726512,0.4223739,-0.04541945,-0.0554748,-0.02762282,352.9281,358.2078,4.474813,0.08551943,-0.3655489,0.1151938,340.8046,0.1737568,346.4381
2018/06/28 - 02:25:18.0846146,0.4329879,-0.0463217,-0.05562809,-0.02798669,353.0969,357.9019,4.495229,0.0838761,-0.365578,0.1155326,340.8523,359.7964,346.4542
2018/06/28 - 02:25:18.0945869,0.444224,-0.04715624,-0.05588726,-0.02843817,353.2149,357.5493,4.544395,0.0823262,-0.3656218,0.1158782,340.9731,359.4303,346.4305
2018/06/28 - 02:25:18.1075530,0.455061,-0.04797919,-0.05612672,-0.02881286,353.3593,357.2259,4.562513,0.08081036,-0.3656552,0.1162381,341.0975,359.0498,346.3872
2018/06/28 - 02:25:18.1185231,0.4670327,-0.04873724,-0.05633897,-0.02889537,353.5157,356.9474,4.625382,0.07937727,-0.3656721,0.1164733,341.183,358.6873,346.3054
2018/06/28 - 02:25:18.1284971,0.477517,-0.04937827,-0.05650777,-0.02890921,353.6901,356.5791,4.63819,0.07805804,-0.365664,0.1165356,341.1761,358.3958,346.2097
2018/06/28 - 02:25:18.1404648,0.4885589,-0.05001654,-0.05666033,-0.0287589,353.8316,356.3246,4.664282,0.07676951,-0.3656616,0.1165416,341.1047,358.1616,346.1497
2018/06/28 - 02:25:18.1504374,0.500219,-0.05064943,-0.05675877,-0.02867697,353.9796,356.0594,4.650963,0.07546202,-0.3657124,0.1165947,341.0604,357.9049,346.1919
2018/06/28 - 02:25:18.1624057,0.5108356,-0.0512015,-0.0568726,-0.02862856,354.0921,355.7781,4.636199,0.07412279,-0.3658108,0.1167179,341.057,357.6062,346.2874
2018/06/28 - 02:25:18.1723982,0.522072,-0.05181018,-0.05712146,-0.02901917,354.1592,355.5082,4.704097,0.07278979,-0.3659663,0.116806,341.0673,357.2848,346.4461
2018/06/28 - 02:25:18.1853720,0.5328644,-0.05241819,-0.05726736,-0.02941287,354.2878,355.2914,4.710536,0.07151213,-0.3661442,0.1168739,341.0684,356.9734,346.5906
2018/06/28 - 02:25:18.1953181,0.5444813,-0.05291967,-0.05745932,-0.02965738,354.337,355.0658,4.739857,0.07028306,-0.3663774,0.1169166,341.0961,356.6806,346.7072
2018/06/28 - 02:25:18.2072869,0.5554444,-0.05334719,-0.05752737,-0.02949052,354.4279,354.8889,4.76254,0.06917033,-0.3666724,0.1169337,341.19,356.4003,346.7797
2018/06/28 - 02:25:18.2192549,0.5670391,-0.0536408,-0.05762547,-0.0291843,354.4872,354.6399,4.83974,0.06814353,-0.3669679,0.116985,341.295,356.132,346.8116
2018/06/28 - 02:25:18.2282342,0.5787076,-0.05400461,-0.05773901,-0.02905888,354.5611,354.4796,4.855475,0.06726989,-0.3672541,0.117024,341.408,355.9166,346.7638
2018/06/28 - 02:25:18.2402184,0.5884486,-0.05428339,-0.05785085,-0.028968,354.6499,354.3026,4.913756,0.06648624,-0.3675166,0.1170487,341.5025,355.7585,346.6947
2018/06/28 - 02:25:18.2511675,0.5997479,-0.05454057,-0.05792436,-0.02866286,354.7603,354.1585,4.917888,0.065731,-0.3677955,0.1170845,341.5734,355.6015,346.6389
2018/06/28 - 02:25:18.2641344,0.6109362,-0.05475955,-0.05804953,-0.02858127,354.8883,354.0087,4.945528,0.06500296,-0.3681295,0.117127,341.6418,355.4442,346.6466
2018/06/28 - 02:25:18.2741252,0.6233229,-0.05500483,-0.0582603,-0.02868652,354.9959,353.8753,4.987244,0.06428295,-0.3684973,0.1170823,341.7396,355.2487,346.7294
2018/06/28 - 02:25:18.2850772,0.6335603,-0.05518631,-0.05845926,-0.02850204,355.1171,353.7779,4.993691,0.06359242,-0.3688668,0.1170081,341.8437,355.0581,346.8169
2018/06/28 - 02:25:18.2950500,0.6443279,-0.05533887,-0.05866114,-0.02823687,355.2467,353.6709,5.035348,0.06296546,-0.3692817,0.1168381,341.9503,354.8653,346.9448
2018/06/28 - 02:25:18.3070359,0.6552358,-0.05556017,-0.05882301,-0.02858726,355.4288,353.5169,5.039572,0.0623834,-0.3696892,0.1166591,342.0463,354.6664,347.0611
2018/06/28 - 02:25:18.3179893,0.6664522,-0.05581643,-0.05904992,-0.028783,355.5407,353.4462,5.087288,0.06189054,-0.3700875,0.116452,342.1477,354.4888,347.1617
2018/06/28 - 02:25:18.3289606,0.6775848,-0.0560337,-0.05916936,-0.02896445,355.7267,353.3181,5.031669,0.06143746,-0.3704916,0.1162363,342.2555,354.3414,347.2737
2018/06/28 - 02:25:18.3409456,0.6889816,-0.05617778,-0.05937396,-0.02893567,355.8788,353.2033,5.075426,0.06108154,-0.3709044,0.1160041,342.3656,354.2137,347.4042
2018/06/28 - 02:25:18.3509236,0.6998894,-0.0562431,-0.05968076,-0.02859049,355.9776,353.1142,5.142433,0.06083363,-0.3713585,0.1157462,342.5042,354.1201,347.5421
2018/06/28 - 02:25:18.3628685,0.7106926,-0.05631861,-0.05987807,-0.0283625,356.1689,352.9803,5.152216,0.06068154,-0.371756,0.1155479,342.6445,354.0523,347.657
2018/06/28 - 02:25:18.3728633,0.7222888,-0.05640135,-0.06006167,-0.02820476,356.3754,352.8764,5.216043,0.06073717,-0.3721054,0.1153281,342.7475,354.0352,347.7381
2018/06/28 - 02:25:18.3868062,0.7330894,-0.05658868,-0.06025551,-0.02836153,356.4837,352.79,5.29095,0.0608998,-0.372433,0.115002,342.8073,354.0559,347.7674
2018/06/28 - 02:25:18.3957821,0.7444429,-0.05673847,-0.06034541,-0.02845957,356.6752,352.6723,5.267849,0.06126785,-0.3727098,0.1145718,342.8104,354.131,347.733
2018/06/28 - 02:25:18.4057550,0.7555194,-0.05684044,-0.0604739,-0.02830497,356.7928,352.6229,5.301439,0.06163389,-0.3729508,0.1142082,342.8044,354.2182,347.6794
2018/06/28 - 02:25:18.4187193,0.766394,-0.05673407,-0.06060649,-0.02778787,356.9155,352.4955,5.342207,0.0620579,-0.3732467,0.1138489,342.8399,354.277,347.6408
2018/06/28 - 02:25:18.4296898,0.7781029,-0.05671445,-0.0607574,-0.0273308,357.0381,352.437,5.351311,0.06258821,-0.373593,0.1135248,342.9514,354.3152,347.6428
2018/06/28 - 02:25:18.4406605,0.790029,-0.05661566,-0.06096934,-0.02672554,357.1425,352.3518,5.419254,0.06313628,-0.3739354,0.1132637,343.0592,354.3427,347.6584
2018/06/28 - 02:25:18.4506342,0.8002545,-0.05652117,-0.06105836,-0.02617154,357.277,352.2594,5.405244,0.06374522,-0.3742926,0.1130162,343.1572,354.4105,347.6709
2018/06/28 - 02:25:18.4635992,0.8110995,-0.05641114,-0.06113615,-0.02560151,357.4193,352.2013,5.477716,0.0643796,-0.3746406,0.1127518,343.254,354.4846,347.7014
2018/06/28 - 02:25:18.4735729,0.8219436,-0.05632155,-0.06125376,-0.0252608,357.5601,352.1264,5.515337,0.06509131,-0.3750129,0.1124588,343.3525,354.6,347.7512
2018/06/28 - 02:25:18.4855403,0.8335763,-0.05624594,-0.06146429,-0.02500377,357.6722,352.0912,5.573859,0.06581831,-0.3754404,0.1121495,343.4367,354.7204,347.8005
2018/06/28 - 02:25:18.4985155,0.8445686,-0.05617657,-0.06165861,-0.02475046,357.8203,352.0747,5.560848,0.06658509,-0.3759177,0.1118665,343.5453,354.8598,347.8495
2018/06/28 - 02:25:18.5074811,0.8573862,-0.05601979,-0.06189017,-0.0244349,357.9324,352.0145,5.576155,0.06736716,-0.3763953,0.1115415,343.66,354.9859,347.8922
2018/06/28 - 02:25:18.5194500,0.8680844,-0.055888,-0.06202893,-0.02419652,358.1231,351.9466,5.599207,0.06814355,-0.3769372,0.1112581,343.8017,355.0873,347.9404
2018/06/28 - 02:25:18.5284256,0.8783818,-0.05579279,-0.06220242,-0.02390943,358.2961,351.9037,5.637377,0.06889231,-0.3775271,0.1109832,343.9765,355.177,347.9883
