Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Target position x:,Target position y:,Target position z:
2018/06/28 - 02:25:22.2516078,4.61039,1,1,Peer hit peer's target,4.411255,3.336116,-2.549876
2018/06/28 - 02:25:23.6088256,5.966878,1,2,Peer hit peer's target,-3.184582,5.432832,-3.592147
2018/06/28 - 02:25:25.4077939,7.767029,0,1,Peer missed, , , 
2018/06/28 - 02:25:25.6880437,8.044282,1,0,Peer missed, , , 
2018/06/28 - 02:25:32.9729656,15.33219,2,0,Peer hit user's target,-0.5964919,8.115263,3.135441
2018/06/28 - 02:25:34.5183674,16.87648,2,0,Peer hit user's target,3.31156,2.683135,3.451799
2018/06/28 - 02:25:42.3417981,24.70041,4,1,Peer hit peer's target,3.635808,3.825188,2.329458
2018/06/28 - 02:25:43.0299602,25.38951,5,2,Peer hit peer's target,-5.254706,3.006156,-0.5278438
2018/06/28 - 02:25:43.0429041,25.40104,5,3,Peer hit peer's target,0.2830688,6.292645,4.634797
2018/06/28 - 02:25:44.3193259,26.67847,6,4,Peer hit peer's target,-3.613541,2.60966,2.404289
2018/06/28 - 02:25:45.0734897,27.43339,5,5,Peer hit peer's target,-2.397093,9.814054,0.3618138
2018/06/28 - 02:25:48.2860693,30.64458,7,4,Peer missed, , , 
2018/06/28 - 02:25:48.5633260,30.92179,6,5,Peer hit peer's target,3.115494,4.020948,3.524653
2018/06/28 - 02:25:49.1417787,31.5002,7,6,Peer hit peer's target,2.130868,3.342852,-3.810801
2018/06/28 - 02:25:52.1418950,34.50031,4,7,Peer hit peer's target,-5.055885,4.875971,0.1620006
2018/06/28 - 02:25:52.5759860,34.93512,5,6,Peer missed, , , 
2018/06/28 - 02:25:53.2646302,35.6232,5,5,Peer missed, , , 
2018/06/28 - 02:25:54.3637588,36.72218,3,4,Peer missed, , , 
2018/06/28 - 02:25:54.6749312,37.03403,3,3,Peer missed, , , 
2018/06/28 - 02:25:55.6523972,38.01244,3,2,Peer missed, , , 
2018/06/28 - 02:25:57.7287198,40.08801,5,3,Peer hit peer's target,0.07630781,6.686695,-4.338007
2018/06/28 - 02:25:58.3620508,40.72054,4,4,Peer hit peer's target,5.361594,2.724899,0.08801606
2018/06/28 - 02:26:00.9494905,43.30928,5,3,Peer missed, , , 
2018/06/28 - 02:26:01.6077043,43.96561,6,2,Peer missed, , , 
2018/06/28 - 02:26:04.0638280,46.42165,5,1,Peer missed, , , 
2018/06/28 - 02:26:05.3425300,47.701,7,0,Peer missed, , , 
2018/06/28 - 02:26:05.5410091,47.89962,7,1,Peer hit peer's target,0.5050637,6.276381,4.038076
2018/06/28 - 02:26:06.6970723,49.05589,7,2,Peer hit peer's target,1.790709,8.094432,-3.727606
2018/06/28 - 02:26:07.1299370,49.48957,8,3,Peer hit peer's target,4.719592,7.950382,-0.4613588
2018/06/28 - 02:26:07.5519613,49.9118,8,4,Peer hit peer's target,-3.463114,7.654869,2.706796
2018/06/28 - 02:26:09.2870759,51.64521,7,5,Peer hit peer's target,-1.019148,7.844477,4.108563
2018/06/28 - 02:26:13.0947354,55.44625,11,6,Peer hit peer's target,2.739932,4.514904,-3.112576
2018/06/28 - 02:26:13.5527765,55.9126,11,7,Peer hit peer's target,-2.84773,6.26183,3.98771
2018/06/28 - 02:26:14.4753370,56.83477,8,6,Peer missed, , , 
2018/06/28 - 02:26:16.9654554,59.32378,6,5,Peer missed, , , 
2018/06/28 - 02:26:18.1744687,60.534,8,4,Peer missed, , , 
2018/06/28 - 02:26:20.1657755,62.52435,8,3,Peer missed, , , 
2018/06/28 - 02:26:21.9877661,64.34585,7,4,Peer hit peer's target,0.8337818,8.561393,-3.710173
2018/06/28 - 02:26:24.9094092,67.26889,8,5,Peer hit peer's target,0.7413567,5.933015,-4.763192
2018/06/28 - 02:26:27.0649487,69.4236,9,6,Peer hit peer's target,3.413402,2.76202,1.384305
2018/06/28 - 02:26:27.4869855,69.84548,9,7,Peer hit peer's target,-0.7302257,3.461784,5.019026
2018/06/28 - 02:26:27.5667717,69.92528,9,8,Peer hit peer's target,0.2052992,5.064663,5.340662
2018/06/28 - 02:26:28.0528024,70.41244,9,9,Peer hit peer's target,-2.873297,3.474424,-3.159594
2018/06/28 - 02:26:29.9096109,72.26873,9,10,Peer hit peer's target,3.58108,7.134398,-1.896478
2018/06/28 - 02:26:30.4877311,72.84656,9,9,Peer missed, , , 
2018/06/28 - 02:26:33.0002238,75.35809,10,10,Peer hit peer's target,4.138865,2.916679,1.213952
2018/06/28 - 02:26:33.6546480,76.01378,10,9,Peer missed, , , 
2018/06/28 - 02:26:34.2989873,76.65725,8,8,Peer missed, , , 
2018/06/28 - 02:26:34.9993995,77.35757,8,7,Peer missed, , , 
2018/06/28 - 02:26:35.7783171,78.13645,9,6,Peer missed, , , 
2018/06/28 - 02:26:35.8112400,78.17028,9,7,Peer hit peer's target,2.301348,6.106219,-4.263914
2018/06/28 - 02:26:36.4545476,78.81411,9,8,Peer hit peer's target,4.238691,7.154079,-0.5810062
2018/06/28 - 02:26:38.1855637,80.54426,9,7,Peer missed, , , 
2018/06/28 - 02:26:39.0983967,81.45629,10,8,Peer hit peer's target,-3.855299,8.411077,-1.261418
2018/06/28 - 02:26:41.3756335,83.73533,9,9,Peer hit peer's target,-2.050481,7.094642,-3.241132
2018/06/28 - 02:26:43.8999031,86.25842,11,8,Peer missed, , , 
2018/06/28 - 02:26:44.3438580,86.70298,11,9,Peer hit peer's target,-1.58918,3.392021,-4.034797
2018/06/28 - 02:26:44.3997287,86.75842,12,10,Peer hit peer's target,2.271891,4.097017,4.413064
2018/06/28 - 02:26:45.0539627,87.41335,12,11,Peer hit peer's target,2.10478,6.141319,-4.355247
2018/06/28 - 02:26:45.9997346,88.3583,13,12,Peer hit peer's target,2.117122,9.013375,-1.534509
2018/06/28 - 02:26:46.8647959,89.22345,14,13,Peer hit peer's target,0.7318065,3.013033,4.645154
2018/06/28 - 02:26:47.7868581,90.14615,14,12,Peer missed, , , 
2018/06/28 - 02:26:48.3214319,90.68043,15,11,Peer missed, , , 
2018/06/28 - 02:26:51.4778293,93.83633,18,12,Peer hit peer's target,4.371469,6.293231,2.70329
2018/06/28 - 02:26:51.5994833,93.95773,18,13,Peer hit peer's target,1.100614,8.470843,2.277936
2018/06/28 - 02:26:53.0453338,95.40424,19,14,Peer hit peer's target,-4.602672,6.803338,-0.750587
2018/06/28 - 02:26:53.6776743,96.03623,19,15,Peer hit peer's target,-2.745563,2.063023,-3.03935
2018/06/28 - 02:26:54.5994864,96.9579,18,16,Peer hit peer's target,-1.45704,7.983638,-3.389687
2018/06/28 - 02:26:56.3317285,98.6912,18,17,Peer hit peer's target,3.869795,4.096218,-2.83236
2018/06/28 - 02:26:58.1102973,100.4698,18,16,Peer missed, , , 
2018/06/28 - 02:26:58.4106198,100.7698,18,17,Peer hit peer's target,-4.609348,7.628121,0.9481246
2018/06/28 - 02:26:59.3896065,101.749,18,18,Peer hit peer's target,0.5235457,3.340471,-4.607329
2018/06/28 - 02:27:00.0662816,102.4248,17,17,Peer missed, , , 
2018/06/28 - 02:27:01.0779942,103.4362,18,18,Peer hit peer's target,-2.780485,7.454076,-3.194907
2018/06/28 - 02:27:01.5776892,103.9363,19,19,Peer hit peer's target,-4.589482,6.043765,0.4691713
2018/06/28 - 02:27:03.5663496,105.925,21,20,Peer hit peer's target,-4.158039,2.245595,1.015896
2018/06/28 - 02:27:07.6106267,109.97,23,19,Peer missed, , , 
2018/06/28 - 02:27:07.7473502,110.105,23,20,Peer hit peer's target,1.952033,2.617576,4.313187
2018/06/28 - 02:27:08.6426144,111.001,22,21,Peer hit peer's target,1.72332,7.269041,2.88526
2018/06/28 - 02:27:11.5751409,113.9351,24,22,Peer hit peer's target,3.35338,7.137814,-1.366267
2018/06/28 - 02:27:12.2533034,114.613,24,23,Peer hit peer's target,4.655376,6.897522,-1.04646
2018/06/28 - 02:27:12.7779049,115.1366,25,24,Peer hit peer's target,2.289562,1.831976,3.236845
2018/06/28 - 02:27:13.5108182,115.8699,26,25,Peer hit peer's target,-4.66801,3.966252,-4.064055
2018/06/28 - 02:27:14.5885476,116.9481,26,24,Peer missed, , , 
2018/06/28 - 02:27:14.7015850,117.0593,26,23,Peer missed, , , 
2018/06/28 - 02:27:15.9216812,118.2806,26,22,Peer missed, , , 
2018/06/28 - 02:27:20.0448789,122.4037,26,21,Peer missed, , , 
2018/06/28 - 02:27:20.1007298,122.4593,26,22,Peer hit peer's target,-3.196997,8.482269,1.804604
2018/06/28 - 02:27:20.5016566,122.86,27,23,Peer hit peer's target,-1.358702,6.901306,-4.232752
2018/06/28 - 02:27:22.4307135,124.7904,27,22,Peer missed, , , 
2018/06/28 - 02:27:22.8102675,125.1687,28,23,Peer hit peer's target,2.359539,2.485623,-2.968671
2018/06/28 - 02:27:23.2091722,125.5691,28,24,Peer hit peer's target,0.1200904,8.762652,2.961777
