Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Target position x:,Target position y:,Target position z:
2018/06/29 - 01:19:38.9109850,13.10089,2,0,Peer hit user's target,0.04362641,6.230114,-4.427071
2018/06/29 - 01:19:49.2661451,23.4565,4,0,Peer hit user's target,-0.4319356,1.826048,3.721231
2018/06/29 - 01:19:57.7875481,31.97774,6,1,Peer hit peer's target,4.524687,6.641971,2.712323
2018/06/29 - 01:20:01.0889768,35.27833,5,2,Peer hit peer's target,4.178792,5.819301,-1.644907
2018/06/29 - 01:20:01.8549266,36.04527,3,3,Peer hit peer's target,1.7992,6.134299,-3.765891
2018/06/29 - 01:20:02.6538758,36.84458,4,2,Peer missed, , , 
2018/06/29 - 01:20:02.8888058,37.07794,3,1,Peer missed, , , 
2018/06/29 - 01:20:03.3874772,37.5778,4,0,Peer missed, , , 
2018/06/29 - 01:20:07.5113578,41.70198,4,1,Peer hit peer's target,-3.043877,3.273932,2.692167
2018/06/29 - 01:20:08.4446771,42.63403,4,2,Peer hit peer's target,-0.4038368,2.118389,-4.51927
2018/06/29 - 01:20:10.0222927,44.21229,5,3,Peer hit peer's target,2.652488,8.596107,-1.50452
2018/06/29 - 01:20:13.0558093,47.24594,6,4,Peer hit peer's target,-0.5592333,4.031458,4.857921
2018/06/29 - 01:20:16.2792247,50.46866,3,3,Peer missed, , , 
2018/06/29 - 01:20:16.6332570,50.82387,2,2,Peer missed, , , 
2018/06/29 - 01:20:16.7000572,50.89051,2,1,Peer missed, , , 
2018/06/29 - 01:20:17.1010216,51.29085,0,0,Peer missed, , , 
2018/06/29 - 01:20:26.0338149,60.22384,4,1,Peer hit peer's target,-2.354762,4.189744,4.610442
2018/06/29 - 01:20:29.4566206,63.64723,4,2,Peer hit peer's target,1.117908,8.16783,-4.138117
2018/06/29 - 01:20:30.4799788,64.66912,5,1,Peer missed, , , 
2018/06/29 - 01:20:30.8899052,65.08032,5,2,Peer hit peer's target,-2.936577,7.164869,-4.208882
2018/06/29 - 01:20:34.0203610,68.2104,7,1,Peer missed, , , 
2018/06/29 - 01:20:34.4083619,68.59945,7,2,Peer hit peer's target,0.9924939,4.056729,-4.73084
2018/06/29 - 01:20:34.7784351,68.96796,7,3,Peer hit peer's target,-1.779228,4.280434,4.355937
2018/06/29 - 01:20:35.6442994,69.83388,7,4,Peer hit peer's target,-3.835308,1.327702,0.2320555
2018/06/29 - 01:20:36.3002625,70.49044,7,3,Peer missed, , , 
2018/06/29 - 01:20:36.4229342,70.61243,6,2,Peer missed, , , 
2018/06/29 - 01:20:37.0545634,71.24535,7,1,Peer missed, , , 
2018/06/29 - 01:20:38.8349029,73.02583,8,0,Peer missed, , , 
2018/06/29 - 01:20:39.2677673,73.45708,9,1,Peer hit peer's target,-4.535755,8.51544,0.8065578
2018/06/29 - 01:20:39.5460224,73.73562,9,2,Peer hit peer's target,0.454004,6.771863,-4.034763
2018/06/29 - 01:20:39.9253358,74.11493,9,3,Peer hit peer's target,2.484835,7.789315,-3.368416
2018/06/29 - 01:20:40.3911803,74.58208,10,4,Peer hit peer's target,4.147168,2.731246,-0.5579969
2018/06/29 - 01:20:41.2334213,75.42406,10,5,Peer hit peer's target,1.223897,9.002751,-2.974607
2018/06/29 - 01:20:42.0794770,76.2687,10,6,Peer hit peer's target,-2.840057,9.278368,-0.7859148
2018/06/29 - 01:20:45.1117511,79.30257,6,7,Peer hit peer's target,-0.3996103,8.613648,4.873208
2018/06/29 - 01:20:45.6453231,79.83544,7,6,Peer missed, , , 
2018/06/29 - 01:20:46.7026414,80.89294,7,5,Peer missed, , , 
2018/06/29 - 01:20:47.0577059,81.24717,8,4,Peer missed, , , 
2018/06/29 - 01:20:47.4893077,81.67956,7,3,Peer missed, , , 
2018/06/29 - 01:20:48.2462833,82.43605,7,2,Peer missed, , , 
2018/06/29 - 01:20:48.5901976,82.7804,7,1,Peer missed, , , 
2018/06/29 - 01:20:48.9586262,83.14835,8,0,Peer hit user's target,2.199439,8.506182,2.22692
2018/06/29 - 01:20:49.1351537,83.32545,8,1,Peer hit peer's target,2.166745,6.636734,4.481504
2018/06/29 - 01:20:50.1225699,84.31237,9,2,Peer hit peer's target,5.135019,6.273306,0.3165846
2018/06/29 - 01:20:50.4227496,84.61237,9,3,Peer hit peer's target,-1.546314,6.064531,-4.012558
2018/06/29 - 01:20:51.1887127,85.3793,9,4,Peer hit peer's target,4.710737,4.456202,-0.9436441
2018/06/29 - 01:20:51.9337232,86.12467,9,5,Peer hit peer's target,0.09224335,5.289237,4.78037
2018/06/29 - 01:20:54.5245119,88.71444,10,6,Peer hit peer's target,0.4880864,8.424132,-3.652123
2018/06/29 - 01:20:55.0901388,89.28085,8,5,Peer missed, , , 
2018/06/29 - 01:20:55.1708997,89.3604,8,4,Peer missed, , , 
2018/06/29 - 01:20:55.4461625,89.63601,9,3,Peer missed, , , 
2018/06/29 - 01:20:58.7568430,92.94727,10,2,Peer missed, , , 
2018/06/29 - 01:20:58.9144191,93.10471,10,3,Peer hit peer's target,-4.043055,5.261154,1.864709
2018/06/29 - 01:20:59.1148834,93.305,10,4,Peer hit peer's target,-5.662205,6.719296,-0.8270369
2018/06/29 - 01:21:00.1244199,94.31442,11,5,Peer hit peer's target,-3.463234,1.679442,0.7088051
2018/06/29 - 01:21:00.4595222,94.64908,11,6,Peer hit peer's target,2.663544,2.850203,-2.468274
2018/06/29 - 01:21:02.1711540,96.35899,11,7,Peer hit peer's target,1.594714,6.921791,3.494378
2018/06/29 - 01:21:04.3127774,98.5029,9,6,Peer missed, , , 
2018/06/29 - 01:21:05.3256027,99.51467,9,5,Peer missed, , , 
2018/06/29 - 01:21:07.5582950,101.7478,11,4,Peer missed, , , 
2018/06/29 - 01:21:07.6280904,101.8172,11,5,Peer hit peer's target,1.628223,8.379726,-2.781238
2018/06/29 - 01:21:07.9346249,102.1252,11,6,Peer hit peer's target,3.138134,6.696098,3.838354
2018/06/29 - 01:21:08.7036443,102.893,11,7,Peer hit peer's target,-4.668489,5.302155,-1.457367
2018/06/29 - 01:21:10.1126695,104.3033,8,8,Peer hit peer's target,-3.377553,2.940002,-2.592576
2018/06/29 - 01:21:11.3457700,105.5345,6,7,Peer missed, , , 
2018/06/29 - 01:21:12.3456406,106.5352,5,6,Peer missed, , , 
2018/06/29 - 01:21:13.0894271,107.2793,6,5,Peer missed, , , 
2018/06/29 - 01:21:15.0687881,109.2587,7,6,Peer hit peer's target,-5.450049,7.310012,-0.9169583
2018/06/29 - 01:21:16.4351019,110.6255,8,7,Peer hit peer's target,-3.304792,5.70155,3.583545
2018/06/29 - 01:21:18.9029620,113.0926,9,8,Peer hit peer's target,-3.94201,3.913325,2.255795
