Time (s):,User Points:,Peer Points:,Action type:,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Left Hand Position x:,Left Hand Position y:,Left Hand Position z:,Left Hand rotation x:,Left Hand rotation y:,Left Hand rotation z:
19.87874,-73,-63,Peer missed,-0.9731855,0.2953085,-0.2980127,349.499,145.6402,347.6209,-0.8002264,0.01235699,-0.7912332,357.1747,165.4376,39.06455
19.93454,-74,-62,User hit peer's target,-0.9730654,0.2926519,-0.2972864,351.6648,146.0742,348.1744,-0.7926707,-0.01374351,-0.7804536,2.578072,159.1892,42.14158
20.1898,-75,-62,User missed,-0.9567394,0.2829534,-0.2896237,357.9596,144.5361,352.3807,-0.773075,-0.1064682,-0.7435959,17.86889,149.5902,49.25166
20.24584,-75,-63,Peer missed,-0.9519961,0.2828174,-0.2879671,358.1663,142.5781,353.6064,-0.7633454,-0.1016107,-0.7303918,17.2564,146.4154,48.97948
20.42329,-75,-64,Peer missed,-0.9288748,0.2819885,-0.2754277,-0.004106438,127.6131,357.1052,-0.7109311,-0.03605809,-0.6005915,359.2488,119.786,49.70803
20.44551,-76,-64,User missed,-0.9239808,0.2818217,-0.2711683,0.4412739,123.6551,357.8598,-0.703056,-0.02821776,-0.5726011,357.0842,114.185,53.37571
20.6343,-76,-65,Peer missed,-0.9083627,0.2842148,-0.2388371,359.1834,97.60445,1.267279,-0.6641446,-0.0001152698,-0.4499438,351.3439,93.37589,55.7321
20.71208,-76,-66,Peer missed,-0.9096934,0.2876066,-0.235386,357.3877,95.12351,1.524709,-0.642796,-0.004733153,-0.4433757,352.617,95.7448,57.88895
20.71208,-77,-66,User missed,-0.9097241,0.2879663,-0.2357287,357.0393,95.32852,1.520416,-0.6398338,-0.005656653,-0.4469592,353.0346,96.26596,56.5348
21.00106,-78,-65,User hit peer's target,-0.9008987,0.2816766,-0.2561733,359.5153,104.4283,359.5929,-0.6097901,-0.0584075,-0.5108566,6.197317,109.5497,62.37675
21.05661,-78,-66,Peer missed,-0.9000534,0.2809553,-0.2595458,359.9036,105.8658,359.2668,-0.6111605,-0.06103341,-0.5220053,7.325578,111.1169,61.41006
21.2565,-79,-66,User missed,-0.8996111,0.2788019,-0.2716015,0.9541726,112.1253,358.2002,-0.6200569,-0.06401183,-0.5672824,6.85658,117.5931,63.35719
21.27858,-79,-67,Peer missed,-0.8995119,0.2788488,-0.2716847,0.8995336,112.0956,358.2503,-0.6206905,-0.0635875,-0.5666445,6.711369,117.5905,63.41406
21.37912,-79,-68,Peer missed,-0.8986254,0.2805943,-0.2705049,359.6091,109.3551,358.5112,-0.6223812,-0.04930066,-0.5317059,2.264167,111.8017,63.69289
21.4121,-78,-69,Peer hit user's target,-0.8986117,0.281563,-0.2692012,358.992,107.8202,358.4748,-0.6211204,-0.04569687,-0.515588,1.09243,109.9082,64.17705
21.523,-79,-69,User missed,-0.899721,0.2863488,-0.2609712,356.2429,99.68466,358.8209,-0.6304302,-0.02761636,-0.4442322,358.7036,91.49689,60.44192
21.66764,-79,-70,Peer missed,-0.9000521,0.2901176,-0.2467132,354.1604,87.82096,359.8793,-0.6476946,-0.02308254,-0.3811807,355.4925,77.95529,58.7901
21.81209,-80,-70,User missed,-0.8974888,0.288392,-0.2319765,355.3762,74.07304,1.544922,-0.6496474,-0.00646774,-0.3287174,348.4974,67.82018,60.33794
22.07884,-80,-71,Peer missed,-0.8868536,0.2830766,-0.2183861,358.4113,60.04412,1.586463,-0.6691871,-0.007815017,-0.2821726,348.4744,48.03169,55.90099
22.0898,-80,-72,Peer missed,-0.8861334,0.2827958,-0.2181583,358.5252,59.73797,1.594859,-0.6730636,-0.007488674,-0.2815239,348.1086,46.04012,55.79314
22.10089,-81,-72,User missed,-0.8844912,0.2822139,-0.2179029,358.7977,59.31183,1.584589,-0.6784979,-0.006658306,-0.2803718,347.6384,42.68452,55.46673
22.34515,-82,-72,User missed,-0.8535138,0.2697864,-0.2222588,4.417868,61.17532,0.4362847,-0.6684101,-0.01259068,-0.2838314,344.4402,45.50902,51.51296
22.35639,-82,-73,Peer missed,-0.8535138,0.2697864,-0.2222588,4.417868,61.17532,0.4362847,-0.6684101,-0.01259068,-0.2838314,344.4402,45.50902,51.51296
22.54537,-82,-74,Peer missed,-0.823657,0.2588455,-0.2231244,9.706045,64.63938,359.6445,-0.6504086,-0.02879522,-0.2833775,346.859,51.8537,50.95885
22.65629,-83,-74,User missed,-0.8080522,0.2526237,-0.218658,12.49655,65.35499,359.8778,-0.6532532,-0.03872098,-0.2820153,347.9432,44.53683,52.94985
22.76748,-83,-75,Peer missed,-0.7979936,0.2476081,-0.2141316,14.72775,66.15348,0.5704625,-0.6479147,-0.03923261,-0.2772904,347.3008,46.71841,51.75615
22.9343,-84,-75,User missed,-0.7874052,0.2426218,-0.2010641,16.31265,65.21709,0.9183788,-0.63845,-0.05314171,-0.2720505,351.2414,45.6109,52.76919
23.16771,-85,-75,User missed,-0.7797188,0.246785,-0.1804624,12.55161,62.01519,0.05102565,-0.6417619,-0.05987595,-0.2604923,353.1528,41.66124,54.1727
23.34521,-85,-76,Peer missed,-0.7759795,0.2607588,-0.1699052,3.803605,62.32199,0.2671037,-0.6231213,-0.07384861,-0.2443939,355.5155,47.86293,61.90406
23.38954,-86,-76,User missed,-0.7758399,0.264643,-0.167301,1.330345,62.65916,0.5306213,-0.6225312,-0.08799712,-0.2389926,357.188,45.10014,69.15279
23.57855,-86,-77,Peer missed,-0.7781011,0.2757515,-0.1614341,354.7344,64.00513,1.115545,-0.6092464,-0.1703456,-0.209785,357.4472,49.71773,104.7794
23.64554,-87,-77,User missed,-0.7800797,0.2791089,-0.1599763,352.4352,64.30169,1.180464,-0.6148661,-0.1941371,-0.2036244,3.126159,45.83461,105.1653
23.66802,-87,-78,Peer missed,-0.780339,0.2796108,-0.1598147,352.1418,64.30977,1.142284,-0.6144857,-0.1965532,-0.2022614,3.376186,45.96471,104.8081
23.6787,-87,-79,Peer missed,-0.7805342,0.2799638,-0.1595868,351.7792,64.39503,1.172383,-0.6136073,-0.1986325,-0.200832,3.479836,46.51898,104.4412
23.75663,-87,-80,Peer missed,-0.7824241,0.2828135,-0.158805,349.8476,64.62334,1.356604,-0.6088638,-0.2108753,-0.1928926,3.418766,49.24445,103.2423
23.85665,-88,-80,User missed,-0.785666,0.2866498,-0.1584926,347.1889,64.91639,1.519895,-0.613699,-0.2199675,-0.1891894,7.394504,45.06315,100.2151
24.06814,-89,-80,User missed,-0.791276,0.2913089,-0.1592638,344.0382,65.65943,1.916093,-0.5908366,-0.1968612,-0.2012348,1.347733,54.10535,93.06242
24.31198,-90,-80,User missed,-0.7950619,0.2940829,-0.1713758,342.6725,72.03246,0.4149954,-0.5414611,-0.05092815,-0.2938931,343.7207,78.06579,72.94739
24.44531,-90,-81,Peer missed,-0.7956929,0.2938942,-0.1883582,343.324,82.4013,356.4179,-0.5432648,0.006190805,-0.3330259,336.9306,87.93839,66.3316
24.6012,-91,-80,User hit peer's target,-0.8052993,0.2964875,-0.2044255,342.9749,89.66483,355.096,-0.539707,0.03337392,-0.3813317,337.3192,96.84724,61.78526
24.69002,-91,-81,Peer missed,-0.8103601,0.2968745,-0.2124078,343.4031,93.76065,354.4258,-0.529326,0.03295675,-0.4120197,342.3608,102.9843,59.39005
24.82323,-91,-82,Peer missed,-0.8185416,0.2971466,-0.2240866,344.0302,99.76417,353.5808,-0.5329119,0.03371869,-0.4618094,341.9566,107.2765,60.47941
24.83417,-92,-82,User missed,-0.8199481,0.2974424,-0.2256791,343.8978,100.4781,353.5565,-0.5338874,0.0325444,-0.4689625,344.378,107.4519,59.31145
24.84557,-92,-83,Peer missed,-0.8199481,0.2974424,-0.2256791,343.8978,100.4781,353.5565,-0.5338874,0.0325444,-0.4689625,344.378,107.4519,59.31145
25.06748,-92,-84,Peer missed,-0.8380417,0.3039785,-0.2349402,338.6464,101.7124,354.8981,-0.5591856,0.0332221,-0.4667077,343.169,102.0881,65.34994
25.09014,-93,-84,User missed,-0.8408381,0.305063,-0.2362776,337.8281,101.7345,354.9928,-0.564766,0.03181685,-0.4554114,343.7462,95.31213,67.66021
25.32229,-93,-85,Peer missed,-0.8555375,0.3104651,-0.2367568,333.5855,98.70243,355.3029,-0.5768281,0.03192191,-0.4102231,339.8824,87.84312,68.84507
25.35577,-94,-85,User missed,-0.8571855,0.3108815,-0.2358248,333.3468,97.98595,355.5799,-0.5824158,0.02433023,-0.3962396,344.8757,80.3394,68.76894
25.62216,-95,-85,User missed,-0.8530137,0.3037896,-0.2242818,340.4369,88.66853,357.9395,-0.5816668,-0.002266962,-0.3580433,349.0864,78.58045,72.84824
25.86668,-96,-85,User missed,-0.8468692,0.2964943,-0.2256559,346.1833,91.12166,356.8218,-0.5611452,-0.03605086,-0.3692333,359.9748,85.72348,72.26623
26.07764,-97,-84,User hit peer's target,-0.8430679,0.2927025,-0.2313947,349.4536,95.97556,355.9183,-0.5506472,-0.0601664,-0.4116355,8.745294,94.69788,73.66442
26.34437,-98,-84,User missed,-0.8378441,0.2884769,-0.2390566,352.9438,99.32255,355.4554,-0.5583142,-0.07400114,-0.4489509,13.91637,100.6597,75.0174
26.54434,-98,-85,Peer missed,-0.8360891,0.2881505,-0.2450369,352.5615,100.3539,355.3214,-0.5769838,-0.01168964,-0.4181781,353.0917,91.48955,72.37789
26.57741,-99,-84,User hit peer's target,-0.8367852,0.2888673,-0.2459206,351.8978,100.8833,354.8966,-0.5777599,0.006873413,-0.4215446,349.9619,91.92673,68.92302
26.75598,-99,-85,Peer missed,-0.8411769,0.2932335,-0.2469069,348.7925,103.1949,354.7737,-0.5634201,0.03904003,-0.4379904,348.0065,97.72468,69.98804
26.83369,-100,-85,User missed,-0.8464015,0.2994159,-0.2464575,343.574,105.1401,354.8124,-0.5590551,0.04201967,-0.4522145,346.9651,100.0217,72.40771
26.93371,-100,-86,Peer missed,-0.8526444,0.3037149,-0.2459641,339.641,106.0551,355.1532,-0.5628918,0.04645169,-0.4521032,345.6785,98.96678,72.15988
27.14509,-100,-87,Peer missed,-0.8642561,0.308714,-0.2435249,335.5233,105.6111,355.5733,-0.5726959,0.03165992,-0.422296,346.2773,91.14245,71.35929
27.17827,-101,-87,User missed,-0.8656259,0.308896,-0.2427115,335.287,105.2523,355.9006,-0.5729639,0.02576446,-0.4144332,347.8602,90.12363,70.77632
27.30063,-101,-88,Peer missed,-0.8686724,0.3095695,-0.2407065,334.9389,104.6,356.1749,-0.5730016,0.01507831,-0.3960113,347.4614,89.65707,71.32478
27.37848,-100,-89,Peer hit user's target,-0.8701526,0.3100114,-0.2393685,334.8083,104.086,356.2524,-0.5724304,0.01248645,-0.3880643,347.607,88.61192,70.78959
27.47849,-99,-90,Peer hit user's target,-0.8715769,0.3104642,-0.2372182,334.3676,103.4652,356.6422,-0.5724058,0.01103574,-0.3816251,348.6425,86.91936,70.12285
27.48946,-99,-91,Peer missed,-0.8716233,0.3104576,-0.2370442,334.3807,103.4826,356.6518,-0.5725419,0.01119658,-0.3812108,348.4843,86.81038,70.03274
27.61166,-100,-91,User missed,-0.87123,0.3103041,-0.2338226,334.3614,102.145,357.7662,-0.5754547,0.009816086,-0.3784651,350.1495,83.1347,67.98532
28.08975,-101,-91,User missed,-0.8708924,0.308546,-0.222593,335.1363,89.79218,2.111878,-0.5832596,-0.007551899,-0.353651,351.8906,77.74949,70.78796
28.23441,-101,-92,Peer missed,-0.871407,0.3087577,-0.2207797,334.5324,88.10506,2.546567,-0.5832803,-0.01140356,-0.3469772,352.4434,76.91861,70.48221
28.47875,-102,-92,User missed,-0.873288,0.3099047,-0.2198964,333.2845,87.3427,2.935695,-0.5864268,-0.00499223,-0.3509171,349.766,76.83852,66.2985
28.63459,-102,-93,Peer missed,-0.8745692,0.3104893,-0.2196452,332.5891,86.80273,3.3544,-0.5864371,-0.006705903,-0.3509942,349.6373,77.28822,65.3815
28.88953,-103,-93,User missed,-0.8782302,0.3114271,-0.2181995,331.4004,85.32909,3.805708,-0.5878053,-0.0126065,-0.3441936,351.4199,74.93058,65.4938
29.27902,-103,-94,Peer missed,-0.8807654,0.3118792,-0.2127764,330.7651,83.49439,4.936468,-0.584905,-0.01977479,-0.3363786,352.4589,76.42145,66.94569
29.33435,-104,-94,User missed,-0.8811076,0.3119871,-0.2117327,330.6018,83.25948,4.997751,-0.5885832,-0.02153213,-0.3354166,354.7869,72.38212,65.87637
29.679,-104,-95,Peer missed,-0.881817,0.3118402,-0.2078099,330.1202,82.79455,5.39814,-0.5861225,-0.02040395,-0.3355194,352.633,75.261,66.77916
29.7126,-105,-95,User missed,-0.8818045,0.3117903,-0.2073196,330.0757,82.68994,5.510115,-0.5898767,-0.02011521,-0.3340184,352.7613,72.69478,66.61903
29.79036,-105,-96,Peer missed,-0.8818217,0.311656,-0.2066717,330.054,82.44112,5.675426,-0.5893772,-0.01972919,-0.3336287,352.266,73.61279,67.24698
29.85655,-105,-97,Peer missed,-0.8819094,0.3116625,-0.2061681,330.0824,82.29356,5.770435,-0.5878736,-0.01846038,-0.3334246,351.9196,74.11208,66.39742
30.13454,-106,-97,User missed,-0.882579,0.3115323,-0.2050075,329.8345,81.8563,6.078589,-0.5881352,-0.01259925,-0.3345815,350.3398,74.17505,64.89495
30.32358,-106,-98,Peer missed,-0.881364,0.3110708,-0.2048686,330.3387,81.83243,6.100969,-0.5874624,-0.01269705,-0.3314537,350.2892,74.92004,65.29185
30.42377,-105,-99,Peer hit user's target,-0.8797859,0.3104806,-0.2047065,331.0714,81.68121,5.866167,-0.5855551,-0.01650756,-0.3290097,350.6557,75.99741,66.34011
31.06764,-105,-100,Peer missed,-0.8404551,0.284535,-0.2006727,355.7338,74.30291,2.081209,-0.6146731,-0.06547641,-0.2612092,356.7504,71.59248,58.14297
33.03453,-105,-101,Peer missed,-0.7488958,0.3125271,-0.08674946,344.2867,46.91145,0.4914465,-0.5753732,-0.09219981,-0.01646238,340.4255,38.82606,57.5371
