Time (s):,User Points:,Peer Points:,Action type:,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
2.653815,0,1,Peer hit peer's target,-0.0001236349,0.01244836,-0.01373071,350.3391,359.9078,0.01057411,0.2298128,-0.07574041,-0.09246146,321.058,5.986066,101.3763
5.185476,0,2,Peer hit peer's target,-0.0003225878,0.01280149,-0.01419825,350.0294,359.8839,0.1448184,0.2298094,-0.07573524,-0.0924551,321.0153,6.02949,101.3263
8.672574,0,3,Peer hit peer's target,-0.0004872233,0.01278224,-0.01417336,350.0461,359.8012,0.1955625,0.2298091,-0.07574206,-0.09244453,321.0446,6.053293,101.3795
11.1892,0,4,Peer hit peer's target,-0.0006182231,0.01282367,-0.01422941,350.0083,359.7328,0.2336443,0.2298103,-0.07574931,-0.09243958,321.047,6.049765,101.4226
15.79158,0,5,Peer hit peer's target,-0.0005053468,0.01274604,-0.01412363,350.0853,359.7318,0.1470432,0.2298079,-0.07575352,-0.09242418,321.0787,6.103855,101.4617
21.93971,0,4,Peer missed,-0.2723965,0.404453,-0.4345825,19.34455,324.0472,1.668577,0.2298037,-0.0757518,-0.09240951,321.1193,6.175903,101.4707
27.97824,0,5,Peer hit peer's target,-0.3033396,0.4153219,-0.2041692,25.77859,344.4805,356.0771,0.2298028,-0.0757645,-0.09238851,321.122,6.223464,101.5454
30.81337,0,4,Peer missed,-0.1524739,0.5019947,-0.1245203,43.50616,338.8024,324.0608,0.2298023,-0.0757708,-0.09237733,321.1298,6.250738,101.5854
40.90054,0,5,Peer hit peer's target,-0.3410888,0.4634486,-0.383015,356.3436,354.365,356.727,0.2298034,-0.075798,-0.0923441,321.1258,6.301032,101.7406
47.53425,0,6,Peer hit peer's target,-0.3230264,0.4547088,-0.3772403,359.6568,351.7622,351.0123,0.229806,-0.07581735,-0.09232736,321.1427,6.30806,101.8602
52.67942,0,5,Peer missed,-0.3682005,0.4365133,-0.3592781,11.15363,345.9243,357.3174,0.2298096,-0.07583643,-0.09231495,321.1233,6.294878,101.9614
57.46833,0,4,Peer missed,-0.2739718,0.4258218,-0.4562886,11.99052,121.1515,4.915905,0.2298125,-0.07585229,-0.0923044,321.1037,6.284664,102.044
60.92605,0,5,Peer hit peer's target,-0.3534466,0.5743989,-0.3532391,345.7489,304.2456,359.0703,0.2298116,-0.07585695,-0.09229383,321.0947,6.313916,102.0668
62.88693,0,6,Peer hit peer's target,-0.3277642,-0.04604867,-0.3024729,335.7728,342.3874,29.17503,0.2298122,-0.07585969,-0.09229203,321.088,6.311856,102.0795
