Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
2018/07/02 - 01:12:13.3015541,29.99381,-0.005780676,-0.1167423,-0.3103737,4.632689,24.82325,358.9415,0.1748019,-0.5161314,-0.1527556,329.2392,26.83468,354.1001
2018/07/02 - 01:12:13.3125251,30.0046,-0.005792779,-0.1167704,-0.3103642,4.648956,24.82171,358.9452,0.1748011,-0.5161161,-0.1527759,329.2292,26.8263,354.0966
2018/07/02 - 01:12:13.3244925,30.01564,-0.005831069,-0.1167828,-0.3103493,4.665262,24.8306,358.9346,0.1748032,-0.5161049,-0.1527974,329.2163,26.82138,354.0849
2018/07/02 - 01:12:13.3344662,30.0272,-0.005818621,-0.1167934,-0.3103464,4.66147,24.82406,358.9439,0.1747816,-0.5161159,-0.15285,329.1946,26.74719,354.1087
2018/07/02 - 01:12:13.3464592,30.03814,-0.005827212,-0.1167998,-0.3103422,4.662682,24.82675,358.9492,0.1747829,-0.5161341,-0.1529055,329.1534,26.70335,354.1084
2018/07/02 - 01:12:13.3633888,30.04945,-0.005833561,-0.1168036,-0.3103359,4.652655,24.82692,358.9541,0.1747544,-0.5161412,-0.1529497,329.0938,26.67182,354.1095
2018/07/02 - 01:12:13.3713677,30.06654,-0.005834313,-0.1168036,-0.3103264,4.644847,24.8284,358.9576,0.1746594,-0.5161871,-0.1530158,329.0526,26.55075,354.1456
2018/07/02 - 01:12:13.3793651,30.07559,-0.005836997,-0.1167951,-0.3103279,4.651044,24.82648,358.9568,0.1745241,-0.5162418,-0.1530742,328.9951,26.43306,354.1802
2018/07/02 - 01:12:13.3913214,30.08291,-0.005837064,-0.1168241,-0.3103202,4.637632,24.83725,358.9669,0.1744461,-0.5162583,-0.1530564,328.9965,26.38039,354.2037
2018/07/02 - 01:12:13.4033099,30.09482,-0.005830158,-0.1168301,-0.3103296,4.653619,24.83303,358.9705,0.1743523,-0.5162565,-0.1530319,328.9945,26.31008,354.2284
2018/07/02 - 01:12:13.4122579,30.10633,-0.005818204,-0.1168491,-0.3103299,4.654828,24.82802,358.9765,0.1743553,-0.5162227,-0.1530047,329.002,26.33434,354.2294
2018/07/02 - 01:12:13.4242259,30.11661,-0.005810189,-0.1168673,-0.3103242,4.664508,24.82796,358.9784,0.1743317,-0.5161893,-0.1530049,328.9878,26.34268,354.2452
2018/07/02 - 01:12:13.4342005,30.12782,-0.00579811,-0.1168731,-0.3103201,4.672402,24.82453,358.9732,0.1743324,-0.5161533,-0.1530223,328.9791,26.37749,354.2401
2018/07/02 - 01:12:13.4461676,30.13839,-0.005774811,-0.1168701,-0.3103122,4.681139,24.82034,358.9707,0.1743724,-0.5160231,-0.1530416,328.9346,26.52813,354.2353
2018/07/02 - 01:12:13.4571383,30.14965,-0.005757933,-0.1168694,-0.3103015,4.682022,24.82777,358.9801,0.17447,-0.5159305,-0.1530171,328.959,26.61329,354.2118
2018/07/02 - 01:12:13.4681084,30.16069,-0.005736535,-0.1168592,-0.3102967,4.68044,24.81522,358.9697,0.1746025,-0.5158665,-0.1529542,329.0117,26.63061,354.1465
2018/07/02 - 01:12:13.4790806,30.17164,-0.005707762,-0.1168587,-0.3102797,4.667578,24.80434,358.97,0.1747555,-0.5158229,-0.152881,329.0663,26.67313,354.0646
2018/07/02 - 01:12:13.4910474,30.18253,-0.005696491,-0.1168576,-0.3102677,4.670651,24.80579,358.9775,0.1748665,-0.5158628,-0.1527988,329.1357,26.71711,354.0253
2018/07/02 - 01:12:13.5010217,30.19373,-0.005689241,-0.1168645,-0.3102837,4.682695,24.79567,358.9783,0.1749184,-0.5159013,-0.1527231,329.1893,26.71098,354.0288
2018/07/02 - 01:12:13.5119915,30.2047,-0.005708097,-0.116881,-0.3102892,4.700017,24.78882,358.9726,0.1749503,-0.5159323,-0.1526624,329.2275,26.68966,354.0224
2018/07/02 - 01:12:13.5229614,30.21557,-0.005716551,-0.1169359,-0.3103178,4.716311,24.77168,358.9932,0.1749766,-0.5159264,-0.1526492,329.2199,26.69152,354.0137
2018/07/02 - 01:12:13.5339327,30.22659,-0.005732556,-0.1169838,-0.3103255,4.724327,24.75981,358.9998,0.1750186,-0.5159073,-0.1526165,329.2188,26.7052,354.0148
2018/07/02 - 01:12:13.5449037,30.23777,-0.005754493,-0.1170137,-0.3103279,4.750826,24.7445,358.998,0.1750486,-0.5158779,-0.1525863,329.2214,26.7123,354.0214
2018/07/02 - 01:12:13.5558744,30.24856,-0.005780552,-0.1170764,-0.3103614,4.793401,24.70301,359.026,0.1750603,-0.5158444,-0.1525735,329.2206,26.71666,354.0251
2018/07/02 - 01:12:13.5678421,30.25977,-0.005817598,-0.1171329,-0.3103767,4.821,24.6954,359.0487,0.1750754,-0.5158035,-0.1525727,329.221,26.71514,354.0265
2018/07/02 - 01:12:13.5778152,30.27132,-0.005829327,-0.1171889,-0.3103885,4.829859,24.6712,359.0719,0.1750884,-0.5157676,-0.1525693,329.2271,26.6988,354.0295
2018/07/02 - 01:12:13.5897841,30.28198,-0.0058679,-0.1172303,-0.3104236,4.860519,24.6524,359.1009,0.1751011,-0.5157697,-0.1525628,329.2362,26.68417,354.0337
2018/07/02 - 01:12:13.6007551,30.2935,-0.005908056,-0.1172707,-0.3105044,4.899801,24.61247,359.1318,0.1751192,-0.5157745,-0.1525472,329.2474,26.67414,354.0415
2018/07/02 - 01:12:13.6127446,30.30413,-0.005943533,-0.1172853,-0.3105737,4.920069,24.57946,359.119,0.1751641,-0.5157952,-0.1525201,329.2667,26.6607,354.0587
2018/07/02 - 01:12:13.6226948,30.31534,-0.005961969,-0.1173087,-0.3106652,4.928343,24.55458,359.1461,0.1752093,-0.515804,-0.1525284,329.2705,26.66016,354.0534
2018/07/02 - 01:12:13.6336669,30.32615,-0.005985639,-0.1173157,-0.3107426,4.933117,24.54694,359.159,0.1753574,-0.5158087,-0.1525859,329.2726,26.7,354.0025
2018/07/02 - 01:12:13.6446382,30.33728,-0.006057244,-0.1172805,-0.3109676,5.003585,24.48784,359.1758,0.1754735,-0.5157889,-0.152636,329.2848,26.72869,353.9689
2018/07/02 - 01:12:13.6556069,30.34816,-0.006077174,-0.1172826,-0.3111157,5.000393,24.43806,359.1839,0.1756397,-0.5157386,-0.1527067,329.3036,26.75552,353.9207
2018/07/02 - 01:12:13.6675754,30.35938,-0.006093921,-0.117245,-0.3113407,5.007116,24.37764,359.2042,0.1758079,-0.5156751,-0.1527866,329.314,26.80048,353.8587
2018/07/02 - 01:12:13.6775486,30.37084,-0.006101912,-0.1172378,-0.3114913,4.983324,24.35593,359.2157,0.1760048,-0.5155935,-0.1528864,329.3287,26.89067,353.7639
2018/07/02 - 01:12:13.6895268,30.38191,-0.006126205,-0.1171826,-0.3116909,4.978625,24.32116,359.1734,0.1760797,-0.5155818,-0.1529141,329.3441,26.92707,353.7188
2018/07/02 - 01:12:13.7004924,30.39293,-0.006126647,-0.117135,-0.3119996,4.958109,24.24294,359.1238,0.1761134,-0.5156021,-0.1529089,329.3704,26.93301,353.6895
2018/07/02 - 01:12:13.7114631,30.40388,-0.006163538,-0.1171633,-0.3121249,4.95058,24.27059,359.1295,0.1761132,-0.5156423,-0.1528805,329.3916,26.94451,353.6702
2018/07/02 - 01:12:13.7224341,30.4152,-0.006194001,-0.1172126,-0.3124297,4.940343,24.22526,359.125,0.1760906,-0.5156846,-0.1528404,329.4214,26.95202,353.6631
