Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Target position x:,Target position y:,Target position z:
2018/07/02 - 01:12:03.5554087,29.99381,0,0,User missed, , , 
2018/07/02 - 01:12:09.1456366,29.99381,0,0,User missed, , , 
2018/07/02 - 01:12:10.1784207,29.99381,0,0,User missed, , , 
2018/07/02 - 01:12:10.9463897,29.99381,0,0,User missed, , , 
2018/07/02 - 01:12:11.8338857,29.99381,0,0,User missed, , , 
2018/07/02 - 01:12:12.6008643,29.99381,0,0,User missed, , , 
2018/07/02 - 01:12:13.3464592,30.04945,0,0,User missed, , , 
2018/07/02 - 01:12:14.4782358,31.18154,0,0,User missed, , , 
2018/07/02 - 01:12:14.9784246,31.6819,0,0,User missed, , , 
2018/07/02 - 01:12:15.5239649,32.22676,0,1,User missed, , , 
2018/07/02 - 01:12:15.9345944,32.63734,1,1,User hit user's target,3.394532,7.770688,3.265982
2018/07/02 - 01:12:16.9135231,33.61548,2,1,User hit user's target,4.141619,3.966199,3.315456
2018/07/02 - 01:12:18.3613641,35.065,3,2,User hit user's target,2.140395,3.929614,5.112628
2018/07/02 - 01:12:20.3354848,37.03823,4,2,User hit user's target,-1.840556,7.573841,3.793589
2018/07/02 - 01:12:23.3245889,40.02744,5,6,User hit user's target,3.445163,7.262657,3.724136
2018/07/02 - 01:12:24.5802125,41.28293,4,6,User missed, , , 
2018/07/02 - 01:12:24.9356662,41.63864,3,6,User missed, , , 
2018/07/02 - 01:12:25.9479573,42.65029,4,7,User hit user's target,-3.095819,8.120106,1.706481
2018/07/02 - 01:12:28.1910412,44.89344,3,7,User missed, , , 
