Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Target position x:,Target position y:,Target position z:
2018/06/28 - 03:28:55.3525722,1.887977,0,1,Peer hit peer's target,-4.078485,2.946327,-1.999657
2018/06/28 - 03:28:57.0938513,3.632891,1,2,Peer hit peer's target,2.123194,7.848932,3.644682
2018/06/28 - 03:28:59.9174715,6.455647,1,3,Peer hit peer's target,-5.353717,3.328012,-1.33317
2018/06/28 - 03:29:00.1717906,6.710221,1,2,Peer missed, , , 
2018/06/28 - 03:29:00.6933938,7.232093,2,1,Peer missed, , , 
2018/06/28 - 03:29:01.6936111,8.232089,2,0,Peer missed, , , 
2018/06/28 - 03:29:04.3936360,10.93264,4,1,Peer hit peer's target,0.6932042,7.258726,5.209219
2018/06/28 - 03:29:04.7287380,11.26679,5,2,Peer hit peer's target,-2.88695,6.072147,-3.824152
2018/06/28 - 03:29:06.1162427,12.65506,4,3,Peer hit peer's target,-1.572901,7.755707,-3.941532
2018/06/28 - 03:29:06.8624359,13.40018,3,4,Peer hit peer's target,-5.008904,3.390363,-1.171324
2018/06/28 - 03:29:09.1159156,15.65486,2,5,Peer hit peer's target,1.270411,8.673444,3.668906
2018/06/28 - 03:29:09.2714941,15.81011,2,4,Peer missed, , , 
2018/06/28 - 03:29:09.9493773,16.48802,2,3,Peer hit user's target,-1.372866,4.558048,4.693401
2018/06/28 - 03:29:10.0271703,16.56518,2,2,Peer missed, , , 
2018/06/28 - 03:29:10.6824214,17.22053,2,1,Peer missed, , , 
2018/06/28 - 03:29:14.3727999,20.91124,3,2,Peer hit peer's target,-3.410158,3.073612,0.9276492
2018/06/28 - 03:29:14.7856955,21.32375,4,1,Peer missed, , , 
2018/06/28 - 03:29:18.7062069,25.24392,3,0,Peer missed, , , 
2018/06/28 - 03:29:19.4273314,25.96577,4,1,Peer hit peer's target,3.098282,3.558389,2.912483
2018/06/28 - 03:29:21.4599258,27.99846,4,2,Peer hit peer's target,0.7445573,5.667588,-4.853038
2018/06/28 - 03:29:22.8498879,29.38778,5,1,Peer missed, , , 
2018/06/28 - 03:29:23.0607000,29.59921,5,2,Peer hit peer's target,4.008255,4.371175,-1.362697
2018/06/28 - 03:29:23.3708696,29.90999,5,3,Peer hit peer's target,-4.102702,6.806359,1.64485
2018/06/28 - 03:29:23.6391501,30.17745,5,4,Peer hit peer's target,-2.580544,6.412092,-3.510443
2018/06/28 - 03:29:25.0948054,31.63413,7,5,Peer hit peer's target,3.759559,6.874166,-3.157251
2018/06/28 - 03:29:25.7171452,32.25619,7,6,Peer hit peer's target,-0.9027087,6.552228,4.906763
2018/06/28 - 03:29:26.9607135,33.49939,7,7,Peer hit peer's target,0.9003787,4.729212,-4.742704
2018/06/28 - 03:29:27.4078419,33.94493,7,8,Peer hit peer's target,-3.111982,2.714169,-2.518465
2018/06/28 - 03:29:29.7635422,36.30092,9,9,Peer hit peer's target,-4.255284,3.50039,1.936962
2018/06/28 - 03:29:30.5163424,37.0554,10,10,Peer hit peer's target,3.928972,3.633507,-2.15526
2018/06/28 - 03:29:30.8843656,37.42215,10,9,Peer missed, , , 
2018/06/28 - 03:29:34.0831864,40.62085,11,8,Peer missed, , , 
2018/06/28 - 03:29:34.3724529,40.91005,11,9,Peer hit peer's target,-0.6165254,6.481483,5.427767
2018/06/28 - 03:29:34.5942393,41.13253,12,10,Peer hit peer's target,1.049786,6.951498,-4.364702
2018/06/28 - 03:29:34.9063756,41.44415,12,11,Peer hit peer's target,-2.876317,6.359678,3.439087
2018/06/28 - 03:29:35.9713667,42.50984,12,12,Peer hit peer's target,0.05055642,5.711842,-5.387939
