Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:,User points:,Peer points:
2018/07/10 - 10:41:27.1189876,0,0.02590035,-0.06964697,-0.09418297,10.10258,6.18855,359.9723,0.07325307,-0.6348406,0.07993346,354.5503,8.384686,7.818923,0,0
2018/07/10 - 10:41:27.1289611,0.01104751,0.0258887,-0.06967662,-0.09421708,10.11528,6.17822,359.9735,0.0732532,-0.6348287,0.07995252,354.6405,8.422182,7.80862,0,0
2018/07/10 - 10:41:27.1379450,0.02493263,0.02586745,-0.06968833,-0.09421776,10.11599,6.183831,359.9714,0.0732796,-0.6348243,0.07995666,354.6768,8.368299,7.725964,0,0
2018/07/10 - 10:41:27.1499175,0.03387611,0.02586601,-0.06970337,-0.09422527,10.11563,6.173602,359.9785,0.07331829,-0.6348163,0.07996551,354.7449,8.385397,7.54969,0,0
2018/07/10 - 10:41:27.1608765,0.04574936,0.02586228,-0.06971431,-0.09424008,10.11897,6.170353,359.9766,0.07335927,-0.6348059,0.07997817,354.8318,8.381312,7.378232,0,0
2018/07/10 - 10:41:27.1718481,0.05679317,0.02584782,-0.06973635,-0.09424374,10.11505,6.183973,359.9764,0.07337905,-0.6347992,0.07998702,354.8868,8.390528,7.290633,0,0
2018/07/10 - 10:41:27.1818329,0.06748883,0.02586098,-0.06975148,-0.09426007,10.12035,6.172243,359.9722,0.0733869,-0.634798,0.07998824,354.899,8.427889,7.234581,0,0
2018/07/10 - 10:41:27.1937872,0.07848599,0.02585783,-0.06978362,-0.09426879,10.11459,6.176904,359.9696,0.0733784,-0.6348029,0.0799811,354.8619,8.496248,7.227346,0,0
2018/07/10 - 10:41:27.2047579,0.08924166,0.02585152,-0.06980401,-0.0942784,10.11895,6.178936,359.9565,0.07336683,-0.6348003,0.07998648,354.8809,8.551243,7.249957,0,0
2018/07/10 - 10:41:27.2177229,0.1005375,0.02585022,-0.06982457,-0.09428842,10.13188,6.185732,359.9508,0.07335864,-0.6347962,0.07999391,354.9108,8.580879,7.27385,0,0
2018/07/10 - 10:41:27.2286942,0.1126582,0.02585124,-0.06984258,-0.09428997,10.13148,6.187935,359.9551,0.07335871,-0.6347991,0.07998933,354.8893,8.573803,7.274608,0,0
2018/07/10 - 10:41:27.2406638,0.1243955,0.02584692,-0.06987809,-0.09428795,10.13891,6.201515,359.9619,0.07336527,-0.6348047,0.07997949,354.848,8.578399,7.236197,0,0
2018/07/10 - 10:41:27.2516326,0.1361146,0.02585199,-0.06991182,-0.09429076,10.14915,6.204326,359.967,0.07337315,-0.6348037,0.07998048,354.857,8.546067,7.220934,0,0
2018/07/10 - 10:41:27.2626036,0.1473515,0.02584265,-0.06995425,-0.09429012,10.15317,6.217364,359.9604,0.07340092,-0.6347936,0.07999412,354.936,8.427373,7.176415,0,0
2018/07/10 - 10:41:27.2755699,0.1593704,0.0258472,-0.07000098,-0.09430595,10.1641,6.233249,359.9787,0.07345022,-0.6347921,0.07999208,354.9557,8.310287,7.024796,0,0
2018/07/10 - 10:41:27.2865386,0.1711993,0.02585219,-0.07002892,-0.09432137,10.16875,6.235812,359.9795,0.07349394,-0.6347973,0.07998002,354.9257,8.235933,6.866295,0,0
2018/07/10 - 10:41:27.2985069,0.1827844,0.02584837,-0.070061,-0.09432464,10.17085,6.245436,359.9799,0.07348847,-0.634799,0.07997777,354.9117,8.238531,6.887618,0,0
2018/07/10 - 10:41:27.3094779,0.1946079,0.02586015,-0.07011376,-0.0943324,10.1613,6.245237,359.9943,0.07347603,-0.634801,0.07997554,354.8938,8.259995,6.928865,0,0
2018/07/10 - 10:41:27.3264322,0.206088,0.0258486,-0.07011954,-0.09435414,10.17774,6.24784,359.9881,0.07346965,-0.634805,0.07996958,354.8622,8.274637,6.944765,0,0
2018/07/10 - 10:41:27.3334133,0.2177465,0.02582451,-0.0701296,-0.09433284,10.18402,6.248723,359.9879,0.07346413,-0.6348145,0.07995477,354.7899,8.294594,6.947986,0,0
2018/07/10 - 10:41:27.3443843,0.2295435,0.0258049,-0.07013277,-0.09431117,10.19149,6.241385,359.9916,0.07345834,-0.6348186,0.07994872,354.7577,8.293118,6.970675,0,0
2018/07/10 - 10:41:27.3563531,0.2409401,0.02577075,-0.07012416,-0.0942851,10.20063,6.222304,359.9885,0.07345755,-0.634822,0.07994333,354.7315,8.280432,6.97818,0,0
2018/07/10 - 10:41:27.3673238,0.2526571,0.02574375,-0.07011637,-0.09425995,10.19474,6.213885,359.9854,0.07346801,-0.6348315,0.07992715,354.6616,8.253577,6.93712,0,0
2018/07/10 - 10:41:27.3802887,0.2640099,0.02570889,-0.0700966,-0.09422877,10.18905,6.202973,359.9834,0.073507,-0.634851,0.07989279,354.5217,8.137041,6.810912,0,0
2018/07/10 - 10:41:27.3912597,0.275358,0.02567869,-0.0700549,-0.0941994,10.19286,6.193328,359.9789,0.07353445,-0.6348543,0.07988556,354.4994,7.979111,6.778201,0,0
2018/07/10 - 10:41:27.4022319,0.2867636,0.02564122,-0.07003546,-0.09415523,10.17076,6.184047,359.9893,0.07356597,-0.6348558,0.0798808,354.49,7.801095,6.741007,0,0
2018/07/10 - 10:41:27.4141981,0.2984039,0.02561137,-0.06997614,-0.09411249,10.1729,6.168859,359.9879,0.07363475,-0.6348705,0.07985311,354.3921,7.560832,6.561317,0,0
2018/07/10 - 10:41:27.4241707,0.3094315,0.02556727,-0.06994005,-0.09406459,10.16229,6.161726,359.9927,0.07371386,-0.6348814,0.07983149,354.3224,7.232493,6.392456,0,0
2018/07/10 - 10:41:27.4371359,0.3207652,0.02551836,-0.06991473,-0.09400759,10.14341,6.151093,359.9917,0.07378416,-0.6348708,0.07984497,354.4092,6.880793,6.296548,0,0
2018/07/10 - 10:41:27.4471327,0.3319683,0.02545115,-0.06985711,-0.09394192,10.15306,6.142981,359.9903,0.07386683,-0.6348369,0.07989603,354.6787,6.565492,6.141906,0,0
2018/07/10 - 10:41:27.4590959,0.3432411,0.02541115,-0.06984584,-0.0938846,10.14048,6.137422,0.01650481,0.07397494,-0.6347994,0.07995368,354.9925,6.331677,5.825881,0,0
2018/07/10 - 10:41:27.4690517,0.354614,0.02533377,-0.06982953,-0.093836,10.13399,6.115118,0.0401388,0.0740748,-0.6347735,0.07999469,355.2173,6.05245,5.562815,0,0
2018/07/10 - 10:41:27.4810191,0.3654044,0.02526814,-0.06978979,-0.09378523,10.1425,6.095548,0.03436812,0.07415505,-0.6347588,0.0800188,355.3492,5.75889,5.385953,0,0
2018/07/10 - 10:41:27.4920029,0.376783,0.0251953,-0.06975833,-0.09372154,10.14365,6.068011,0.0321475,0.07419384,-0.6347535,0.08002781,355.3942,5.535082,5.34646,0,0
2018/07/10 - 10:41:27.5029594,0.3877972,0.02512819,-0.06973257,-0.09365912,10.13873,6.048578,0.03877651,0.07416208,-0.6347658,0.08000743,355.2778,5.418847,5.547628,0,0
2018/07/10 - 10:41:27.5159254,0.3991548,0.02501234,-0.06971527,-0.09358098,10.11663,5.99265,0.04053963,0.07413738,-0.6347818,0.07998127,355.1406,5.349179,5.687932,0,0
2018/07/10 - 10:41:27.5258995,0.4106827,0.02493023,-0.06967955,-0.09355737,10.13129,5.978145,0.04285722,0.07414471,-0.6348001,0.07995164,354.9996,5.268847,5.689869,0,0
2018/07/10 - 10:41:27.5368702,0.4220886,0.02485131,-0.06965135,-0.09354689,10.14139,5.944448,0.05233832,0.0741866,-0.6348225,0.07991617,354.8416,5.135973,5.56602,0,0
2018/07/10 - 10:41:27.5478409,0.4324017,0.02473855,-0.06962467,-0.09354367,10.14909,5.902441,0.07136274,0.07422645,-0.6348407,0.07988767,354.7144,4.999423,5.456823,0,0
2018/07/10 - 10:41:27.5588136,0.4440121,0.02462651,-0.06965318,-0.09351879,10.10389,5.851794,0.0603079,0.07424855,-0.6348628,0.07985293,354.5525,4.901791,5.402275,0,0
2018/07/10 - 10:41:27.5697809,0.4547752,0.02447341,-0.06958057,-0.09354258,10.15517,5.784445,0.05961552,0.07425994,-0.634883,0.07982125,354.3993,4.784544,5.409107,0,0
