Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Target position x:,Target position y:,Target position z:
2018/07/02 - 11:45:36.7968523,94.85843,0,0,User missed, , , 
2018/07/02 - 11:45:39.6605830,97.72473,1,0,User hit user's target,-1.37675,7.71744,3.027733
2018/07/02 - 11:45:40.8260114,98.89077,2,0,User hit user's target,-3.95454,5.443522,3.523363
2018/07/02 - 11:45:41.6921994,99.75674,3,0,User hit user's target,-3.814489,3.727113,2.192226
2018/07/02 - 11:45:43.9258156,101.9907,2,1,User missed, , , 
2018/07/02 - 11:45:44.3826422,102.4467,1,1,User missed, , , 
2018/07/02 - 11:45:44.7047827,102.7686,2,1,User hit user's target,-3.694146,5.888429,3.630284
2018/07/02 - 11:45:44.9820382,103.0465,1,1,User missed, , , 
2018/07/02 - 11:45:47.1491546,105.2139,2,0,User hit user's target,-5.237725,3.988479,-0.3347685
2018/07/02 - 11:45:48.2431035,106.3022,3,0,User hit user's target,-3.203641,4.049112,3.347448
2018/07/02 - 11:45:48.7821514,106.8463,2,0,User missed, , , 
2018/07/02 - 11:45:49.1930718,107.2574,3,1,User hit user's target,-4.900064,3.616649,0.8677168
2018/07/02 - 11:45:49.7379812,107.8018,4,1,User hit user's target,-4.29171,5.52313,1.318328
2018/07/02 - 11:45:50.3828160,108.4469,3,1,User missed, , , 
2018/07/02 - 11:45:50.6610853,108.725,2,1,User missed, , , 
2018/07/02 - 11:45:51.2415066,109.3056,1,1,User missed, , , 
2018/07/02 - 11:45:54.6160738,112.6802,2,2,User hit user's target,-5.175376,5.710656,-0.1052293
2018/07/02 - 11:45:55.1597145,113.2238,3,2,User hit user's target,-4.220319,5.391349,2.624117
2018/07/02 - 11:45:56.1940438,114.2583,2,2,User missed, , , 
2018/07/02 - 11:46:00.2168095,118.281,1,1,User missed, , , 
2018/07/02 - 11:46:00.8498544,118.9145,2,1,User hit user's target,-3.852648,3.802258,3.127862
2018/07/02 - 11:46:01.5948608,119.6588,1,2,User hit peer's target,-3.892083,4.189298,1.664516
2018/07/02 - 11:46:02.0616025,120.1251,2,2,User hit user's target,-3.620442,4.119132,2.815207
2018/07/02 - 11:46:02.4717706,120.5362,3,2,User hit user's target,-3.381001,4.348283,2.465642
2018/07/02 - 11:46:03.3723516,121.4372,2,2,User hit peer's target,-4.061453,3.861458,2.902193
2018/07/02 - 11:46:04.1402916,122.2037,1,3,User hit peer's target,-4.284263,6.295106,1.482911
2018/07/02 - 11:46:06.0163680,124.0805,0,1,User missed, , , 
2018/07/02 - 11:46:06.5046779,124.5694,1,0,User hit user's target,-4.175459,3.407621,1.550089
2018/07/02 - 11:46:08.1499055,126.2147,0,3,User hit peer's target,-3.519881,3.668353,2.86532
2018/07/02 - 11:46:09.0953307,127.1583,0,4,User hit peer's target,-5.164219,4.293606,1.96385
2018/07/02 - 11:46:09.5266839,127.5911,0,5,User missed, , , 
2018/07/02 - 11:46:10.2379974,128.3021,0,6,User hit peer's target,-3.826712,3.404926,2.978766
2018/07/02 - 11:46:10.6708588,128.736,1,5,User hit user's target,-3.726745,4.814693,3.145069
