Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Target position x:,Target position y:,Target position z:
2018/07/10 - 10:43:19.6765317,92.56802,1,0,User hit user's target,-4.031087,3.470484,2.285894
2018/07/10 - 10:43:20.2200735,93.11264,0,0,User missed, , , 
2018/07/10 - 10:43:20.6309639,93.52402,0,1,Peer hit peer's target,-4.141792,3.684596,2.014789
2018/07/10 - 10:43:20.6854072,93.5788,1,1,User hit user's target,-0.07193111,2.93609,4.421482
2018/07/10 - 10:43:21.2199347,94.11278,2,1,User hit user's target,-2.475066,3.937135,4.892499
2018/07/10 - 10:43:22.3301134,95.22362,2,0,Peer missed, , , 
2018/07/10 - 10:43:22.7420113,95.63469,3,0,User hit user's target,-1.958235,2.773,5.256131
2018/07/10 - 10:43:23.2419242,96.13445,4,0,User hit user's target,-1.260287,2.957323,4.708541
2018/07/10 - 10:43:23.5972143,96.48978,5,0,User hit user's target,-2.068158,3.144072,4.335984
2018/07/10 - 10:43:25.9983400,98.89094,6,0,User hit user's target,3.210489,7.758451,2.880639
2018/07/10 - 10:43:26.6749386,99.56823,6,1,Peer hit peer's target,-3.764327,3.66721,0.7864267
2018/07/10 - 10:43:27.6762925,100.5688,7,1,User hit user's target,-0.08740661,3.727379,5.714346
2018/07/10 - 10:43:28.2193482,101.113,7,0,Peer missed, , , 
2018/07/10 - 10:43:28.9864167,101.8799,8,0,User hit user's target,1.332042,6.84796,4.230693
2018/07/10 - 10:43:30.3318286,103.2246,8,1,Peer hit peer's target,-4.017761,2.329722,-0.3231623
2018/07/10 - 10:43:32.6988390,105.5913,9,1,User hit user's target,-5.157152,4.734911,2.28024
2018/07/10 - 10:43:33.3981817,106.2908,8,1,User missed, , , 
2018/07/10 - 10:43:33.7079389,106.602,7,1,User missed, , , 
2018/07/10 - 10:43:33.9971467,106.8907,6,1,User missed, , , 
2018/07/10 - 10:43:35.7761556,108.6692,5,1,User missed, , , 
2018/07/10 - 10:43:36.1211221,109.0141,5,2,Peer hit peer's target,-4.251058,2.84634,-1.788397
2018/07/10 - 10:43:36.7980552,109.6912,6,2,User hit user's target,1.108825,2.64694,5.195153
2018/07/10 - 10:43:37.3635424,110.2574,6,1,Peer missed, , , 
2018/07/10 - 10:43:40.7986528,113.6909,6,0,Peer missed, , , 
2018/07/10 - 10:43:40.8634792,113.7577,5,0,User missed, , , 
2018/07/10 - 10:43:41.0986229,113.9911,5,1,Peer hit peer's target,4.467072,8.012909,-0.1403495
2018/07/10 - 10:43:41.2196321,114.1132,6,1,User hit user's target,-2.885006,8.215694,3.147229
2018/07/10 - 10:43:41.8998130,114.792,6,2,Peer hit peer's target,2.751747,7.64947,3.084849
2018/07/10 - 10:43:41.9417272,114.8356,7,2,User hit user's target,-3.913239,7.902308,2.161493
2018/07/10 - 10:43:42.5641347,115.4582,7,3,Peer hit peer's target,3.109887,8.573786,1.645266
2018/07/10 - 10:43:42.8665603,115.7594,7,4,Peer hit peer's target,-1.202168,2.998653,-4.404502
2018/07/10 - 10:43:43.4211158,116.3137,7,5,Peer hit peer's target,1.129556,8.301537,3.705676
2018/07/10 - 10:43:46.3816686,119.2691,8,5,User hit user's target,4.824475,5.014882,2.988271
2018/07/10 - 10:43:46.4096240,119.3028,8,6,Peer hit peer's target,-3.273088,8.44833,-1.226391
2018/07/10 - 10:43:46.7197638,119.6129,8,5,Peer missed, , , 
2018/07/10 - 10:43:47.0203963,119.9134,8,4,Peer missed, , , 
2018/07/10 - 10:43:49.5766926,122.4699,8,3,Peer missed, , , 
2018/07/10 - 10:43:50.3087315,123.2027,9,3,User hit user's target,-0.3793662,4.476751,5.215101
2018/07/10 - 10:43:50.7204954,123.6137,10,3,User hit user's target,-0.2653879,4.651042,5.176465
2018/07/10 - 10:43:50.9319397,123.8249,10,2,Peer missed, , , 
2018/07/10 - 10:43:51.4316923,124.3247,11,2,User hit user's target,-1.000467,5.39733,5.41911
2018/07/10 - 10:43:51.8767383,124.7609,12,2,User hit user's target,1.776855,3.192863,2.931333
2018/07/10 - 10:43:53.4317557,126.3247,13,2,User hit user's target,3.023868,5.99097,3.895521
