Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Target position x:,Target position y:,Target position z:
2018/07/10 - 10:43:54.1429131,127.0358,13,3,Peer hit peer's target,-0.5020032,6.448561,4.696093
2018/07/10 - 10:43:54.3423786,127.2361,14,3,User hit user's target,-3.964285,5.705265,3.650514
2018/07/10 - 10:43:54.4530841,127.3461,14,4,Peer hit peer's target,-5.206306,3.113685,0.1664885
2018/07/10 - 10:43:54.7539411,127.6468,14,5,Peer hit peer's target,-4.390252,3.825709,-1.138404
2018/07/10 - 10:43:55.0550982,127.9479,14,6,Peer hit peer's target,-2.310693,6.199871,4.074093
2018/07/10 - 10:43:55.1642748,128.0581,15,6,User hit user's target,-1.271116,6.326926,4.682354
2018/07/10 - 10:43:55.3644037,128.2581,15,7,Peer hit peer's target,-4.97527,7.430565,2.653017
2018/07/10 - 10:43:56.0320443,128.9248,16,7,User hit user's target,4.757701,6.426994,0.9651822
2018/07/10 - 10:43:56.4866366,129.3801,17,7,User hit user's target,3.489414,6.373366,2.83335
2018/07/10 - 10:43:56.5544937,129.4476,17,8,Peer hit peer's target,4.353926,3.172944,2.237368
2018/07/10 - 10:43:56.9763878,129.8688,17,9,Peer hit peer's target,1.494201,8.22032,3.626643
2018/07/10 - 10:43:57.3872932,130.2808,17,10,Peer hit peer's target,-4.532137,6.172735,1.88054
2018/07/10 - 10:43:58.1990381,131.0912,18,10,User hit user's target,4.60135,5.248267,0.6595297
2018/07/10 - 10:43:58.9320492,131.825,19,10,User hit user's target,4.86387,3.385448,2.023873
2018/07/10 - 10:43:59.2993571,132.1918,19,11,Peer hit peer's target,0.5124449,2.741676,-4.650308
2018/07/10 - 10:43:59.3552079,132.2477,20,11,User hit user's target,5.103269,4.877525,1.309392
2018/07/10 - 10:43:59.9486170,132.836,20,12,Peer hit peer's target,-0.4372252,3.809525,4.510082
2018/07/10 - 10:44:01.1660150,134.0593,20,13,Peer hit peer's target,-3.778975,5.680881,-2.913443
