Time (s):,User Points:,Peer Points:,Action type:,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
2.589092,-1,0,User missed,0.9086403,0.3343725,-0.1727982,350.2215,351.4828,359.1933,0.9401317,0.02514371,0.1363015,355.2867,3.540901,352.8936
2.944985,-2,1,User hit peer's target,0.8992107,0.3263949,-0.1796682,356.3289,343.5912,1.520575,0.8923036,-0.008788632,0.09136218,8.42038,338.438,352.3571
4.622807,-3,1,User missed,0.860896,0.3449348,-0.1796665,343.1992,306.1733,6.671224,0.7814938,0.001010154,0.03017754,352.2327,300.3684,355.2148
4.845152,-4,1,User missed,0.8637033,0.349474,-0.1829426,341.0667,304.2157,6.787259,0.770695,-0.01229373,0.02373984,351.2522,292.5233,356.875
5.04528,-5,1,User missed,0.8626238,0.3504347,-0.1846954,341.3405,302.0962,6.982441,0.7698925,-0.01687562,0.0226038,349.2693,291.007,356.2336
5.123027,-5,0,Peer missed,0.8619289,0.3505962,-0.1846778,341.2872,301.1722,7.165401,0.76585,-0.01817845,0.02367188,350.2407,294.305,356.9809
5.25622,-6,0,User missed,0.8616245,0.3499006,-0.1831714,341.2205,300.1775,7.020903,0.7722244,-0.02168732,0.01887936,346.4042,288.2038,356.6892
5.456524,-7,0,User missed,0.8615436,0.3492763,-0.1820904,341.0801,299.2065,6.924637,0.7695783,-0.02569165,0.01773292,346.4998,289.0916,355.2178
5.522639,-7,-1,Peer missed,0.8614524,0.3491519,-0.1819779,340.949,298.61,6.985844,0.7644071,-0.02528144,0.02049731,348.5125,292.4102,355.1971
5.666223,-8,-1,User missed,0.8610389,0.3475026,-0.1799752,342.0607,298.1955,6.791386,0.7631508,-0.03052735,0.0204293,351.0107,289.3082,356.6726
5.909777,-7,-1,User hit user's target,0.8529087,0.3310648,-0.1753377,354.9733,296.4025,4.579344,0.762026,-0.07272381,0.01349673,6.592233,292.338,357.4626
6.176712,-8,-1,User missed,0.8562463,0.3292876,-0.1654069,356.0251,302.7892,3.222141,0.7744015,-0.06639242,0.04690027,4.286568,301.9537,355.9972
6.455003,-9,-1,User missed,0.8659657,0.3369577,-0.1626087,350.7345,307.671,2.457,0.7849646,-0.03528976,0.07000099,359.685,307.2867,357.4199
6.565865,-9,-2,Peer missed,0.8659086,0.3371829,-0.1639244,350.8098,307.9303,2.070912,0.7843755,-0.03792898,0.08606663,0.9765946,313.2553,356.7462
6.710276,-8,-2,User hit user's target,0.8674657,0.3394793,-0.1674708,349.7673,307.2964,2.077866,0.7705776,-0.006499536,0.07989593,353.158,311.2393,356.4259
7.177614,-9,-2,User missed,0.8846242,0.3442573,-0.163501,346.374,328.172,358.3916,0.8376051,0.01827022,0.1882765,354.4516,338.2708,354.5012
7.355392,-9,-3,Peer missed,0.8880298,0.3418368,-0.1584006,347.4359,334.9577,357.9488,0.869491,0.007201222,0.195896,356.3357,344.3898,355.433
7.444401,-10,-3,User missed,0.890395,0.3436074,-0.1591399,345.1472,337.283,358.1381,0.8787928,-0.004936417,0.1955157,357.1599,342.9019,356.8484
7.711349,-9,-3,User hit user's target,0.896662,0.3514517,-0.1668013,337.3735,340.5408,358.1307,0.8909322,-0.1052714,0.1702169,19.71183,337.1811,355.3417
7.966896,-10,-3,User missed,0.8774644,0.3184813,-0.149986,5.663611,330.9422,1.002044,0.8705481,-0.1187412,0.1189025,23.85654,324.978,356.93
8.266868,-11,-3,User missed,0.870659,0.3137645,-0.1458691,6.850029,328.8872,1.379993,0.8627004,-0.09225945,0.1258276,10.87812,330.7862,1.025645
8.533642,-11,-4,Peer missed,0.8838139,0.3224697,-0.1420383,0.4001819,339.3321,0.4971426,0.9024655,-0.09510581,0.1766514,15.29886,343.6249,4.403288
8.544558,-10,-4,User hit user's target,0.8844981,0.3228003,-0.1419594,0.1025817,339.688,0.3885515,0.9039585,-0.0945029,0.1778222,15.34942,344.0155,4.345192
8.801146,-11,-4,User missed,0.9008162,0.327261,-0.1426857,356.9037,349.2447,358.7088,0.9755798,-0.08813035,0.2159773,10.24451,358.9309,7.99497
