Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Target position x:,Target position y:,Target position z:
2018/06/28 - 04:33:12.1173808,2.875699,1,1,Peer hit peer's target,2.793776,7.051894,-3.788506
2018/06/28 - 04:33:12.5173098,3.275699,1,2,Peer hit peer's target,3.187287,5.996089,3.558568
2018/06/28 - 04:33:13.7949200,4.553164,2,3,Peer hit peer's target,-3.428329,1.522153,1.324667
2018/06/28 - 04:33:15.0397612,5.798488,2,4,Peer hit peer's target,-1.499714,7.450029,-3.851784
2018/06/28 - 04:33:15.5403907,6.299276,2,3,Peer missed, , , 
2018/06/28 - 04:33:17.9309260,8.689205,3,4,Peer hit peer's target,1.206287,6.022295,5.23125
2018/06/28 - 04:33:20.5974385,11.35623,5,5,Peer hit peer's target,2.36259,3.531262,-3.600486
2018/06/28 - 04:33:21.6081970,12.36684,5,6,Peer hit peer's target,5.216709,3.595843,-0.1681166
2018/06/28 - 04:33:23.3970328,14.15579,6,7,Peer hit peer's target,4.383556,2.886302,2.386021
2018/06/28 - 04:33:24.5852708,15.34421,6,8,Peer hit peer's target,-0.8536787,3.338573,5.183721
2018/06/28 - 04:33:26.8301575,17.58881,8,7,Peer missed, , , 
2018/06/28 - 04:33:28.2188117,18.97808,9,8,Peer hit peer's target,-5.226593,4.922419,1.645317
2018/06/28 - 04:33:29.1852812,19.94487,9,7,Peer missed, , , 
2018/06/28 - 04:33:31.1966413,21.95479,10,6,Peer missed, , , 
2018/06/28 - 04:33:31.2744327,22.0328,11,7,Peer hit peer's target,-2.36043,7.263378,-4.341048
2018/06/28 - 04:33:31.2844064,22.0441,11,8,Peer hit peer's target,-3.894636,7.393879,-0.278524
2018/06/28 - 04:33:31.4080783,22.16663,11,9,Peer hit peer's target,3.326788,3.205583,2.716908
2018/06/28 - 04:33:31.5626843,22.32168,11,10,Peer hit peer's target,1.432949,3.559992,-4.667027
2018/06/28 - 04:33:32.0967023,22.85556,11,11,Peer hit peer's target,-2.947715,6.3272,-2.873183
2018/06/28 - 04:33:36.0081797,26.7664,16,12,Peer hit peer's target,-3.504328,2.806945,-1.752241
2018/06/28 - 04:33:37.1630781,27.92251,16,13,Peer hit peer's target,0.2685391,3.507386,4.748705
2018/06/28 - 04:33:38.2967999,29.05525,18,14,Peer hit peer's target,-3.443091,8.174108,1.141311
2018/06/28 - 04:33:38.3975471,29.15498,18,15,Peer hit peer's target,1.478356,8.430301,3.278474
2018/06/28 - 04:33:38.7607154,29.52072,18,16,Peer hit peer's target,-4.952741,5.401958,0.09837054
2018/06/28 - 04:33:38.9322572,29.68992,18,17,Peer hit peer's target,-5.313877,4.089699,-0.3847871
2018/06/28 - 04:33:39.4524234,30.21095,18,18,Peer hit peer's target,3.347116,2.695241,-1.020319
2018/06/28 - 04:33:40.6297109,31.38814,19,19,Peer hit peer's target,-1.463032,7.463406,-4.18889
2018/06/28 - 04:33:42.2415530,33.00055,18,20,Peer hit peer's target,3.338809,4.599147,-3.740666
2018/06/28 - 04:33:42.9755791,33.73394,19,19,Peer missed, , , 
2018/06/28 - 04:33:46.3110884,37.06747,21,18,Peer missed, , , 
2018/06/28 - 04:33:46.4447306,37.2034,21,19,Peer hit peer's target,1.198981,6.972623,-4.299488
2018/06/28 - 04:33:46.7080251,37.46652,20,20,Peer hit peer's target,-2.950883,5.852957,4.208184
