Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
2018/06/28 - 04:33:09.2533975,0,-0.01778421,0.008474043,-0.02188639,354.8768,342.1243,0.4754821,-0.03704871,-0.554182,0.1375334,7.315856,327.5992,7.999015
2018/06/28 - 04:33:09.2623737,0.01077814,-0.01780418,0.008404084,-0.02214131,354.9079,342.1213,0.4737524,-0.0370945,-0.5541313,0.1374783,7.306254,327.5868,7.97578
2018/06/28 - 04:33:09.2743593,0.02279077,-0.01783387,0.008337037,-0.02230951,354.9309,342.1283,0.4771144,-0.03715036,-0.5540441,0.1374435,7.295068,327.5739,7.947752
2018/06/28 - 04:33:09.2843148,0.03361101,-0.01783605,0.008274136,-0.02239824,354.9848,342.107,0.4873518,-0.03719227,-0.5539711,0.1374138,7.289257,327.5668,7.925114
2018/06/28 - 04:33:09.2962825,0.04432032,-0.01788615,0.008200821,-0.02243354,355.0417,342.1205,0.4786441,-0.03725876,-0.5538908,0.1373198,7.303362,327.5453,7.891866
2018/06/28 - 04:33:09.3082514,0.0558107,-0.01788584,0.008155827,-0.02231179,355.0518,342.1143,0.4756205,-0.03733744,-0.5537849,0.1371835,7.309965,327.5138,7.832215
2018/06/28 - 04:33:09.3172270,0.06736083,-0.01788223,0.008099762,-0.02209708,355.1175,342.1198,0.5295873,-0.03741975,-0.5537078,0.1370828,7.328526,327.4598,7.785484
2018/06/28 - 04:33:09.3291949,0.07771116,-0.01788193,0.00809138,-0.02191454,355.1413,342.1018,0.5147345,-0.03751197,-0.5536565,0.136998,7.334761,327.4097,7.778712
2018/06/28 - 04:33:09.3401654,0.08874986,-0.01789189,0.008080706,-0.02158332,355.1982,342.0847,0.5063717,-0.03763743,-0.5536049,0.1368887,7.34263,327.3216,7.78531
2018/06/28 - 04:33:09.3521339,0.1000645,-0.01789632,0.008053359,-0.02136143,355.248,342.0667,0.5303215,-0.03772817,-0.5535476,0.1367821,7.335884,327.26,7.755134
2018/06/28 - 04:33:09.3621065,0.1110292,-0.0179354,0.008029909,-0.02107756,355.3746,342.0461,0.5556181,-0.03777325,-0.5535048,0.1367043,7.328109,327.2402,7.725611
