Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:,User points:,Peer points:
2018/07/10 - 10:35:38.9042639,89.97971,-0.04041311,-0.0295195,-0.1685118,3.326548,351.8598,358.5406,-0.02483629,-0.5816065,0.04545549,22.69872,353.8547,349.9418,0,0
2018/07/10 - 10:35:38.9132398,89.99209,-0.04078463,-0.02935613,-0.16857,3.322239,351.8522,358.502,-0.02483789,-0.5816124,0.04535349,22.32683,354.0487,349.9796,0,0
2018/07/10 - 10:35:38.9232133,90.00211,-0.04098752,-0.02936321,-0.168723,3.330719,351.7842,358.571,-0.02484656,-0.5816155,0.04526929,22.01179,354.1863,350.0459,0,0
2018/07/10 - 10:35:38.9361802,90.01298,-0.04126122,-0.02936734,-0.1688314,3.34236,351.7836,358.5536,-0.02484564,-0.5816221,0.04518657,21.67101,354.2204,350.0771,0,0
2018/07/10 - 10:35:38.9461517,90.02402,-0.04160156,-0.02930743,-0.1688623,3.303587,351.7074,358.5866,-0.02485637,-0.5816242,0.0451183,21.37179,354.1957,350.1636,0,0
2018/07/10 - 10:35:38.9581208,90.03562,-0.04194675,-0.02916092,-0.1689413,3.335341,351.6343,358.5881,-0.02490165,-0.5816168,0.04504029,21.06433,354.2851,350.4026,0,0
2018/07/10 - 10:35:38.9680945,90.04707,-0.04235504,-0.02903877,-0.1689634,3.300812,351.544,358.6147,-0.02498467,-0.5815982,0.04496638,20.79806,354.4604,350.804,0,0
2018/07/10 - 10:35:38.9790638,90.05773,-0.04284867,-0.02887097,-0.1690771,3.277979,351.4407,358.5895,-0.02508242,-0.5815745,0.0449078,20.59996,354.6515,351.263,0,0
2018/07/10 - 10:35:38.9910318,90.06869,-0.04318344,-0.02878092,-0.1692234,3.311215,351.3881,358.6173,-0.02514544,-0.5815595,0.04487216,20.47616,354.7585,351.559,0,0
2018/07/10 - 10:35:39.0149677,90.08006,-0.04374238,-0.02872876,-0.169532,3.388173,351.2388,358.6669,-0.02511603,-0.5815686,0.04486798,20.44059,354.6904,351.4326,0,0
2018/07/10 - 10:35:39.0249412,90.10355,-0.04469327,-0.02875027,-0.169914,3.536116,350.8859,358.6816,-0.02509392,-0.5815805,0.04481545,20.13073,354.3914,351.3964,0,0
2018/07/10 - 10:35:39.0339171,90.11438,-0.04473574,-0.02872652,-0.1700908,3.577253,350.8857,358.698,-0.02506426,-0.5815891,0.04481733,20.06352,354.1366,351.2949,0,0
2018/07/10 - 10:35:39.0448901,90.12337,-0.04499371,-0.0286445,-0.1702819,3.606215,350.7211,358.7293,-0.02509622,-0.5815781,0.04483219,19.93439,353.4926,351.5353,0,0
2018/07/10 - 10:35:39.0568566,90.13464,-0.0452705,-0.0285354,-0.1706114,3.55571,350.6172,358.7867,-0.02517665,-0.5815542,0.04483553,19.92004,353.3851,351.9258,0,0
2018/07/10 - 10:35:39.0668303,90.14577,-0.04558334,-0.02836992,-0.1708958,3.48122,350.5257,358.7518,-0.02525958,-0.5815364,0.04478074,19.73826,353.5437,352.3173,0,0
2018/07/10 - 10:35:39.0787977,90.1564,-0.04582472,-0.02826939,-0.1710845,3.321496,350.4612,358.8097,-0.02530041,-0.5815319,0.04471751,19.50039,353.6379,352.5257,0,0
2018/07/10 - 10:35:39.0897687,90.1683,-0.04605416,-0.02816505,-0.1712447,3.23354,350.3937,358.8011,-0.02532674,-0.5815269,0.04469684,19.4376,353.7203,352.6458,0,0
