Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Target position x:,Target position y:,Target position z:
2018/07/10 - 10:35:39.6586545,90.74539,1,0,User hit user's target,-0.9391479,6.393098,4.517707
2018/07/10 - 10:35:40.7367695,91.82249,1,1,Peer hit peer's target,3.680534,3.211627,-2.740627
2018/07/10 - 10:35:41.5907228,92.67818,2,1,User hit user's target,-3.958988,2.045688,2.001834
2018/07/10 - 10:35:41.8669830,92.95565,2,0,Peer missed, , , 
2018/07/10 - 10:35:43.2350714,94.32331,3,0,User hit user's target,1.056351,4.394147,5.065682
2018/07/10 - 10:35:43.7007595,94.7902,4,0,User hit user's target,3.697465,4.979889,3.388006
2018/07/10 - 10:35:45.1800244,96.2688,4,1,Peer hit peer's target,-3.362417,4.630404,-2.497923
2018/07/10 - 10:35:45.4911908,96.57896,4,2,Peer hit peer's target,0.02749677,2.400429,-3.879483
2018/07/10 - 10:35:46.2790828,97.36799,4,3,Peer hit peer's target,2.152192,8.732634,4.479021
2018/07/10 - 10:35:46.6375789,97.72435,4,4,Peer hit peer's target,-2.32337,3.725374,4.23996
2018/07/10 - 10:35:47.4349025,98.52307,4,5,Peer hit peer's target,-4.010277,2.929778,1.604981
2018/07/10 - 10:35:47.8793657,98.96847,4,6,Peer hit peer's target,3.318033,8.663351,-1.481928
2018/07/10 - 10:35:48.0040317,99.09263,5,6,User hit user's target,-0.3415257,5.89143,5.182818
2018/07/10 - 10:35:48.5585485,99.6463,6,6,User hit user's target,-1.479359,4.78529,4.519182
2018/07/10 - 10:35:50.6133500,101.7012,6,7,Peer hit peer's target,-4.291236,3.91383,-2.324981
2018/07/10 - 10:35:51.4910013,102.5791,6,8,Peer hit peer's target,-4.892941,3.492758,0.04179557
2018/07/10 - 10:35:52.2783683,103.3676,7,8,User hit user's target,-3.139883,2.626818,1.86419
2018/07/10 - 10:35:53.9586004,105.0465,7,9,Peer hit peer's target,3.142151,7.529218,2.665927
2018/07/10 - 10:35:56.2143488,107.3025,7,10,Peer hit peer's target,0.2719643,7.567729,-3.618129
2018/07/10 - 10:35:56.4239136,107.5128,8,10,User hit user's target,-0.1242223,5.898485,3.921477
2018/07/10 - 10:35:56.8477788,107.936,8,11,Peer hit peer's target,-5.680263,5.042604,0.3299049
2018/07/10 - 10:35:58.4235626,109.5127,9,11,User hit user's target,1.101509,6.043266,4.464248
2018/07/10 - 10:35:59.8585552,110.9472,10,11,User hit user's target,-1.708506,2.576044,4.661655
2018/07/10 - 10:36:00.4586590,111.5467,10,10,Peer missed, , , 
2018/07/10 - 10:36:00.7704263,111.8585,10,11,Peer hit peer's target,-2.097928,4.230228,-3.894394
2018/07/10 - 10:36:01.1698635,112.2578,11,11,User hit user's target,-1.201906,5.221135,4.61597
2018/07/10 - 10:36:03.2244093,114.3134,11,12,Peer hit peer's target,-2.662563,2.93601,-3.875427
2018/07/10 - 10:36:04.8810263,115.9703,11,13,Peer hit peer's target,-0.005035439,8.844237,3.243871
2018/07/10 - 10:36:05.1930056,116.2806,11,14,Peer hit peer's target,-4.992317,6.771444,-0.7125734
2018/07/10 - 10:36:05.3036875,116.3921,12,14,User hit user's target,-0.2677022,8.098619,4.402156
2018/07/10 - 10:36:05.8153178,116.9029,12,15,Peer hit peer's target,-1.842948,7.891823,-3.14801
2018/07/10 - 10:36:06.0028160,117.0922,13,15,User hit user's target,-3.942424,7.220129,0.6062979
2018/07/10 - 10:36:06.5468786,117.6354,14,15,User hit user's target,-2.079195,2.953486,3.452413
2018/07/10 - 10:36:06.9141788,118.0018,13,15,User missed, , , 
2018/07/10 - 10:36:07.3361323,118.4238,13,16,Peer hit peer's target,-1.51523,7.507375,3.883989
2018/07/10 - 10:36:07.3790207,118.4684,14,16,User hit user's target,2.340111,3.251886,3.209924
2018/07/10 - 10:36:07.8236600,118.9125,15,16,User hit user's target,3.920372,2.567811,1.807535
2018/07/10 - 10:36:09.1838587,120.2728,16,16,User hit user's target,3.63119,5.84451,-3.148914
2018/07/10 - 10:36:09.5458964,120.6352,16,17,Peer hit peer's target,-3.889618,2.824379,1.755464
2018/07/10 - 10:36:09.8800344,120.9684,16,18,Peer hit peer's target,-2.97787,6.888521,-2.827756
2018/07/10 - 10:36:10.2151470,121.3029,16,19,Peer hit peer's target,0.1897848,6.380713,-5.454766
2018/07/10 - 10:36:10.5253075,121.6138,16,20,Peer hit peer's target,-2.267905,8.081304,-3.156544
2018/07/10 - 10:36:10.8584429,121.9468,16,21,Peer hit peer's target,4.524993,7.639082,1.391424
2018/07/10 - 10:36:11.1686106,122.2573,17,21,User hit user's target,2.252839,3.452436,4.435523
2018/07/10 - 10:36:11.1696090,122.2573,17,22,Peer hit peer's target,2.090671,5.598976,4.849691
2018/07/10 - 10:36:11.7470638,122.8356,18,22,User hit user's target,-1.562605,3.920658,4.085136
2018/07/10 - 10:36:12.3728332,123.4609,18,23,Peer hit peer's target,4.678543,3.221789,1.334764
2018/07/10 - 10:36:13.1806715,124.2693,19,23,User hit user's target,-3.972971,8.593367,1.352335
2018/07/10 - 10:36:14.5927537,125.6803,20,23,User hit user's target,4.142999,4.978822,3.059017
2018/07/10 - 10:36:15.1146112,126.2024,21,23,User hit user's target,-0.2265256,3.89717,4.346563
2018/07/10 - 10:36:15.2921374,126.3803,21,24,Peer hit peer's target,2.068636,4.067112,4.354146
2018/07/10 - 10:36:15.7144103,126.8022,21,25,Peer hit peer's target,-4.562119,5.500842,1.867684
2018/07/10 - 10:36:16.2583184,127.3467,22,25,User hit user's target,3.14159,2.209671,2.654311
2018/07/10 - 10:36:16.5156404,127.6024,22,26,Peer hit peer's target,3.74158,5.807875,-3.26325
2018/07/10 - 10:36:16.8248037,127.9136,22,25,Peer missed, , , 
2018/07/10 - 10:36:17.5034062,128.5918,23,25,User hit user's target,1.500589,8.620173,2.882845
2018/07/10 - 10:36:17.8923654,128.9808,23,24,Peer missed, , , 
2018/07/10 - 10:36:18.0030885,129.0913,24,24,User hit user's target,3.088867,5.003178,3.758605
2018/07/10 - 10:36:19.2160472,130.3038,25,24,User hit user's target,0.454135,4.336315,4.645914
2018/07/10 - 10:36:19.2379639,130.3256,25,25,Peer hit peer's target,3.951995,3.917204,2.56642
