Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
2018/06/28 - 03:00:44.9862577,0,-0.05911935,0.01719426,-0.009784278,351.6927,3.246277,1.193774,-0.01516031,-0.3964831,0.2394499,5.379928,356.0017,349.8735
2018/06/28 - 03:00:44.9942377,0.01199471,-0.05929978,0.01735051,-0.01025607,351.6443,3.112818,1.158376,-0.0152355,-0.396533,0.2394143,5.386298,355.9886,349.8872
2018/06/28 - 03:00:45.0111920,0.0244121,-0.05951115,0.01749356,-0.01068301,351.5564,2.98452,1.160736,-0.01530172,-0.3965457,0.2394714,5.397651,355.9901,349.9131
2018/06/28 - 03:00:45.0191704,0.04051161,-0.05962491,0.01761202,-0.01101706,351.5294,2.823737,1.146122,-0.01540447,-0.3966128,0.239588,5.43414,356.0056,349.9757
2018/06/28 - 03:00:45.0271493,0.04857389,-0.05984441,0.0177093,-0.01126557,351.4967,2.757476,1.14427,-0.0154789,-0.3966724,0.2396238,5.451792,356.0059,350.0239
2018/06/28 - 03:00:45.0391173,0.0575643,-0.06000827,0.01776496,-0.01147627,351.4341,2.609869,1.171095,-0.01560542,-0.3967573,0.2395193,5.47787,355.9803,350.0869
2018/06/28 - 03:00:45.0500882,0.06824743,-0.06029666,0.01789634,-0.0116099,351.4487,2.51425,1.094756,-0.01573026,-0.3967949,0.2394314,5.49491,355.9348,350.121
2018/06/28 - 03:00:45.0620556,0.07970084,-0.0604998,0.01799353,-0.01164162,351.4413,2.396907,1.121867,-0.01585457,-0.3968397,0.2393685,5.526833,355.8759,350.1363
2018/06/28 - 03:00:45.0730261,0.09088005,-0.06057259,0.01814871,-0.01141166,351.3498,2.210032,1.142061,-0.01602998,-0.3968882,0.2392491,5.595465,355.7499,350.1409
2018/06/28 - 03:00:45.0849943,0.1031714,-0.06067468,0.01831346,-0.0112326,351.2455,2.034658,1.155361,-0.01614267,-0.3968763,0.2391067,5.633024,355.6561,350.136
2018/06/28 - 03:00:45.0939802,0.1136162,-0.06071285,0.01852314,-0.01084434,351.1122,1.835358,1.149389,-0.0162156,-0.396872,0.2389897,5.62377,355.5984,350.133
2018/06/28 - 03:00:45.1059391,0.124466,-0.06081356,0.01870509,-0.01068909,351.0337,1.632432,1.141486,-0.01628685,-0.396865,0.2388757,5.605769,355.5666,350.1645
2018/06/28 - 03:00:45.1169092,0.1355084,-0.06104769,0.01882352,-0.0105369,350.901,1.513841,1.104826,-0.01631616,-0.3968606,0.2387564,5.606863,355.5706,350.1894
