Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
2018/07/02 - 10:43:39.5658527,134.9721,-1.086382,-0.1690897,-0.2249737,337.3506,353.1002,2.368681,-1.024612,-0.6486655,0.06055737,3.391185,352.3022,352.882
2018/07/02 - 10:43:39.5768166,134.9833,-1.08618,-0.1689697,-0.2255568,337.3185,352.6448,2.434205,-1.026032,-0.6477301,0.06102341,3.180567,352.0399,353.0169
2018/07/02 - 10:43:39.5867903,134.9944,-1.085951,-0.1688292,-0.2261508,337.2837,352.1556,2.508713,-1.027521,-0.6468042,0.06145676,2.997255,351.7643,353.1317
2018/07/02 - 10:43:39.5987813,135.0055,-1.085746,-0.1687317,-0.2267383,337.2412,351.6843,2.577003,-1.029014,-0.6458358,0.06192169,2.889683,351.4952,353.1689
2018/07/02 - 10:43:39.6087317,135.0171,-1.085514,-0.168657,-0.2273103,337.206,351.1637,2.642002,-1.030567,-0.6448095,0.0623371,2.759295,351.215,353.1698
2018/07/02 - 10:43:39.6206988,135.0278,-1.085306,-0.1685473,-0.227886,337.2323,350.6593,2.701859,-1.032227,-0.6437052,0.06262705,2.582814,350.8946,353.1484
2018/07/02 - 10:43:39.6326662,135.0391,-1.085108,-0.1685103,-0.22834,337.1937,350.1257,2.756827,-1.033957,-0.6426194,0.06285908,2.392781,350.5235,353.1007
2018/07/02 - 10:43:39.6421590,135.0503,-1.084954,-0.1684258,-0.2288685,337.2485,349.6639,2.806394,-1.035822,-0.6415604,0.06303988,2.214349,350.1111,353.049
2018/07/02 - 10:43:39.6541173,135.0607,-1.084731,-0.1684193,-0.2292072,337.2216,349.1174,2.818725,-1.037714,-0.6405185,0.06320095,2.056918,349.7311,353.0078
2018/07/02 - 10:43:39.6650877,135.072,-1.084509,-0.1683787,-0.2294924,337.2814,348.5895,2.835008,-1.039762,-0.6394776,0.06327514,1.929807,349.3719,353.0109
2018/07/02 - 10:43:39.6770559,135.0832,-1.084303,-0.1684021,-0.2297256,337.3167,348.0545,2.879326,-1.041934,-0.6384386,0.0632306,1.741811,349.0117,353.0982
2018/07/02 - 10:43:39.6870300,135.0951,-1.084134,-0.1683682,-0.2299774,337.4531,347.5455,2.926122,-1.044154,-0.6373636,0.06312267,1.495044,348.6542,353.2269
2018/07/02 - 10:43:39.6989968,135.1053,-1.083932,-0.1684195,-0.2301154,337.5135,346.9942,3.024413,-1.046522,-0.6362308,0.06294554,1.240931,348.2788,353.4091
2018/07/02 - 10:43:39.7099681,135.1174,-1.08376,-0.1684368,-0.2302245,337.5752,346.4146,3.086414,-1.048924,-0.6351064,0.06278092,1.005852,347.8851,353.5919
2018/07/02 - 10:43:39.7219360,135.1283,-1.083656,-0.1683988,-0.2303613,337.7005,345.8954,3.106999,-1.051476,-0.6340005,0.06257966,0.7992099,347.4175,353.783
2018/07/02 - 10:43:39.7319095,135.1396,-1.083538,-0.1684443,-0.2303344,337.7677,345.3378,3.207473,-1.054127,-0.6329677,0.06229472,0.6123923,346.9024,353.9801
2018/07/02 - 10:43:39.7428799,135.1503,-1.08345,-0.1684655,-0.2304135,337.945,344.7531,3.236466,-1.05696,-0.6319553,0.06191025,0.4182369,346.3383,354.1999
2018/07/02 - 10:43:39.7538506,135.1615,-1.083369,-0.1686041,-0.2303378,338.0571,344.2125,3.359696,-1.059818,-0.6309345,0.06148335,0.2166751,345.7798,354.3756
2018/07/02 - 10:43:39.7648213,135.1724,-1.08331,-0.1687213,-0.2303052,338.3089,343.6379,3.411212,-1.062726,-0.6299171,0.06101523,0.04307683,345.1994,354.48
2018/07/02 - 10:43:39.7767893,135.1834,-1.083214,-0.168849,-0.2302656,338.5603,343.0103,3.524367,-1.065668,-0.6288403,0.06050607,359.9074,344.5717,354.481
2018/07/02 - 10:43:39.7877597,135.1952,-1.083229,-0.1689744,-0.2302364,338.7899,342.497,3.613559,-1.068495,-0.6277335,0.06003835,359.7159,343.978,354.4622
2018/07/02 - 10:43:39.7987307,135.206,-1.083124,-0.1691488,-0.2301372,338.9411,341.8618,3.77262,-1.071304,-0.6266198,0.0595593,359.4943,343.4251,354.4305
2018/07/02 - 10:43:39.8087039,135.2168,-1.083116,-0.1692185,-0.2300332,339.1373,341.3077,3.81318,-1.074165,-0.6255136,0.05907045,359.2373,342.9004,354.4847
2018/07/02 - 10:43:39.8216688,135.228,-1.083077,-0.169298,-0.2298541,339.3184,340.796,3.918839,-1.077134,-0.6244991,0.05853329,358.9863,342.3561,354.7107
2018/07/02 - 10:43:39.8326398,135.2392,-1.082991,-0.1693902,-0.2297006,339.4951,340.2162,3.974322,-1.080164,-0.6235101,0.05791815,358.7495,341.7339,354.9841
2018/07/02 - 10:43:39.8426127,135.25,-1.082889,-0.1695412,-0.2295582,339.6378,339.6654,4.027012,-1.083172,-0.6225112,0.05729734,358.5204,341.0535,355.2339
2018/07/02 - 10:43:39.8535837,135.2615,-1.082813,-0.1696793,-0.2293936,339.8316,339.181,4.123981,-1.086074,-0.6214697,0.05672799,358.2895,340.3721,355.407
2018/07/02 - 10:43:39.8645541,135.272,-1.082713,-0.1697444,-0.2292315,340.0869,338.6461,4.117686,-1.088934,-0.6203867,0.056156,358.1052,339.7091,355.5188
2018/07/02 - 10:43:39.8755251,135.2827,-1.082589,-0.169901,-0.2289842,340.277,338.1395,4.202462,-1.091769,-0.6192577,0.05556804,357.9135,339.041,355.6106
2018/07/02 - 10:43:39.8864975,135.2934,-1.082516,-0.1700734,-0.2288429,340.4595,337.6503,4.261035,-1.094516,-0.6181061,0.05497374,357.7378,338.4276,355.6238
2018/07/02 - 10:43:39.8984632,135.3051,-1.082448,-0.1701881,-0.2286707,340.7082,337.1757,4.284257,-1.097166,-0.6169262,0.05435,357.5184,337.8765,355.6144
2018/07/02 - 10:43:39.9084370,135.3164,-1.082407,-0.1703465,-0.2284369,340.9049,336.697,4.32181,-1.099894,-0.6156968,0.05359494,357.2711,337.3267,355.7668
2018/07/02 - 10:43:39.9204044,135.3271,-1.082377,-0.1704953,-0.2280752,341.1764,336.1973,4.348255,-1.102642,-0.6144769,0.05278593,357.0253,336.7376,355.987
2018/07/02 - 10:43:39.9323732,135.3382,-1.082333,-0.1707349,-0.2277908,341.4698,335.6366,4.388599,-1.1054,-0.6132185,0.05185898,356.7388,336.1116,356.2189
2018/07/02 - 10:43:39.9443403,135.3498,-1.082333,-0.1710147,-0.227614,341.8472,335.0523,4.432261,-1.108164,-0.6119168,0.05064622,356.4432,335.4034,356.4433
2018/07/02 - 10:43:39.9533176,135.3628,-1.082404,-0.1713503,-0.2272827,342.2155,334.4753,4.486755,-1.110925,-0.610662,0.04958749,356.2092,334.696,356.6234
2018/07/02 - 10:43:39.9642869,135.3718,-1.082532,-0.1716949,-0.2269569,342.6667,333.8851,4.556534,-1.113724,-0.60941,0.04836647,356.0327,333.927,356.7566
2018/07/02 - 10:43:39.9762557,135.3835,-1.082714,-0.1720827,-0.2265323,343.0316,333.2628,4.618618,-1.116532,-0.6081574,0.04705211,355.8688,333.1131,356.8478
2018/07/02 - 10:43:39.9862292,135.3942,-1.082978,-0.1723988,-0.2262308,343.4522,332.6143,4.6163,-1.119417,-0.6069446,0.04557053,355.6996,332.2489,356.9091
2018/07/02 - 10:43:39.9982142,135.4048,-1.083255,-0.1726907,-0.2259924,343.9484,331.9043,4.654705,-1.122323,-0.605786,0.04403574,355.5468,331.4007,356.9766
2018/07/02 - 10:43:40.0081706,135.4159,-1.083604,-0.173103,-0.2255816,344.3655,331.2027,4.711696,-1.1253,-0.6046684,0.04237351,355.4051,330.5139,357.0326
2018/07/02 - 10:43:40.0201380,135.4271,-1.083979,-0.1735976,-0.2252192,344.8952,330.4366,4.759871,-1.128281,-0.6035485,0.04064548,355.2598,329.6402,357.102
2018/07/02 - 10:43:40.0311084,135.4384,-1.084377,-0.1740925,-0.2248696,345.5262,329.6696,4.775108,-1.131311,-0.6024908,0.0386702,355.131,328.7801,357.1943
2018/07/02 - 10:43:40.0420789,135.4495,-1.08488,-0.174758,-0.2246599,346.2013,328.8831,4.841765,-1.134369,-0.6014639,0.0365079,354.9955,327.9009,357.2715
2018/07/02 - 10:43:40.0540477,135.4605,-1.085358,-0.1753574,-0.2242282,346.9234,328.0839,4.926534,-1.137457,-0.6005465,0.03409904,354.8521,326.9848,357.3338
2018/07/02 - 10:43:40.0640234,135.4718,-1.085938,-0.1760269,-0.2239695,347.5588,327.2691,4.974353,-1.140593,-0.5997559,0.0315676,354.7361,326.0203,357.3661
2018/07/02 - 10:43:40.0749913,135.483,-1.086495,-0.1766592,-0.2236844,348.1828,326.3979,5.01164,-1.14376,-0.5991535,0.02891174,354.6931,325.0168,357.3828
2018/07/02 - 10:43:40.0859626,135.4935,-1.08711,-0.1773049,-0.22357,348.8283,325.5463,5.08255,-1.146981,-0.5988066,0.02602322,354.6798,323.9775,357.354
2018/07/02 - 10:43:40.0989275,135.505,-1.087653,-0.1779381,-0.2233269,349.4562,324.6322,5.101151,-1.150255,-0.5985966,0.02300479,354.6709,322.9265,357.3691
2018/07/02 - 10:43:40.1079028,135.5166,-1.088189,-0.178576,-0.2229605,350.0974,323.7531,5.146254,-1.153561,-0.5986157,0.01978767,354.7061,321.8141,357.4893
2018/07/02 - 10:43:40.1198705,135.527,-1.088726,-0.1792402,-0.22274,350.7242,322.8798,5.224819,-1.156841,-0.5986971,0.01647189,354.7329,320.6926,357.6391
2018/07/02 - 10:43:40.1318382,135.5381,-1.089332,-0.1799054,-0.2226181,351.2858,322.0132,5.218016,-1.159962,-0.5989369,0.01302142,354.7114,319.6005,357.8007
2018/07/02 - 10:43:40.1418145,135.55,-1.089858,-0.1804582,-0.2224466,351.9531,321.1082,5.275148,-1.16294,-0.5990679,0.009766422,354.6513,318.5947,357.9538
2018/07/02 - 10:43:40.1527835,135.5603,-1.090499,-0.1811249,-0.2221059,352.4694,320.2022,5.292428,-1.165774,-0.599378,0.006472571,354.5849,317.6739,358.0916
2018/07/02 - 10:43:40.1647518,135.5712,-1.091037,-0.1817203,-0.2220213,353.0342,319.2713,5.291676,-1.168576,-0.5997765,0.003270445,354.5606,316.8182,358.1596
2018/07/02 - 10:43:40.1757216,135.5828,-1.091629,-0.1823438,-0.2218972,353.5774,318.3547,5.255235,-1.171249,-0.60039,9.740846E-05,354.6484,316.0573,358.1451
2018/07/02 - 10:43:40.1856945,135.5937,-1.092249,-0.1829839,-0.2218831,354.0533,317.511,5.256952,-1.173863,-0.6011375,-0.003070943,354.8835,315.2976,358.0791
2018/07/02 - 10:43:40.1986614,135.6048,-1.09279,-0.183542,-0.2219063,354.5186,316.6561,5.256276,-1.176463,-0.6019371,-0.00631815,355.1312,314.4727,357.994
2018/07/02 - 10:43:40.2086329,135.6166,-1.093308,-0.1840372,-0.2217773,354.9841,315.8223,5.243135,-1.178915,-0.6028885,-0.009669164,355.4314,313.5802,357.8539
2018/07/02 - 10:43:40.2196045,135.627,-1.093798,-0.184506,-0.2217529,355.325,315.0309,5.240703,-1.181276,-0.6038405,-0.01309797,355.7115,312.5601,357.8274
2018/07/02 - 10:43:40.2315724,135.6379,-1.094319,-0.1849159,-0.2217337,355.6619,314.285,5.179202,-1.183415,-0.6048569,-0.01671291,355.94,311.4611,357.9087
2018/07/02 - 10:43:40.2415453,135.6496,-1.094807,-0.1853101,-0.2215809,355.8467,313.5617,5.128861,-1.185338,-0.605679,-0.02016518,356.0337,310.4869,357.9745
2018/07/02 - 10:43:40.2535343,135.6605,-1.095241,-0.1856128,-0.2214965,356.0879,312.9125,5.079031,-1.186771,-0.6062807,-0.0233136,355.9174,309.7497,357.946
2018/07/02 - 10:43:40.2634876,135.6711,-1.095603,-0.1858961,-0.2214813,356.262,312.3058,5.059847,-1.188131,-0.6068781,-0.02614197,355.8513,309.2404,357.8453
2018/07/02 - 10:43:40.2754612,135.6823,-1.095979,-0.1862071,-0.2213794,356.4079,311.6866,4.986102,-1.189285,-0.6075045,-0.02856077,355.889,308.9698,357.704
2018/07/02 - 10:43:40.2864251,135.6937,-1.096318,-0.1864059,-0.2213911,356.5966,311.2162,4.894753,-1.19043,-0.6082257,-0.03093935,355.9905,308.5853,357.6408
2018/07/02 - 10:43:40.2973975,135.7049,-1.096661,-0.1866836,-0.221207,356.7259,310.7762,4.856997,-1.191411,-0.6089679,-0.03307348,356.0868,308.1131,357.6542
2018/07/02 - 10:43:40.3083674,135.7156,-1.096953,-0.1868948,-0.221006,356.8586,310.379,4.750809,-1.192299,-0.6097303,-0.03505322,356.1243,307.6203,357.7314
2018/07/02 - 10:43:40.3193404,135.7272,-1.097235,-0.1871225,-0.2207081,357.0076,309.993,4.668031,-1.193093,-0.6104128,-0.03674728,356.1391,307.2208,357.7842
2018/07/02 - 10:43:40.3303259,135.7379,-1.097501,-0.1873631,-0.2204187,357.1353,309.6595,4.580817,-1.193718,-0.6110868,-0.03814618,356.2003,306.8469,357.8201
2018/07/02 - 10:43:40.3402820,135.7488,-1.097712,-0.187555,-0.2201247,357.2767,309.4049,4.510384,-1.194119,-0.6117095,-0.03908621,356.3111,306.5692,357.78
2018/07/02 - 10:43:40.3532464,135.7595,-1.097934,-0.1877074,-0.2198501,357.3875,309.2181,4.396246,-1.194372,-0.6122125,-0.03969299,356.3658,306.4166,357.6542
2018/07/02 - 10:43:40.3642185,135.7711,-1.098132,-0.187827,-0.2194932,357.4802,309.0123,4.265678,-1.194546,-0.6126469,-0.04013119,356.4278,306.359,357.505
2018/07/02 - 10:43:40.3752145,135.7823,-1.098311,-0.1880129,-0.2191345,357.4478,308.9207,4.222566,-1.194531,-0.6129735,-0.04016235,356.4659,306.4108,357.3655
2018/07/02 - 10:43:40.3861784,135.793,-1.098453,-0.188088,-0.2187463,357.5016,308.8702,4.13304,-1.194462,-0.6132867,-0.04015003,356.497,306.4709,357.3011
2018/07/02 - 10:43:40.3981458,135.8046,-1.098562,-0.1881633,-0.2181835,357.4861,308.8241,4.007159,-1.194235,-0.613452,-0.03979282,356.5094,306.6175,357.3044
2018/07/02 - 10:43:40.4080993,135.8155,-1.098652,-0.188164,-0.2176766,357.536,308.8669,3.913933,-1.193972,-0.6135123,-0.03943916,356.5275,306.736,357.3301
2018/07/02 - 10:43:40.4190703,135.8267,-1.098699,-0.1882583,-0.2171696,357.4347,308.9493,3.814094,-1.193482,-0.6136671,-0.03875891,356.5173,306.8848,357.3303
2018/07/02 - 10:43:40.4310391,135.8374,-1.098684,-0.1883409,-0.2166671,357.378,309.0899,3.73641,-1.192862,-0.6136011,-0.03781661,356.4176,307.083,357.3158
2018/07/02 - 10:43:40.4410117,135.849,-1.098701,-0.1883625,-0.216002,357.3944,309.306,3.625607,-1.192151,-0.6134412,-0.03665181,356.3261,307.4356,357.288
2018/07/02 - 10:43:40.4530119,135.86,-1.09855,-0.1883738,-0.2153645,357.4371,309.504,3.490163,-1.191216,-0.6131042,-0.035125,356.1505,307.9718,357.2833
2018/07/02 - 10:43:40.4639507,135.8711,-1.098498,-0.1885516,-0.2146199,357.3627,309.7929,3.426652,-1.190167,-0.6127397,-0.03343176,355.9048,308.5603,357.282
2018/07/02 - 10:43:40.4759184,135.8824,-1.098383,-0.1885162,-0.2140648,357.4674,310.222,3.228619,-1.188945,-0.6123201,-0.03139656,355.696,309.2588,357.288
2018/07/02 - 10:43:40.4858916,135.894,-1.098261,-0.188587,-0.2132582,357.4789,310.6265,3.105495,-1.187683,-0.6118881,-0.02919778,355.5664,309.9005,357.2971
2018/07/02 - 10:43:40.4978601,135.9042,-1.098094,-0.1886342,-0.2122705,357.5072,311.1141,3.037711,-1.186232,-0.6114134,-0.02673443,355.4552,310.5218,357.3113
2018/07/02 - 10:43:40.5078333,135.9157,-1.097854,-0.1886936,-0.2113682,357.5363,311.6451,2.913781,-1.184684,-0.6108937,-0.02417952,355.2758,311.1063,357.3543
2018/07/02 - 10:43:40.5198009,135.9269,-1.097562,-0.1886552,-0.2104922,357.697,312.2223,2.805788,-1.182893,-0.6103581,-0.02134954,355.0565,311.7557,357.4696
