Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:,User points:,Peer points:
2018/07/11 - 02:50:41.5276789,39.98743,0.01862323,-0.01642167,-0.09828085,6.013564,5.799103,357.4588,0.1604083,-0.3658487,0.1410459,355.5851,4.0775,337.2496,0,0
2018/07/11 - 02:50:41.5386499,39.99829,0.01890539,-0.01635434,-0.09853832,6.007681,5.80894,357.395,0.1606855,-0.365749,0.1405873,355.5047,4.043757,337.2226,0,0
2018/07/11 - 02:50:41.5825314,40.00977,0.01954253,-0.01632108,-0.09952699,5.945408,5.857258,357.3709,0.1612497,-0.3656793,0.1400064,355.5159,4.108496,337.1893,0,0
2018/07/11 - 02:50:41.5944993,40.05326,0.02023865,-0.01616383,-0.09994611,5.891555,5.914657,357.3896,0.163234,-0.3651383,0.1382939,355.4903,4.25571,336.8387,0,0
2018/07/11 - 02:50:41.6054703,40.06536,0.02064072,-0.0160703,-0.100255,5.849337,5.953095,357.4686,0.163982,-0.3648163,0.1380038,355.5231,4.359412,336.5599,0,0
2018/07/11 - 02:50:41.6164405,40.07662,0.02090186,-0.01597227,-0.1005583,5.840129,5.939838,357.5032,0.1646406,-0.364478,0.1378182,355.5916,4.486442,336.2758,0,0
2018/07/11 - 02:50:41.6294060,40.08774,0.02140519,-0.01586514,-0.1009368,5.741191,5.957298,357.5996,0.1652313,-0.3640204,0.1376584,355.6921,4.641244,335.9325,0,0
2018/07/11 - 02:50:41.6393800,40.09987,0.02164475,-0.01575154,-0.1012167,5.718229,5.989294,357.6065,0.16569,-0.363544,0.1374094,355.745,4.738574,335.6087,0,0
2018/07/11 - 02:50:41.6503498,40.11055,0.02198243,-0.01563006,-0.1015015,5.660048,6.006341,357.6072,0.1660106,-0.3629639,0.1370898,355.7624,4.807021,335.2767,0,0
2018/07/11 - 02:50:41.6613262,40.12134,0.02250927,-0.01554827,-0.1018799,5.53125,6.038258,357.6602,0.1662194,-0.3623181,0.136691,355.6899,4.795067,334.9338,0,0
2018/07/11 - 02:50:41.6723146,40.1325,0.02278306,-0.01545076,-0.1021743,5.518079,6.051034,357.6766,0.1662327,-0.361632,0.1362637,355.5115,4.762596,334.6148,0,0
2018/07/11 - 02:50:41.6822644,40.1432,0.02336166,-0.01536444,-0.1024647,5.336487,6.108007,357.7805,0.16608,-0.3610174,0.1359351,355.316,4.751277,334.4276,0,0
2018/07/11 - 02:50:41.6932360,40.15393,0.02365332,-0.01524201,-0.102644,5.271451,6.142131,357.7522,0.1656289,-0.3605309,0.1356843,355.0897,4.713188,334.387,0,0
2018/07/11 - 02:50:41.7042061,40.16494,0.02388963,-0.01514692,-0.1027645,5.240311,6.149418,357.7388,0.1651164,-0.3601295,0.1355311,354.9068,4.739478,334.4472,0,0
2018/07/11 - 02:50:41.7151774,40.17612,0.02423814,-0.01507357,-0.1029414,5.153702,6.219543,357.6977,0.1644427,-0.3598487,0.1355197,354.7881,4.774641,334.5601,0,0
2018/07/11 - 02:50:41.7261689,40.18694,0.02440188,-0.01500215,-0.1031001,5.174944,6.22304,357.6125,0.1641648,-0.3600235,0.135757,354.9363,4.756334,334.5736,0,0
2018/07/11 - 02:50:41.7381155,40.19777,0.02451092,-0.01494853,-0.1032237,5.213356,6.222474,357.6161,0.1636678,-0.3597031,0.1357341,354.9548,4.682525,334.4276,0,0
2018/07/11 - 02:50:41.7481080,40.20908,0.02477732,-0.01493005,-0.1033928,5.175418,6.215537,357.5767,0.1631147,-0.3593665,0.1356604,354.9036,4.527393,334.2542,0,0
2018/07/11 - 02:50:41.7600569,40.2196,0.02499513,-0.01491871,-0.1037251,5.174524,6.245805,357.5601,0.162535,-0.3590134,0.1355528,354.8256,4.363249,334.1524,0,0
2018/07/11 - 02:50:41.7700312,40.23087,0.02527821,-0.01490393,-0.1039757,5.126942,6.212908,357.5435,0.1619445,-0.3586308,0.1354133,354.7527,4.244831,334.1479,0,0
2018/07/11 - 02:50:41.7810017,40.24194,0.02545227,-0.01488858,-0.1041274,5.094069,6.242603,357.5376,0.1613811,-0.3581735,0.1351985,354.64,4.1775,334.2611,0,0
2018/07/11 - 02:50:41.7979548,40.25229,0.02563668,-0.01482566,-0.1043637,5.09676,6.256678,357.4785,0.1608739,-0.3576689,0.1348503,354.4509,4.150615,334.4344,0,0
2018/07/11 - 02:50:41.8059346,40.26372,0.02609121,-0.01478697,-0.1047244,4.979878,6.280262,357.3324,0.1604447,-0.3571641,0.1344865,354.2027,4.100722,334.6059,0,0
2018/07/11 - 02:50:41.8149096,40.27787,0.02622354,-0.01478271,-0.1049609,4.957305,6.30652,357.3086,0.1599991,-0.3567315,0.1342435,353.9918,4.021478,334.7438,0,0
2018/07/11 - 02:50:41.8238855,40.28659,0.02640017,-0.01478744,-0.1051857,4.842778,6.365606,357.2061,0.159574,-0.35639,0.134095,353.7966,3.959811,334.9094,0,0
2018/07/11 - 02:50:41.8358538,40.29608,0.02642684,-0.01475321,-0.105371,4.872938,6.338442,357.1944,0.1591955,-0.3561942,0.1340789,353.688,3.962205,335.0794,0,0
2018/07/11 - 02:50:41.8458278,40.30706,0.02640204,-0.01470536,-0.1054716,4.889384,6.318412,357.1491,0.158838,-0.3560887,0.1342011,353.6804,3.97935,335.2042,0,0
2018/07/11 - 02:50:41.8577952,40.31813,0.02632408,-0.01467984,-0.1054889,4.924168,6.329319,357.1667,0.1584509,-0.3560096,0.1343365,353.6801,3.979016,335.3144,0,0
2018/07/11 - 02:50:41.8697635,40.32933,0.02627371,-0.0146955,-0.1055428,4.90678,6.326645,357.1366,0.1580515,-0.3560143,0.1344755,353.7274,3.949087,335.4083,0,0
2018/07/11 - 02:50:41.8807330,40.34066,0.02621631,-0.01469815,-0.1056046,4.894524,6.327687,357.1137,0.1577373,-0.3560146,0.134529,353.7361,3.828792,335.4513,0,0
2018/07/11 - 02:50:41.8917052,40.35202,0.02613028,-0.01469755,-0.1056528,4.876044,6.345271,357.0864,0.157548,-0.3559949,0.1345253,353.7123,3.701356,335.4064,0,0
2018/07/11 - 02:50:41.9026745,40.36313,0.0258957,-0.01469954,-0.1055432,4.821815,6.339348,356.9773,0.1574623,-0.3560348,0.1345005,353.6943,3.631278,335.3259,0,0
2018/07/11 - 02:50:41.9136455,40.37433,0.02581924,-0.01467983,-0.1055877,4.848212,6.317805,356.9876,0.1574564,-0.3562031,0.134491,353.6672,3.629472,335.3262,0,0
2018/07/11 - 02:50:41.9246167,40.38508,0.02568304,-0.01470231,-0.1056353,4.867531,6.316897,357.0018,0.1573601,-0.356473,0.1344998,353.6664,3.646514,335.4264,0,0
2018/07/11 - 02:50:41.9355960,40.3964,0.02526091,-0.01471949,-0.1054581,4.958086,6.255737,356.9844,0.1571271,-0.3569412,0.1345657,353.6797,3.676321,335.5989,0,0
2018/07/11 - 02:50:41.9465582,40.4071,0.02475588,-0.01485747,-0.1051675,5.00545,6.055434,357.0367,0.156967,-0.3574487,0.1346541,353.676,3.71537,335.7657,0,0
2018/07/11 - 02:50:41.9585258,40.41845,0.02430125,-0.01493367,-0.1049491,5.03123,5.974996,357.1066,0.1568138,-0.3582208,0.1348678,353.6948,3.777789,335.9341,0,0
2018/07/11 - 02:50:41.9694960,40.42947,0.02389007,-0.01496147,-0.1047874,5.029029,5.810534,357.1512,0.1566325,-0.3591687,0.1352489,353.8624,3.831635,336.024,0,0
2018/07/11 - 02:50:41.9794703,40.44058,0.02348648,-0.01499156,-0.1046569,5.047909,5.637458,357.1545,0.1564282,-0.3601757,0.1357166,354.1437,3.849571,336.0423,0,0
2018/07/11 - 02:50:41.9924344,40.45172,0.02297832,-0.01501781,-0.1045612,5.115126,5.496713,357.1311,0.156176,-0.3613153,0.1362833,354.5128,3.791856,335.9318,0,0
2018/07/11 - 02:50:42.0024084,40.46327,0.02247048,-0.01509947,-0.1042998,5.185527,5.320773,357.2079,0.1558352,-0.3624138,0.1367431,354.8093,3.713686,335.8019,0,0
2018/07/11 - 02:50:42.0143755,40.47395,0.02193186,-0.01516895,-0.1040624,5.287124,5.11393,357.2527,0.1552599,-0.3635763,0.1371094,355.0119,3.630863,335.7334,0,0
2018/07/11 - 02:50:42.0253474,40.48511,0.02134176,-0.01535513,-0.1039232,5.330239,4.935579,357.369,0.1543946,-0.3648435,0.1374486,355.1627,3.585997,335.8277,0,0
2018/07/11 - 02:50:42.0363172,40.49703,0.02087366,-0.01555889,-0.1037318,5.352772,4.616238,357.5342,0.1533394,-0.3661849,0.1377876,355.3584,3.565503,335.9791,0,0
2018/07/11 - 02:50:42.0472879,40.50758,0.02037184,-0.01575376,-0.1036327,5.370263,4.268769,357.6641,0.1519922,-0.3676299,0.1381295,355.5708,3.520492,336.1579,0,0
2018/07/11 - 02:50:42.0582581,40.51869,0.01969766,-0.01592798,-0.1034672,5.365709,3.942175,357.9,0.1501135,-0.3693194,0.1384554,355.7823,3.417516,336.3582,0,0
