Time (s):,User Points:,Peer Points:,Action type:,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
2.433094,1,-1,Peer hit user's target,-0.1093442,-0.09273797,-0.52369,2.351417,65.87114,358.8175,0.2860202,-0.4138183,-0.3280917,343.1593,75.03568,3.529774
4.512697,2,-1,User hit user's target,-0.1401502,-0.07309531,-0.5086953,348.2706,46.40208,356.7549,0.17566,-0.2835976,-0.3110324,338.699,45.35221,347.9823
5.380322,2,0,Peer hit peer's target,-0.1377137,-0.07938012,-0.5074616,352.4015,48.61765,357.6269,0.2116914,-0.3763673,-0.3134814,350.4308,51.89618,352.0037
5.543939,2,1,Peer hit peer's target,-0.1360683,-0.08196579,-0.5044585,354.334,48.5548,357.8025,0.2081251,-0.3818904,-0.3124507,350.2704,51.32607,353.164
5.632115,2,2,Peer hit peer's target,-0.1347772,-0.08265879,-0.5039214,355.0011,49.81142,357.5833,0.2126679,-0.3833843,-0.3156549,349.8346,53.02917,354.2284
7.189559,2,3,Peer hit peer's target,-0.1098267,-0.06966373,-0.3836553,0.8759953,58.60612,1.356907,0.2197177,-0.4355439,-0.2939526,359.6676,58.2291,0.5617014
7.500422,3,3,User hit user's target,-0.08820514,-0.07669391,-0.3573779,7.028453,60.8652,2.950918,0.2748004,-0.5375282,-0.3164216,18.51694,69.55115,3.623386
8.867638,3,4,Peer hit peer's target,-0.09275088,-0.07545021,-0.2447981,9.899689,16.7375,1.825135,0.08334864,-0.4291342,-0.1274912,0.3538861,19.77512,356.6524
9.979941,4,4,User hit user's target,-0.08687655,-0.02523358,-0.4261026,344.2392,45.82982,357.2534,0.1871606,-0.3870713,-0.3244699,356.7148,54.23568,355.8789
11.53566,4,5,Peer hit peer's target,-0.09889662,-0.05910324,-0.3459515,6.259566,14.57335,1.168676,0.03061698,-0.4300201,-0.2563066,0.7255607,13.87317,354.0691
11.90229,5,5,User hit user's target,-0.08867081,-0.04489258,-0.3601739,356.5814,18.0315,358.3892,0.02604141,-0.33935,-0.2761163,346.0422,11.86453,353.3379
12.31355,5,6,Peer hit peer's target,-0.08657919,-0.04184456,-0.3694082,354.2385,20.95975,358.1215,0.0519176,-0.3423008,-0.2763169,345.5726,19.5729,352.9996
13.14707,4,6,User missed,-0.08651805,-0.0455764,-0.362484,356.2627,19.47838,358.8076,0.05176386,-0.3932606,-0.2639458,353.7339,17.79212,355.2718
13.48057,3,6,User missed,-0.08507293,-0.04723591,-0.3618396,357.2399,20.09604,359.0334,0.06100798,-0.4161718,-0.2559934,357.2168,19.68695,355.7638
14.36884,3,7,Peer hit peer's target,-0.05254586,-0.04977254,-0.4237306,358.1833,89.47036,1.469263,0.1730119,-0.3969007,-0.410578,354.293,67.70657,354.6411
16.01357,2,7,User missed,-0.1317846,-0.04747145,-0.3919561,0.8325,11.85756,2.524694,0.1134699,-0.4106044,-0.2416259,357.7939,31.53791,355.447
16.28015,1,7,User missed,-0.1386504,-0.04592535,-0.3926131,0.4101037,8.098137,2.612535,0.03423909,-0.3969118,-0.2273424,354.8496,8.803349,354.3117
16.53561,2,7,User hit user's target,-0.1361699,-0.038862,-0.3890255,356.7263,6.467668,2.670983,0.03821424,-0.33276,-0.1910096,346.7133,11.10573,355.1915
16.74682,1,7,User missed,-0.13317,-0.03637763,-0.3824131,356.2329,1.959243,2.501391,0.05233194,-0.3202877,-0.1697802,344.4374,12.4876,353.9323
17.05785,0,7,User missed,-0.149604,-0.04439748,-0.3712491,1.437251,338.7036,3.546599,-0.05426127,-0.3903498,-0.1945808,355.5774,339.2099,358.8471
