Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Target position x:,Target position y:,Target position z:
2018/06/27 - 01:00:04.1179582,3.376659,1,0,User hit user's target,3.157848,5.021593,3.81832
2018/06/27 - 01:00:05.6177580,4.877347,0,0,User missed, , , 
2018/06/27 - 01:00:05.9359080,5.195079,1,0,User hit user's target,2.027597,5.343686,5.079478
2018/06/27 - 01:00:06.7716915,6.031433,0,0,User missed, , , 
2018/06/27 - 01:00:07.1277167,6.387174,1,0,User hit user's target,3.628561,6.780739,2.0231
2018/06/27 - 01:00:08.0500866,7.309685,2,0,User hit user's target,3.867582,4.193199,3.396318
2018/06/27 - 01:00:09.7611944,9.020523,3,0,User hit user's target,3.104721,2.083877,2.84101
2018/06/27 - 01:00:10.6836727,9.943454,4,0,User hit user's target,3.966256,5.001741,3.237779
2018/06/27 - 01:00:11.7078809,10.96675,5,0,User hit user's target,-0.6629319,2.711955,3.858966
2018/06/27 - 01:00:12.8623284,12.12223,6,0,User hit user's target,-4.426904,7.935827,0.4385152
2018/06/27 - 01:00:14.4306484,13.68939,7,0,User hit user's target,0.9117394,5.144924,4.868238
2018/06/27 - 01:00:15.2075765,14.46697,6,0,User missed, , , 
2018/06/27 - 01:00:15.5412205,14.8003,7,0,User hit user's target,1.471575,8.716018,2.851978
2018/06/27 - 01:00:16.0958464,15.35573,8,0,User hit user's target,3.338139,7.600749,2.010516
2018/06/27 - 01:00:17.3421579,16.60107,9,0,User hit user's target,0.2891207,4.45999,4.508583
2018/06/27 - 01:00:17.7193260,16.979,10,0,User hit user's target,1.254787,4.450644,3.784762
2018/06/27 - 01:00:20.0077161,19.26729,11,0,User hit user's target,-2.112057,5.692003,4.728738
2018/06/27 - 01:00:21.2541727,20.51233,12,0,User hit user's target,2.763724,6.958361,3.258323
2018/06/27 - 01:00:21.7951886,21.05481,11,0,User missed, , , 
2018/06/27 - 01:00:22.1073289,21.36623,10,0,User missed, , , 
2018/06/27 - 01:00:22.4394402,21.69977,11,0,User hit user's target,-0.07593692,3.893167,4.659752
2018/06/27 - 01:00:25.4742177,24.73301,12,0,User hit user's target,1.997971,3.96809,3.781971
