Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Target position x:,Target position y:,Target position z:
2018/06/28 - 04:39:14.4536399,5.108997,1,4,User hit user's target,2.592484,3.505967,3.018184
2018/06/28 - 04:39:16.6331316,7.287946,2,3,User hit user's target,-0.5561723,6.728209,-4.35146
2018/06/28 - 04:39:18.2243843,8.8787,3,3,User hit user's target,1.273551,2.976801,4.098752
2018/06/28 - 04:39:19.0651555,9.72014,4,3,User hit user's target,5.218505,5.474379,0.3964186
2018/06/28 - 04:39:20.3785491,11.03296,3,4,User missed, , , 
2018/06/28 - 04:39:21.0782129,11.73203,4,4,User hit user's target,3.000796,7.963081,2.955989
2018/06/28 - 04:39:21.2776987,11.93221,3,4,User missed, , , 
2018/06/28 - 04:39:22.1996840,12.85361,4,5,User hit user's target,4.667898,4.435987,-1.126875
2018/06/28 - 04:39:24.5766601,15.23134,5,9,User hit user's target,4.009507,6.789863,2.484401
2018/06/28 - 04:39:27.9093304,18.56321,4,10,User missed, , , 
2018/06/28 - 04:39:29.5348603,20.1871,5,11,User hit user's target,-4.049705,3.463825,1.534318
2018/06/28 - 04:39:30.5015508,21.15634,6,11,User hit user's target,-5.435474,6.60088,-0.9773646
2018/06/28 - 04:39:31.9137660,22.56702,7,11,User hit user's target,-4.699381,6.465898,-1.033378
2018/06/28 - 04:39:33.1354654,23.78925,7,10,User missed, , , 
2018/06/28 - 04:39:34.6898474,25.3441,8,10,User hit user's target,2.914879,4.739559,4.526334
2018/06/28 - 04:39:37.5876809,28.24307,9,12,User hit user's target,-4.660669,5.647349,-0.300563
2018/06/28 - 04:39:38.4374406,29.09053,10,12,User hit user's target,-4.478307,6.931093,0.1734209
2018/06/28 - 04:39:39.4435846,30.09873,11,13,User hit user's target,-3.115744,3.628275,-3.086188
2018/06/28 - 04:39:41.2993403,31.95382,10,14,User missed, , , 
2018/06/28 - 04:39:42.3118641,32.96536,11,15,User hit user's target,-4.440313,3.009726,0.7602946
2018/06/28 - 04:39:44.7888352,35.44297,12,15,User hit user's target,0.9682609,7.289654,4.006394
2018/06/28 - 04:39:46.7335553,37.38722,11,16,User missed, , , 
2018/06/28 - 04:39:47.6778928,38.33107,10,16,User missed, , , 
2018/06/28 - 04:39:48.3864307,39.04146,11,16,User hit user's target,-3.463806,4.737768,-3.679248
2018/06/28 - 04:39:49.2204242,39.87579,12,17,User hit user's target,-1.24511,3.67442,-3.907516
2018/06/28 - 04:39:53.9689083,44.62333,13,15,User hit user's target,-2.459453,8.169479,2.984209
2018/06/28 - 04:39:56.7009333,47.35564,14,15,User hit user's target,-4.252053,6.27757,-0.6693375
2018/06/28 - 04:40:00.1237563,50.77819,15,16,User hit user's target,-1.650203,7.331282,4.428862
2018/06/28 - 04:40:01.1351315,51.7888,16,17,User hit user's target,-0.6857705,6.534595,3.657242
2018/06/28 - 04:40:03.7572287,54.41129,17,18,User hit user's target,2.126271,6.98599,3.672067
2018/06/28 - 04:40:04.6231223,55.27828,18,18,User hit user's target,-2.59392,6.194796,3.732834
2018/06/28 - 04:40:07.4130524,58.06696,19,21,User hit user's target,-2.213534,6.87904,3.97808
2018/06/28 - 04:40:08.0796405,58.73384,20,22,User hit user's target,0.1256008,6.301679,5.321675
2018/06/28 - 04:40:11.1785638,61.83392,21,23,User hit user's target,-4.660549,6.802073,-1.045396
2018/06/28 - 04:40:11.9449428,62.60009,22,23,User hit user's target,-4.6722,5.091303,-0.7315192
2018/06/28 - 04:40:12.6680129,63.31165,23,24,User hit user's target,-1.869203,2.827143,2.847179
2018/06/28 - 04:40:13.9710411,64.62341,24,25,User hit user's target,-3.508171,7.933419,1.615638
2018/06/28 - 04:40:15.2024443,65.85697,25,25,User hit user's target,-2.891818,7.700414,1.924886
2018/06/28 - 04:40:16.3447054,66.99998,26,26,User hit user's target,-4.325073,4.931363,2.567088
2018/06/28 - 04:40:17.4148870,68.06868,27,28,User hit user's target,3.416265,3.104301,3.047535
2018/06/28 - 04:40:19.0764033,69.72692,28,30,User hit user's target,-4.177254,4.142618,2.181645
2018/06/28 - 04:40:21.1457967,71.80025,29,30,User hit user's target,-0.1277866,2.903932,4.438276
2018/06/28 - 04:40:22.8824997,73.53609,28,31,User missed, , , 
2018/06/28 - 04:40:23.4909848,74.14471,27,31,User missed, , , 
2018/06/28 - 04:40:24.1143148,74.76703,28,30,User hit user's target,-2.072366,2.801083,4.096113
2018/06/28 - 04:40:24.9341422,75.58827,29,30,User hit user's target,-5.068629,2.757604,-0.6876097
2018/06/28 - 04:40:26.7564357,77.41129,30,30,User hit user's target,-2.2139,3.713763,4.381763
2018/06/28 - 04:40:27.1699059,77.82351,29,30,User missed, , , 
2018/06/28 - 04:40:27.8381177,78.49008,30,30,User hit user's target,-4.473045,3.209433,1.982381
2018/06/28 - 04:40:28.8130303,79.46719,31,31,User hit user's target,-0.2373771,3.513949,4.768157
2018/06/28 - 04:40:29.6677381,80.32249,32,31,User hit user's target,-1.36403,5.664806,5.203252
2018/06/28 - 04:40:31.4578713,82.11226,33,32,User hit user's target,3.726714,7.157415,1.993037
2018/06/28 - 04:40:32.3023187,82.95705,34,33,User hit user's target,0.01974323,5.548638,5.753863
2018/06/28 - 04:40:33.8708076,84.52346,35,33,User hit user's target,-2.159041,7.879581,-3.535331
2018/06/28 - 04:40:35.8460758,86.50093,36,37,User hit user's target,2.082701,7.587047,3.131898
2018/06/28 - 04:40:36.4798193,87.13435,37,38,User hit user's target,4.328447,2.720016,0.7862926
2018/06/28 - 04:40:38.6245937,89.27943,38,39,User hit user's target,-4.811944,3.940212,2.53251
2018/06/28 - 04:40:40.5952130,91.24693,39,38,User hit user's target,4.515759,6.615726,2.393099
2018/06/28 - 04:40:41.6144860,92.26768,40,39,User hit user's target,1.735934,4.644597,5.328074
2018/06/28 - 04:40:43.2580254,93.91324,41,40,User hit user's target,4.134684,6.847311,1.606202
2018/06/28 - 04:40:45.0249667,95.67935,42,41,User hit user's target,-3.801953,8.05419,-0.177504
2018/06/28 - 04:40:47.5013758,98.15591,41,45,User missed, , , 
2018/06/28 - 04:40:48.5333516,99.18759,42,46,User hit user's target,3.60771,3.65818,-0.4467888
2018/06/28 - 04:40:50.4134492,101.0673,43,46,User hit user's target,0.9638599,2.490135,4.775136
2018/06/28 - 04:40:53.5583980,104.2127,44,46,User hit user's target,-3.230522,6.419354,3.283529
2018/06/28 - 04:40:54.1599122,104.8135,45,47,User hit user's target,-3.933535,5.97792,-0.6172765
2018/06/28 - 04:40:57.0662592,107.7213,46,49,User hit user's target,4.938091,5.704537,1.396871
2018/06/28 - 04:40:58.4361725,109.0901,47,50,User hit user's target,3.016693,7.246782,3.316892
2018/06/28 - 04:40:59.1710673,109.8243,48,50,User hit user's target,0.8641831,7.428328,3.876268
2018/06/28 - 04:41:00.2818655,110.9363,47,52,User missed, , , 
2018/06/28 - 04:41:00.9471017,111.6017,48,52,User hit user's target,-2.912601,5.454754,5.076096
2018/06/28 - 04:41:02.0390663,112.6911,49,53,User hit user's target,-1.882395,6.625513,-3.464761
2018/06/28 - 04:41:03.4151959,114.069,50,53,User hit user's target,-3.112347,4.227562,3.894698
2018/06/28 - 04:41:05.2378865,115.892,51,54,User hit user's target,-2.392476,6.355392,-4.372207
2018/06/28 - 04:41:06.8205038,117.4685,52,56,User hit user's target,-3.19689,2.252553,2.546967
2018/06/28 - 04:41:07.5804961,118.2349,53,56,User hit user's target,-5.274306,4.239031,0.5763739
2018/06/28 - 04:41:08.6376517,119.2917,54,56,User hit user's target,0.473515,7.580392,-4.947452
2018/06/28 - 04:41:09.6972005,120.3497,55,56,User hit user's target,-5.010453,5.258878,-1.459086
2018/06/28 - 04:41:10.8584787,121.5125,56,57,User hit user's target,-4.924003,3.161356,-1.653374
2018/06/28 - 04:41:11.4578747,122.112,57,58,User hit user's target,-4.852013,3.598162,-2.087825
2018/06/28 - 04:41:15.0533232,125.6257,58,60,User hit user's target,-1.953214,7.80365,-4.531013
2018/06/28 - 04:41:15.8013209,126.4556,59,60,User hit user's target,-4.96241,2.875524,-1.311122
2018/06/28 - 04:41:16.6595999,127.3136,60,61,User hit user's target,-2.842524,7.175653,2.532757
2018/06/28 - 04:41:18.1605332,128.8143,61,63,User hit user's target,-3.468154,7.764722,-1.886959
2018/06/28 - 04:41:18.9583978,129.6133,62,63,User hit user's target,-2.016756,4.311647,-4.721363
2018/06/28 - 04:41:21.1535723,131.806,63,66,User hit user's target,-3.953238,6.611639,2.688222
2018/06/28 - 04:41:24.4839045,135.1369,64,68,User hit user's target,0.4986398,4.043879,5.035838
2018/06/28 - 04:41:25.4934034,136.1469,65,68,User hit user's target,5.206386,6.797426,1.427885
2018/06/28 - 04:41:26.4368782,137.091,66,68,User hit user's target,0.6609973,7.217341,-4.279568
2018/06/28 - 04:41:28.9407939,139.5936,67,71,User hit user's target,-2.464882,5.641327,3.842548
2018/06/28 - 04:41:31.5035544,142.1583,68,69,User hit user's target,-4.848367,4.760864,3.109868
2018/06/28 - 04:41:33.3391158,143.9938,69,69,User hit user's target,3.860327,6.471247,2.9477
2018/06/28 - 04:41:35.2599437,145.9144,70,71,User hit user's target,-2.040932,5.637391,4.51977
2018/06/28 - 04:41:38.9324435,149.5842,71,74,User hit user's target,-3.645324,7.537423,-1.234996
2018/06/28 - 04:41:40.8949356,151.5484,72,75,User hit user's target,5.014593,4.181028,2.13148
2018/06/28 - 04:41:46.9384703,157.5927,73,79,User hit user's target,1.274094,7.201673,-4.477923
2018/06/28 - 04:41:49.3399973,159.9937,72,80,User missed, , , 
2018/06/28 - 04:41:50.1480367,160.8032,73,80,User hit user's target,-5.231161,4.287486,0.2418509
2018/06/28 - 04:41:51.4827451,162.1372,74,80,User hit user's target,4.934334,5.734223,-1.876739
2018/06/28 - 04:41:52.8068519,163.4607,75,78,User hit user's target,4.339449,5.547652,-1.408309
2018/06/28 - 04:41:53.6838453,164.3379,74,77,User missed, , , 
2018/06/28 - 04:41:56.8492528,167.5037,73,77,User missed, , , 
2018/06/28 - 04:41:58.0813199,168.7358,72,79,User missed, , , 
2018/06/28 - 04:41:58.5956356,169.2497,73,79,User hit user's target,-3.445427,3.894189,3.536919
2018/06/28 - 04:42:00.2279125,170.8831,74,79,User hit user's target,0.02154955,3.36725,4.662323
2018/06/28 - 04:42:02.6725433,173.3271,75,81,User hit user's target,3.999895,2.783428,-2.496341
2018/06/28 - 04:42:05.0735264,175.7269,76,82,User hit user's target,3.810848,3.196015,-0.642936
2018/06/28 - 04:42:06.4398848,177.0935,77,83,User hit user's target,2.826528,3.774119,3.529475
2018/06/28 - 04:42:07.4508464,178.1044,78,83,User hit user's target,5.109853,4.78574,-1.70163
2018/06/28 - 04:42:08.6055041,179.2602,79,83,User hit user's target,4.652853,4.232052,-0.3662345
