Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Target position x:,Target position y:,Target position z:
2018/06/28 - 04:39:10.7111027,1.363278,0,1,Peer hit peer's target,-0.9291878,7.586148,-3.97815
2018/06/28 - 04:39:11.7986750,2.454276,0,2,Peer hit peer's target,4.637076,3.53858,-3.125718
2018/06/28 - 04:39:12.4057789,3.063023,0,3,Peer hit peer's target,-4.627513,6.717935,-2.800071
2018/06/28 - 04:39:13.7084386,4.365043,0,4,Peer hit peer's target,1.774432,3.993768,-4.250897
2018/06/28 - 04:39:15.6896079,6.34503,1,5,Peer hit peer's target,2.141961,8.18959,2.144425
2018/06/28 - 04:39:16.4769384,7.133329,1,4,Peer missed, , , 
2018/06/28 - 04:39:16.6201661,7.277542,1,3,Peer missed, , , 
2018/06/28 - 04:39:20.1192513,10.7758,4,2,Peer missed, , , 
2018/06/28 - 04:39:20.1631262,10.81996,4,3,Peer hit peer's target,-1.818016,4.065722,-4.414767
2018/06/28 - 04:39:20.2528861,10.90886,4,4,Peer hit peer's target,-2.673893,6.546799,5.427486
2018/06/28 - 04:39:21.3320692,11.98822,3,5,Peer hit peer's target,-1.856698,4.848731,4.559102
2018/06/28 - 04:39:22.8195884,13.47683,4,6,Peer hit peer's target,4.244536,3.045491,-0.7326074
2018/06/28 - 04:39:23.6628139,14.32006,4,7,Peer hit peer's target,-4.973343,4.717363,-1.045981
2018/06/28 - 04:39:24.2305860,14.88666,4,8,Peer hit peer's target,-5.289071,4.706288,0.1715965
2018/06/28 - 04:39:24.2545219,14.91111,4,9,Peer hit peer's target,-1.609071,3.046009,-4.19557
2018/06/28 - 04:39:27.8744468,18.53069,5,10,Peer hit peer's target,4.251588,2.634691,1.821354
2018/06/28 - 04:39:28.1186099,18.77528,4,11,Peer hit peer's target,4.20519,5.187328,2.348123
2018/06/28 - 04:39:32.1461156,22.80192,7,12,Peer hit peer's target,4.009102,4.113448,3.696847
2018/06/28 - 04:39:32.9539517,23.6109,7,11,Peer missed, , , 
2018/06/28 - 04:39:33.1115301,23.76734,8,10,Peer hit user's target,-5.363971,3.005513,1.495654
2018/06/28 - 04:39:36.4095366,27.0654,8,9,Peer missed, , , 
2018/06/28 - 04:39:36.6857966,27.34281,8,10,Peer hit peer's target,-4.331397,6.997777,2.275765
2018/06/28 - 04:39:36.7526176,27.40889,8,11,Peer hit peer's target,-4.027628,6.457215,-0.9396918
2018/06/28 - 04:39:37.1428220,27.79923,8,12,Peer hit peer's target,-2.19964,7.349941,4.000948
2018/06/28 - 04:39:38.6209494,29.27799,10,13,Peer hit peer's target,-2.030699,3.447246,-4.297117
2018/06/28 - 04:39:40.8096739,31.46612,11,14,Peer hit peer's target,-3.999591,5.949106,3.12725
2018/06/28 - 04:39:41.5872776,32.24345,10,15,Peer hit peer's target,-3.751836,2.656939,1.79845
2018/06/28 - 04:39:45.5866950,36.24322,12,16,Peer hit peer's target,5.490204,3.554713,2.13376
2018/06/28 - 04:39:48.7071473,39.36353,11,17,Peer hit peer's target,-0.3663847,4.781401,5.779268
2018/06/28 - 04:39:49.2543339,39.91036,12,16,Peer missed, , , 
2018/06/28 - 04:39:53.1652456,43.82225,12,15,Peer missed, , , 
2018/06/28 - 04:39:57.1337790,47.78995,14,16,Peer hit peer's target,2.751281,7.984441,-3.120572
2018/06/28 - 04:40:00.9426075,51.59977,15,17,Peer hit peer's target,2.262641,5.04053,-4.676196
2018/06/28 - 04:40:03.0352397,53.69015,16,18,Peer hit peer's target,-0.4194363,5.227512,-5.007317
2018/06/28 - 04:40:06.5212704,57.17844,18,19,Peer hit peer's target,3.908048,8.407252,-1.774306
2018/06/28 - 04:40:06.5561637,57.21205,18,20,Peer hit peer's target,-3.474864,7.899117,-0.4721947
2018/06/28 - 04:40:06.8992458,57.55642,18,21,Peer hit peer's target,3.390485,8.247613,1.216615
2018/06/28 - 04:40:07.8431671,58.50019,19,22,Peer hit peer's target,2.637984,3.263993,3.927966
2018/06/28 - 04:40:10.6568605,61.31284,20,23,Peer hit peer's target,-1.68438,8.811064,-1.827889
2018/06/28 - 04:40:11.9459457,62.60009,22,24,Peer hit peer's target,-1.624901,6.737247,-4.329583
2018/06/28 - 04:40:13.7895293,64.44571,23,25,Peer hit peer's target,2.337265,2.566865,3.315111
2018/06/28 - 04:40:15.7210676,66.37796,25,26,Peer hit peer's target,3.81577,7.143448,2.509489
2018/06/28 - 04:40:16.4803546,67.13716,26,27,Peer hit peer's target,0.9745618,4.999526,-4.521158
2018/06/28 - 04:40:16.9989544,67.65569,26,28,Peer hit peer's target,1.988544,3.052849,-3.675108
2018/06/28 - 04:40:18.4541061,69.1103,27,29,Peer hit peer's target,1.721117,9.748352,0.6316548
2018/06/28 - 04:40:19.0614438,69.6998,27,30,Peer hit peer's target,-2.352618,7.251654,-3.492259
2018/06/28 - 04:40:22.4433695,73.10015,29,31,Peer hit peer's target,2.297107,1.473269,2.941716
2018/06/28 - 04:40:23.8580017,74.51205,27,30,Peer missed, , , 
2018/06/28 - 04:40:24.9770061,75.63293,29,29,Peer missed, , , 
2018/06/28 - 04:40:25.5434926,76.2009,29,30,Peer hit peer's target,-4.964288,5.519401,-0.9970819
2018/06/28 - 04:40:28.6102279,79.26667,30,31,Peer hit peer's target,4.245355,5.342518,-0.2234618
2018/06/28 - 04:40:29.6767055,80.33322,32,32,Peer hit peer's target,0.07072076,3.209987,4.296501
2018/06/28 - 04:40:32.0561876,82.71198,33,33,Peer hit peer's target,-4.193363,6.728429,-3.435733
2018/06/28 - 04:40:34.1450748,84.80152,35,34,Peer hit peer's target,4.756382,4.838514,0.7636484
2018/06/28 - 04:40:34.5777922,85.2345,35,35,Peer hit peer's target,-4.070935,5.753889,-2.224668
2018/06/28 - 04:40:34.8909576,85.5464,35,36,Peer hit peer's target,3.828994,7.378222,-2.701459
2018/06/28 - 04:40:35.0221951,85.67953,35,37,Peer hit peer's target,3.563095,2.986088,-3.530228
2018/06/28 - 04:40:36.1402947,86.79015,36,38,Peer hit peer's target,-2.18812,7.80666,3.161075
2018/06/28 - 04:40:37.2998506,87.95712,37,39,Peer hit peer's target,4.85892,2.666003,0.8036373
2018/06/28 - 04:40:40.3496743,91.00655,38,38,Peer missed, , , 
2018/06/28 - 04:40:40.9003963,91.55688,39,39,Peer hit peer's target,-4.796492,5.813271,0.0225492
2018/06/28 - 04:40:42.7932299,93.44728,40,40,Peer hit peer's target,4.293337,3.21788,-1.216289
2018/06/28 - 04:40:44.5233087,95.18011,41,41,Peer hit peer's target,-4.658545,4.651218,-3.300705
2018/06/28 - 04:40:45.8943089,96.55017,42,42,Peer hit peer's target,-2.23442,3.543392,3.924372
2018/06/28 - 04:40:46.2561194,96.91207,42,43,Peer hit peer's target,-4.891435,6.257631,-1.279189
2018/06/28 - 04:40:46.6769934,97.33417,42,44,Peer hit peer's target,0.965813,8.365207,-2.929477
2018/06/28 - 04:40:47.2763931,97.93357,42,45,Peer hit peer's target,3.714618,7.177387,-1.921421
2018/06/28 - 04:40:48.4857750,99.14243,41,46,Peer hit peer's target,-4.589177,5.218495,-0.07587366
2018/06/28 - 04:40:50.5909762,101.2461,43,47,Peer hit peer's target,-3.818997,5.69178,2.135798
2018/06/28 - 04:40:52.4128737,103.0693,43,46,Peer missed, , , 
2018/06/28 - 04:40:53.8567063,104.5128,44,47,Peer hit peer's target,-1.964,2.576379,3.353384
2018/06/28 - 04:40:55.0448147,105.702,45,48,Peer hit peer's target,-2.3946,6.45972,3.993684
2018/06/28 - 04:40:55.2123714,105.8685,45,49,Peer hit peer's target,1.081523,4.867737,5.018071
2018/06/28 - 04:40:57.9903679,108.6465,46,50,Peer hit peer's target,-2.650391,2.185318,2.928399
2018/06/28 - 04:40:59.9442450,110.6012,48,51,Peer hit peer's target,0.2783282,2.558492,-4.250846
2018/06/28 - 04:41:00.0998289,110.7572,48,52,Peer hit peer's target,-2.855266,1.624154,-2.398334
2018/06/28 - 04:41:01.0677792,111.724,48,53,Peer hit peer's target,-4.751131,2.372145,0.6223577
