Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
2018/07/02 - 10:42:44.5748718,89.98055,-1.070727,-0.1963234,-0.2067584,2.272765,354.8686,2.524412,-1.013171,-0.6004913,0.05681941,348.6229,355.3659,353.3274
2018/07/02 - 10:42:44.5838486,89.99199,-1.070946,-0.1962649,-0.2067627,2.288444,354.6129,2.588223,-1.014871,-0.600728,0.05687958,348.7606,354.9056,353.2877
2018/07/02 - 10:42:44.5958171,90.00352,-1.071094,-0.1962156,-0.2067884,2.280063,354.2306,2.53914,-1.016581,-0.6009352,0.0569097,348.8838,354.4398,353.2513
2018/07/02 - 10:42:44.6067864,90.0144,-1.07129,-0.1962216,-0.2067822,2.248268,353.9769,2.605632,-1.018298,-0.6010759,0.05696721,348.9606,353.9654,353.1904
2018/07/02 - 10:42:44.6177804,90.02558,-1.071385,-0.1961577,-0.2067616,2.257129,353.6209,2.6235,-1.020044,-0.6012309,0.05700097,349.0089,353.5281,353.1562
2018/07/02 - 10:42:44.6277308,90.03623,-1.071517,-0.1961422,-0.2068041,2.253618,353.3027,2.664023,-1.021849,-0.6014022,0.05706666,349.0564,353.1333,353.1753
2018/07/02 - 10:42:44.6396985,90.04711,-1.071663,-0.1960417,-0.2067983,2.292714,352.9797,2.655651,-1.023693,-0.6016,0.05709253,349.0928,352.7605,353.2297
2018/07/02 - 10:42:44.6506701,90.05844,-1.071732,-0.1960609,-0.2068036,2.228246,352.6025,2.687949,-1.025537,-0.6017786,0.0571746,349.1164,352.3802,353.2994
2018/07/02 - 10:42:44.6616394,90.06945,-1.071837,-0.196027,-0.2068013,2.22955,352.2726,2.741168,-1.027391,-0.6019422,0.05726014,349.1744,351.983,353.3573
2018/07/02 - 10:42:44.6726104,90.08024,-1.071885,-0.1959741,-0.2068367,2.223923,351.8842,2.764392,-1.029251,-0.6020677,0.0573252,349.2484,351.5752,353.383
2018/07/02 - 10:42:44.6845781,90.09147,-1.071958,-0.1958886,-0.2068656,2.259898,351.513,2.806239,-1.031091,-0.6021315,0.05734494,349.3098,351.1516,353.3529
