Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,User Points:,Peer Points:,Action type:,Target position x:,Target position y:,Target position z:
2018/07/02 - 10:52:47.4655405,1.918007,0, ,User hit peer's target,4.331243,6.521329,1.007923
2018/07/02 - 10:52:50.4977165,4.951564,1, ,User hit user's target,-1.851662,2.753215,3.972269
2018/07/02 - 10:52:51.8434271,6.297366,2, ,User hit user's target,1.459766,5.119946,4.576323
2018/07/02 - 10:52:54.0849829,8.540108,1, ,User missed, , , 
2018/07/02 - 10:52:54.3423029,8.79593,0, ,User missed, , , 
2018/07/02 - 10:52:54.7083382,9.162703,1, ,User hit user's target,1.134137,4.09658,4.486516
2018/07/02 - 10:52:55.8526433,10.30733,2, ,User hit user's target,-1.281561,5.189278,4.580326
2018/07/02 - 10:52:56.7962014,11.25084,1, ,User missed, , , 
2018/07/02 - 10:52:57.1303770,11.58464,2, ,User hit user's target,-4.96497,4.016059,-2.696498
2018/07/02 - 10:52:57.7078606,12.16251,3, ,User hit user's target,-3.631632,4.531613,-1.597482
2018/07/02 - 10:52:59.4079167,13.86305,4, ,User hit user's target,-5.554578,3.962164,-0.5245315
2018/07/02 - 10:53:02.4975953,16.95167,3, ,User missed, , , 
2018/07/02 - 10:53:02.8762089,17.33027,4, ,User hit user's target,2.651178,8.351747,-2.096343
2018/07/02 - 10:53:04.5091349,18.96321,5, ,User hit user's target,2.77392,5.197555,4.634686
2018/07/02 - 10:53:05.0866961,19.5413,6, ,User hit user's target,2.413968,3.42869,4.573588
2018/07/02 - 10:53:05.9641694,20.41936,7, ,User hit user's target,2.502483,7.128986,3.587927
2018/07/02 - 10:53:08.3424503,22.79567,8, ,User hit user's target,-0.02264384,3.774544,4.257074
2018/07/02 - 10:53:08.8865348,23.34153,9, ,User hit user's target,-0.6825715,3.538967,4.637629
2018/07/02 - 10:53:11.1990397,25.65298,10, ,User hit user's target,0.08715022,3.829585,5.122261
