Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
2018/06/28 - 02:10:52.8875398,0,0.008261755,-0.001629673,0.01842415,0.1583769,5.113048,0.07478396,0.1578667,-0.4329116,0.1299146,7.709744,9.106917,354.6317
2018/06/28 - 02:10:52.8975121,0.0116383,0.008125582,-0.001706766,0.01832067,0.2004922,5.124096,0.1075273,0.1578697,-0.4329126,0.1299136,7.709961,9.115168,354.614
2018/06/28 - 02:10:52.9074867,0.02333206,0.00808017,-0.001790201,0.01825145,0.2129184,5.116519,0.1020722,0.1578745,-0.4329144,0.1299112,7.702229,9.108315,354.5927
2018/06/28 - 02:10:52.9204516,0.03453773,0.007982392,-0.001863646,0.01818642,0.2549619,5.129379,0.09247676,0.1578799,-0.4329161,0.1299093,7.695032,9.094872,354.5719
2018/06/28 - 02:10:52.9304233,0.04563018,0.007922798,-0.001932063,0.01813306,0.2871307,5.12795,0.07565252,0.1578847,-0.432918,0.1299069,7.68269,9.071445,354.5569
2018/06/28 - 02:10:52.9413955,0.0569499,0.007894237,-0.001992664,0.01810244,0.3051468,5.135523,0.07487308,0.1578877,-0.4329187,0.1299063,7.676551,9.046988,354.552
2018/06/28 - 02:10:52.9563535,0.06719244,0.007841174,-0.002100423,0.01810663,0.3231721,5.1331,0.05094312,0.1578904,-0.4329192,0.1299063,7.671383,9.019096,354.5504
2018/06/28 - 02:10:52.9653297,0.08137252,0.007791091,-0.002130159,0.01815481,0.3563764,5.153269,0.04985479,0.1578893,-0.432919,0.1299064,7.666645,9.002518,354.5618
2018/06/28 - 02:10:52.9743059,0.09037516,0.007766321,-0.002177119,0.01821899,0.3726043,5.156932,0.04755687,0.1578873,-0.4329189,0.1299058,7.65965,8.991048,354.5745
2018/06/28 - 02:10:52.9862742,0.1008626,0.007726329,-0.002225849,0.01829479,0.3918096,5.158621,0.02413862,0.1578816,-0.4329183,0.1299045,7.648899,8.989277,354.6007
2018/06/28 - 02:10:53.0002366,0.1120785,0.007669665,-0.00226966,0.01838953,0.4557106,5.175742,0.01046761,0.1578704,-0.4329172,0.1299021,7.631369,8.998025,354.6468
2018/06/28 - 02:10:53.0092143,0.1254536,0.007670064,-0.002326941,0.01844781,0.4653675,5.176471,0.01365943,0.1578574,-0.4329164,0.1298981,7.609435,9.021173,354.6947
2018/06/28 - 02:10:53.0211802,0.1355608,0.007677011,-0.002376206,0.01849294,0.4634005,5.173115,0.01194409,0.1578568,-0.4329167,0.1298971,7.605098,9.023301,354.6959
2018/06/28 - 02:10:53.0291885,0.1468387,0.007666562,-0.002407114,0.01852237,0.4724916,5.18541,0.006498769,0.1578596,-0.4329173,0.1298968,7.605031,9.018331,354.6848
2018/06/28 - 02:10:53.0401310,0.1556524,0.007660554,-0.002448777,0.01856529,0.4955017,5.193923,0.000294061,0.1578675,-0.4329187,0.1298968,7.608965,9.007913,354.6526
2018/06/28 - 02:10:53.0511000,0.1663967,0.007658511,-0.002490874,0.01861479,0.5270694,5.188141,359.9843,0.1578906,-0.4329212,0.1299014,7.636868,8.96528,354.5659
2018/06/28 - 02:10:53.0630683,0.1776104,0.007670487,-0.002542507,0.01862687,0.5423337,5.20307,-0.00133429,0.1579009,-0.4329216,0.1299052,7.655152,8.938954,354.5318
2018/06/28 - 02:10:53.0740387,0.1889548,0.007680756,-0.002582245,0.01863259,0.5304524,5.201014,359.9922,0.1579006,-0.4329217,0.1299048,7.651947,8.935004,354.5345
2018/06/28 - 02:10:53.0850108,0.200336,0.007696223,-0.0026405,0.01863684,0.5420152,5.20227,359.9884,0.1578991,-0.4329211,0.1299056,7.654752,8.93619,354.5413
2018/06/28 - 02:10:53.0959810,0.2113243,0.007714237,-0.002688371,0.01862875,0.5573912,5.206128,359.987,0.1578959,-0.4329192,0.129909,7.665591,8.933297,354.5597
2018/06/28 - 02:10:53.1089470,0.2225963,0.007758114,-0.002738886,0.01859262,0.5608648,5.199022,359.9892,0.1578885,-0.4329158,0.1299141,7.682736,8.938128,354.5952
2018/06/28 - 02:10:53.1199160,0.2342477,0.007782053,-0.00279006,0.01857819,0.56538,5.202138,359.9808,0.1578865,-0.4329131,0.1299201,7.70829,8.944409,354.6065
