2018/06/29 - 01:21:46.8371244,0.8002356,1,0,User hit user's target,2.574708,2.89043,3.568616
2018/06/29 - 01:21:47.1929364,1.156599,0,0,User missed, , , 
2018/06/29 - 01:21:48.8368445,2.800076,0,0,User missed, , , 
2018/06/29 - 01:21:49.1709504,3.13331,0,0,User missed, , , 
2018/06/29 - 01:21:49.4262670,3.388659,1,0,User hit user's target,-4.083442,3.746113,-1.92419
2018/06/29 - 01:21:51.7270654,5.689528,2,0,User hit user's target,-1.928674,3.831433,3.743208
2018/06/29 - 01:21:52.2267278,6.189934,1,1,User missed, , , 
2018/06/29 - 01:21:52.5478684,6.511065,0,1,User missed, , , 
2018/06/29 - 01:21:52.8140116,6.777238,1,1,User hit user's target,-1.92819,2.500612,4.031069
2018/06/29 - 01:21:54.0483338,8.011026,2,1,User hit user's target,-3.997794,4.446098,-2.523578
2018/06/29 - 01:21:55.4580778,9.421864,3,6,User hit user's target,-3.402066,3.397127,2.105442
2018/06/29 - 01:21:56.1632872,10.12584,2,7,User missed, , , 
2018/06/29 - 01:21:56.5712016,10.5331,3,7,User hit user's target,-2.297164,2.326746,4.312958
2018/06/29 - 01:21:57.0817184,11.04455,2,8,User missed, , , 
2018/06/29 - 01:21:57.3858820,11.34397,3,8,User hit user's target,1.781438,5.369499,4.721605
2018/06/29 - 01:22:00.1922788,14.15627,2,7,User missed, , , 
2018/06/29 - 01:22:00.4705572,14.43361,3,7,User hit user's target,-3.229045,5.293805,3.904171
2018/06/29 - 01:22:02.8053824,16.76756,4,6,User hit user's target,1.789721,2.571182,4.912525
2018/06/29 - 01:22:04.1509272,18.11469,3,8,User missed, , , 
2018/06/29 - 01:22:04.5933018,18.55652,4,8,User hit user's target,2.650945,2.685721,4.278804
2018/06/29 - 01:22:05.8062853,19.76902,5,7,User hit user's target,4.567886,4.347653,2.928315
2018/06/29 - 01:22:06.7927671,20.75685,6,8,User hit user's target,2.342711,4.109685,3.053129
