Date and clock time (yyyy/MM/dd - hh:mm:ss.ffffff):,Gameplay Time (updated every frame) (s):,Headset position x:,Headset position y:,Headset position z:,Headset rotation x:,Headset rotation y:,Headset rotation z:,Right Hand Position x:,Right Hand Position y:,Right Hand Position z:,Right Hand rotation x:,Right Hand rotation y:,Right Hand rotation z:
2018/06/29 - 01:21:46.0492323,0,-0.0167499,-0.04288825,0.01161491,26.89206,20.19012,13.03096,0.1271874,-0.6428001,0.2255685,29.68873,13.37661,344.9635
2018/06/29 - 01:21:46.0591907,0.01084015,-0.01705255,-0.04276251,0.01224554,26.62237,20.16336,12.92386,0.1273272,-0.6428382,0.2257212,29.76304,13.278,344.779
2018/06/29 - 01:21:46.0691568,0.02331898,-0.01737902,-0.04250051,0.01266759,26.46448,20.01732,12.71312,0.1273587,-0.6428807,0.2257772,29.78063,13.29325,344.7596
2018/06/29 - 01:21:46.0811461,0.03357005,-0.01772592,-0.04226578,0.01317155,26.2142,19.83963,12.68078,0.1272996,-0.6428917,0.2258018,29.77192,13.33801,344.8322
2018/06/29 - 01:21:46.0931103,0.04452739,-0.01805671,-0.04205339,0.01361727,26.0151,19.60204,12.65198,0.1272832,-0.6428881,0.2258479,29.75053,13.36428,344.8723
2018/06/29 - 01:21:46.1050684,0.05750741,-0.01830984,-0.04190563,0.01385927,25.89346,19.33943,12.64686,0.12728,-0.6429234,0.225879,29.70841,13.41514,344.9135
2018/06/29 - 01:21:46.1140349,0.0683817,-0.01852006,-0.0418215,0.01406118,25.73834,19.08591,12.56124,0.1272011,-0.6429417,0.2258821,29.6502,13.47875,344.9792
2018/06/29 - 01:21:46.1250056,0.07766964,-0.01869318,-0.04165794,0.01418298,25.69643,18.85884,12.3524,0.127101,-0.6429504,0.2259027,29.64071,13.4956,345.0149
2018/06/29 - 01:21:46.1349790,0.08828223,-0.01876241,-0.04149347,0.01435061,25.67056,18.6719,12.13866,0.1269896,-0.6429624,0.2259101,29.62423,13.49103,345.0322
2018/06/29 - 01:21:46.1479440,0.09942161,-0.01879258,-0.0414381,0.01453257,25.61085,18.693,12.10396,0.1267522,-0.6429623,0.2260004,29.59924,13.4588,345.0526
2018/06/29 - 01:21:46.1589150,0.1114945,-0.0186912,-0.04130162,0.01457726,25.67272,18.64429,11.93749,0.1263579,-0.6430356,0.2261315,29.63209,13.38141,345.0815
2018/06/29 - 01:21:46.1698863,0.1226339,-0.01882491,-0.04130038,0.01468936,25.69832,18.83011,11.86794,0.125853,-0.6431377,0.2262523,29.64281,13.23228,345.088
2018/06/29 - 01:21:46.1808558,0.1335094,-0.01863203,-0.04139502,0.01465885,25.70857,18.89018,11.77401,0.1254635,-0.6431447,0.2262981,29.56546,13.10016,345.0652
2018/06/29 - 01:21:46.1918274,0.1447244,-0.01844863,-0.04137101,0.0146738,25.81562,19.03123,11.61191,0.1251591,-0.6431769,0.2263567,29.48674,13.07017,345.0899
2018/06/29 - 01:21:46.2027975,0.155529,-0.01813371,-0.0414447,0.01469831,25.88404,19.24665,11.61613,0.124823,-0.6433209,0.226413,29.45395,13.11045,345.2534
2018/06/29 - 01:21:46.2147661,0.1661874,-0.01793383,-0.04148816,0.0147524,25.9738,19.49721,11.6004,0.1244685,-0.6435626,0.2264648,29.46572,13.17086,345.462
2018/06/29 - 01:21:46.2257359,0.1790619,-0.01775004,-0.04156856,0.01484506,26.00105,19.74841,11.60811,0.1241089,-0.6438093,0.2265113,29.47369,13.19585,345.6617
2018/06/29 - 01:21:46.2357102,0.1898246,-0.01757171,-0.04166614,0.01495644,26.00733,19.95397,11.52476,0.1237661,-0.6440554,0.2265121,29.51267,13.16934,345.8094
2018/06/29 - 01:21:46.2466801,0.1996587,-0.01740445,-0.04183036,0.01506108,25.96621,20.15062,11.41999,0.1234295,-0.6443515,0.2265143,29.61308,13.12312,345.9439
2018/06/29 - 01:21:46.2576590,0.2107028,-0.0173724,-0.04184753,0.0152055,26.05764,20.36785,11.22211,0.1231641,-0.6446229,0.2265654,29.71199,13.08,346.0216
2018/06/29 - 01:21:46.2716141,0.2216172,-0.01732829,-0.04185498,0.01523084,26.20527,20.53485,11.12819,0.1230008,-0.6447921,0.2265774,29.7418,13.05074,346.0538
